指標名,幼稚園～高校,,,公立,https://www.kyoiku.metro.tokyo.lg.jp/about/statistics_and_research,,,,
出典,公立：東京都教育委員会、私立：東京都生活文化局,,,私立,https://www.seikatubunka.metro.tokyo.lg.jp/shigaku/,,,,
年次,2025/2取得,,,国立（高等学校のみ）,https://www.minkou.jp/hischool/search/pref=tokyo/c=2/,,,,
URL,右記参照,,,,,,,,
備考,（2019年度：498件、2020年度：733件、2021年度：716件、2022年度：711件、2023年度：716件、2024年度：723件）,,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,国公私,カテゴリ,データ年次
品川区,西五反田４丁目,-,東京都品川区西五反田4-29-9,35.625639,139.712945,第四日野,公立,小学校,2024年5月1日
品川区,大井６丁目,-,東京都品川区大井6-1-32,35.598676,139.731278,大井第一,公立,小学校,2024年5月1日
品川区,東大井２丁目,-,東京都品川区東大井2-10-14,35.601445,139.740725,鮫浜,公立,小学校,2024年5月1日
品川区,大井３丁目,-,東京都品川区大井3-7-19,35.602945,139.730095,山中,公立,小学校,2024年5月1日
品川区,東大井４丁目,-,東京都品川区東大井4-15-9,35.604471,139.740196,立会,公立,小学校,2024年5月1日
品川区,南大井４丁目,-,東京都品川区南大井4-3-27,35.598251,139.735959,浜川,公立,小学校,2024年5月1日
品川区,西大井５丁目,-,東京都品川区西大井5-6-8,35.598638,139.716828,伊藤,公立,小学校,2024年5月1日
品川区,南大井４丁目,-,東京都品川区南大井4-16-2,35.594170,139.734796,鈴ヶ森,公立,小学校,2024年5月1日
品川区,東品川１丁目,-,東京都品川区東品川1-8-30,35.620879,139.743696,台場,公立,小学校,2024年5月1日
品川区,平塚２丁目,-,東京都品川区平塚2-19-20,35.614740,139.713534,京陽,公立,小学校,2024年5月1日
品川区,西中延２丁目,-,東京都品川区西中延2-17-5,35.608897,139.708479,延山,公立,小学校,2024年5月1日
品川区,中延１丁目,-,東京都品川区中延1-11-15,35.612411,139.708988,中延,公立,小学校,2024年5月1日
品川区,小山５丁目,-,東京都品川区小山5-10-6,35.616026,139.703278,小山,公立,小学校,2024年5月1日
品川区,戸越６丁目,-,東京都品川区戸越6-17-3,35.606730,139.716539,大原,公立,小学校,2024年5月1日
品川区,戸越４丁目,-,東京都品川区戸越4-5-10,35.611932,139.718450,宮前,公立,小学校,2024年5月1日
品川区,中延６丁目,-,東京都品川区中延6-2-18,35.602934,139.711702,源氏前,公立,小学校,2024年5月1日
品川区,旗の台１丁目,-,東京都品川区旗の台1-6-1,35.610096,139.703561,第二延山,公立,小学校,2024年5月1日
品川区,小山２丁目,-,東京都品川区小山2-4-6,35.621677,139.708756,後地,公立,小学校,2024年5月1日
品川区,豊町２丁目,-,東京都品川区豊町2-1-20,35.610976,139.721018,戸越,公立,小学校,2024年5月1日
品川区,旗の台４丁目,-,東京都品川区旗の台4-7-11,35.603248,139.704224,旗台,公立,小学校,2024年5月1日
品川区,二葉４丁目,-,東京都品川区二葉4-4-10,35.602728,139.714928,上神明,公立,小学校,2024年5月1日
品川区,旗の台１丁目,-,東京都品川区旗の台1-11-17,35.607101,139.702989,清水台,公立,小学校,2024年5月1日
品川区,小山台１丁目,-,東京都品川区小山台1-18-24,35.622780,139.703273,小山台,公立,小学校,2024年5月1日
渋谷区,広尾１丁目,-,東京都渋谷区広尾1-9-17,35.649495,139.716898,臨川,公立,小学校,2024年5月1日
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-23-1,35.647319,139.706096,長谷戸,公立,小学校,2024年5月1日
渋谷区,東３丁目,-,東京都渋谷区東3-3-3,35.651633,139.712654,広尾,公立,小学校,2024年5月1日
渋谷区,猿楽町,-,東京都渋谷区猿楽町12-35,35.651299,139.701339,猿楽,公立,小学校,2024年5月1日
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-21-10,35.644380,139.714514,加計塚,公立,小学校,2024年5月1日
渋谷区,東１丁目,-,東京都渋谷区東1-7-10,35.655677,139.710268,常磐松,公立,小学校,2024年5月1日
渋谷区,初台１丁目,-,東京都渋谷区初台1-32-12,35.679236,139.684190,幡代,公立,小学校,2024年5月1日
渋谷区,上原３丁目,-,東京都渋谷区上原3-13-20,35.666303,139.679062,上原,公立,小学校,2024年5月1日
渋谷区,笹塚２丁目,-,東京都渋谷区笹塚2-8-1,35.676247,139.669465,笹塚,公立,小学校,2024年5月1日
渋谷区,西原２丁目,-,東京都渋谷区西原2-22-1,35.673497,139.678426,西原,公立,小学校,2024年5月1日
渋谷区,上原１丁目,-,東京都渋谷区上原1-46-4,35.669104,139.687134,富谷,公立,小学校,2024年5月1日
渋谷区,幡ヶ谷３丁目,-,東京都渋谷区幡ヶ谷3-49-1,35.680751,139.673312,中幡,公立,小学校,2024年5月1日
渋谷区,千駄ケ谷２丁目,-,東京都渋谷区千駄ケ谷2-4-1,35.675044,139.707176,千駄谷,公立,小学校,2024年5月1日
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷5-9-1,35.682531,139.705876,鳩森,公立,小学校,2024年5月1日
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-20-12,35.667925,139.708108,神宮前,公立,小学校,2024年5月1日
渋谷区,宇田川町,-,東京都渋谷区宇田川町5-1,35.663074,139.697662,神南,公立,小学校,2024年5月1日
渋谷区,本町４丁目,-,東京都渋谷区本町4-3-1,35.686066,139.681805,渋谷本町学園,公立,小学校,2024年5月1日
渋谷区,代々木３丁目,-,東京都渋谷区代々木3-47-1,35.681226,139.694834,代々木山谷,公立,小学校,2024年5月1日
千代田区,平河町２丁目,-,東京都千代田区平河町2-5-1,35.680491,139.738870,麹町,公立,中学校,2024年5月1日
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋2-6-14,35.694639,139.756816,神田一橋,公立,中学校,2024年5月1日
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋2-6-14,35.694639,139.756816,(神田一橋・通信制）,公立,中学校,2024年5月1日
中央区,晴海１丁目,-,東京都中央区晴海1-5-3,35.659496,139.784859,晴海,公立,中学校,2024年5月1日
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-10-1,35.692240,139.787018,日本橋,公立,中学校,2024年5月1日
中央区,銀座８丁目,-,東京都中央区銀座8-19-15,35.665456,139.764809,銀座,公立,中学校,2024年5月1日
中央区,佃２丁目,-,東京都中央区佃2-3-2,35.668267,139.784539,佃,公立,中学校,2024年5月1日
中央区,晴海５丁目,-,東京都中央区晴海5-3-5,35.651916,139.774968,晴海西,公立,中学校,2024年5月1日
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋3-25-30,35.661607,139.750415,御成門,公立,中学校,2024年5月1日
港区,白金４丁目,-,東京都港区白金4-1-12,35.643618,139.727772,白金の丘,公立,中学校,2024年5月1日
港区,高輪１丁目,-,東京都港区高輪1-16-25,35.641810,139.734467,高松,公立,中学校,2024年5月1日
港区,港南４丁目,-,東京都港区港南4-3-3,35.630983,139.749028,港南,公立,中学校,2024年5月1日
港区,西麻布４丁目,-,東京都港区西麻布4-14-8,35.656847,139.720465,高陵,公立,中学校,2024年5月1日
港区,赤坂９丁目,六本木,東京都港区赤坂9-2-3,35.668026,139.731702,赤坂,公立,中学校,2024年5月1日
港区,北青山１丁目,-,東京都港区北青山1-1-9,35.674227,139.722158,青山,公立,中学校,2024年5月1日
港区,台場１丁目,-,東京都港区台場1-1-5,35.633868,139.777172,港陽,公立,中学校,2024年5月1日
港区,六本木６丁目,六本木,東京都港区六本木6-8-16,35.659847,139.716347,六本木,公立,中学校,2024年5月1日
港区,三田４丁目,-,東京都港区三田4-13-13,35.645114,139.741093,三田,公立,中学校,2024年5月1日
新宿区,北山伏町,-,東京都新宿区北山伏町4-1,35.700467,139.730511,牛込第一,公立,中学校,2024年5月1日
新宿区,喜久井町,-,東京都新宿区喜久井町20,35.703618,139.722095,牛込第二,公立,中学校,2024年5月1日
新宿区,市谷加賀町１丁目,-,東京都新宿区市谷加賀町1-3-1,35.697677,139.731447,牛込第三,公立,中学校,2024年5月1日
新宿区,下落合２丁目,-,東京都新宿区下落合2-24-6,35.719304,139.699552,落合,公立,中学校,2024年5月1日
新宿区,西落合１丁目,-,東京都新宿区西落合1-6-5,35.720633,139.684682,落合第二,公立,中学校,2024年5月1日
新宿区,西新宿８丁目,-,東京都新宿区西新宿8-2-44,35.690016,139.699613,西新宿,公立,中学校,2024年5月1日
新宿区,四谷１丁目,-,東京都新宿区四谷1-12,35.682396,139.728730,四谷,公立,中学校,2024年5月1日
新宿区,戸山３丁目,-,東京都新宿区戸山3-20-2,35.708071,139.709992,西早稲田,公立,中学校,2024年5月1日
新宿区,新宿６丁目,-,東京都新宿区新宿6-15-22,35.695572,139.710891,新宿,公立,中学校,2024年5月1日
新宿区,百人町４丁目,-,東京都新宿区百人町4-3-1,35.708405,139.700971,新宿西戸山,公立,中学校,2024年5月1日
江東区,森下４丁目,-,東京都江東区森下4-9-22,35.685252,139.805820,深川第一,公立,中学校,2024年5月1日
江東区,冬木,-,東京都江東区冬木22-10,35.676364,139.800280,深川第二,公立,中学校,2024年5月1日
江東区,越中島３丁目,-,東京都江東区越中島3-7-1,35.666599,139.796409,深川第三,公立,中学校,2024年5月1日
江東区,千石１丁目,-,東京都江東区千石1-12-12,35.678930,139.812428,深川第四,公立,中学校,2024年5月1日
江東区,豊洲４丁目,-,東京都江東区豊洲4-11-18,35.652476,139.799861,深川第五,公立,中学校,2024年5月1日
江東区,平野３丁目,-,東京都江東区平野3-6-13,35.678876,139.805614,深川第六,公立,中学校,2024年5月1日
江東区,毛利１丁目,-,東京都江東区毛利1-14-1,35.691252,139.813761,深川第七,公立,中学校,2024年5月1日
江東区,塩浜２丁目,-,東京都江東区塩浜2-21-14,35.664753,139.812069,深川第八,公立,中学校,2024年5月1日
江東区,亀戸９丁目,-,東京都江東区亀戸9-2-2,35.695585,139.841691,亀戸,公立,中学校,2024年5月1日
江東区,亀戸４丁目,-,東京都江東区亀戸4-51-1,35.702359,139.832209,第二亀戸,公立,中学校,2024年5月1日
江東区,亀戸１丁目,-,東京都江東区亀戸1-12-10,35.695072,139.821244,第三亀戸,公立,中学校,2024年5月1日
江東区,大島８丁目,-,東京都江東区大島8-12-22,35.686462,139.839862,大島,公立,中学校,2024年5月1日
江東区,大島３丁目,-,東京都江東区大島3-27-18,35.691802,139.831076,第二大島,公立,中学校,2024年5月1日
江東区,北砂６丁目,-,東京都江東区北砂6-16-28,35.684688,139.836802,砂町,公立,中学校,2024年5月1日
江東区,東砂８丁目,-,東京都江東区東砂8-10-9,35.668159,139.839971,第二砂町,公立,中学校,2024年5月1日
江東区,南砂３丁目,-,東京都江東区南砂3-10-3,35.669627,139.829418,第三砂町,公立,中学校,2024年5月1日
江東区,北砂５丁目,-,東京都江東区北砂5-20-17,35.684773,139.832359,第四砂町,公立,中学校,2024年5月1日
江東区,辰巳１丁目,-,東京都江東区辰巳1-10-57,35.646954,139.811592,辰巳,公立,中学校,2024年5月1日
江東区,南砂２丁目,-,東京都江東区南砂2-3-20,35.673658,139.823451,南砂　,公立,中学校,2024年5月1日
江東区,南砂１丁目,-,東京都江東区南砂1-2-18,35.677968,139.821451,第二南砂,公立,中学校,2024年5月1日
江東区,東陽２丁目,-,東京都江東区東陽2-1-8,35.666729,139.814068,東陽,公立,中学校,2024年5月1日
江東区,大島４丁目,-,東京都江東区大島4-1-23,35.686182,139.827527,大島西,公立,中学校,2024年5月1日
江東区,有明２丁目,-,東京都江東区有明2-10-1,35.640246,139.796125,有明,公立,中学校,2024年5月1日
品川区,東品川３丁目,-,東京都品川区東品川3-30-15,35.612562,139.748915,東海,公立,中学校,2024年5月1日
品川区,西品川３丁目,-,東京都品川区西品川3-10-6,35.615845,139.723347,大崎,公立,中学校,2024年5月1日
品川区,東大井３丁目,-,東京都品川区東大井3-18-34,35.600410,139.738588,浜川,公立,中学校,2024年5月1日
品川区,南大井２丁目,-,東京都品川区南大井2-3-14,35.593175,139.737932,鈴ヶ森,公立,中学校,2024年5月1日
品川区,西大井５丁目,-,東京都品川区西大井5-5-14,35.597931,139.715581,冨士見台,公立,中学校,2024年5月1日
品川区,荏原１丁目,-,東京都品川区荏原1-24-30,35.619652,139.712873,荏原第一,公立,中学校,2024年5月1日
品川区,旗の台５丁目,-,東京都品川区旗の台5-11-13,35.603174,139.702143,荏原第五,公立,中学校,2024年5月1日
品川区,小山５丁目,-,東京都品川区小山5-20-19,35.616338,139.699884,荏原第六,公立,中学校,2024年5月1日
品川区,戸越１丁目,-,東京都品川区戸越1-15-23,35.615774,139.717207,戸越台,公立,中学校,2024年5月1日
渋谷区,東４丁目,-,東京都渋谷区東4-13-25,35.654297,139.712332,広尾,公立,中学校,2024年5月1日
渋谷区,鶯谷町９丁目,-,東京都渋谷区鶯谷町9-1,35.653336,139.703124,鉢山,公立,中学校,2024年5月1日
渋谷区,上原３丁目,-,東京都渋谷区上原3-41-2,35.667023,139.677561,上原,公立,中学校,2024年5月1日
渋谷区,西原１丁目,-,東京都渋谷区西原1-46-1,35.674483,139.683261,代々木,公立,中学校,2024年5月1日
渋谷区,笹塚３丁目,-,東京都渋谷区笹塚3-10-1,35.677652,139.668763,笹塚,公立,中学校,2024年5月1日
渋谷区,松涛１丁目,-,東京都渋谷区松涛1-20-4,35.661349,139.690913,松濤,公立,中学校,2024年5月1日
渋谷区,本町４丁目,-,東京都渋谷区本町4-3-1,35.686066,139.681805,渋谷本町学園,公立,中学校,2024年5月1日
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-24-6,35.672984,139.706006,原宿外苑,公立,中学校,2024年5月1日
千代田区,東神田１丁目,-,東京都千代田区東神田1-12-13,35.694574,139.781045,一橋,公立,高校,2024年5月1日
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-16-1,35.675875,139.739646,日比谷,公立,高校,2024年5月1日
港区,三田１丁目,-,東京都港区三田1-4-46,35.652475,139.743516,三田,公立,高校,2024年5月1日
品川区,豊町２丁目,-,東京都品川区豊町2-1-7,35.609431,139.720760,大崎,公立,高校,2024年5月1日
品川区,東品川３丁目,-,東京都品川区東品川3-27-22,35.612016,139.747385,八潮,公立,高校,2024年5月1日
品川区,小山３丁目,-,東京都品川区小山3-3-32,35.621329,139.703873,小山台,公立,高校,2024年5月1日
港区,六本木６丁目,六本木,東京都港区六本木6-16-36,35.661859,139.734547,六本木,公立,高校,2024年5月1日
港区,海岸,-,東京都港区海岸1-8-25,35.656449,139.760587,芝商業,公立,高校,2024年5月1日
新宿区,戸山３丁目,-,東京都新宿区戸山3-19-1,35.707024,139.710240,戸山,公立,高校,2024年5月1日
新宿区,内藤町,-,東京都新宿区内藤町11-4,35.689224,139.705386,新宿,公立,高校,2024年5月1日
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-1-8,35.672731,139.716161,青山,公立,高校,2024年5月1日
渋谷区,東４丁目,-,東京都渋谷区東4-14-14,35.653048,139.713073,広尾,公立,高校,2024年5月1日
新宿区,山吹町,-,東京都新宿区山吹町81,35.707200,139.729247,新宿山吹,公立,高校,2024年5月1日
渋谷区,鉢山町,-,東京都渋谷区鉢山町8-1,35.650116,139.698501,第一商業,公立,高校,2024年5月1日
新宿区,富久町,-,東京都新宿区富久町22-1,35.693686,139.716110,総合芸術,公立,高校,2024年5月1日
中央区,晴海１丁目,-,東京都中央区晴海1-2-1,35.660440,139.786067,晴海総合,公立,高校,2024年5月1日
江東区,東陽５丁目,-,東京都江東区東陽5-32-19,35.671044,139.815633,深川,公立,高校,2024年5月1日
江東区,東砂７丁目,-,東京都江東区東砂7-19-24,35.673770,139.836596,東,公立,高校,2024年5月1日
江東区,大島３丁目,-,東京都江東区大島3-22-1,35.692553,139.830231,城東,公立,高校,2024年5月1日
江東区,千石３丁目,-,東京都江東区千石3-2-11,35.679383,139.817864,大江戸,公立,高校,2024年5月1日
江東区,亀戸４丁目,-,東京都江東区亀戸4-50-1,35.702689,139.830846,江東商業,公立,高校,2024年5月1日
江東区,越中島３丁目,-,東京都江東区越中島3-3-1,35.663221,139.795756,第三商業,公立,高校,2024年5月1日
江東区,森下５丁目,-,東京都江東区森下5-1-7,35.685315,139.806953,墨田工科,公立,高校,2024年5月1日
江東区,大島１丁目,-,東京都江東区大島1-2-31,35.687034,139.821260,科学技術,公立,高校,2024年5月1日
千代田区,九段北,-,東京都千代田区千代田区九段北2-2-1,35.696141,139.747293,九段,公立,中等教育学校,2024年5月1日
江東区,有明１丁目,-,東京都江東区有明1-7-13,35.637276,139.784281,有明西学園,公立,義務教育学校,2024年5月1日
品川区,東五反田２丁目,-,東京都品川区東五反田2-11-1,35.624533,139.728242,日野学園,公立,義務教育学校,2024年5月1日
品川区,大井５丁目,-,東京都品川区大井5-1-37,35.599794,139.726088,伊藤学園,公立,義務教育学校,2024年5月1日
品川区,八潮５丁目,-,東京都品川区八潮5-11-2,35.601235,139.752100,八潮学園,公立,義務教育学校,2024年5月1日
品川区,平塚３丁目,-,東京都品川区平塚3-16-26,35.615320,139.711018,荏原平塚学園,公立,義務教育学校,2024年5月1日
品川区,北品川３丁目,-,東京都品川区北品川3-9-30,35.618000,139.738320,品川学園,公立,義務教育学校,2024年5月1日
品川区,二葉１丁目,-,東京都品川区二葉1-3-40,35.607272,139.725581,豊葉の杜学園,公立,義務教育学校,2024年5月1日
江東区,猿江２丁目,-,東京都江東区猿江2-16-18,35.686140,139.817604,墨東特別支援学校,公立,特別支援学校,2024年5月1日
江東区,東陽４丁目,-,東京都江東区東陽4-11-45,35.673731,139.817800,江東特別支援学校,公立,特別支援学校,2024年5月1日
港区,港南３丁目,-,東京都港区港南3-9-45,35.632430,139.751294,港特別支援学校,公立,特別支援学校,2024年5月1日
品川区,南品川６丁目,-,東京都品川区南品川6-15-20,35.609678,139.738147,品川特別支援学校,公立,特別支援学校,2024年5月1日
港区,南青山２丁目,-,東京都港区南青山2-33-77,35.669059,139.722544,青山特別支援学校,公立,特別支援学校,2024年5月1日
江東区,大島６丁目,-,東京都江東区大島6-7-3,35.691713,139.834494,城東特別支援学校,公立,特別支援学校,2024年5月1日
江東区,青海２丁目,-,東京都江東区青海2-5-1,35.616332,139.780429,臨海青海特別支援学校,公立,特別支援学校,2024年5月1日
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-20-11,35.688429,139.685743,新宿養護学校,公立,特別支援学校,2024年5月1日
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２-１１,35.701019,139.757949,東京デザイナー学院,私立,専修学校,2024年2月取得
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋３-２４-１０,35.661450,139.750952,音響芸術専門学校,私立,専修学校,2024年2月取得
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場２-１１-１０,35.713651,139.707821,東京デザインテクノロジーセンター専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿５丁目,-,東京都新宿区西新宿５-２５-８,35.690016,139.699613,東放学園映画専門学校,私立,専修学校,2024年2月取得
新宿区,百人町１丁目,-,東京都新宿区百人町１-２５-４,35.698484,139.698125,日本電子専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿１丁目,-,東京都新宿区西新宿１-７-３,35.689056,139.712207,ＨＡＬ東京,私立,専修学校,2024年2月取得
新宿区,大久保３丁目,-,東京都新宿区大久保３-４-１,35.706037,139.706393,早稲田大学芸術学校,私立,専修学校,2024年2月取得
江東区,亀戸２丁目,-,東京都江東区亀戸２-２８-５,35.699491,139.824569,専門学校読売自動車大学校,私立,専修学校,2024年2月取得
品川区,南品川３丁目,-,東京都品川区南品川３-７-１２,35.606922,139.744896,専門学校東京工科自動車大学校品川校,私立,専修学校,2024年2月取得
新宿区,百人町２丁目,-,東京都新宿区百人町２-２６-１０,35.704254,139.695033,東京眼鏡専門学校,私立,専修学校,2024年2月取得
渋谷区,鴬谷町,-,東京都渋谷区鴬谷町７-９,35.654028,139.701438,青山製図専門学校,私立,専修学校,2024年2月取得
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前５-２９-２,35.664414,139.703376,東京サイクルデザイン専門学校,私立,専修学校,2024年2月取得
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ケ谷３-６２-８,35.673539,139.703822,東京デザイン専門学校,私立,専修学校,2024年2月取得
渋谷区,本町４丁目,-,東京都渋谷区本町４-２０-７,35.688158,139.679160,東放学園音響専門学校,私立,専修学校,2024年2月取得
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町３-２８-１２,35.695610,139.763182,駿台電子情報＆ビジネス専門学校,私立,専修学校,2024年2月取得
新宿区,百人町１丁目,-,東京都新宿区百人町１-１３-１６,35.699414,139.699227,東京マルチメディア専門学校,私立,専修学校,2024年2月取得
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２-１-２７,35.707076,139.716607,専門学校早稲田国際ビジネスカレッジ,私立,専修学校,2024年2月取得
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町２-１０-３３,35.697013,139.755774,東京情報クリエイター工学院専門学校,私立,専修学校,2024年2月取得
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１-５２-４,35.698087,139.757408,日本ウェルネス保育専門学校,私立,専修学校,2024年2月取得
千代田区,神田多町２丁目,-,東京都千代田区神田多町２-１１,35.694570,139.768887,東京都歯科医師会附属歯科衛生士専門学校,私立,専修学校,2024年2月取得
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台１-８-１３,35.698267,139.763455,日本大学歯学部附属歯科衛生専門学校,私立,専修学校,2024年2月取得
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台１-８-１３,35.698267,139.763455,日本大学歯学部附属歯科技工専門学校,私立,専修学校,2024年2月取得
中央区,新川１丁目,-,東京都中央区新川１-１０-１８,35.677328,139.782185,専門学校東京医療学院,私立,専修学校,2024年2月取得
中央区,八丁堀１丁目,-,東京都中央区八丁堀１-１１-１１,35.677327,139.777719,東京医療福祉専門学校,私立,専修学校,2024年2月取得
港区,西新橋３丁目,虎ノ門広域,東京都港区西新橋３-２５-８,35.664083,139.750554,慈恵看護専門学校,私立,専修学校,2024年2月取得
新宿区,百人町３丁目,-,東京都新宿区百人町３-２２-８,35.704939,139.698267,東京山手メディカルセンター附属看護専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿１丁目,-,東京都新宿区西新宿１-７-３,35.689056,139.712207,首都医校,私立,専修学校,2024年2月取得
新宿区,百人町２丁目,-,東京都新宿区百人町２-５-９,35.703292,139.700321,西武学園医学技術専門学校東京新宿校,私立,専修学校,2024年2月取得
新宿区,三栄町３丁目,-,東京都新宿区三栄町３,35.687735,139.726645,東京医療専門学校,私立,専修学校,2024年2月取得
新宿区,揚場町,-,東京都新宿区揚場町２-２８,35.702188,139.742939,東京新宿メディカルセンター附属看護専門学校,私立,専修学校,2024年2月取得
新宿区,百人町１丁目,-,東京都新宿区百人町１-４-４,35.699995,139.701388,東洋鍼灸専門学校,私立,専修学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-１８-１８,35.711320,139.706175,日本医学柔整鍼灸専門学校,私立,専修学校,2024年2月取得
新宿区,大久保３丁目,-,東京都新宿区大久保３-１４-２０,35.707843,139.708352,ヘレン・ケラー学院,私立,専修学校,2024年2月取得
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２-４-６,35.708466,139.716302,早稲田医学院歯科衛生士専門学校,私立,専修学校,2024年2月取得
品川区,東大井３丁目,-,東京都品川区東大井３-５-６,35.603316,139.739055,池見東京医療専門学校,私立,専修学校,2024年2月取得
品川区,旗の台１丁目,-,東京都品川区旗の台１-２-２６,35.609966,139.704253,昭和大学医学部附属看護専門学校,私立,専修学校,2024年2月取得
渋谷区,本町６丁目,-,東京都渋谷区本町６-２１-７,35.681104,139.679915,専門学校東洋公衆衛生学院,私立,専修学校,2024年2月取得
渋谷区,桜丘町,-,東京都渋谷区桜丘町２０-１,35.655817,139.700244,日本鍼灸理療専門学校,私立,専修学校,2024年2月取得
渋谷区,桜丘町,-,東京都渋谷区桜丘町２０-１,35.655817,139.700244,日本柔道整復専門学校,私立,専修学校,2024年2月取得
渋谷区,広尾４丁目,-,東京都渋谷区広尾４-１-３,35.653517,139.719318,日本赤十字社助産師学校,私立,専修学校,2024年2月取得
新宿区,左門町,-,東京都新宿区左門町５-,35.686492,139.719621,新宿医療専門学校,私立,専修学校,2024年2月取得
千代田区,西神田１丁目,-,東京都千代田区西神田１-３-４,35.699353,139.756622,東京理容専修学校,私立,専修学校,2024年2月取得
港区,赤坂７丁目,赤坂,東京都港区赤坂７-２-２９,35.673870,139.730154,タカラ美容専門学校,私立,専修学校,2024年2月取得
港区,六本木６丁目,六本木,東京都港区六本木６-４-１ハリウッドプラザ,35.661407,139.730038,ハリウッド美容専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿６丁目,-,東京都新宿区西新宿６-５-３,35.689885,139.699733,新宿調理師専門学校,私立,専修学校,2024年2月取得
新宿区,市谷本村町,-,東京都新宿区市谷本村町２-３１,35.690538,139.731754,高山美容専門学校,私立,専修学校,2024年2月取得
新宿区,下落合２丁目,-,東京都新宿区下落合２-３-１６,35.716927,139.703252,中央理美容専門学校,私立,専修学校,2024年2月取得
新宿区,西新宿６丁目,-,東京都新宿区西新宿６-１１-１１,35.691346,139.693690,東京栄養専門学校,私立,専修学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-１４-１,35.708996,139.706206,東京製菓学校,私立,専修学校,2024年2月取得
新宿区,西新宿７丁目,-,東京都新宿区西新宿７-１１-１１,35.694326,139.697714,東京調理製菓専門学校,私立,専修学校,2024年2月取得
新宿区,下落合１丁目,-,東京都新宿区下落合１-２-４,35.716677,139.702146,東京美容専門学校,私立,専修学校,2024年2月取得
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場１-２１-１２,35.709621,139.704161,日本美容専門学校,私立,専修学校,2024年2月取得
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２-４２-５,35.697706,139.701089,真野美容専門学校,私立,専修学校,2024年2月取得
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田２-２０-７,35.709011,139.709536,早稲田美容専門学校,私立,専修学校,2024年2月取得
品川区,南品川６丁目,-,東京都品川区南品川６-１０-５,35.609745,139.736264,東京健康科学専門学校,私立,専修学校,2024年2月取得
品川区,大井１丁目,-,東京都品川区大井１-４８-１１,35.605403,139.733070,東京マックス美容専門学校,私立,専修学校,2024年2月取得
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿４-１９-２５,35.643940,139.712927,専門学校エビスビューティカレッジ,私立,専修学校,2024年2月取得
渋谷区,神泉町,-,東京都渋谷区神泉町２-２,35.658034,139.693491,国際文化理容美容専門学校渋谷校,私立,専修学校,2024年2月取得
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷１-２１-１０,35.663395,139.703622,住田美容専門学校,私立,専修学校,2024年2月取得
渋谷区,桜丘町,-,東京都渋谷区桜丘町２３-１８,35.655873,139.699764,専門学校ビジョナリーアーツ,私立,専修学校,2024年2月取得
渋谷区,千駄ケ谷５丁目,-,東京都渋谷区千駄ケ谷５-２５-４,35.684890,139.703415,服部栄養専門学校,私立,専修学校,2024年2月取得
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前３-２６-１,35.670947,139.708751,ベルエポック美容専門学校,私立,専修学校,2024年2月取得
渋谷区,代々木１丁目,-,東京都渋谷区代々木１-５３-１,35.684186,139.699952,山野美容専門学校,私立,専修学校,2024年2月取得
新宿区,須賀町,-,東京都新宿区須賀町３,35.686806,139.721884,マリールイズ美容専門学校,私立,専修学校,2024年2月取得
渋谷区,円山町,-,東京都渋谷区円山町２８-５,35.655755,139.694288,山手調理製菓専門学校,私立,専修学校,2024年2月取得
