指標名,薬局,,,,,,,
出典,病院なび,,,,,,,
年次,2025/3/6取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件、2022年度：1,323件、2023年度：1,310件、2024年度：1,336件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
千代田区,麹町５丁目,-,東京都千代田区麹町五丁目2-1,35.68440,139.73470,いずみ薬局 麹町店,薬局,-
千代田区,六番町,-,東京都千代田区六番町7金澤ビル1F,35.68736,139.73353,アップル薬局六番町店,薬局,-
千代田区,九段南４丁目,-,東京都千代田区九段南4-6-1九段シルバーパレス103,35.69192,139.74002,池田薬局,薬局,-
千代田区,神田紺屋町,-,東京都千代田区神田紺屋町5T・Mビル1F,35.69188,139.77399,神田いちご薬局,薬局,-
千代田区,一番町,-,東京都千代田区一番町7-1一番町弘和ビル1F,35.68746,139.74272,いけだ薬局番町店,薬局,-
新宿区,中落合２丁目,-,東京都新宿区中落合2-4-28中西屋ビル1F,35.72087,139.69435,株式会社ファーマみらい 共創未来 中落合薬局,薬局,http://www.phmirai.co.jp/shops/detail.php?id=21
新宿区,左門町,-,東京都新宿区左門町20四谷メディカルビル1F,35.68524,139.72042,株式会社ファーマみらい 共創未来 左門町薬局,薬局,http://www.phmirai.co.jp/shops/detail.php?id=13
新宿区,上落合２丁目,-,東京都新宿区上落合2-18-9,35.71449,139.68711,株式会社ファーマみらい 共創未来 中井駅前薬局,薬局,http://www.phmirai.co.jp/shops/detail.php?id=48
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-18-7,35.68857,139.69819,(有)博愛堂薬局,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-5-1 ビックカメラ新宿西口店3階,35.69251,139.69856,共創未来 新宿西口薬局,薬局,-
新宿区,揚場町,-,東京都新宿区揚場町2-20 大和ビル1F-B号室,35.70269,139.74315,株式会社WinStar サンライズ薬局,薬局,https://www.winstar-pharmacy.jp/
新宿区,信濃町,-,東京都新宿区信濃町11 鹿島ビル1F,35.68394,139.71972,シナノ薬局,薬局,https://www.shiraneyuri.jp/
新宿区,北新宿１丁目,-,東京都新宿区北新宿1-1-20 新宿三信ビル1F,35.69823,139.69700,GOOD AID株式会社 セルフケア薬局北新宿店,薬局,https://selfcare-sdc.com/search/tokyo/odaijini-okubo
新宿区,大久保２丁目,-,東京都新宿区大久保2-7-12 吉住ビル1F,35.70199,139.70725,つくし薬局,薬局,https://ideaqo1.com/
新宿区,西五軒町,-,東京都新宿区西五軒町13-3,35.70814,139.73716,たから薬局 江戸川橋店,薬局,https://www.trust-ph.jp/store/edogawabashi/
新宿区,西新宿２丁目,-,東京都新宿区西新宿2-7-1 小田急第一生命ビル1階,35.69164,139.69111,田辺薬局 新宿西口店,薬局,https://www.tnb.co.jp/
新宿区,百人町２丁目,-,東京都新宿区百人町2-9-14 ミズホアルファビル1階,35.70244,139.69968,ケアマーク百人町薬局,薬局,https://ideaqol.com/
新宿区,水道町,-,東京都新宿区水道町2-1 ブライズ神楽坂DUE102号室,35.70767,139.73525,地蔵通り薬局,薬局,https://www.tmy.or.jp/
新宿区,大久保３丁目,-,東京都新宿区大久保3-10-1-7ニュータウンオオクボ内,35.70854,139.70513,コスガ薬局,薬局,https://kosuga-ph.studio.site/
新宿区,下落合３丁目,-,東京都新宿区下落合3-21-1,35.72270,139.70176,富士薬局,薬局,http://www.scgroup.jp/
新宿区,若松町,-,東京都新宿区若松町20-3,35.70108,139.71595,戸山薬局,薬局,http://www.toyama-pharmacy.co.jp/
新宿区,若松町,-,東京都新宿区若松町24-10,35.70085,139.71704,ワカマツ薬局,薬局,http://www.toyama-pharmacy.co.jp/
新宿区,富久町,-,東京都新宿区富久町17-2,35.69262,139.71314,アイセイ薬局 富久店,薬局,https://www.aisei.co.jp/
新宿区,新宿２丁目,-,東京都新宿区新宿2-4-1 第22宮廷マンション108,35.68877,139.70826,アーク薬局 新宿御苑店,薬局,-
新宿区,新宿３丁目,-,東京都新宿区新宿三丁目32番8号 新宿中央口ビル2階,35.69033,139.70404,新宿3丁目薬局,薬局,-
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-9-3 ライオネスコーポ1F,35.69153,139.68643,西新宿5丁目薬局,薬局,-
新宿区,上落合２丁目,-,東京都新宿区上落合2-25-3 伊藤ビル 1階,35.71103,139.68689,株式会社日本メディケートプラン 上落合2丁目薬局,薬局,-
新宿区,若松町,-,東京都新宿区若松町3-3 井関ビル,35.69872,139.71897,トモズ 女子医大前2号店,薬局,-
新宿区,若松町,-,東京都新宿区若松町3-2,35.69860,139.71906,トモズ 女子医大前1号店,薬局,-
新宿区,新宿２丁目,-,東京都新宿区新宿2-5-10 成信ビル1F,35.68957,139.70706,トモズ 新宿二丁目店,薬局,-
新宿区,戸山１丁目,-,東京都新宿区戸山1-2-6,35.70146,139.71755,(株)新宿調剤薬局,薬局,-
新宿区,四谷１丁目,-,東京都新宿区四谷一丁目3 高増屋ビル1階,35.68628,139.72929,アクア薬局 四ツ谷駅前店,薬局,-
新宿区,四谷３丁目,-,東京都新宿区四谷3-5,35.68789,139.72170,快生堂小林薬局,薬局,-
新宿区,上落合１丁目,-,東京都新宿区上落合1-1-4 鈴木ビル1階,35.71463,139.69324,ケイワ薬局 落合店(株)エスシーグループ,薬局,-
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-18-7 たいざん荘1F,35.71135,139.71933,和泉薬局,薬局,-
新宿区,揚場町,-,東京都新宿区揚場町2番16号 中嶋ビル1階,35.70278,139.74247,薬局くすりの福太郎 飯田橋2号店,薬局,-
新宿区,百人町２丁目,-,東京都新宿区百人町二丁目23番43号,35.70257,139.69683,東洋薬局,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目18番17号 ランドクロス西新宿ビル地下1階,35.69383,139.70336,スギ薬局 西新宿一丁目店,薬局,-
新宿区,西新宿５丁目,-,東京都新宿区西新宿五丁目8番2号 惠徳ビル1階,35.69177,139.68690,ココカラファイン薬局 西新宿5丁目店,薬局,-
新宿区,西新宿５丁目,-,東京都新宿区西新宿五丁目2番1号 104,35.69512,139.68701,あけぼの薬局 西新宿店,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目15番6号 ゴールドビル1階,35.68871,139.69731,ひつじ薬局 新宿西口店,薬局,-
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場二丁目17番6号 ゆう文ビル1階,35.71352,139.70524,ウェルパーク調剤薬局 高田馬場駅前店,薬局,-
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町二丁目41番3号 吉野マンション1階101号室,35.69769,139.70222,ニュクス薬局,薬局,-
新宿区,百人町３丁目,-,東京都新宿区百人町三丁目7番8号 1階,35.70767,139.69758,西戸山みどり薬局,薬局,-
新宿区,四谷３丁目,-,東京都新宿区四谷三丁目2番地1 フロントプレイス四谷 1階,35.68824,139.72317,スギ薬局 四谷三丁目店,薬局,-
新宿区,百人町１丁目,-,東京都新宿区百人町一丁目11番2号 MOMO1百人町1階,35.69984,139.69925,田辺薬局 新大久保店,薬局,-
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町二丁目3番24号,35.69676,139.70697,龍生堂薬局 新宿明治通り店,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目7番1号 松岡セントラルビル3階,35.69179,139.69776,龍生堂薬局 松岡セントラルビル店,薬局,-
新宿区,若松町,-,東京都新宿区若松町25番17号 ウィン新宿若松町106,35.70088,139.71769,カムシティHIT調製薬局,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目西口地下街1号 小田急エース南館,35.69137,139.69935,ココカラファイン薬局 小田急エース店,薬局,-
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場一丁目32番14号 UKビル1階,35.71063,139.70367,高田馬場南薬局,薬局,-
新宿区,新宿１丁目,-,東京都新宿区新宿一丁目13番8号 葵ビル2階,35.68914,139.71114,一丁目いまくま薬局,薬局,-
新宿区,四谷２丁目,-,東京都新宿区四谷二丁目11番地9 ユゥーアップ四ツ谷1階,35.68746,139.72390,ウイング薬局 四谷店,薬局,-
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町一丁目16番7号 ShinjukuEXⅡビル1階,35.69367,139.70221,新宿かぶきちょう薬局,薬局,-
新宿区,下落合３丁目,-,東京都新宿区下落合三丁目22番16号 瀧島ビル1階,35.72242,139.70008,みずもと薬局,薬局,-
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場二丁目14番8号 竹内ビル4階,35.71284,139.70633,すみれ薬局,薬局,-
新宿区,馬場下町,-,東京都新宿区馬場下町62番地13 ヒキタカ早稲田ビル1階,35.70646,139.71936,ユーアイ薬局 早稲田店,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目12番11号 山銀ビル6階,35.68997,139.69715,新宿駅前薬局,薬局,-
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田二丁目20番12号,35.70972,139.70973,薬局くすりの福太郎 西早稲田店,薬局,-
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場四丁目9番12号,35.71347,139.70298,薬局くすりの福太郎 高田馬場駅西口店,薬局,-
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町3番1号 市ヶ谷仲之町ヒルズ ウイング101号,35.69458,139.72441,日本調剤 曙橋薬局,薬局,-
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田三丁目12番4号 サンハイツ早稲田102号,35.70997,139.71491,あつみ薬局 早稲田店,薬局,-
新宿区,西新宿６丁目,-,東京都新宿区西新宿六丁目24番1号 1階,35.69495,139.68898,ウエルシア薬局 西新宿三井ビル店,薬局,-
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田三丁目17番23号 サンファミール西早稲田1階104号室,35.71295,139.71384,面影橋薬局,薬局,-
新宿区,四谷１丁目,-,東京都新宿区四谷一丁目6番1号 コモレ四谷205A,35.68768,139.72890,アガペ四谷薬局,薬局,-
新宿区,天神町,-,東京都新宿区天神町7番地4 神楽坂メディカルセンター1階,35.70455,139.73135,日本調剤 牛込天神薬局,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目16番4号 井門西新宿ビル1階,35.68901,139.69803,薬局マツモトキヨシ 西新宿一丁目店,薬局,-
新宿区,新宿３丁目,-,東京都新宿区新宿三丁目5番6号 キュープラザ新宿三丁目1階,35.69163,139.70559,スギ薬局 新宿三丁目店,薬局,-
新宿区,新宿３丁目,-,東京都新宿区新宿三丁目24番1号 NEWNO・GS新宿10階,35.69265,139.70165,新宿東口駅前薬局,薬局,-
新宿区,大久保１丁目,-,東京都新宿区大久保一丁目3番21号 新宿TXビル1階,35.70033,139.70755,ウエルシア薬局 新宿大久保一丁目店,薬局,-
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場二丁目14番27号 高橋ビル1階,35.71304,139.70727,なつめ薬局 高田馬場店,薬局,-
新宿区,大久保２丁目,-,東京都新宿区大久保二丁目2番15号 GSハイム1階102号,35.70331,139.70871,大久保薬局,薬局,-
新宿区,新宿３丁目,-,東京都新宿区新宿三丁目29番1号 地下1階,35.69135,139.70301,クオール薬局 ビックカメラ新宿東口店,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目13番12号 西新宿昭和ビル1階,35.68988,139.69664,ナチュラルローソンクオール薬局 新宿駅西店,薬局,-
新宿区,新宿２丁目,-,東京都新宿区新宿二丁目8番8号 アイ・アンド・イー新宿ビル1階,35.68934,139.70878,スギ薬局 新宿御苑店,薬局,-
新宿区,余丁町,-,東京都新宿区余丁町10番10号 新宿余丁町ビル102,35.69832,139.71640,ことぶき薬局 新宿余丁町店,薬局,-
新宿区,西新宿３丁目,-,東京都新宿区西新宿三丁目7番1号 新宿パークタワー地下1階,35.68547,139.69081,薬ヒグチ調剤薬局 パークタワー店,薬局,-
新宿区,下落合４丁目,-,東京都新宿区下落合四丁目20番20号 101,35.72107,139.69812,ことぶき薬局 目白店,薬局,-
新宿区,大久保２丁目,-,東京都新宿区大久保二丁目5番20号 シティプラザ新宿1階,35.70276,139.70809,スギ薬局 大久保二丁目店,薬局,-
新宿区,新宿１丁目,-,東京都新宿区新宿一丁目19番6号 アイエスビル1階,35.68962,139.71238,薬ヒグチ薬局 新宿御苑前店,薬局,-
新宿区,山吹町,-,東京都新宿区山吹町334番地 セブンファイブビル,35.70772,139.72942,あるも薬局 山吹町店,薬局,-
新宿区,新宿１丁目,-,東京都新宿区新宿一丁目3番5号 新進ビル205,35.68793,139.71182,ひまわり薬局,薬局,-
新宿区,箪笥町,-,東京都新宿区箪笥町25番地 河田ビル1階,35.70005,139.73324,北町薬局,薬局,-
新宿区,新宿２丁目,-,東京都新宿区新宿二丁目15番28号 新宿丸正ビル1階,35.69075,139.70994,スギ薬局 新宿二丁目店,薬局,-
新宿区,四谷１丁目,-,東京都新宿区四谷一丁目2番地5 ヒグチ四谷ビル2階,35.68579,139.72888,薬ヒグチ調剤薬局 四谷駅前店,薬局,-
新宿区,西新宿７丁目,-,東京都新宿区西新宿七丁目10番1号,35.69391,139.69874,ウエルシア薬局 O-GUARD新宿店,薬局,-
新宿区,西五軒町,-,東京都新宿区西五軒町10番1号 柳沢ビル1階,35.70755,139.73793,たんぽぽ薬局 神楽坂店,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目26番2号 新宿野村ビル5階,35.69295,139.69537,ヤマグチ薬局 西新宿店,薬局,-
新宿区,馬場下町,-,東京都新宿区馬場下町9番地 グローブビル早稲田101,35.70594,139.71955,フィレールメディカル早稲田薬局,薬局,-
新宿区,新宿３丁目,-,東京都新宿区新宿三丁目17番2号 ヒューリック新宿三丁目ビル1階,35.69182,139.70365,薬局マツモトキヨシ 新宿三丁目Part2店,薬局,-
新宿区,新宿７丁目,-,東京都新宿区新宿七丁目27番12号 コンフォリア東新宿ステーションフロント1階,35.69914,139.70802,そうごう薬局 東新宿駅前店,薬局,-
新宿区,若松町,-,東京都新宿区若松町32番1号 プラザ小島屋1階,35.70017,139.72044,クリエイト薬局 新宿若松町店,薬局,-
新宿区,西新宿６丁目,-,東京都新宿区西新宿六丁目5番1号 新宿アイランドタワー1階,35.69313,139.69314,龍生堂薬局 アイランドタワー店,薬局,-
新宿区,四谷１丁目,-,東京都新宿区四谷一丁目2番地 三浜ビル1階,35.68585,139.72869,日本調剤 四谷薬局,薬局,-
新宿区,新宿６丁目,-,東京都新宿区新宿六丁目28番11号 ライオンズマンション新宿101,35.69606,139.70743,東新宿クリア薬局,薬局,-
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場一丁目1番1号 メトロシティ西早稲田1階,35.70862,139.70866,アイランド薬局 西早稲田店,薬局,-
新宿区,若松町,-,東京都新宿区若松町9番9号 パークホームズ新宿若松町1階,35.69901,139.71888,ミキ薬局 本店,薬局,-
新宿区,上落合３丁目,-,東京都新宿区上落合三丁目8番25号 FLAMPビル1階,35.71089,139.68436,調剤薬局ツルハドラッグ 新宿上落合店,薬局,-
新宿区,市谷田町２丁目,-,東京都新宿区市谷田町二丁目2番地5 ニッセイ市ヶ谷田町ビル1階,35.69392,139.73714,薬局くすりの福太郎 市谷田町店,薬局,-
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場一丁目33番13号,35.71147,139.70398,薬局くすりの福太郎 高田馬場店,薬局,-
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂六丁目42番地 神楽坂喜多川ビル1階,35.70358,139.73509,日本調剤 神楽坂薬局,薬局,-
新宿区,上落合２丁目,-,東京都新宿区上落合二丁目17番13号 シェルブルー上落合1階,35.71472,139.68724,薬局マツモトキヨシ 中井駅前店,薬局,-
新宿区,市谷田町１丁目,-,東京都新宿区市谷田町一丁目19番地,35.69392,139.73660,クリエイト薬局 新宿市ヶ谷店,薬局,-
新宿区,若松町,-,東京都新宿区若松町28番22号 TMビル1階,35.70075,139.71878,スギ薬局 新宿若松町店,薬局,-
新宿区,新宿４丁目,-,東京都新宿区新宿四丁目2番21号 相模ビル2階,35.68894,139.70333,レジーナ薬局 新宿店,薬局,-
新宿区,新宿７丁目,-,東京都新宿区新宿七丁目26番4号 1階,35.69810,139.70969,一般社団法人新宿区薬剤師会会営センター薬局,薬局,-
新宿区,北山伏町1-2ダイワロイヤル北山伏町ビル1階[地図],-,東京都新宿区北山伏町1番2号 ダイワロイヤル新宿区北山伏町ビル1階,35.69973,139.73198,ウエルシア薬局 新宿牛込店,薬局,-
新宿区,神楽坂２丁目,-,東京都新宿区神楽坂二丁目10番地 神楽ヒルズ1階,35.70086,139.74230,薬局マツモトキヨシ 神楽坂店,薬局,-
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場三丁目12番2号 高田馬場OCビル1階,35.71337,139.70126,薬局トモズ 高田馬場店,薬局,-
新宿区,新宿４丁目,-,東京都新宿区新宿四丁目1番6号 JR新宿ミライナタワー7階,35.68874,139.70183,アイン薬局 NEWoMan新宿店,薬局,-
新宿区,四谷４丁目,-,東京都新宿区四谷四丁目7番地5 白川ビル3階,35.68731,139.71625,四谷いちょう薬局,薬局,-
新宿区,市谷田町１丁目,-,東京都新宿区市谷田町一丁目2番地,35.69255,139.73536,クリエイト薬局 新宿市谷田町店,薬局,-
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町二丁目39番7号 OKビル1階,35.69711,139.70196,アイン薬局 大久保店,薬局,-
新宿区,大久保２丁目,-,東京都新宿区大久保二丁目18番12号 鈴長ビル1階、地下1階,35.70125,139.70501,ファーコス薬局 新宿,薬局,-
新宿区,百人町１丁目,-,東京都新宿区百人町一丁目24番4号,35.69827,139.69751,西新宿薬局,薬局,-
新宿区,西新宿６丁目,-,東京都新宿区西新宿六丁目6番2号 ヒルトン東京B1F,35.69258,139.69119,西垣薬局,薬局,-
新宿区,新宿６丁目,-,東京都新宿区新宿六丁目27番30号 新宿イーストサイドスクエア1階,35.69659,139.70887,ぱぱす薬局 新宿イーストサイドスクエア店,薬局,-
新宿区,馬場下町,-,東京都新宿区馬場下町1番地1 1階,35.70560,139.72070,クリエイト薬局 新宿早稲田店,薬局,-
新宿区,中落合２丁目,-,東京都新宿区中落合二丁目4番29号,35.72081,139.69439,かちどき薬局 落合店パート2,薬局,-
新宿区,四谷三栄町,-,東京都新宿区四谷三栄町4番8号 谷ヶ崎ビル1階,35.68843,139.72733,さくら薬局 四谷店,薬局,-
新宿区,若松町,-,東京都新宿区若松町23番9号,35.70105,139.71648,ミネ薬局 新宿若松町店,薬局,-
新宿区,揚場町,-,東京都新宿区揚場町2番16号 第2東文堂ビル1階,35.70278,139.74247,薬局くすりの福太郎 飯田橋店,薬局,-
新宿区,住吉町,-,東京都新宿区住吉町10番9号 山本ビル1階,35.69396,139.72070,ココカラファイン薬局 曙橋店,薬局,-
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場四丁目10番14号,35.71305,139.70316,若草薬局,薬局,-
新宿区,山吹町,-,東京都新宿区山吹町348番地 DSD1階,35.70844,139.73062,ヨシキ薬局 山吹町店,薬局,-
新宿区,北新宿３丁目,-,東京都新宿区北新宿三丁目21番7号,35.70350,139.68856,フリージア薬局 北新宿店,薬局,-
新宿区,市谷田町１丁目,-,東京都新宿区市谷田町一丁目19番地 SPC市谷ビル1階,35.69392,139.73660,なの花薬局たまち店,薬局,-
新宿区,若松町,-,東京都新宿区若松町10番1号 日生ビル1、2階,35.69999,139.71820,日生薬局 新若松町店,薬局,-
新宿区,西新宿８丁目,-,東京都新宿区西新宿八丁目4番1号 ナルコビル1階,35.69440,139.69350,日生薬局 西新宿店,薬局,-
新宿区,西落合３丁目,-,東京都新宿区西落合三丁目1番22号 そはらビル地下1階,35.72282,139.68416,中川薬局 西落合店,薬局,-
新宿区,神楽坂６丁目,-,東京都新宿区神楽坂六丁目8番地 松幸ビル2階,35.70285,139.73767,アイ薬局 神楽坂店,薬局,-
新宿区,若松町,-,東京都新宿区若松町6番5号,35.69993,139.72074,稲垣薬局,薬局,-
新宿区,西新宿３丁目,-,東京都新宿区西新宿三丁目20番2号 東京オペラシティビル2階 202-①,35.68296,139.68672,ヤマグチ薬局 オペラシティ店,薬局,-
新宿区,余丁町,-,東京都新宿区余丁町8番地8 エバレットビル1階,35.69759,139.71377,だいまる薬局 抜弁天,薬局,-
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場二丁目9番1号,35.71205,139.70786,中西薬局 2丁目店,薬局,-
新宿区,神楽坂３丁目,-,東京都新宿区神楽坂三丁目4番地,35.70075,139.74100,ツイン薬局 神楽坂店,薬局,-
新宿区,百人町１丁目,-,東京都新宿区百人町一丁目15番18号 龍生堂大久保ビル1階,35.70138,139.69877,龍生堂薬局 大久保店,薬局,-
新宿区,上落合３丁目,-,東京都新宿区上落合三丁目10番3号 加藤ビル1階B,35.71031,139.68342,うさぎ薬局,薬局,-
新宿区,中落合２丁目,-,東京都新宿区中落合二丁目4番28号,35.72087,139.69438,本田薬局 中落合店,薬局,-
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場四丁目4番18号 工藤ビル1階,35.71266,139.70141,ケイワ薬局 高田馬場店,薬局,-
新宿区,下宮比町,-,東京都新宿区下宮比町3番2号 飯田橋スクエアビル1階,35.70313,139.74329,日本調剤 新飯田橋薬局,薬局,-
新宿区,四谷３丁目,-,東京都新宿区四谷三丁目12番地 サワノボリ・ビルディング1階,35.68755,139.71962,龍生堂薬局 四谷三丁目店,薬局,-
新宿区,若松町,-,東京都新宿区若松町3番2号 SKYビル1階,35.69866,139.71899,ミキ薬局 第二女子医大通り店,薬局,-
新宿区,下落合４丁目,-,東京都新宿区下落合四丁目23番18号 ロングストン落合ビル1階,35.72170,139.69617,たけのこ薬局,薬局,-
新宿区,信濃町,-,東京都新宿区信濃町34番地1 トーシンビル1階,35.68074,139.71966,日本調剤 慶應堂薬局,薬局,-
新宿区,津久戸町,-,東京都新宿区津久戸町3番13号,35.70336,139.74098,ツイン薬局,薬局,-
新宿区,余丁町,-,東京都新宿区余丁町6番地21 酒井ビル1階,35.69699,139.71362,だいまる薬局 余丁町,薬局,-
新宿区,早稲田町,-,東京都新宿区早稲田町66番地 木村早稲田ビル101号,35.70589,139.72177,フクロ薬局 早稲田店,薬局,-
新宿区,矢来町,-,東京都新宿区矢来町57番地 メゾンドゥ神楽坂1階,35.70402,139.73243,クレヨン薬局 神楽坂店,薬局,-
新宿区,四谷１丁目,-,東京都新宿区四谷一丁目9番地,35.68537,139.72880,ナカ薬局,薬局,-
新宿区,若松町,-,東京都新宿区若松町9番7号 SHIZUMEビル1階,35.69887,139.71885,日本調剤 女子医大通り薬局,薬局,-
新宿区,若松町,-,東京都新宿区若松町9番12号 KSビル地下1階1階2階,35.69920,139.71886,ミキ薬局 若松町店,薬局,-
新宿区,若松町,-,東京都新宿区若松町22番23号 辻ビル,35.70109,139.71635,コクミン薬局 国際医療センター前店,薬局,-
新宿区,若松町,-,東京都新宿区若松町23番10号,35.70104,139.71658,紫山堂薬局 若松町店,薬局,-
新宿区,若松町,-,東京都新宿区若松町31番4号 エスタンシア1階,35.69995,139.72001,コスモス薬局,薬局,-
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場四丁目4番2号 尾上ビル101号室,35.71200,139.70312,スミダ薬局 高田馬場店,薬局,-
新宿区,早稲田町,-,東京都新宿区早稲田町12番地 エスペラント会館1階,35.70545,139.72284,花梨堂薬局,薬局,-
新宿区,若松町,-,東京都新宿区若松町6番16号,35.69951,139.72190,日生薬局 牛込店,薬局,-
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町518番地 石川ビル1階,35.70818,139.72242,けやき薬局,薬局,-
新宿区,若松町,-,東京都新宿区若松町9番6号,35.69882,139.71895,ミキ薬局 女子医大通り店,薬局,-
新宿区,四谷１丁目,-,東京都新宿区四谷一丁目20番地2 佳作ビル1階,35.68696,139.72789,きぼう堂薬局 四谷店,薬局,-
新宿区,富久町,-,東京都新宿区富久町13番1号 ローレルコート新宿タワー2階,35.69217,139.71511,フラワー薬局 新宿店,薬局,-
新宿区,新宿２丁目,-,東京都新宿区新宿二丁目11番2号 カーサ・ヴェルデビル102号,35.69009,139.70777,エアロ調剤薬局,薬局,-
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場一丁目6番16号 ユニオンビル1階,35.71164,139.70791,龍生堂薬局 ワセダ東店,薬局,-
新宿区,新宿５丁目,-,東京都新宿区新宿五丁目11番1号 ホーメスト新宿ビル1階,35.69209,139.70799,龍生堂薬局 東新宿店,薬局,-
新宿区,河田町,-,東京都新宿区河田町11番7号 河田町STビル,35.69907,139.71818,カワダ薬局,薬局,-
新宿区,高田馬場２丁目,-,東京都新宿区高田馬場二丁目15番6号 アクロス高戸1階,35.71357,139.70674,はしむら薬局,薬局,-
新宿区,河田町,-,東京都新宿区河田町11番11号 河田町ワダビル,35.69903,139.71855,ミキ薬局 河田町店,薬局,-
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場一丁目6番22号,35.71097,139.70780,薬樹薬局 高田馬場,薬局,-
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場一丁目4番15号 三井生命高田馬場ビル1階,35.71140,139.70920,スギ薬局 高田馬場店,薬局,-
新宿区,河田町,-,東京都新宿区河田町11番8号,35.69910,139.71827,日生薬局 若松河田駅前店,薬局,-
新宿区,河田町,-,東京都新宿区河田町3番10号 河田町安田ビル,35.69605,139.71976,日生薬局 河田町店,薬局,-
新宿区,高田馬場３丁目,-,東京都新宿区高田馬場三丁目2番5号,35.71401,139.70323,中西薬局,薬局,-
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場一丁目28番19号 バウスクロス高田馬場101,35.71145,139.70480,薬局わたなべファーマシー,薬局,-
新宿区,新宿２丁目,-,東京都新宿区新宿二丁目15番27号 第三ヒカリビル1階,35.69086,139.70986,新宿ヒカリ薬局,薬局,-
新宿区,新宿３丁目,-,東京都新宿区新宿三丁目21番6号,35.69319,139.70233,龍生堂薬局 新宿店,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目13番6号 浜夕ビル1階,35.68941,139.69665,ユーアイ薬局 新宿店,薬局,-
新宿区,新小川町,-,東京都新宿区新小川町6番38号 大曲マンション102号,35.70706,139.74303,アイ薬局,薬局,-
新宿区,新宿１丁目,-,東京都新宿区新宿一丁目8番1号 大橋御苑駅ビル1階,35.68864,139.71174,マミー薬局 新宿御苑店,薬局,-
新宿区,西新宿２丁目,-,東京都新宿区西新宿二丁目4番1号 新宿NSビル1階,35.68813,139.69349,ミキ調剤薬局,薬局,-
新宿区,西早稲田３丁目,-,東京都新宿区西早稲田三丁目12番1号,35.70976,139.71540,新星堂薬局,薬局,-
新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目25番1号 新宿センタービル5階,35.69171,139.69546,かちどき薬局 センター店,薬局,-
新宿区,西新宿６丁目,-,東京都新宿区西新宿六丁目4番1号 新宿アイランドアトリウム1階,35.69391,139.69325,龍生堂薬局 アイランド店,薬局,-
新宿区,西新宿２丁目,-,東京都新宿区西新宿二丁目1番1号 新宿三井ビル4階,35.69192,139.69389,かちどき薬局 三井店,薬局,-
新宿区,西新宿５丁目,-,東京都新宿区西新宿五丁目5番1号 ザ・パークハウス西新宿タワー60 106,35.69379,139.68675,有限会社 伊賀薬局,薬局,-
新宿区,西新宿６丁目,-,東京都新宿区西新宿六丁目16番6号 タツミビル1階,35.69172,139.68775,ドラッグセイムス西新宿6丁目薬局,薬局,-
新宿区,西新宿７丁目,-,東京都新宿区西新宿七丁目20番3号,35.69394,139.69524,ナチュラルローソンクオール薬局 西新宿七丁目店,薬局,-
