指標名,薬局,,,,,,,
出典,病院なび,,,,,,,
年次,2025/3/6取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件、2022年度：1,323件、2023年度：1,310件、2024年度：1,336件）",,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,URL
江東区,南砂６丁目,-,東京都江東区南砂六丁目7番15号 イオン南砂店1階,35.67164,139.83601,イオン薬局 南砂店,薬局,-
江東区,東陽４丁目,-,東京都江東区東陽四丁目2番4号,35.67011,139.81664,富士薬局,薬局,-
江東区,豊洲５丁目,-,東京都江東区豊洲五丁目5番1号 豊洲シエルタワー1階,35.65348,139.79589,薬局くすりの福太郎 豊洲店,薬局,-
江東区,東雲１丁目,-,東京都江東区東雲一丁目9番10号,35.64880,139.80227,イオン薬局 東雲店,薬局,-
江東区,東陽２丁目,-,東京都江東区東陽二丁目3番16号 東陽サニーハイツ1階,35.66785,139.81750,薬局ケーアイファーマシー東陽,薬局,-
江東区,富岡１丁目,-,東京都江東区富岡一丁目11番5号 辰巳第二ビル1階,35.67151,139.79875,深川ゆうき薬局,薬局,-
江東区,大島１丁目,-,東京都江東区大島一丁目36番5号 江東ビル1階,35.68732,139.82570,西大島薬局,薬局,-
江東区,森下４丁目,-,東京都江東区森下四丁目11番8号,35.68637,139.80605,タカラ薬局 森下店,薬局,-
江東区,潮見２丁目,-,東京都江東区潮見二丁目7番1号 潮見駅前プラザ二番街,35.65743,139.81759,潮見薬局,薬局,-
江東区,南砂５丁目,-,東京都江東区南砂五丁目3番4号 永楽ビル1階,35.67682,139.82730,薬局くすりの福太郎 南砂店,薬局,-
江東区,東陽３丁目,-,東京都江東区東陽三丁目15番2号,35.67023,139.81118,三木青雲堂薬局,薬局,-
江東区,白河３丁目,-,東京都江東区白河三丁目4番3号 イーストコモンズ清澄白河クロントタワー,35.68226,139.80546,薬局マツモトキヨシ 白河三丁目店,薬局,-
江東区,東陽４丁目,-,東京都江東区東陽四丁目8番22号 TSKビル1階,35.67099,139.81724,さち薬局,薬局,-
江東区,豊洲４丁目,-,東京都江東区豊洲四丁目1番21号 小幡ビル1階,35.65425,139.79734,豊洲薬局,薬局,-
江東区,有明３丁目,-,東京都江東区有明三丁目7番11号 有明パークビル1階,35.63268,139.79305,ニック有明調剤薬局,薬局,-
江東区,森下２丁目,-,東京都江東区森下二丁目31番13号 吉田ビル101,35.68956,139.79957,高橋薬局 森下店,薬局,-
江東区,有明３丁目,-,東京都江東区有明3丁目6番11号 東京ファッションタウンビル東館2階,35.63090,139.79063,薬局ワンザファーマシー,薬局,-
江東区,高橋,-,東京都江東区高橋14番25号 ヒシヌマビル1階,35.68555,139.79923,高橋薬局 ファミロード店,薬局,-
江東区,深川１丁目,-,東京都江東区深川一丁目5番9号,35.67626,139.79557,深一調剤薬局,薬局,-
江東区,東陽３丁目,-,東京都江東区東陽三丁目27番21号 信栄実業本社ビル1階,35.67023,139.81616,パンダ薬局 東陽町店,薬局,-
江東区,亀戸５丁目,-,東京都江東区亀戸五丁目10番6号 土屋ビル1階,35.69920,139.82750,コスモ薬局 亀戸店,薬局,-
江東区,亀戸６丁目,-,東京都江東区亀戸六丁目26番5号 日土地亀戸ビル1階,35.69643,139.82640,平成薬局 亀戸店,薬局,-
江東区,越中島２丁目,-,東京都江東区越中島二丁目14番11号 GPビル1階,35.66629,139.79492,ベル・グリーン薬局,薬局,-
江東区,亀戸５丁目,-,東京都江東区亀戸五丁目5番11号 第一ビル101号室,35.69833,139.82716,コスモ薬局,薬局,-
江東区,亀戸６丁目,-,東京都江東区亀戸六丁目58番11号,35.69692,139.82786,ユタカ薬局,薬局,-
江東区,新砂３丁目,-,東京都江東区新砂三丁目3番53号 アルカナール南砂1階A、B,35.66798,139.83153,なの花薬局 新砂店,薬局,-
江東区,亀戸９丁目,-,東京都江東区亀戸九丁目11番1号,35.69603,139.84564,日本調剤 江東薬局,薬局,-
江東区,森下２丁目,-,東京都江東区森下二丁目2番3号 カサグランデ市川1階,35.68705,139.79857,長谷川薬局,薬局,-
江東区,森下２丁目,-,東京都江東区森下二丁目20番12号 フォーレ ド サンテ1階,35.68833,139.79963,合資会社 三森龍天堂薬局,薬局,-
江東区,古石場１丁目,-,東京都江東区古石場一丁目13番15号 NAビル1階,35.66775,139.79646,薬局ケーアイファーマシー 門仲店,薬局,-
江東区,亀戸８丁目,-,東京都江東区亀戸八丁目9番8号,35.69868,139.83362,ファーマライズ薬局 亀戸店,薬局,-
江東区,亀戸５丁目,-,東京都江東区亀戸五丁目1番1号 アトレ亀戸2232,35.69777,139.82650,ウエルシア薬局 アトレ亀戸店,薬局,-
江東区,亀戸９丁目,-,東京都江東区亀戸九丁目34番1号 139号,35.70028,139.84045,大洋薬局 亀戸店,薬局,-
江東区,高橋,-,東京都江東区高橋13番15号,35.68559,139.79884,ひらた薬局,薬局,-
江東区,門前仲町１丁目,-,東京都江東区門前仲町一丁目20番3号 東京建設自労会館4階,35.67386,139.79551,秋山調剤薬局,薬局,-
江東区,東陽４丁目,-,東京都江東区東陽四丁目6番2号 成子ビル1階,35.67009,139.81931,さくら薬局 東陽店,薬局,-
江東区,白河１丁目,-,東京都江東区白河一丁目1番5号,35.68123,139.79911,大竹薬局 清澄白河店,薬局,-
江東区,白河４丁目,-,東京都江東区白河四丁目3番1号 イーストコモンズ清澄白河セントラルタワー107,35.68155,139.80740,白河調剤薬局,薬局,-
江東区,東陽６丁目,-,東京都江東区東陽六丁目3番2号 イースト21モール203A,35.67530,139.81538,イースト21調剤薬局,薬局,-
江東区,東陽３丁目,-,東京都江東区東陽三丁目2番10号 関口ビル1階,35.66880,139.80880,さいとう薬局 みなみ店,薬局,-
江東区,亀戸２丁目,-,東京都江東区亀戸二丁目43番2号,35.70139,139.82382,十二調剤薬局,薬局,-
江東区,亀戸２丁目,-,東京都江東区亀戸二丁目25番7号,35.69885,139.82426,シバタ薬局 亀戸店,薬局,-
江東区,東陽２丁目,-,東京都江東区東陽二丁目4番26号,35.66860,139.81667,杏林堂薬局,薬局,-
江東区,東陽３丁目,-,東京都江東区東陽三丁目5番6号,35.66912,139.81037,斉藤薬局,薬局,-
江東区,東雲１丁目,-,東京都江東区東雲一丁目8番17号 コートドゥ長谷川2-101,35.64496,139.80075,しののめ薬局49,薬局,-
江東区,東陽３丁目,-,東京都江東区東陽三丁目23番3号,35.66975,139.81328,スター調剤薬局 東陽店,薬局,-
江東区,亀戸３丁目,-,東京都江東区亀戸三丁目2番12号 1階,35.69873,139.82658,杉下薬局,薬局,-
江東区,東陽４丁目,-,東京都江東区東陽四丁目10番3号,35.67124,139.81656,タカラ薬局 東陽,薬局,-
江東区,亀戸４丁目,-,東京都江東区亀戸四丁目18番4号 メディカルビル2階,35.70111,139.82563,なの花薬局 亀戸店,薬局,-
江東区,亀戸３丁目,-,東京都江東区亀戸三丁目46番2号 102,35.70187,139.82261,かばさん薬局 亀戸店,薬局,-
江東区,東砂５丁目,-,東京都江東区東砂五丁目1番12号,35.67563,139.84035,地球堂薬局,薬局,-
江東区,東砂７丁目,-,東京都江東区東砂七丁目9番10号 吉野ビル1階,35.67145,139.84076,あおい薬局,薬局,-
江東区,潮見２丁目,-,東京都江東区潮見二丁目1番地18,35.65944,139.81485,あけぼの薬局 潮見店,薬局,-
江東区,塩浜１丁目,-,東京都江東区塩浜一丁目4番3号 KS豊洲ビル1階,35.66190,139.80242,汐浜薬局,薬局,-
江東区,東砂８丁目,-,東京都江東区東砂八丁目8番5号 101,35.66827,139.84039,平成薬局,薬局,-
江東区,東砂５丁目,-,東京都江東区東砂五丁目3番14号,35.67555,139.84108,タイム薬局,薬局,-
江東区,東砂３丁目,-,東京都江東区東砂三丁目14番1号,35.67982,139.84084,ことぶき薬局,薬局,-
江東区,南砂６丁目,-,東京都江東区南砂六丁目1番2号 104号,35.67182,139.83284,うづき薬局,薬局,-
江東区,南砂１丁目,-,東京都江東区南砂一丁目10番2号,35.67899,139.82352,外山薬局 南砂支店,薬局,-
江東区,南砂７丁目,-,東京都江東区南砂七丁目4番3号,35.67036,139.83429,つかさ調剤薬局,薬局,-
江東区,塩浜２丁目,-,東京都江東区塩浜二丁目5番23号 汐浜サンハイツ101,35.66154,139.80597,杏林堂薬局 深川店,薬局,-
江東区,牡丹３丁目,-,東京都江東区牡丹三丁目7番4号 サンドミール1階,35.66883,139.79822,牡丹薬局,薬局,-
江東区,南砂６丁目,-,東京都江東区南砂六丁目7番15号 トピレックプラザ西館2階,35.67164,139.83601,タカラ薬局 トピレック店,薬局,-
江東区,南砂１丁目,-,東京都江東区南砂一丁目25番13号 石塚ビル1階・2階,35.67635,139.82685,かちどき薬局 砂町店,薬局,-
江東区,南砂７丁目,-,東京都江東区南砂七丁目14番9号 ミコノス101,35.66971,139.83773,ニスモ薬局 南砂店,薬局,-
江東区,大島６丁目,-,東京都江東区大島六丁目8番2号,35.69001,139.83404,薬局くすりの福太郎 大島店,薬局,-
江東区,猿江２丁目,-,東京都江東区猿江二丁目5番4号,35.68650,139.81416,サルエ薬局,薬局,-
江東区,千田,-,東京都江東区千田7番9号,35.68165,139.81533,かばさん薬局 住吉店,薬局,-
江東区,住吉１丁目,-,東京都江東区住吉一丁目19番1号 ツインタワーすみとし119号室,35.69011,139.81331,ひなた薬局,薬局,-
江東区,大島５丁目,-,東京都江東区大島五丁目10番10号 セントラルプラザ大島105号,35.68921,139.83417,光画房薬局,薬局,-
江東区,豊洲２丁目,-,東京都江東区豊洲二丁目5番3号 パークシティ豊洲1階,35.65801,139.79175,タカラ薬局 豊洲店,薬局,-
江東区,豊洲２丁目,-,東京都江東区豊洲二丁目1番14号 アーバンドックららぽーと豊洲21階50101,35.65558,139.79266,ウエルシア薬局 ららぽーと豊洲店,薬局,-
江東区,扇橋２丁目,-,東京都江東区扇橋二丁目1番7号 クレープメトル1階,35.68279,139.81450,扇橋薬局,薬局,-
江東区,大島７丁目,-,東京都江東区大島七丁目11番1号,35.69233,139.83764,斉藤薬局,薬局,-
江東区,大島９丁目,-,東京都江東区大島九丁目5番1号 コアシティ東大島105,35.69236,139.84429,平田調剤薬局,薬局,-
江東区,木場２丁目,-,東京都江東区木場二丁目18番14号 Sea Place 木場 ANNEX 2階,35.66980,139.80481,ランド薬局,薬局,-
江東区,扇橋２丁目,-,東京都江東区扇橋二丁目17番3号 秋元ビル1階,35.68414,139.81644,ベイ薬局 扇橋店,薬局,-
江東区,大島６丁目,-,東京都江東区大島六丁目8番3号,35.69007,139.83402,大島調剤薬局,薬局,-
江東区,豊洲３丁目,-,東京都江東区豊洲三丁目5番21号,35.65840,139.79617,ナチュラルローソンクオール薬局 豊洲三丁目店,薬局,-
江東区,大島９丁目,-,東京都江東区大島九丁目3番16号 メトロプラザ,35.69044,139.84605,あかね薬局,薬局,-
江東区,北砂６丁目,-,東京都江東区北砂六丁目27番18号,35.68065,139.83850,メディトピア江東薬局,薬局,-
江東区,大島２丁目,-,東京都江東区大島二丁目37番9号 日神パレステージ203号,35.69137,139.82597,大島薬局,薬局,-
江東区,大島２丁目,-,東京都江東区大島二丁目34番9号,35.69232,139.82583,スマイル調剤薬局,薬局,-
江東区,北砂２丁目,-,東京都江東区北砂二丁目1番20号,35.67915,139.82723,外山薬局,薬局,-
江東区,北砂２丁目,-,東京都江東区北砂二丁目14番19号,35.68162,139.82733,アポス石田薬局,薬局,-
江東区,大島３丁目,-,東京都江東区大島三丁目14番12号 コーポ石田1階,35.68961,139.82857,三一薬局,薬局,-
江東区,北砂３丁目,-,東京都江東区北砂三丁目35番21号,35.67965,139.82958,株式会社 柳屋薬局,薬局,-
江東区,北砂５丁目,-,東京都江東区北砂五丁目15番6号,35.68147,139.83464,日本調剤 仁生堂薬局,薬局,-
江東区,有明３丁目,-,東京都江東区有明三丁目7番3号,35.63443,139.79165,有明薬局,薬局,-
江東区,北砂３丁目,-,東京都江東区北砂三丁目2番1号,35.68164,139.82776,みつばち薬局,薬局,-
江東区,三好２丁目,-,東京都江東区三好二丁目8番10号,35.67972,139.80307,みよし薬局,薬局,-
江東区,大島１丁目,-,東京都江東区大島一丁目29番3号,35.68914,139.82436,林薬局支店,薬局,-
江東区,大島１丁目,-,東京都江東区大島一丁目33番12号,35.68890,139.82617,ミキ薬局 西大島店,薬局,-
江東区,大島４丁目,-,東京都江東区大島四丁目5番14号 プラウド西大島102,35.68910,139.82826,スギ薬局 大島店,薬局,-
江東区,大島１丁目,-,東京都江東区大島一丁目1番5号 VIP大島1階,35.68587,139.82138,なの花薬局 大島店,薬局,-
江東区,清澄３丁目,-,東京都江東区清澄三丁目7番6号,35.68241,139.79853,伊原薬局,薬局,-
江東区,清澄３丁目,-,東京都江東区清澄三丁目3番30号,35.67893,139.79833,小島薬局,薬局,-
江東区,大島４丁目,-,東京都江東区大島4-18-16,35.68708,139.83153,ほうゆう薬局,薬局,-
江東区,大島７丁目,-,東京都江東区大島7-36-4,35.69254,139.84207,ふたば薬局,薬局,-
江東区,木場５丁目,-,東京都江東区木場5-8-8 1階,35.67117,139.80832,木場ライム薬局,薬局,-
江東区,北砂２丁目,-,東京都江東区北砂2-17-1 アリオ北砂3F,35.68243,139.82581,はなまる薬局 北砂店,薬局,-
江東区,大島３丁目,-,東京都江東区大島3-4-3 タワーレジデンス西大島1F,35.69211,139.82640,原田薬局 西大島店,薬局,-
江東区,豊洲５丁目,-,東京都江東区豊洲5-2-10-1F,35.65345,139.79556,沢真薬局,薬局,-
江東区,豊洲４丁目,-,東京都江東区豊洲4-9-13 東京フロントコート内,35.65512,139.80057,豊洲ファミリー薬局,薬局,-
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-6-11 トレディパーチェ門前仲町1F,35.67300,139.79399,マエノ薬局門前仲町店,薬局,-
江東区,有明１丁目,-,東京都江東区有明1-4-11 ブリリアマーレ有明1Fクリニックスペース,35.63706,139.78786,ケーファーマシー株式会社 有明ファミリー薬局,薬局,-
江東区,南砂６丁目,-,東京都江東区南砂6-4-6-102,35.67379,139.83360,マルハチ薬局,薬局,-
江東区,亀戸６丁目,-,東京都江東区亀戸6-13-3,35.69493,139.82614,のぞみ薬局,薬局,-
江東区,北砂３丁目,-,東京都江東区北砂三丁目33-20,35.67953,139.82897,うさぎ薬局 砂町銀座店,薬局,-
江東区,富岡１丁目,-,東京都江東区富岡1-13-11,35.67184,139.79755,くるみ薬局,薬局,-
江東区,住吉２丁目,-,東京都江東区住吉2-6-7,35.68877,139.81485,スター調剤薬局 住吉店,薬局,-
江東区,大島６丁目,-,東京都江東区大島6-9-11,35.69046,139.83534,とまと薬局,薬局,-
江東区,南砂２丁目,-,東京都江東区南砂2-6-3サンライズ東陽ビルB1F,35.67232,139.81994,ファミリー薬局東陽町店,薬局,-
江東区,北砂４丁目,-,東京都江東区北砂4丁目4番14号,35.67718,139.82795,さかい川薬局,薬局,-
江東区,森下４丁目,-,東京都江東区森下4-23-9,35.68771,139.80467,ひまり薬局 菊川店,薬局,-
江東区,大島４丁目,-,東京都江東区大島4-1-6-106,35.68686,139.82899,サンコウ薬局,薬局,-
江東区,大島５丁目,-,東京都江東区大島5-36-7白石ビル1F,35.68892,139.83627,うさぎ薬局大島店,薬局,-
江東区,北砂６丁目,-,東京都江東区北砂6-1-4,35.68045,139.83539,パレット薬局北砂店,薬局,-
江東区,南砂４丁目,-,東京都江東区南砂4-18-3ユタカビル1F,35.67289,139.83263,メイプル薬局,薬局,-
江東区,南砂４丁目,-,東京都江東区南砂4-15-23,35.67262,139.83008,吉田薬局,薬局,-
江東区,北砂４丁目,-,東京都江東区北砂4-35-11クレアーレ4-1F,35.67767,139.83401,みどり薬局北砂店,薬局,-
江東区,大島１丁目,-,東京都江東区大島1-33-15ネルフマスヤマビル1F,35.68848,139.82619,和光薬局西大島店,薬局,-
江東区,大島５丁目,-,東京都江東区大島5-7-2,35.68940,139.83232,たんぽぽ薬局大島店,薬局,-
江東区,南砂３丁目,-,東京都江東区南砂3-5-9,35.67307,139.82796,ダイカツ薬局,薬局,-
江東区,大島９丁目,-,東京都江東区大島9-3-1パークサイドコート1F,35.68998,139.84517,エンジェル薬局東大島店,薬局,-
江東区,門前仲町２丁目,-,東京都江東区門前仲町2-6-4,35.67280,139.79566,大栄薬局,薬局,-
江東区,富岡１丁目,-,東京都江東区富岡1-9-10,35.67143,139.79761,遠山薬局,薬局,-
江東区,東砂４丁目,-,東京都江東区東砂4-15-10,35.67599,139.84000,マリー薬局,薬局,-
江東区,大島８丁目,-,東京都江東区大島8-5-2,35.68992,139.83815,松田薬局,薬局,-
江東区,北砂３丁目,-,東京都江東区北砂3-14-20,35.68170,139.82879,原田薬局,薬局,-
江東区,東雲１丁目,-,東京都江東区東雲1-9-22-102,35.64580,139.80516,ひとは薬局,薬局,-
品川区,大井５丁目,-,東京都品川区大井5-7-1,35.60003,139.73019,株式会社ファーマみらい 共創未来 大井5丁目薬局,薬局,http://www.phmirai.co.jp/shops/detail.php?id=387
品川区,戸越５丁目,-,東京都品川区戸越5-18-7-1F,35.60909,139.71796,公園通り薬局駅前店,薬局,-
品川区,戸越５丁目,-,東京都品川区戸越5-6-5アミューズ1F101,35.61035,139.71849,公園通り薬局,薬局,-
品川区,西中延２丁目,-,東京都品川区西中延2-5-5-102,35.61095,139.70800,中延調剤薬局,薬局,https://www.tomiei.info/
品川区,中延５丁目,-,東京都品川区中延5-14-25,35.60217,139.70844,荏原町クリーン薬局,薬局,http://www.apx.co.jp/
品川区,東五反田４丁目,-,東京都品川区東五反田4-11-6 クレスト五反田ビル1F,35.63027,139.72603,博芳堂薬局,薬局,http://www.hakuhodo-ph.com/
品川区,西中延２丁目,-,東京都品川区西中延2-15-23土屋ビル1F,35.60907,139.70530,株式会社ファーマみらい ヒロ薬局 旗の台店,薬局,http://www.phmirai.co.jp/shops/detail.php?id=15
品川区,旗の台２丁目,-,東京都品川区旗の台2-9-19,35.60576,139.70364,中島薬局,薬局,-
品川区,上大崎２丁目,-,東京都品川区上大崎2-15-14,35.63402,139.71686,高木薬局,薬局,https://www.takagipharmacy.com/
品川区,小山４丁目,-,東京都品川区小山4-4-19-1F,35.61881,139.70336,小山調剤薬局,薬局,https://www.tomiei.info/
品川区,旗の台４丁目,-,東京都品川区旗の台4-3-6-1F,35.60393,139.70604,荏原町調剤薬局,薬局,https://www.tomiei.info/
品川区,西五反田２丁目,-,東京都品川区西五反田2-9-7,35.62698,139.72120,五反田調剤薬局,薬局,https://www.tomiei.info/
品川区,戸越５丁目,-,東京都品川区戸越5-8-3 ハイストーンヴィラ1F,35.61009,139.71977,ひすい調剤薬局,薬局,http://smile-pharmacy.jimdo.com/
品川区,二葉４丁目,-,東京都品川区二葉4-16-4 南部ビル1階,35.60217,139.71861,みよの台薬局 品川二葉店,薬局,https://www.sogo-pharmacy.jp/
品川区,旗の台４丁目,-,東京都品川区旗の台4-1-7 谷口ビル1F,35.60436,139.70427,旗の台フレンド薬局,薬局,http://www.tokunaga.p.jp/
品川区,西大井１丁目,-,東京都品川区西大井1-4-25 2F,35.60219,139.72248,アイセイ薬局 西大井店,薬局,https://www.aisei.co.jp/
品川区,戸越４丁目,-,東京都品川区戸越4丁目8番7号 ウェストキャッスルIII 1階,35.61104,139.71877,戸越薬局 戸越店,薬局,http://www.myph.jp/f_130201/pc/
品川区,旗の台５丁目,-,東京都品川区旗の台5-5-2,35.60456,139.70173,よしみ薬局,薬局,http://www.kusurino-yoshimi.com/
品川区,南大井６丁目,-,東京都品川区南大井6-26-2 大森ベルポートB館1F,35.58787,139.73129,ぱぱす薬局大森ベルポート店,薬局,-
品川区,東中延２丁目,-,東京都品川区東中延2-7-16,35.60719,139.71238,トモズ 中延店,薬局,-
品川区,東品川４丁目,-,東京都品川区東品川4-12-6 品川シーサイドフォレスト 日立ソフトタワーB 1階,35.61003,139.74867,トモズ 品川シーサイドフォレスト店,薬局,-
品川区,大崎１丁目,-,東京都品川区大崎1-11-1 ゲートシティ大崎ウエストタワー 1階,35.61940,139.73081,トモズ ゲートシティ大崎店,薬局,-
品川区,八潮５丁目,-,東京都品川区八潮5-12-68-102,35.60275,139.75315,ポッポ堂薬局八潮店,薬局,-
品川区,東中延１丁目,-,東京都品川区東中延1-1-3メゾンあさひ,35.61236,139.71342,有限会社 康樹堂 戸越薬局,薬局,-
品川区,荏原３丁目,-,東京都品川区荏原3-5-6 リベラルハウス1-B,35.61680,139.70851,おだいじに薬局 オハナ店,薬局,-
品川区,西五反田２丁目,-,東京都品川区西五反田2-14-2 五反田YNビルBF1号室,35.62650,139.71996,イシダ薬局 西五反田店,薬局,-
品川区,西五反田２丁目,-,東京都品川区西五反田2-29-9,35.62437,139.72061,有限会社 五反田 イシダ薬局,薬局,-
品川区,戸越２丁目,-,東京都品川区戸越2-6-13 LinoTogoshi101,35.61396,139.72062,やどりぎ薬局,薬局,-
品川区,旗の台４丁目,-,東京都品川区旗の台4-6-5,35.60380,139.70565,高山薬局,薬局,-
品川区,上大崎２丁目,-,東京都品川区上大崎二丁目12番地2号,35.63493,139.71658,ゆりの木薬局 目黒店,薬局,-
品川区,大井４丁目,-,東京都品川区大井4-25-42,35.60000,139.73078,株式会社 仁宗 杏林堂薬局,薬局,-
品川区,南品川５丁目,-,東京都品川区南品川5-8-34協栄ハイツ第2,35.61108,139.74047,なかむら薬局,薬局,-
品川区,東五反田２丁目,-,東京都品川区東五反田二丁目3番5号 五反田中央ビル1階,35.62548,139.72644,スギ薬局 東五反田店,薬局,-
品川区,南大井３丁目,-,東京都品川区南大井三丁目33番9号 PRIM NEXUS大森海岸駅前1階,35.58726,139.73579,すばる薬局 2号店,薬局,-
品川区,中延５丁目,-,東京都品川区中延五丁目5番3号 Wing Court 1階,35.60310,139.70939,ちょうちょ薬局,薬局,-
品川区,旗の台５丁目,-,東京都品川区旗の台五丁目8番4号 1階,35.60411,139.70349,こもれび薬局 旗の台店,薬局,-
品川区,小山２丁目,-,東京都品川区小山二丁目6番13号,35.62067,139.70758,ゆのまち薬局,薬局,-
品川区,大井１丁目,-,東京都品川区大井一丁目16番2号 ブリリア大井町ラヴィアンタワー1階108,35.60744,139.73033,バンビー薬局 大井町店,薬局,-
品川区,東品川４丁目,-,東京都品川区東品川四丁目12番4号 品川シーサイドフォレスト オーバルガーデン1階,35.61003,139.74867,薬局マツモトキヨシ 品川シーサイドフォレスト店,薬局,-
品川区,二葉１丁目,-,東京都品川区二葉一丁目11番5号 メイツ大井町 1階,35.60715,139.72800,スギ薬局 大井町店,薬局,-
品川区,南大井６丁目,-,東京都品川区南大井六丁目11番2号 日興パレス大森PARTⅡ 102,35.59096,139.73253,ヤシの木薬局 大森店,薬局,-
品川区,旗の台２丁目,-,東京都品川区旗の台二丁目7番2号 イオンタウン旗の台1階,35.60568,139.70392,ウエルシア薬局 イオンタウン旗の台店,薬局,-
品川区,旗の台２丁目,-,東京都品川区旗の台二丁目13番16号,35.60559,139.70368,コスモス調剤薬局 旗の台駅店,薬局,-
品川区,東五反田２丁目,-,東京都品川区東五反田二丁目18番1号 大崎フォレストビルディング1階,35.62440,139.72946,スピカ調剤薬局,薬局,-
品川区,大井１丁目,-,東京都品川区大井一丁目31番12号,35.60599,139.73038,アイ薬局,薬局,-
品川区,上大崎２丁目,-,東京都品川区上大崎二丁目27番3号 目黒駅前山田ビル1階,35.63415,139.71505,目黒駅前薬局,薬局,-
品川区,南大井６丁目,-,東京都品川区南大井六丁目25番10号 大森ハイツ1階,35.58913,139.73066,CS調剤薬局 大森店,薬局,-
品川区,西五反田２丁目,-,東京都品川区西五反田二丁目7番8号 誠實ビル4階,35.62631,139.72251,げんき薬局 五反田店,薬局,-
品川区,東五反田２丁目,-,東京都品川区東五反田二丁目17番1号 オーバルコート大崎マークウエスト1階,35.62331,139.72914,薬局くすりの福太郎 東五反田店,薬局,-
品川区,中延４丁目,-,東京都品川区中延四丁目6番8号,35.60533,139.71332,スギ薬局 中延店,薬局,-
品川区,旗の台２丁目,-,東京都品川区旗の台二丁目8番10号,35.60674,139.70369,メディケア薬局旗の台,薬局,-
品川区,東中延２丁目,-,東京都品川区東中延二丁目9番16号 オープンレジデンシア品川中延ステーションフロント 店舗101,35.60640,139.71335,薬局マツモトキヨシ 中延駅前店,薬局,-
品川区,東五反田１丁目,-,東京都品川区東五反田一丁目5番2号 ユニーブル島津山1階,35.62697,139.72652,大信薬局 五反田店,薬局,-
品川区,南大井６丁目,-,東京都品川区南大井六丁目21番10号,35.58957,139.73270,日本調剤 いすゞ病院前薬局,薬局,-
品川区,中延１丁目,-,東京都品川区中延一丁目7番12号 荏原医師会別館1階,35.61184,139.71248,会営薬局えばら,薬局,-
品川区,小山３丁目,-,東京都品川区小山三丁目2番11号 JMLクリニックビル武蔵小山1階,35.61919,139.70474,ココカラファイン薬局 武蔵小山駅前店,薬局,-
品川区,大井１丁目,-,東京都品川区大井一丁目50番5号 阪急大井町ガーデン2階,35.60558,139.73427,ココカラファイン薬局 大井町ガーデン店,薬局,-
品川区,大井１丁目,-,東京都品川区大井一丁目23番7号,35.60615,139.73299,日本調剤 大井町薬局,薬局,-
品川区,西五反田８丁目,-,東京都品川区西五反田八丁目4番15号 グリンデル広小路1階,35.62276,139.72263,つくし薬局 大崎広小路店,薬局,-
品川区,東品川２丁目,-,東京都品川区東品川二丁目3番12号 シーフォートスクエア1階,35.62440,139.75088,薬局マツモトキヨシ 天王洲アイル店,薬局,-
品川区,二葉２丁目,-,東京都品川区二葉二丁目3番8号,35.60491,139.72532,白金薬局 二葉店,薬局,-
品川区,旗の台３丁目,-,東京都品川区旗の台三丁目11番11号 HATANODAI kaikan 1階,35.60508,139.70400,日本調剤 旗の台駅前薬局,薬局,-
品川区,上大崎２丁目,-,東京都品川区上大崎二丁目13番26号 メイプルトップビル1階,35.63465,139.71885,日本調剤 目黒駅前薬局,薬局,-
品川区,上大崎２丁目,-,東京都品川区上大崎二丁目13番32号,35.63445,139.71796,ウエルシア薬局 目黒上大崎店,薬局,-
品川区,南品川２丁目,-,東京都品川区南品川二丁目17番27号 三井南品川ハイツ104,35.61148,139.74436,青横ファーマシー 南品川薬局,薬局,-
品川区,東品川４丁目,-,東京都品川区東品川四丁目5番22号,35.60905,139.74667,ナチュラルローソンクオール薬局 東品川四丁目店,薬局,-
品川区,西五反田２丁目,-,東京都品川区西五反田二丁目28番5号,35.62459,139.72091,薬局トモズ 五反田店,薬局,-
品川区,二葉４丁目,-,東京都品川区二葉四丁目9番10号 かしわビル1階,35.60241,139.71728,スギ薬局 二葉店,薬局,-
品川区,戸越１丁目,-,東京都品川区戸越一丁目7番1号,35.61670,139.71764,クローブ薬局,薬局,-
品川区,南品川３丁目,-,東京都品川区南品川三丁目5番6号 田中屋ビル101,35.61029,139.74377,ジュネーヴ平和通り調剤薬局,薬局,-
品川区,小山３丁目,-,東京都品川区小山三丁目5番6号 ロジマン武蔵小山1階,35.62143,139.70522,クオール薬局 小山台店,薬局,-
品川区,西中延２丁目,-,東京都品川区西中延二丁目15番1号 AXAS旗の台101号室,35.60918,139.70527,共創未来 旗の台薬局,薬局,-
品川区,北品川３丁目,-,東京都品川区北品川三丁目11番16号 品川第一地域センタービル1階,35.61668,139.74004,会営薬局しながわ,薬局,-
品川区,東大井６丁目,-,東京都品川区東大井六丁目16番9号,35.60000,139.73567,ひまわり薬局,薬局,-
品川区,東大井２丁目,-,東京都品川区東大井二丁目12番19号 MKビル1階,35.60213,139.74008,スマイル薬局 東大井店,薬局,-
品川区,上大崎２丁目,-,東京都品川区上大崎2-10-33,35.63538,139.71711,ナチュラルローソンクオール薬局 シティコート目黒店,薬局,-
