指標名,ホテル,,,,,,,,,
出典,Rakuten API,,,,,,,,,
年次,2024/12/10取得,,,,,,,,,
URL,https://app.rakuten.co.jp/services/api/Travel/SimpleHotelSearch/20170426,,,,,,,,,
備考,(2022年度：1721件、2023年度：1099.0件、2024年度：1124件),,,,,,,,,
,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,星数,レビュー数,室数,ホテルURL
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-12-25,35.656642,139.7062054,渋谷ウェーブ,,1,6,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=182614
品川区,上大崎２丁目,-,東京都品川区上大崎2-15-5,35.6347641,139.7167644,長者丸ビル,,,7,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183723
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-9-3号　ＴＨＥ　ＶＩＬＬＡ　ＥＢＩＳＵ　ＴＯＫＹＯ,35.6441983,139.7162092,ＴＨＥ　ＶＩＬＬＡ　ＥＢＩＳＵ　ＴＯＫＹＯ　（赤）【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185024
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-9-3号　ＴＨＥ　ＶＩＬＬＡ　ＥＢＩＳＵ　ＥＩＧＨＴ,35.6441983,139.7162092,ＴＨＥ　ＶＩＬＬＡ　ＥＢＩＳＵ　ＥＩＧＨＴ（青）【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185025
港区,南青山１丁目,-,東京都港区南青山1-8-3　Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ,35.670792,139.72612,Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ　２Ｆ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185271
港区,南青山１丁目,-,東京都港区南青山1-8-3　Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ　1Ｆ,35.670792,139.72612,Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ　１Ｆ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185273
港区,南青山１丁目,-,東京都港区南青山1-8-3　Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ,35.670792,139.72612,Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ　３Ｆ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185281
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-19-3　ライオンズマンション道玄坂611,35.6590763,139.6964422,ライオンズマンション道玄坂／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186455
渋谷区,恵比寿３丁目,-,東京都渋谷区恵比寿3-9-3　Ｔｈｅ　ＶＩＬＬＡ　ＥＢＩＳＵ　ＥＩＧＨＴ,35.64467372,139.7165246,ｅｂｉｓｕ　ｂｌｕｅ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189375
渋谷区,西原１丁目,-,東京都渋谷区西原1-26-4　Ｂｅｅ　Ｈｏｕｓｅ　Ｎｉｓｈｉｈａｒａ,35.67709168,139.679595,Ｂｅｅ　Ｈｏｕｓｅ　Ｎｉｓｈｉｈａｒａ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189474
渋谷区,恵比寿２丁目,-,東京都渋谷区恵比寿2-13-15,35.6454606,139.7189154,ＨＡＮ’Ｓ　ＥＢＩＳＵ,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=191829
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-19-6　901号室,35.6592288,139.6960633,ＳＬＥＥＰＬＡＢ　ＴＨＥ　ＳＴＡＹ　渋谷,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=193103
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-27-8,35.659467,139.6974593,ヴィラジュリア道玄坂【大人専用１８禁・ハピホテ提携】,,,18,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=163209
渋谷区,円山町２丁目,-,東京都渋谷区円山町2-2,35.65861997,139.6951107,ＨＯＴＥＬ　ＳＵＬＡＴＡ　渋谷道玄坂【大人専用１８禁・ハピホテ提携】,,,48,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=163419
品川区,上大崎２丁目,-,東京都品川区上大崎2-23,35.63677623,139.7137194,ホテル　プリンセスガーデン,,,205,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=5197
渋谷区,神宮前,-,東京都渋谷区神宮前,35.6642386,139.7038637,準備中,,,15,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183036
渋谷区,円山町１０丁目,-,東京都渋谷区円山町10-6,35.65907874,139.6949259,ＨＯＴＥＬ　０３【大人専用１８禁・ハピホテ提携】,,,16,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=163261
港区,高輪４丁目,-,東京都港区高輪4-10-30,35.62772785,139.7362457,品川プリンスホテル,3.86,22903,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=19455
品川区,大井１丁目,-,東京都品川区大井1-50-5,35.60560806,139.7343773,アワーズイン阪急,4.28,5267,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=128577
港区,高輪４丁目,-,東京都港区高輪4-10-8,35.62897769,139.7355734,京急ＥＸホテル高輪,3.99,2649,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=135404
品川区,東品川４丁目,-,東京都品川区東品川4-13-27,35.61039406,139.7503035,ハートンホテル東品川（品川シーサイド）,4.2,6077,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=51870
港区,高輪４丁目,-,東京都港区高輪4-10-30,35.62857087,139.736326,品川プリンスホテル　Ｎタワー,4.12,443,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=141325
品川区,大井４丁目,-,東京都品川区大井4-3-1,35.60442763,139.7341662,ヴィアイン品川大井町（ＪＲ西日本グループ）,4.06,6648,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=74636
品川区,西五反田２丁目,-,東京都品川区西五反田2-6-8,35.6265793,139.7226889,ホテルマイステイズ五反田駅前,3.77,1936,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149010
品川区,東大井１丁目,-,東京都品川区東大井1-9-37,35.606617,139.7477706,ワイヤーズホテル品川シーサイド,4.21,267,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179391
港区,芝２丁目,-,東京都港区芝2-31-17,35.64992487,139.7514063,スーパーホテル東京・芝【高濃度人工炭酸泉　開城の湯】,4.37,634,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167343
品川区,東品川４丁目,-,東京都品川区東品川4-12-8,35.6092469,139.7488374,ロワジールホテル品川シーサイド,4.14,329,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183382
港区,芝浦３丁目,-,東京都港区芝浦3-14-21,35.64289036,139.7481968,相鉄フレッサイン　東京田町,4.07,1692,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=19908
港区,芝浦３丁目,-,東京都港区芝浦3-6-18,35.6427583,139.7470938,静鉄ホテルプレジオ東京田町,4.56,435,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178473
品川区,大崎２丁目,-,東京都品川区大崎2-1-3,35.61833977,139.7272412,ダイワロイネットホテル東京大崎,4.13,2633,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=67817
港区,高輪２丁目,-,東京都港区高輪2-16-29,35.6382895,139.739462,東急ステイ高輪（泉岳寺駅前）,4.33,470,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=165620
港区,高輪４丁目,-,東京都港区高輪4-10-30,35.62764523,139.7370314,品川プリンスホテル　イーストタワー,3.34,448,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171983
港区,高輪２丁目,-,東京都港区高輪2-16-30,35.63803236,139.7393711,アパホテル〈品川　泉岳寺駅前〉,4.34,1778,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149341
品川区,東大井５丁目,-,東京都品川区東大井5-2-8,35.607668,139.7359622,Ｓｍａｒｔ　Ｓｔａｙ　ＳＨＩＺＵＫＵ　品川大井町,4.14,731,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=182079
品川区,大崎１丁目,-,東京都品川区大崎1-6-2,35.62072567,139.7293299,ニューオータニイン東京,4.32,8667,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1443
品川区,東五反田１丁目,-,東京都品川区東五反田1-26-3,35.62621717,139.7239622,ＪＲ東日本ホテルメッツ　プレミア　五反田,4.24,316,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178166
品川区,北品川２丁目,-,東京都品川区北品川2-30-26,35.6172505,139.7440237,高濃度炭酸泉　七福神の湯　スーパーホテル品川・新馬場,4.24,649,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147079
港区,高輪３丁目,-,東京都港区高輪3-13-1,35.63017194,139.7333208,グランドプリンスホテル新高輪,4.25,4052,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28470
品川区,西五反田２丁目,-,東京都品川区西五反田2-17-12,35.62645535,139.7206887,京王プレッソイン五反田,4.05,3880,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=29533
品川区,大井１丁目,-,東京都品川区大井1-35-2,35.60514138,139.7317831,ホテルルートイン品川大井町,3.88,1905,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1006
品川区,東品川３丁目,-,東京都品川区東品川3-22-27,35.61308528,139.7450205,高濃度炭酸泉　銀杏の湯　スーパーホテル品川・青物横丁,4.14,1213,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=69219
品川区,東品川２丁目,-,東京都品川区東品川2-2-35,35.62195383,139.7485671,東横ＩＮＮ品川港南口天王洲アイル,4.08,1801,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=136278
品川区,東五反田２丁目,-,東京都品川区東五反田2-5-4,35.62533902,139.7283742,ホテルマイステイズ五反田,3.93,2171,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28093
品川区,北品川２丁目,-,東京都品川区北品川2-18-1,35.61772078,139.7413734,京急ＥＸイン　品川・新馬場駅北口,4.03,2859,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=72056
品川区,南大井６丁目,-,東京都品川区南大井6-19-3,35.59060969,139.7325086,ホテルマイステイズプレミア大森,3.88,6840,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=715
品川区,東五反田２丁目,-,東京都品川区東五反田2-2-6,35.62533323,139.725221,三井ガーデンホテル五反田,4.06,812,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=165982
港区,三田３丁目,-,東京都港区三田3-11-26,35.640672,139.7413735,スマイルホテル品川泉岳寺駅前,4.13,50,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184637
港区,高輪３丁目,-,東京都港区高輪3-13-1,35.63192481,139.7346269,グランドプリンスホテル高輪,4.45,1781,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28469
品川区,東五反田１丁目,-,東京都品川区東五反田1-12-2,35.62711711,139.72477,東急ステイ五反田,3.9,1770,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=41699
品川区,南大井６丁目,-,東京都品川区南大井6-24-4,35.58915702,139.7302477,ホテルバー　グランティオス,4.46,1215,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=10665
港区,高輪３丁目,-,東京都港区高輪3-19-17,35.633454,139.7377068,都シティ　東京高輪,4.24,347,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167938
港区,芝４丁目,-,東京都港区芝4丁目4-8,35.64841479,139.7501159,アパホテル〈三田駅前〉,3.83,806,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=138037
港区,芝浦３丁目,-,東京都港区芝浦3-8-1,35.64365145,139.7509132,ホテルグレイスリー田町,4.25,1823,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=72850
港区,芝２丁目,-,東京都港区芝2-20-12,35.65163008,139.7496371,ローズステイ東京芝公園,4.07,763,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=136821
品川区,二葉４丁目,-,東京都品川区二葉4-27-8,35.60186349,139.7138319,フレックステイイン中延,3.5,439,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28555
品川区,大井１丁目,-,東京都品川区大井1-51-1,35.60530807,139.7333829,ホテル　タチバナ,4.29,1767,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=29199
港区,高輪３丁目,-,東京都港区高輪3-13-1,35.63093303,139.73554,ザ・プリンス　さくらタワー東京、オートグラフ　コレクション,4,1473,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28468
品川区,南品川３丁目,-,東京都品川区南品川3-1-20,35.60949396,139.7427347,東横ＩＮＮ品川青物横丁駅,3.84,470,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=108390
品川区,戸越１丁目,-,東京都品川区戸越1-15-17,35.6152822,139.7172899,アパホテル〈品川　戸越駅前〉（全室禁煙）,4.23,181,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=181695
港区,芝３丁目,-,東京都港区芝3-23-1,35.65126721,139.7490075,ホテル　ザ　セレスティン東京芝,4.78,2537,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=15758
港区,芝浦２丁目,-,東京都港区芝浦2-17-11,35.6449425,139.75217,ホテルグランマーチ東京芝浦,4.5,55,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178298
品川区,大井１丁目,-,東京都品川区大井1-27-3,35.60621625,139.7316275,東横ＩＮＮ品川大井町,3.9,505,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=108364
港区,高輪４丁目,-,東京都港区高輪4-7-6,35.62930258,139.7329486,品川東武ホテル,3.76,1693,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1640
港区,港南２丁目,-,東京都港区港南2-16-1品川イーストワンタワー,35.62757799,139.7407342,ストリングスホテル東京インターコンチネンタル,5,511,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28483
港区,港南１丁目,-,東京都港区港南1-9-36　アレア品川1階,35.63030595,139.7413142,ナインアワーズ品川駅スリープラボ　ｆｏｒ　ｍｅｎ,3.86,14,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=191877
品川区,北品川１丁目,-,東京都品川区北品川1-22-19,35.62215358,139.7401122,フレックステイイン品川,2.71,781,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28554
品川区,東五反田１丁目,-,東京都品川区東五反田1-20-15,35.62618743,139.7258208,ドシー五反田,3.11,293,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=166407
港区,芝浦４丁目,-,東京都港区芝浦4-2-8,35.64281805,139.7449193,住友不動産ホテル　ヴィラフォンテーヌグランド東京田町,4.2,581,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=80762
港区,芝３丁目,-,東京都港区芝3-43-18,35.65083105,139.7451884,春日旅館,3.8,355,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=13560
品川区,南大井６丁目,-,東京都品川区南大井6-16-17,35.59125679,139.7304309,大森パークホテル,3.63,742,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=13601
港区,芝２丁目,-,東京都港区芝2-5-2,35.65290598,139.7512517,東京グランドホテル,4.24,1956,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=8218
港区,三田３丁目,-,東京都港区三田3-14-13クロス三田2階　Ｗａｓａｂｉ　Ｍｉｔａ　Ｈｏｔｅｌ,35.6445379,139.7439072,わさび三田ホテル　＾,5,7,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186598
港区,高輪４丁目,-,東京都港区高輪4-23-2,35.62652524,139.7374262,東横ＩＮＮ品川駅高輪口,4.13,467,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=108389
品川区,旗の台５丁目,-,東京都品川区旗の台5-6-5,35.60444036,139.7027828,東横ＩＮＮ品川旗の台駅南口,3.25,159,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=146914
品川区,東五反田１丁目,-,東京都品川区東五反田1-17-1,35.6268592,139.7257267,ＨＯＴＥＬ　ＢａｌｉＢａｌｉ　ＡＮＮＥＸ,,1,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=187258
港区,高輪３丁目,-,東京都港区高輪3-13-1,35.63176176,139.7352283,高輪　花香路（グランドプリンスホテル高輪内）,5,12,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=158677
品川区,北品川４丁目,-,東京都品川区北品川4-7-36,35.62150357,139.7371792,東京マリオットホテル,4,956,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=15386
品川区,東大井４丁目,-,東京都品川区東大井4-7-7　マーベラス東大井,35.6050526,139.74165,マーベラス東大井　＾,1,9,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169676
品川区,西品川１丁目,-,東京都品川区西品川1-23-24号　ビバリーホームズ大崎203号室、205号室、301号室、303号室,35.6113828,139.7276224,コンバーテル西品川　＾,,2,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186878
港区,芝浦３丁目,-,東京都港区芝浦3-1-21,35.64557527,139.7492667,プルマン東京田町,4,42,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=173085
品川区,北品川１丁目,-,東京都品川区北品川1-22-16,35.62180918,139.7403955,ゲストハウス品川宿　（ＧＵＥＳＴ　ＨＯＵＳＥ　品川宿）,5,71,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=84902
品川区,東五反田２丁目,-,東京都品川区東五反田2-9-5,35.62462794,139.7265077,旅館　山水荘,4.33,24,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=54308
品川区,東品川２丁目,-,東京都品川区東品川2-1先,35.6220465,139.7476398,ＰＥＴＡＬＳ　ＴＯＫＹＯ,,1,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184481
品川区,東五反田３丁目,-,東京都品川区東五反田3-6-14　パーリーフラッツ品川高輪台,35.62995136,139.7286245,パーリーフラッツ品川高輪台ＰＥＡＲＬＹ　ＦＬＡＴＳ　Ｓｈｉｎａｇａｗａ　Ｔａｋａｎａｗａｄａｉ　＾,,2,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185716
品川区,南大井３丁目,-,東京都品川区南大井3-31-4,35.5882343,139.7351374,Ｃ＆Ｊ　ＨＯＴＥＬ,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=192147
品川区,西品川３丁目,-,東京都品川区西品川3-20-5　サニーハイツ大崎,35.616194,139.7294183,サニーハイツ／民泊,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186446
品川区,小山２丁目,-,東京都品川区小山2-6-10　ＳｐａｃｅＮｏａ,35.6207678,139.7075519,ＳｐａｃｅＮｏａ２０１　＠Ｒａｋｓｍａｙ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=190638
港区,芝浦３丁目,-,東京都港区芝浦3-20-9　シーサイド田町,35.6419584,139.7474317,シーサイド田町／民泊,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189556
品川区,中延２丁目,-,東京都品川区中延2-2-12，101，102，103，202，203，302，303，403　オテル・デュー中延,35.6112026,139.7100453,オテル・デュー中延【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=190235
品川区,東大井４丁目,-,東京都品川区東大井4-7-7　1Ｆ　マーベラス東大井,35.6050487,139.7416318,セレブ東大井　＾,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186209
港区,高輪３丁目,-,東京都港区高輪3-10-38 TimeCamp高輪4階,35.6319236,139.7310845,ＳＬＥＥＰＬＡＢ　高輪,,4,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=187075
品川区,大井１丁目,-,東京都品川区大井1-6-1,35.6068624,139.7333604,泊まれるサウナ屋さん　品川サウナ,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=193158
品川区,北品川２丁目,-,東京都品川区北品川2-23-14,35.617846,139.742775,アーバンステイ品川,5,9,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180707
品川区,東中延２丁目,-,東京都品川区東中延2-3-15,35.6085426,139.713297,品川ウィステリアレジデンス,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184884
品川区,戸越３丁目,-,東京都品川区戸越3-11-6　Ｋ＆Ｍ　Ｈｅｉｇｈｔｓ,35.6114314,139.7171057,Ｋ＆Ｍハイツ　＾,,1,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185082
品川区,東品川１丁目,-,東京都品川区東品川1-29-18　Ｈｉｇａｓｈｉ　Ｓｈｉｎａｇａｗａ　Ｈｏｕｓｅ,35.6196576,139.7457649,東品川アパートメント　＾,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170953
品川区,西大井１丁目,-,東京都品川区西大井1-7-34　Ｅｔｅｒｎｉｔｙ　ＡＰＡＲＴＭＥＮＴ　ＨＯＴＥＬ　品川,35.6012075,139.7231484,Ｅｔｅｒｎｉｔｙ　ＡＰＡＲＴＭＥＮＴ　ＨＯＴＥＬ　Ｓｈｉｎａｇａｗａ　＾,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169472
品川区,西品川３丁目,-,東京都品川区西品川3-20-5　サニーハイツ201,35.616194,139.7294183,サニーハイツ２０１【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=190890
品川区,豊町２丁目,-,東京都品川区豊町2-23-4　井上ビル,35.6090413,139.7234621,旅館－亮－【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170975
品川区,西品川３丁目,-,東京都品川区西品川3-20-5,35.616194,139.7294183,サニーハイツ３０１／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=190533
品川区,荏原１丁目,-,東京都品川区荏原1-24-23　Ｆｏｒｅｓｔ　Ｖｉｌｌａ　Ｔｏｇｏｓｈｉ,35.61871021,139.7133322,Ｆｏｒｅｓｔ　Ｖｉｌｌａ　Ｔｏｇｏｓｈｉ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185224
品川区,西五反田７丁目,-,東京都品川区西五反田7-24-8　リベルテ西五反田,35.6206109,139.7186038,五反田駅近マンション／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170624
品川区,戸越４丁目,-,東京都品川区戸越4-3-17　Ｆｏｒｅｓｔ　Ｈｏｕｓｅ,35.6121612,139.7200802,Ｆｏｒｅｓｔ　Ｈｏｕｓｅ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185225
品川区,二葉四-,-,東京都品川区二葉四-25-8号　ＣＡＳＡ　ＳＨＩＮＡＧＡＷＡ　ＵＮＯ,35.6026224,139.7130471,ＮＥＷＯＰＥＮ★リノベ戸建／西大井９分・中延駅８分／【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169864
品川区,南品川４丁目,-,東京都品川区南品川4-15-12　大塚邸,35.61271971,139.7389324,大塚邸【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185621
港区,高輪１丁目,-,東京都港区高輪1-27-9　ＨＪ　ＰＬＡＣＥ　ＴＡＫＡＮＡＷＡ,35.6372929,139.7322994,ＨＪ　ＰＬＡＣＥ　ＴＡＫＡＮＡＷＡ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=190236
品川区,南品川１丁目,-,東京都品川区南品川1-1-2,35.6146313,139.7415407,Ｂａｍｂａ　Ｈｏｔｅｌ,,4,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147802
港区,三田５丁目,-,東京都港区三田5-16-3　三田戸建て,35.6471717,139.7374675,Ｔｈｅ　３ｒｄ　Ｒｅｓｉｄｅｎｔｉａｌ　Ｓｕｉｔｅ　ＳＨＩＲＯＫＡＮＥ／民泊,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169201
品川区,北品川１丁目,-,東京都品川区北品川1-22-16,35.6217926,139.7404044,ＫＡＧＯ　＃３４　Ｔｏｋｙｏ　ｂｙ　Ｓｈｕｋｕｂａ　ＨＯＴＥＬ,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=192018
