指標名,ホテル,,,,,,,,,
出典,Rakuten API,,,,,,,,,
年次,2024/12/10取得,,,,,,,,,
URL,https://app.rakuten.co.jp/services/api/Travel/SimpleHotelSearch/20170426,,,,,,,,,
備考,(2022年度：1721件、2023年度：1099.0件、2024年度：1124件),,,,,,,,,
,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,星数,レビュー数,室数,ホテルURL
中央区,築地６丁目,-,東京都中央区築地6-6-11,35.6655997,139.7736046,ＳＰＡＴＩＵＭ　ＧＩＮＺＡ　ＰＯＮＹ,,2,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183477
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1-7-9,35.6862184,139.7776094,Ｈｏｔｅｌ　Ｒａｋｕｒａｇｕ,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=188205
中央区,月島４丁目,-,東京都中央区月島4-13-11　スペースエアービル3Ｆ,35.6614044,139.7812826,スペースエアービル３Ｆ／民泊,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186737
江東区,南砂５丁目,-,東京都江東区南砂5-3-14　Ｄ-ｐｄａｌ　Ｉｎｎ　　1Ｆ,35.67645,139.8274672,都バス停徒歩１分以内、１棟４室アパート　Ｄ－ｐｄａｌ　Ｉｎｎ　１Ｆ／民泊,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185814
江東区,南砂５丁目,-,東京都江東区南砂5-3-14　Ｄ-ｐｄａｌ　Ｉｎｎ,35.67660371,139.8273579,都バス停徒歩１分以内、１棟４室アパート　Ｄ－ｐｄａｌ　Ｉｎｎ　２Ｆ　＾,,1,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185694
江東区,毛利２丁目,-,東京都江東区毛利2-8-7,35.6927852,139.8173242,錦の館【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175404
千代田区,岩本町２丁目,-,東京都千代田区岩本町2-13-1　Ｈｏｔａｋｕ　ＨＯＴＥＬ,35.69430878,139.7772045,Ｈｏｔａｋｕ　ＨＯＴＥＬ　＾,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185206
中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町1-10-12,35.6939696,139.7829212,ＭＡＮＧＡ　ＡＲＴ　ＨＯＴＥＬ，　ＢＡＫＵＲＯＣＨＯ,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=191991
中央区,新富１丁目,-,東京都中央区新富1-3-3,35.6734314,139.7735359,Ｈｉｚ　Ｒｅｓｉｄｅｎｃｅ　Ｇｉｎｚａ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=173410
中央区,日本橋箱崎町１７丁目,-,東京都中央区日本橋箱崎町17-6,35.68061252,139.7852142,ＭＩＭＡＲＵ東京　日本橋水天宮前,0,11,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=166365
江東区,東陽１丁目,-,東京都江東区東陽1-36-1　103・104・105・106　東陽町ＳＡ・ＫＵ・ＲＡ,35.6664716,139.8134474,東陽町ＳＡ・ＫＵ・ＲＡ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189620
中央区,新富１丁目,-,東京都中央区新富1－14－5　Ｓｅｃｔｉｏｎ　Ｌ：　Ｇｉｎｚａ　Ｅａｓｔ,35.6732544,139.7755869,Ｓｅｃｔｉｏｎ　Ｌ　｜　Ｇｉｎｚａ　Ｅａｓｔ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176181
中央区,八丁堀１丁目,-,東京都中央区八丁堀1-12-8,35.6770459,139.7786472,ＭＩＭＡＲＵ東京　ＳＴＡＴＩＯＮ　ＥＡＳＴ,,3,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183941
中央区,銀座２丁目,-,東京都中央区銀座2-12-4　浪　ＬＡＮＧ,35.67204753,139.7699762,ＬＡＮＧ　浪　ｈｏｔｅｌ　銀座【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=190033
中央区,銀座６丁目,-,東京都中央区銀座6-14-10,35.66829351,139.7650471,コートヤード・マリオット　銀座東武ホテル,3,620,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1187
中央区,京橋２丁目,日八京,東京都中央区京橋2-1-3,35.677835,139.769787,コートヤード・バイ・マリオット　東京ステーション,4,72,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=145335
中央区,築地４丁目,-,東京都中央区築地4-1-12　サマセット銀座イースト東京,35.66699919,139.7682497,サマセット銀座イースト東京／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,1,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171821
江東区,南砂３丁目,-,東京都江東区南砂3-8-40　Ｒｅｓｉｄｅｎｃｉａｌ　Ｖｏｙａｎ　南砂町,35.67063451,139.8295138,Ｒｅｓｉｄｅｎｃｉａｌ　Ｖｏｙａｎ　南砂町【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189909
千代田区,神田佐久間町２丁目,-,東京都千代田区神田佐久間町2-12-8,35.69794585,139.776668,ホテルニュータウン秋葉原,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=146114
中央区,日本橋箱崎町１丁目,-,東京都中央区日本橋箱崎町1-16,35.67811381,139.7860191,オークホステルキャビン,0,149,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147847
中央区,日本橋横山町６丁目,-,東京都中央区日本橋横山町6-16,35.6926982,139.7829073,FIRST　CABIN（ファーストキャビン）日本橋よこやま町,0,421,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=160643
中央区,東日本橋２丁目,-,東京都中央区東日本橋2-25-4,35.694237,139.7872959,Ｇｕｅｓｔ　Ｈｏｕｓｅ　ＴＲＡＣＥ,0,10,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=164944
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町2-31-3,35.68635356,139.7851082,伊東旅館,,2,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=166944
中央区,日本橋蛎殻町１丁目,-,東京都中央区日本橋蛎殻町1-2-10,35.68094607,139.7833545,かきがら　旅館,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167231
中央区,日本橋蛎殻町２丁目,-,東京都中央区日本橋蛎殻町2-11-3　日本橋水天宮ビル4Ｆ,35.6836716,139.7864768,ＷｉｔｈＢ　ホステル　水天宮前,,3,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167565
中央区,日本橋本町４丁目,日八京,東京都中央区日本橋本町4-13-8,35.6910315,139.7766966,ｈｏｓｔｅｌ　ＤＥＮ,,2,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168358
中央区,築地６丁目,-,東京都中央区築地6-1-4　ｉｎｔｈｅＨｏｏｄ　Ｔｓｕｋｉｊｉ,35.6659594,139.7730365,ｉｎｔｈｅＨｏｏｄ　Ｔｓｕｋｉｊｉ　＾,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169372
千代田区,神田司町２丁目,-,東京都千代田区神田司町2-6-8　ＳｐａｔｉｕｍＴｏｋｙｏ,35.6939193,139.7676817,ＳｐａｔｉｕｍＴｏｋｙｏ　＾,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169534
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町2-1-7アルテシモトゥーラ　ｉｎｔｈｅＨｏｏｄ　Ｎｉｈｏｎｂａｓｈｉ,35.6879525,139.7812185,ｉｎｔｈｅＨｏｏｄ　Ｎｉｈｏｎｂａｓｈｉ　＾,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=169656
中央区,日本橋堀留町１丁目,-,東京都中央区日本橋堀留町1-8-9　ＨＵＢＨＵＢ日本橋人形町,35.6877684,139.7807859,ＨＵＢＨＵＢ日本橋人形町【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171137
江東区,永代２丁目,-,東京都江東区永代2-14-5　Ｐｌｕｓ　Ｈｏｓｔｅｌ,35.6730571,139.7918386,プラスホステル　＾,3,7,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171387
千代田区,内神田１丁目,-,東京都千代田区内神田1-6-3　南特許ビルディング5階,35.68985416,139.7664193,Ｔｈｅ　Ｗａｒｄｒｏｂｅ　Ｈｏｓｔｅｌ　Ｔｒｅｅ,0,7,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172949
中央区,築地６丁目,-,東京都中央区築地6-15-4,35.66397515,139.7736563,レジデンストーキョー築地／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174189
千代田区,東神田３丁目,-,東京都千代田区東神田3-2-1 パリセイド東神田,35.6972911,139.7802668,Ｎｅｓｔｌｅ　Ｔｏｋｙｏ　Ｄｅｌｕｘｅ　Ａｋｉｈａｂａｒａ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174432
江東区,南砂５丁目,-,東京都江東区南砂5-3-14 D-pdal Inn,35.67647724,139.827266,都バス停徒歩１分以内、１棟４室アパート／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174910
中央区,築地７丁目,-,東京都中央区築地7-13-10　SpatiumGinza,35.6653016,139.7752335,Ｓｐａｔｉｕｍ　Ｇｉｎｚａ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175265
中央区,新富１丁目,-,東京都中央区新富1-15-10,35.6723154,139.7751162,α　Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ　Ｈｏｔｅｌ,0,10,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=177424
千代田区,神田佐久間町３丁目,-,東京都千代田区神田佐久間町3-37-42,35.69781335,139.777888,楽途ホテル秋葉原駅前店,0,11,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=177450
中央区,東日本橋１丁目,-,東京都中央区東日本橋1-4-9　シントミ東日本橋ビル2Ｆ,35.69091221,139.7863128,Ｔｈｅ　Ｍｉｃｒｏ　Ｍｕｓｅｕｍ　Ｈｏｓｔｅｌ　Ｎｉｈｏｎｂａｓｈｉ,,1,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178549
中央区,日本橋兜町３丁目,-,東京都中央区日本橋兜町3-5,35.6827127,139.7780073,ＨＯＴＥＬ　Ｋ５,0,9,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178700
千代田区,岩本町１丁目,-,東京都千代田区岩本町1-9-4,35.6926848,139.777743,ＭＡＣ　ＨＯＴＥＬ,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179638
江東区,深川１丁目,-,東京都江東区深川1-8-13,35.6765398,139.7963943,Ｐｒｉｍｅ　Ｓｕｉｔｅｓ　Ｔｏｋｙｏ,,2,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180362
江東区,常盤２丁目,-,東京都江東区常盤2-14-14,35.6841715,139.7981476,バードプレイスｌｏｇ東京,,2,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180426
千代田区,岩本町２丁目,-,東京都千代田区岩本町2-19-4　楽途ビル,35.6941267,139.7789268,楽途ホテル　東神田,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183707
江東区,佐賀１丁目,-,東京都江東区佐賀1-1-9,35.67741219,139.7892856,ウル東京,,1,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184658
中央区,日本橋小舟町４丁目,-,東京都中央区日本橋小舟町4-9-マルコウ日本橋三越前ビル3階　Ａｋｉｈａｂａｒａ　ＨＯＴＥＬ,35.6876694,139.7772692,ＴＯＫＹＯＧＵＥＳＴ　Ｎｉｈｏｎｂａｓｈｉ　ＨＯＴＥＬ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185289
中央区,入船３丁目,-,東京都中央区入船3-7-3　ＭＯＯＮＯＫＡ　ＨＯＴＥＬ,35.6710428,139.7775188,Ｍｏｏｎｏｋａ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185773
江東区,猿江２丁目,-,東京都江東区猿江2-2-2,35.6858118,139.813887,ＫＬＡＳＳＯ東京住吉,,1,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=187083
中央区,新富２丁目,-,東京都中央区新富2-2-2　Comfybed Ginza,35.6720715,139.7728558,Ｈｏｔｅｌ　Ｃｏｍｆｙｂｅｄ　Ｇｉｎｚａ,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=187166
千代田区,大手町１丁目,大丸有,東京都千代田区大手町1-2-1,35.68765787,139.7632808,フォーシーズンズホテル東京大手町,,1,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=187524
中央区,晴海４丁目,-,東京都中央区晴海4-7-28,35.6529293,139.7791115,ホテルマリナーズコート東京,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=193351
千代田区,神田錦町１丁目,-,東京都千代田区神田錦町1-14-13　ＬＡＮＤＰＯＯＬ　ＫＡＮＤＡ　ＴＥＲＲＡＣＥ8Ｆ,35.69378371,139.7645608,Ｍａｓｈ　Ｃａｆｅ＆Ｂｅｄ　ＡＫＩＨＡＢＡＲＡ,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172825
千代田区,外神田６丁目,-,東京都千代田区外神田6-10-3,35.7048977,139.7709686,コロンホテル,,,-,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179986
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-17-2,35.6684587,139.7572651,ダイワロイネットホテル新橋,4.46,832,195,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172591
港区,芝浦１丁目,-,東京都港区芝浦1-3-10,35.64992032,139.7555959,チサンホテル浜松町,3.57,4329,304,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=398
江東区,有明３丁目,-,東京都江東区有明3-6-6,35.63222322,139.7895493,相鉄グランドフレッサ東京ベイ有明,4.23,7402,912,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=76373
港区,台場２丁目,-,東京都港区台場2-6-1,35.62517075,139.7714622,グランドニッコー東京　台場,4.63,9118,882,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1917
江東区,豊洲６丁目,-,東京都江東区豊洲6-4-20,35.64736524,139.7866717,ホテルＪＡＬシティ東京　豊洲,4.2,576,330,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176833
江東区,豊洲６丁目,-,東京都江東区豊洲6-4-40,35.64686774,139.7836451,ラビスタ東京ベイ（共立リゾート）,4.45,849,570,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183390
港区,芝大門１丁目,-,東京都港区芝大門1-15-4,35.65742829,139.7541533,京急ＥＸイン　浜松町・大門駅前,4.28,589,111,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168419
江東区,有明３丁目,-,東京都江東区有明3-7-11,35.63263993,139.7929879,東京ベイ有明ワシントンホテル,3.58,10469,830,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1177
港区,浜松町２丁目,-,東京都港区浜松町2丁目7番18号,35.65424981,139.7546184,三交インＧｒａｎｄｅ東京浜松町,4.44,1241,120,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147101
江東区,有明２丁目,-,東京都江東区有明2-1-5,35.6380185,139.7939672,住友不動産ホテル　ヴィラフォンテーヌグランド東京有明,4.25,855,749,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178230
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-23-1,35.66348649,139.7569879,東急ステイ新橋,3.82,1281,219,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=145444
港区,芝公園４丁目,-,東京都港区芝公園4-8-1,35.65548058,139.7471131,ザ・プリンス　パークタワー東京,4.51,2835,603,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=67930
港区,芝大門１丁目,-,東京都港区芝大門1-1-26,35.6594041,139.7526463,京王プレッソイン浜松町,4.06,1220,339,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=162999
港区,芝公園２丁目,-,東京都港区芝公園2-3-4,35.65685834,139.7522737,リッチモンドホテル東京芝,4.19,1584,105,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=67905
江東区,有明３丁目,-,東京都江東区有明3-1-15,35.62861523,139.7872635,ホテルトラスティ東京ベイサイド,4.24,2851,200,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=69354
港区,浜松町１丁目,-,東京都港区浜松町1-19-14,35.65795757,139.7556584,名鉄イン浜松町,3.93,616,144,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149347
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-14-3,35.66825,139.757622,相鉄フレッサイン　新橋日比谷口,4.05,1982,218,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=140984
港区,浜松町１丁目,-,東京都港区浜松町1-24-11,35.6572433,139.7564572,変なホテル東京　浜松町,3.88,927,118,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=165753
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-15-17,35.66636849,139.7563452,チェックイン新橋,3.8,3308,182,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28484
江東区,東雲１丁目,-,東京都江東区東雲1-2-11,35.6483116,139.8006429,ｈｏｔｅｌ　ＭＯＮｄａｙ　Ｐｒｅｍｉｕｍ　豊洲,4.18,659,263,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168492
港区,海岸１丁目,-,東京都港区海岸1-11-2,35.6553048,139.7632652,ベイサイドホテルアジュール竹芝・浜松町,4,1100,122,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=160797
港区,芝大門２丁目,-,東京都港区芝大門2-6-2,35.65561797,139.7537571,相鉄フレッサイン　大門駅前,4.21,155,181,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183362
港区,芝大門１丁目,-,東京都港区芝大門1-2-7,35.6595942,139.7543901,相鉄フレッサイン　浜松町大門,3.83,1028,190,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=134923
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-6-8,35.66580893,139.7551318,ＣＡＮＤＥＯ　ＨＯＴＥＬＳ（カンデオホテルズ）東京新橋,4.1,577,126,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=164614
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-10-3,35.66139124,139.7552927,アパホテル〈新橋　御成門〉【２０２４年１０月客室設備リニューアル】,3.9,1153,153,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=129907
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-10-2,35.6648381,139.7560536,相鉄フレッサイン新橋烏森口,4.05,2311,220,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=68565
江東区,有明１丁目,-,東京都江東区有明1-2-43,35.6405014,139.7921662,ファーイーストビレッジホテル東京有明,3.83,548,306,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176773
港区,海岸１丁目,-,東京都港区海岸1丁目13番3号,35.65456675,139.7621368,ＨＯＴＥＬ　ＴＡＶＩＮＯＳ　浜松町（ホテルタビノス　浜松町）,3.93,573,188,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172231
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-10-9,35.66595185,139.7556008,ホテル新橋三番館,3.77,943,92,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=135973
港区,台場１丁目,-,東京都港区台場1-9-1,35.62601507,139.7703456,ヒルトン東京お台場,4.12,4637,453,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=8492
港区,海岸１丁目,-,東京都港区海岸1-16-2,35.6531005,139.7623719,ホテル　インターコンチネンタル東京ベイ,4.59,4168,330,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1799
港区,芝１丁目,-,東京都港区芝1-8-18,35.65089243,139.7553598,くれたけインプレミアム浜松町,3.92,1253,40,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=74635
港区,浜松町２丁目,-,東京都港区浜松町2-2-1,35.6554629,139.7548601,スーパーホテル東京・浜松町,4.29,353,99,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168701
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-14-24,35.65990259,139.7576092,三井ガーデンホテル汐留イタリア街,4.12,6451,372,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=56758
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-15-14,35.6664936,139.7558742,レンブラントキャビン＆スパ新橋,4.26,97,136,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184874
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-3-1,35.65925742,139.7481024,東京プリンスホテル,4.15,1775,462,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28506
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-11-9,35.6672193,139.7552608,新橋アーバンホテル,4.3,172,48,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172984
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-16-4,35.66250503,139.7562537,スーパーホテル新橋・烏森口,4.03,1204,74,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=70852
江東区,豊洲２丁目,-,東京都江東区豊洲2-2-1,35.65510737,139.7945049,三井ガーデンホテル豊洲プレミア,4.61,601,225,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178674
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-21-6,35.66501869,139.7580451,安心お宿　新橋駅前店,4.22,1154,176,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=128267
港区,西新橋２丁目,虎ノ門,東京都港区西新橋2-6-9,35.66689268,139.7533038,アパホテル〈新橋　虎ノ門〉,3.88,731,153,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=145305
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-4,35.6668569,139.7439908,Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ,4.63,43,508,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184582
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-6-3,35.66437994,139.7606671,ザ　ロイヤルパークホテル　アイコニック　東京汐留,4.5,4486,490,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=18100
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-20-1,35.66414354,139.757288,ＴＨＥ　ＨＯＴＥＬ　ＳＨＩＮＢＡＳＨＩ（ザ　ホテル新橋）,3.99,412,20,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=146557
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-1-1,35.66499443,139.7454752,東京エディション虎ノ門,5,43,206,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179869
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3丁目10-10,35.66605462,139.7556341,アネックス　チェックイン新橋,3.36,1681,61,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=39247
港区,浜松町１丁目,-,東京都港区浜松町1-8-5,35.65920263,139.7563677,ホテルマイステイズプレミア浜松町,4.29,2801,120,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=716
港区,浜松町１丁目,-,東京都港区浜松町1-18-14,35.65818605,139.7551873,ホテルマイステイズ浜松町,3.92,1248,105,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=73984
港区,海岸１丁目,-,東京都港区海岸1-10-30,35.6559605,139.7628777,メズム東京、オートグラフ　コレクション,5,15,265,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184035
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-7-8,35.6617317,139.7567209,安心お宿ｗｏｍａｎ　Ｔｏｋｙｏ　銀座汐留店,4.19,982,180,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=158890
江東区,豊洲５丁目,-,東京都江東区豊洲5-5-34,35.65269936,139.7967958,ホテルリブマックス豊洲駅前,3.31,273,65,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=165002
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-10-7,35.66437576,139.752074,ＦＩＲＳＴ　ＣＡＢＩＮ（ファーストキャビン）愛宕山,3.92,846,150,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149402
江東区,東雲２丁目,-,東京都江東区東雲2-10-17,35.6392847,139.8051151,東京有明ＢＡＹ　ＨＯＴＥＬ（東京有明ベイホテル）,3.78,523,146,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=151216
港区,浜松町２丁目,-,東京都港区浜松町2-7-10,35.6534576,139.7547131,ホテルリラサーレ東京,3.91,38,40,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183893
