,,,,,,,,,,,
,指標名,観光地,,,,,,,,,
,出典,google places API,,,,,,,,,
,年次,2025/02/05取得,,,,,,,,,
,URL,google places API,,,,,,,,,
,備考,(2022年度：1922件、2023年度：2497.0件、2024年度：2182件),,,,,,,,,
,,,,,,,,,,,
,区,町丁目,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,place_id
,品川区,荏原１丁目,-,品川区荏原１丁目１５−１０,35.6197337,139.7160584,旧中原街道供養塔群,"tourist_attraction, point_of_interest, establishment",3.7,6,ChIJEzSnqOiKGGARpEL6CQrYefM
,品川区,西中延１丁目,-,品川区西中延１丁目９−８,35.6117924,139.7078134,中延公園,"park, tourist_attraction, point_of_interest, establishment",3.6,43,ChIJm0M2Z8GKGGARifF5IBkRcHc
,品川区,中延５丁目,-,品川区中延５丁目１４−６,35.6022422,139.7089171,荏原町公園,"park, tourist_attraction, point_of_interest, establishment",3.6,61,ChIJLV9CNbyKGGARQ7qkFaP-NCw
,品川区,東中延２丁目,-,品川区東中延２丁目１０−４,35.6069081,139.7126536,品川区立東中延公園,"park, tourist_attraction, point_of_interest, establishment",3.6,107,ChIJfT_anpWKGGARpnCbdsZqFoc
,品川区,-,-,品川区８ 東中延1-8-9,35.6110571,139.7126855,東中はなみずき公園,"park, tourist_attraction, point_of_interest, establishment",3.1,21,ChIJCTv_kuqKGGAR2Nl6u1uWFeQ
,品川区,荏原６丁目,-,品川区荏原６丁目１６−４,35.6113547,139.7032616,品川区立荏原南公園,"park, tourist_attraction, point_of_interest, establishment",3.9,299,ChIJPaRyyMWKGGARCI85kDcO_Zc
,品川区,荏原５丁目,-,品川区荏原５丁目５−１２,35.614842,139.7032183,しいのき公園,"park, tourist_attraction, point_of_interest, establishment",3.6,29,ChIJOYSoMsWKGGARRsZbli40RQg
,品川区,西中延２丁目,-,品川区西中延２丁目７−１４,35.6105281,139.7085017,西中延公園,"park, tourist_attraction, point_of_interest, establishment",3.5,18,ChIJ44UDBcGKGGAR3qWAWUJYLpQ
,品川区,旗の台３丁目,-,品川区旗の台３丁目９−１２,35.6045219,139.7059171,旗の台なか公園,"park, tourist_attraction, point_of_interest, establishment",3.5,64,ChIJLxyZ27iKGGARP5cbNPN-2lE
,品川区,旗の台３丁目,-,品川区旗の台３丁目１−５,35.6061724,139.7060019,旗の台広場公園,"park, tourist_attraction, point_of_interest, establishment",3.4,35,ChIJ6SJZsbiKGGARt3WpVMdO1SI
,品川区,小山４丁目,-,品川区小山４丁目１０−１,35.6190917,139.7019915,武蔵小山緑道公園,"park, tourist_attraction, point_of_interest, establishment",3.7,85,ChIJx1mVvtCKGGARu_aTiWgQvT0
,品川区,小山６丁目,-,品川区小山６丁目２７−１,35.6125584,139.6962112,西小山緑道,"park, tourist_attraction, point_of_interest, establishment",4.1,16,ChIJuRqhMhCLGGARgwfndlCpAa8
,品川区,小山３丁目,-,品川区小山３丁目２３−５,35.6186147,139.7055786,武蔵小山商店街パルム,"tourist_attraction, point_of_interest, establishment",4.1,1361,ChIJXXfFm9uKGGAR6A66FaNUyFQ
,品川区,小山６丁目,-,品川区小山６丁目２３−８,35.6128236,139.6991886,江戸見坂公園,"park, tourist_attraction, point_of_interest, establishment",3.4,44,ChIJQxRz0c-KGGARTag0p73rjXg
,品川区,小山３丁目,-,品川区小山３丁目９−１,35.620197,139.7077003,武蔵小山温泉 清水湯,"tourist_attraction, point_of_interest, establishment",3.9,2514,ChIJh9MvPtyKGGARLqvllDbCYwg
,品川区,旗の台５丁目,-,品川区旗の台５丁目１１−１１,35.6035598,139.7027012,旗の台南公園,"park, tourist_attraction, point_of_interest, establishment",3.5,35,ChIJLzzISbiKGGAR0LJS0_pNNPQ
,品川区,旗の台５丁目,-,品川区旗の台５丁目１８−７,35.6040483,139.7004588,旗の台公園,"park, tourist_attraction, point_of_interest, establishment",3.6,38,ChIJvxQM5reKGGARlkGvQS7oOS0
,品川区,旗の台１丁目,-,品川区旗の台１丁目１−２３,35.6096671,139.7050527,旗の台一丁目石造庚申供養塔,"tourist_attraction, point_of_interest, establishment",3.2,5,ChIJmazW6saKGGARohuEuwBoRcw
,品川区,南品川５丁目,-,品川区南品川５丁目１０−３,35.610098,139.740024,南品川さくら公園,"park, tourist_attraction, point_of_interest, establishment",3,5,ChIJ17X33XqKGGARbhdCpN1DZJA
,品川区,南品川６丁目,-,品川区南品川６丁目１５−２４,35.60907,139.738203,ゼームス坂,"tourist_attraction, point_of_interest, establishment",3.5,25,ChIJVxAna3uKGGARzvo5CpSoGAw
,品川区,南品川５丁目,-,品川区南品川５丁目１６−２２,35.6075462,139.7423132,海晏寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.6,56,ChIJQ5bzqXCKGGARiga8URpr-MY
,品川区,北品川３丁目,-,品川区北品川３丁目７,35.6183828,139.740098,品川ネギとカブ,"tourist_attraction, point_of_interest, establishment",2.5,4,ChIJG4-TZNyLGGAR3ubhCQ1Xhn8
,品川区,南品川２丁目,-,品川区南品川２丁目８−２３,35.6119905,139.7431247,天妙国寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4,193,ChIJSfCcGnCKGGARZDUS6OUc0YA
,品川区,南品川５丁目,-,品川区南品川５丁目１６−１,35.6086526,139.7415266,仙台坂公園,"park, tourist_attraction, point_of_interest, establishment",3.9,7,ChIJo2nlbXqKGGARofHjE5eq2x8
,品川区,南品川４丁目,-,品川区南品川４丁目２−３５,35.6153123,139.7386045,清光院,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.3,28,ChIJuZZWJ2SKGGARTVzL2HqfnTc
,品川区,北品川２丁目,-,品川区北品川２丁目７−１,35.6188562,139.7434535,竹屋横丁,"tourist_attraction, point_of_interest, establishment",3,1,ChIJubl2dOeLGGAROxqveQAkZjE
,品川区,北品川２丁目,-,品川区北品川２丁目３０−２８,35.617107,139.7438673,恵比須像,"tourist_attraction, point_of_interest, establishment",0,0,ChIJ30a1CACLGGARNoiFAEJzPLw
,品川区,南品川３丁目,-,品川区南品川３丁目５−１７,35.6097608,139.7435244,品川寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.1,357,ChIJNc20knCKGGARbOgtmJeMWfk
,港区,北品川４丁目,-,港区北品川４丁目７−３０ Sky Court Hills 品川 御殿山,35.6229895,139.7354688,御成道,"tourist_attraction, point_of_interest, establishment",0,0,ChIJv0SsHMCLGGARGZsomC4kWyM
,品川区,大崎１丁目,-,品川区大崎１丁目１４−４,35.618635,139.7328729,居木橋公園,"park, tourist_attraction, point_of_interest, establishment",3.4,150,ChIJO1V-7F-KGGARDl1hhht13E8
,品川区,南品川１丁目,-,品川区南品川１丁目４−２５,35.6166816,139.7445619,品川宿脇本陣跡,"tourist_attraction, point_of_interest, establishment",3.8,4,ChIJCwsDIW-KGGARCQqDXqgKwI8
,品川区,北品川６丁目,-,品川区北品川６丁目６,35.6245767,139.7331404,御殿山の丘公園,"park, tourist_attraction, point_of_interest, establishment",3.7,45,ChIJ6SovYFiKGGAR8xGE-UdvpXw
,品川区,南品川６丁目,-,品川区南品川６丁目７−１５,35.6114412,139.7390672,二日市公園,"park, tourist_attraction, point_of_interest, establishment",3.6,79,ChIJ__-m2mSKGGARqOzPg2zsj9Y
,品川区,北品川２丁目,-,品川区北品川２丁目７−９,35.6189878,139.7442792,東海道品川宿本陣跡,"tourist_attraction, point_of_interest, establishment",3.8,22,ChIJQeXU5WiKGGARN4qvGjJ5dZI
,品川区,西品川１丁目,-,品川区西品川１丁目８−７,35.6126856,139.7311797,西品川公園,"park, tourist_attraction, point_of_interest, establishment",3.2,42,ChIJczKEEIqKGGARSBPwfVpzD4w
,品川区,西品川２丁目,-,品川区西品川２丁目１７−８,35.6118875,139.7266996,そよかぜ公園,"park, tourist_attraction, point_of_interest, establishment",3.8,60,ChIJr-oxdIyKGGARLZ2VE8arO8A
,品川区,北品川５丁目,-,品川区北品川５丁目８−２１,35.6192135,139.7334314,小関公園,"park, tourist_attraction, point_of_interest, establishment",3.4,36,ChIJH2mavl-KGGAREE_Y8l0lcOU
,品川区,大崎３丁目,-,品川区大崎３丁目８−２０,35.6198814,139.725275,居木神社,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.2,770,ChIJ9-dkbvGKGGARNCddlsVqfvo
,品川区,北品川２丁目,-,品川区北品川２丁目１２−５,35.6188518,139.7419514,北品川公園,"park, tourist_attraction, point_of_interest, establishment",3.7,31,ChIJb6pGK2aKGGARBdCyOp3FLOM
,品川区,北品川２丁目,-,品川区北品川２丁目２８,35.6174874,139.7449939,品川区立北浜公園,"park, tourist_attraction, point_of_interest, establishment",3.9,62,ChIJKb5Y1m6KGGARHNwDRlQpQRo
,品川区,北品川２丁目,-,品川区北品川２丁目３−１２,35.6190224,139.742401,養願寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.9,86,ChIJ28Q11meKGGARbOOdjYOOE4A
,港区,高輪４丁目,-,港区高輪４丁目９−１６ 東京療院新館,35.628609,139.7352704,いちょう坂,"tourist_attraction, point_of_interest, establishment",3.6,11,ChIJIwU2Nm6LGGAR8MVjPIlhFSU
,品川区,北品川１丁目,-,品川区北品川１丁目３０−９,35.620184,139.7423658,品川区立品海公園,"park, tourist_attraction, point_of_interest, establishment",3.5,63,ChIJ5QoodWiKGGAR1rVmNOYGKw8
,品川区,北品川５丁目,-,品川区北品川５丁目４−１８,35.6217167,139.731623,"""POTAN SHEEP"" WA!moto. motoka watanabe","tourist_attraction, point_of_interest, establishment",0,0,ChIJHwuqnOWLGGAR4ccfafsJ7vA
,品川区,北品川２丁目,-,品川区北品川２丁目２−１４,35.6196937,139.7413094,法禅寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.7,58,ChIJb7HHw2eKGGARGcafMnbFdc8
,品川区,北品川３丁目,-,品川区北品川３丁目１１−９ 東海寺,35.6161848,139.7388737,東海寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.5,43,ChIJ5f_FkWaKGGAR941T5ktzk34
,品川区,北品川２丁目,-,品川区北品川２丁目４−１８,35.6193689,139.7431081,一心寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.9,102,ChIJ1ccjimiKGGAR-D-qmYkNLko
,港区,高輪３丁目,-,港区高輪３丁目２６,35.6293391,139.7377735,品川駅創業記念碑,"tourist_attraction, point_of_interest, establishment",3.7,9,ChIJNYsCG4SLGGARH-pjSP2No-c
,港区,港南１丁目,-,港区港南１丁目９−２４,35.6299077,139.7421423,こうなん星の公園,"park, tourist_attraction, point_of_interest, establishment",3.4,259,ChIJ64NerVqKGGAR2hooN4EjDLM
,港区,港南２丁目,-,港区港南２丁目１１−１７ パークホームズ品川ザレジデンス,35.6235828,139.7458468,Waterfront view,"tourist_attraction, point_of_interest, establishment",0,0,ChIJDURSUgCLGGARuufl2ziLTGw
,品川区,大崎５丁目,-,品川区大崎５丁目２,35.6227219,139.7258927,大崎五丁目遊園,"tourist_attraction, point_of_interest, establishment",3.6,58,ChIJY6bavfCKGGAR2UZKB-paLas
,品川区,平塚２丁目,-,品川区平塚２丁目２−１２,35.6184847,139.7172439,平塚中央公園,"park, tourist_attraction, point_of_interest, establishment",3.7,46,ChIJ92FcL--KGGARH3zN08Wbdo0
,品川区,東五反田２丁目,-,品川区東五反田２丁目８−８ フレッジオ五反田,35.6245837,139.7251361,五反田南公園,"park, tourist_attraction, point_of_interest, establishment",3.9,101,ChIJBRvlaPqKGGAR85Idq-wXqv0
,品川区,大崎２丁目,-,品川区大崎２丁目２−１１,35.6183455,139.7262743,ひふみ公園,"park, tourist_attraction, point_of_interest, establishment",3.3,50,ChIJ1ZmZ8vOKGGARZBums03kuDI
,品川区,大崎５丁目,-,品川区大崎５丁目５−１７,35.6230307,139.7241923,大崎公園,"park, tourist_attraction, point_of_interest, establishment",3.5,117,ChIJsfJSfvCKGGARu6ZwJ86aCZc
,品川区,東五反田２丁目,-,品川区東五反田２丁目１８−１ 大崎フォレストビルディング,35.6240801,139.729491,容器文化ミュージアム,"tourist_attraction, museum, point_of_interest, establishment",4.2,89,ChIJt1WQoPeKGGAR-35Dy1V0lbo
,品川区,大崎１丁目,-,品川区大崎１丁目６−２ ニューシティ・２号館２Ｆ,35.6207149,139.7292987,O美術館,"tourist_attraction, museum, point_of_interest, establishment",3.7,276,ChIJv2a4gfaKGGARpAxOunPVW2s
,品川区,東五反田２丁目,-,品川区東五反田２丁目９−１１,35.6242396,139.7262741,五反田ふれあい水辺広場,"park, tourist_attraction, point_of_interest, establishment",4,792,ChIJT5atCfqKGGARyX3Ty31LM8s
,品川区,西五反田５丁目,-,品川区西五反田５丁目６−４,35.623999,139.7154485,西五反田公園,"park, tourist_attraction, point_of_interest, establishment",3.9,89,ChIJL9XkteaKGGARW4dyoRuSSJw
,品川区,北品川１丁目,-,品川区北品川１丁目１６−８ 船清ビル,35.6238617,139.7439621,屋形船・クルーザー 船清,"tourist_attraction, restaurant, point_of_interest, food, establishment",4.4,1247,ChIJLXQX5EKKGGAROouOnBTzYPI
,品川区,広町２丁目,-,品川区広町２丁目１,35.6096203,139.7301272,しながわ防災体験館,"museum, tourist_attraction, point_of_interest, establishment",3.9,59,ChIJW567somKGGARM1rz08OCrEE
,品川区,西五反田８丁目,-,品川区西五反田８丁目１１−４,35.6197981,139.7192938,西八丁公園,"park, tourist_attraction, point_of_interest, establishment",3.3,44,ChIJx0lAp--KGGARqlSN7Em-Ch4
,品川区,東五反田５丁目,-,品川区東五反田５丁目２４−１２,35.6278978,139.7236182,東五反田の桜並木,"tourist_attraction, point_of_interest, establishment",5,1,ChIJt077CQCLGGARuGqXe-gWtew
,品川区,東五反田５丁目,-,品川区東五反田５丁目２５−２７,35.6277369,139.7235752,五反田公園,"park, tourist_attraction, point_of_interest, establishment",3.6,88,ChIJe9gEf_uKGGAR9sOSpLmHk5Y
,品川区,西五反田６丁目,-,品川区西五反田６丁目２２−３,35.6201759,139.7165663,子別れ地蔵,"tourist_attraction, point_of_interest, establishment",3.8,13,ChIJtSSaquiKGGARQQm-CLmGVWY
,品川区,西五反田５丁目,-,品川区西五反田５丁目４−６ セブンスターマンション西五反田,35.6247959,139.7177971,東京バーチャルサーキット,"tourist_attraction, point_of_interest, establishment",3.9,45,ChIJjV18_4OLGGARYGiSK8_j1V8
,品川区,西五反田５丁目,-,品川区西五反田５丁目６−３,35.6244187,139.7151242,桐ヶ谷氷川神社,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.2,233,ChIJyxH7M-GKGGARvBQkBh5iOPc
,品川区,西五反田５丁目,-,品川区西五反田５丁目２８−１６,35.623248,139.7121351,西霧ケ谷公園,"park, tourist_attraction, point_of_interest, establishment",3.7,120,ChIJfVUkrOCKGGAR4cUEAzuKb8o
,品川区,西五反田,-,品川区西五反田１９ Unnamed Road ５丁目-３７,35.6257218,139.7073846,石古坂,"tourist_attraction, point_of_interest, establishment",3.3,3,ChIJe5LKpiCLGGARFbCi1c7hw1U
,品川区,東五反田５丁目,-,品川区東五反田５丁目１５−１７,35.6285101,139.7222756,薬師寺東京別院,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.5,203,ChIJlVHOyPyKGGAR3e0ixVmdjoY
,品川区,西五反田４丁目,-,品川区西五反田４丁目１２−１,35.6264482,139.7100217,臥龍山安養院 本堂,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.2,147,ChIJbWMUit-KGGAR9ISN2NnC7Rc
,品川区,小山１丁目,-,品川区小山１丁目４−４,35.6219504,139.7124904,中原公園,"park, tourist_attraction, point_of_interest, establishment",3.6,7,ChIJhwT3aeeKGGARbppeb29nw3k
,品川区,上大崎４丁目,-,品川区上大崎４丁目６−１９,35.6307246,139.7159002,杉野学園衣裳博物館,"tourist_attraction, museum, point_of_interest, establishment",2.8,23,ChIJ1zeobx6LGGARDD3TWp2stZI
,品川区,平塚３丁目,-,品川区平塚３丁目１７−７,35.6129496,139.7135589,平塚たけのこ公園,"park, tourist_attraction, point_of_interest, establishment",3.1,58,ChIJfxc2T-qKGGARn_vq3MmzQQU
,品川区,荏原５丁目,-,品川区荏原５丁目１−２,35.6159363,139.70409,品川区立荏原中央公園,"park, tourist_attraction, point_of_interest, establishment",3.8,99,ChIJZzLBJtuKGGARMpkfIXfZwqk
,品川区,小山１丁目,-,品川区小山１丁目１０−１,35.6226983,139.7083526,不動前緑道公園,"park, tourist_attraction, point_of_interest, establishment",3.7,36,ChIJxe0Qt96KGGARPSO7Xcdggsg
,品川区,小山台１丁目,-,品川区小山台１丁目５−１０,35.6242292,139.7044158,林試の森公園 水車門,"park, tourist_attraction, point_of_interest, establishment",3.8,46,ChIJ7xCbk9iKGGARytyOB_tHFSs
,品川区,小山台２丁目,-,品川区小山台２丁目２−１,35.6247708,139.6981397,小山台公園,"park, tourist_attraction, point_of_interest, establishment",3.8,123,ChIJKaaJECmLGGARdcshfJ20bhQ
,品川区,上大崎３丁目,-,品川区上大崎３丁目３−１５,35.6335624,139.7181718,上大崎児童遊園,"tourist_attraction, point_of_interest, establishment",3.8,26,ChIJ5xBBahyLGGAR7U4TExko0GM
,品川区,上大崎３丁目,-,品川区上大崎３丁目３−１ 自転車総合ビル 1F,35.6338671,139.7179428,自転車文化センター,"library, tourist_attraction, museum, point_of_interest, establishment",4,30,ChIJ4eJcEhyLGGARXzo93iM3sjk
,品川区,上大崎３丁目,-,品川区上大崎３丁目１０−２５,35.6316731,139.7182752,希望ヶ丘公園,"park, tourist_attraction, point_of_interest, establishment",3.7,19,ChIJVX4puh2LGGARtbzSjJr814U
,渋谷区,千駄ケ谷３丁目,-,渋谷区千駄ケ谷３丁目５９−４,35.6741249,139.7039846,原宿駅側部乗降場(宮廷ホーム),"tourist_attraction, point_of_interest, establishment",3.8,50,ChIJUX4zzbuMGGAReNj61j0ez8c
,渋谷区,神宮前３丁目,-,渋谷区神宮前３丁目３５−８ ハニービル青山,35.6718679,139.7123993,青山キラー通り商店会,"tourist_attraction, point_of_interest, establishment",3.5,8,ChIJ02SHq6KMGGARiSc0oIQlRkY
