,指標名,食べログアワード受賞レストラン,,,,,,,,,,,,,
,出典,The Tabelog Award 2025,,,,,,,,,,,,,
,年次,2025/01/31取得,,,,,,,,,,,,,
,URL,https://award.tabelog.com/restaurants,,,,,,,,,,,,,
,備考,(2022年度：147件、2023年度：137.0件、2024年度：185件),,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,区,町丁,エリア,住所,緯度,経度,施設名,ジャンル,アワード,受賞・選出歴,星数,口コミ数,夜予算,昼予算,URL
,港区,南麻布４丁目,-,東京都港区南麻布4-7-5,35.6495836,139.7283406,茶禅華,中華料理,GOLD,"2025/gold, 2024/gold, 2023/gold, 2022/gold, 2021/gold, 2020/silver, 2019/gold, 2018/-, 2024/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.53,718,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1307/A130703/13205298/
,中央区,銀座５丁目,-,東京都中央区銀座5-9-19,35.6704576,139.765284,さわ田,寿司,GOLD,"2025/gold, 2024/silver, 2023/gold, 2022/gold, 2021/gold, 2020/silver, 2019/silver, 2018/-, 2022/hyakumeiten, 2021/hyakumeiten",4.55,524,"￥50,000～￥59,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1301/A130101/13001043/
,港区,白金台５丁目,-,東京都港区白金台5-13-14,35.6377436,139.7227802,三和,イタリアン、ステーキ、バル,SILVER,"2025/silver, 2024/silver, 2023/hyakumeiten",4.33,327,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1316/A131602/13264755/
,中央区,京橋２丁目,日八京,東京都中央区京橋2-4-16,35.6768788,139.7689619,シェ・イノ,フレンチ,GOLD,"2025/gold, 2024/silver, 2023/silver, 2022/bronze, 2021/bronze, 2020/bronze, 2019/bronze, 2018/-, 2023/hyakumeiten, 2021/hyakumeiten",4.35,885,"￥30,000～￥39,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1302/A130202/13000510/
,渋谷区,上原１丁目,-,東京都渋谷区上原1-35-3,35.6695465,139.6821355,sio,イノベーティブ、フレンチ、イタリアン,BRONZE,"2025/bronze, 2020/bronze, 2019/bronze, 2018/-, 2021/hyakumeiten",3.95,728,"￥15,000～￥19,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1318/A131811/13150395/
,港区,白金台４丁目,-,東京都港区白金台4-2-7,35.6393592,139.7281112,ShinoiS,中華料理,BRONZE,"2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/silver, 2024/hyakumeiten, 2023/hyakumeiten, 2021/hyakumeiten",4.28,316,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1316/A131602/13241948/
,港区,白金１丁目,-,東京都港区白金1-29-13,35.643222,139.7336488,島津,寿司,SILVER,"2025/silver, 2024/silver, 2023/silver, 2022/bronze, 2022/hyakumeiten, 2021/hyakumeiten",4.49,417,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1316/A131602/13252991/
,新宿区,荒木町６丁目,-,東京都新宿区荒木町6-39,35.689235,139.7226138,車力門 おの澤,日本料理、そば,BRONZE,"2025/bronze, 2023/hyakumeiten",3.98,268,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1309/A130903/13247076/
,港区,白金台５丁目,-,東京都港区白金台5-11-3,35.6411898,139.7195315,白金台こばやし,日本料理,BRONZE,"2025/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2023/hyakumeiten, 2021/hyakumeiten",3.85,168,"￥30,000～￥39,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1316/A131602/13162454/
,渋谷区,千駄ヶ谷３丁目,-,東京都渋谷区千駄ヶ谷3-7-13,35.6769032,139.7043254,sincere,フレンチ,BRONZE,"2025/bronze, 2024/bronze, 2023/bronze, 2022/bronze, 2021/bronze, 2020/bronze, 2019/silver, 2018/-, 2023/hyakumeiten, 2021/hyakumeiten",4.25,512,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1309/A130901/13194253/
