,,,,,,,,,,,,,,
,指標名,バス停,,,,,,,,,,,,
,出典,NAVITIME,,,,,,,,,,,,
,年次,2025/2/5 取得,,,,,,,,,,,,
,URL,https://www.navitime.co.jp/,,,,,,,,,,,,
,備考,（2022年度：3590件、2023年度：3645件、2024年度：3652件）,,,,,,,,,,,,
,,,,,,,,,,,,,,
,区,町丁目,エリア,住所,緯度,経度,バス停名,路線数,1÷路線数,バス路線名,事業者名・系統等,方面1,方面2,種類
,港区,西麻布４丁目１５?８霞町ハウス,-,東京都港区西麻布４丁目１５?８ 霞町ハウス,35.6581991,139.7211376,西麻布四丁目,1,1,青山ルート,ちぃばす,赤坂見附駅方面,,バス停
,港区,南青山６丁目１?３コレッツィオーネビル,-,東京都港区南青山６丁目１?３ コレッツィオーネビル,35.6628,139.7162,青南小学校,1,1,青山ルート,ちぃばす,赤坂見附駅方面,六本木ヒルズ方面,バス停
,港区,北青山２丁目７?１６外苑前駅,-,東京都港区北青山２丁目７?１６ 外苑前駅,35.6706165,139.7180621,外苑前駅,1,1,青山ルート,ちぃばす,赤坂見附駅方面,六本木ヒルズ方面,バス停
,港区,元赤坂１丁目７元赤坂一丁目,虎ノ門・六本木,東京都港区元赤坂１丁目７ 元赤坂一丁目,35.67822,139.7323,元赤坂一丁目,1,1,青山ルート,ちぃばす,六本木ヒルズ方面,,バス停
,港区,新橋駅,-,東京都港区 新橋駅,35.666379,139.7583398,新橋駅〔ちぃばす〕,1,1,芝ルート,ちぃばす,みなとパーク芝浦方面,,バス停
,港区,北青山１丁目４青山二丁目交差点,-,東京都港区北青山１丁目４ 青山二丁目交差点,35.67212,139.721666,青山二丁目交差点,1,1,青山ルート,ちぃばす,赤坂見附駅方面,六本木ヒルズ方面,バス停
,港区,芝浦３丁目５?３５シティハイツ第２芝浦,-,東京都港区芝浦３丁目５?３５ シティハイツ第２芝浦,35.6437049,139.7479592,芝浦三丁目,3,0.333333333,芝浦港南ルート(田町-芝浦ふ頭),ちぃばす,日の出桟橋入口/品川駅港南口方面,田町駅東口方面,バス停
,港区,芝浦３丁目５?３５シティハイツ第２芝浦,-,東京都港区芝浦３丁目５?３５ シティハイツ第２芝浦,35.6437049,139.7479592,芝浦三丁目,3,0.333333333,品川・台場循環〔台場方面〕,お台場レインボーバス,グランドニッコー東京　台場方面,,バス停
,港区,芝浦３丁目５?３５シティハイツ第２芝浦,-,東京都港区芝浦３丁目５?３５ シティハイツ第２芝浦,35.6437049,139.7479592,芝浦三丁目,3,0.333333333,品川・台場循環〔品川方面〕,お台場レインボーバス,品川駅港南口方面,,バス停
,港区,海岸３丁目２３?３２,-,東京都港区海岸３丁目２３?３２,35.6399584,139.7600967,海岸三丁目〔ちぃばす〕,2,0.5,芝浦港南ルート(田町-芝浦ふ頭),ちぃばす,芝浦ふ頭南/品川駅港南口方面,,バス停
,港区,海岸３丁目２３?３２,-,東京都港区海岸３丁目２３?３２,35.6399584,139.7600967,海岸三丁目〔ちぃばす〕,2,0.5,芝浦港南ルート(日の出桟橋入口),ちぃばす,竹芝桟橋入口/田町駅東口方面,,バス停
,港区,東麻布３丁目７?９?３,-,東京都港区東麻布３丁目７?９?３,35.6566678,139.7380593,東麻布三丁目,1,1,麻布東ルート,ちぃばす,港区役所（東京都）方面,,バス停
,港区,南麻布４丁目６本村小学校入口,-,東京都港区南麻布４丁目６ 本村小学校入口,35.650796,139.727965,本村小学校入口,1,1,麻布西ルート,ちぃばす,六本木けやき坂方面,,バス停
,港区,高輪２丁目８?２４,-,東京都港区高輪２丁目８?２４,35.6362996,139.7343135,高輪台小学校,2,0.5,高輪ルート,ちぃばす,品川駅港南口方面,,バス停
,港区,高輪２丁目８?２４,-,東京都港区高輪２丁目８?２４,35.6362996,139.7343135,高輪台小学校,2,0.5,高輪ルート(高輪地区総合支所),ちぃばす,高輪地区総合支所前/浅草線三田駅前方面,,バス停
,港区,西麻布１丁目８?１５,-,東京都港区西麻布１丁目８?１５,35.6608844,139.7249685,西麻布一丁目,1,1,青山ルート,ちぃばす,六本木ヒルズ方面,,バス停
,港区,,-,東京都港区,35.6606389,139.7300768,六本木六丁目,1,1,青山ルート,ちぃばす,赤坂見附駅方面,,バス停
,港区,浜松町１丁目６プラザ神明,-,東京都港区浜松町１丁目６ プラザ神明,35.65865,139.7578,プラザ神明,1,1,芝ルート,ちぃばす,新橋駅〔ちぃばす〕方面,,バス停
,港区,港南１丁目９品川駅東口（バス）,-,東京都港区港南１丁目９ 品川駅東口（バス）,35.6296015,139.7421593,品川駅東口,5,0.2,品川-三井アウトレット木更津,高速バス,三井アウトレットパークバスターミナルＡ方面,,バス停
,港区,港南１丁目９品川駅東口（バス）,-,東京都港区港南１丁目９ 品川駅東口（バス）,35.6296015,139.7421593,品川駅東口,5,0.2,東京-千葉/品川-長浦・木更津,高速バス,長浦駅北口/木更津駅東口方面,,バス停
,港区,港南１丁目９品川駅東口（バス）,-,東京都港区港南１丁目９ 品川駅東口（バス）,35.6296015,139.7421593,品川駅東口,5,0.2,東京-静岡/品川-御殿場プレミアム・アウトレット,高速バス,御殿場プレミアム・アウトレット方面,,バス停
,港区,港南１丁目９品川駅東口（バス）,-,東京都港区港南１丁目９ 品川駅東口（バス）,35.6296015,139.7421593,品川駅東口,5,0.2,羽田空港-富士山,空港連絡バス,富士山駅〔富士吉田〕方面,,バス停
,港区,港南１丁目９品川駅東口（バス）,-,東京都港区港南１丁目９ 品川駅東口（バス）,35.6296015,139.7421593,品川駅東口,5,0.2,羽田空港-大井町・品川・新橋〔深夜/早朝〕,空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,赤坂２丁目溜池山王駅,-,東京都港区赤坂２丁目 溜池山王駅,35.6721312,139.7414004,溜池山王駅,1,1,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,南青山６丁目２?１３ファイン青山,-,東京都港区南青山６丁目２?１３ ファイン青山,35.6609826,139.714836,青山高樹町,1,1,青山ルート,ちぃばす,赤坂見附駅方面,六本木ヒルズ方面,バス停
,港区,芝浦１丁目１６?１,-,東京都港区芝浦１丁目１６?１,35.646589,139.7517867,みなとパーク芝浦,2,0.5,芝ルート,ちぃばす,新橋駅〔ちぃばす〕方面,,バス停
,港区,芝浦１丁目１６?１,-,東京都港区芝浦１丁目１６?１,35.646589,139.7517867,みなとパーク芝浦,2,0.5,芝浦港南ルート(田町-芝浦ふ頭),ちぃばす,日の出桟橋入口/品川駅港南口方面,,バス停
,港区,台場１丁目４,-,東京都港区台場１丁目４,35.6269076,139.7690487,アクアシティお台場〔水陸両用バス〕,1,1,水陸両用バス TOKYO NO KABA,フジエクスプレス,東京湾方面,,バス停
,港区,芝公園１丁目５港役所北,-,東京都港区芝公園１丁目５ 港区役所北,35.659245,139.751615,港区役所北,1,1,麻布東ルート,ちぃばす,六本木けやき坂方面,,バス停
,港区,海岸３丁目３汐彩橋北,-,東京都港区海岸３丁目３ 汐彩橋北,35.640701,139.753929,汐彩橋北,1,1,芝浦港南ルート(日の出桟橋入口),ちぃばす,竹芝桟橋入口/田町駅東口方面,,バス停
,港区,海岸３丁目１０芝浦ふ頭南,-,東京都港区海岸３丁目１０ 芝浦ふ頭南,35.6394164,139.755374,芝浦ふ頭南,1,1,芝浦港南ルート(田町-芝浦ふ頭),ちぃばす,田町駅東口方面,,バス停
,港区,虎ノ門１丁目２３?１虎ノ門ヒルズ森タワー,-,東京都港区虎ノ門１丁目２３?１ 虎ノ門ヒルズ森タワー,35.6669531,139.7492025,虎ノ門ヒルズ〔東京ＢＲＴ〕,3,0.333333333,東京BRT,京成バス,勝どきＢＲＴ/晴海ＢＲＴターミナル方面,,バス停
,港区,虎ノ門１丁目２３?１虎ノ門ヒルズ森タワー,-,東京都港区虎ノ門１丁目２３?１ 虎ノ門ヒルズ森タワー,35.6669531,139.7492025,虎ノ門ヒルズ〔東京ＢＲＴ〕,3,0.333333333,虎ノ門ヒルズ→羽田空港,京成バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,虎ノ門１丁目２３?１虎ノ門ヒルズ森タワー,-,東京都港区虎ノ門１丁目２３?１ 虎ノ門ヒルズ森タワー,35.6669531,139.7492025,虎ノ門ヒルズ〔東京ＢＲＴ〕,3,0.333333333,e-LineR：【夜行便】浜松東京虎ノ門線〔遠鉄バス〕,高速バス,浜松駅方面,,バス停
,港区,東新橋１丁目６?６,-,東京都港区東新橋１丁目６?６,35.6649884,139.7603565,新橋〔東京ＢＲＴ〕,1,1,東京BRT,京成バス,勝どきＢＲＴ/晴海ＢＲＴターミナル方面,虎ノ門ヒルズ〔東京ＢＲＴ〕方面,バス停
,港区,白金台１丁目１?５０,-,東京都港区白金台１丁目１?５０,35.6392593,139.7303009,シェラトン都ホテル東京,4,0.25,２３区内エリア-成田空港(恵比寿・品川),空港連絡バス,成田空港第１ターミナル北ウィング方面,,バス停
,港区,白金台１丁目１?５０,-,東京都港区白金台１丁目１?５０,35.6392593,139.7303009,シェラトン都ホテル東京,4,0.25,２３区内エリア-羽田空港(品川),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,白金台１丁目１?５０,-,東京都港区白金台１丁目１?５０,35.6392593,139.7303009,シェラトン都ホテル東京,4,0.25,シェラトン都ホテル東京-品川駅,シャトルバス,品川駅方面,,バス停
,港区,白金台１丁目１?５０,-,東京都港区白金台１丁目１?５０,35.6392593,139.7303009,シェラトン都ホテル東京,4,0.25,シェラトン都ホテル東京-目黒駅,シャトルバス,目黒駅前方面,,バス停
,港区,高輪４丁目１０?３０,-,東京都港区高輪４丁目１０?３０,35.6276208,139.7367056,品川プリンスホテル,2,0.5,２３区内エリア-成田空港(恵比寿・品川),空港連絡バス,成田空港第１ターミナル北ウィング方面,,バス停
,港区,高輪４丁目１０?３０,-,東京都港区高輪４丁目１０?３０,35.6276208,139.7367056,品川プリンスホテル,2,0.5,２３区内エリア-羽田空港(赤坂),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,高輪３丁目１３ザ・プリンスさくらタワー東京（バス）（成田空港線・下り）,-,東京都港区高輪３丁目１３ ザ・プリンスさくらタワー東京（バス）（成田空港線・下り）,35.6309727,139.7354282,ザ・プリンスさくらタワー東京,2,0.5,２３区内エリア-成田空港(恵比寿・品川),空港連絡バス,成田空港第１ターミナル北ウィング方面,,バス停
,港区,高輪３丁目１３ザ・プリンスさくらタワー東京（バス）（成田空港線・下り）,-,東京都港区高輪３丁目１３ ザ・プリンスさくらタワー東京（バス）（成田空港線・下り）,35.6309727,139.7354282,ザ・プリンスさくらタワー東京,2,0.5,２３区内エリア-羽田空港(品川),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,高輪３丁目１３?１グランドプリンスホテル,-,東京都港区高輪３丁目１３?１ グランドプリンスホテル,35.6313736,139.7356844,グランドプリンスホテル高輪,2,0.5,２３区内エリア-成田空港(恵比寿・品川),空港連絡バス,成田空港第１ターミナル北ウィング方面,,バス停
,港区,高輪３丁目１３?１グランドプリンスホテル,-,東京都港区高輪３丁目１３?１ グランドプリンスホテル,35.6313736,139.7356844,グランドプリンスホテル高輪,2,0.5,２３区内エリア-羽田空港(品川),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,高輪３丁目１３?１B1,-,東京都港区高輪３丁目１３?１ B1,35.6300117,139.7334779,グランドプリンスホテル新高輪,2,0.5,２３区内エリア-成田空港(恵比寿・品川),空港連絡バス,成田空港第１ターミナル北ウィング方面,,バス停
,港区,高輪３丁目１３?１B1,-,東京都港区高輪３丁目１３?１ B1,35.6300117,139.7334779,グランドプリンスホテル新高輪,2,0.5,２３区内エリア-羽田空港(品川),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,海岸１丁目１６?２,-,東京都港区海岸１丁目１６?２,35.653006,139.7623749,ホテルインターコンチネンタル東京ベイ,2,0.5,成田空港-汐留エリア,空港連絡バス,セレスティンホテル方面,,バス停
,港区,海岸１丁目１６?２,-,東京都港区海岸１丁目１６?２,35.653006,139.7623749,ホテルインターコンチネンタル東京ベイ,2,0.5,お台場・有明エリア-成田空港,空港連絡バス,成田空港第１ターミナル（バス）方面,,バス停
,港区,台場１丁目９?１,-,東京都港区台場１丁目９?１,35.6264108,139.7706744,ヒルトン東京お台場,3,0.333333333,羽田空港-お台場・有明エリア,空港連絡バス,グランドニッコー東京　台場/羽田空港第３ターミナル（バス）方面,,バス停
,港区,台場１丁目９?１,-,東京都港区台場１丁目９?１,35.6264108,139.7706744,ヒルトン東京お台場,3,0.333333333,お台場・有明エリア-成田空港,空港連絡バス,成田空港第１ターミナル（バス）方面,,バス停
,港区,台場１丁目９?１,-,東京都港区台場１丁目９?１,35.6264108,139.7706744,ヒルトン東京お台場,3,0.333333333,品川・台場循環〔品川方面〕,お台場レインボーバス,台場一丁目/品川駅港南口方面,,バス停
,港区,台場２丁目６?１,-,東京都港区台場２丁目６?１,35.6251435,139.7715694,グランドニッコー東京　台場,4,0.25,羽田空港-お台場・有明エリア,空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,台場２丁目６?１,-,東京都港区台場２丁目６?１,35.6251435,139.7715694,グランドニッコー東京　台場,4,0.25,一之江・豊洲・お台場-羽田空港〔早朝〕,空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,台場２丁目６?１,-,東京都港区台場２丁目６?１,35.6251435,139.7715694,グランドニッコー東京　台場,4,0.25,お台場・有明エリア-成田空港,空港連絡バス,成田空港第１ターミナル（バス）方面,,バス停
,港区,台場２丁目６?１,-,東京都港区台場２丁目６?１,35.6251435,139.7715694,グランドニッコー東京　台場,4,0.25,品川・台場循環〔品川方面〕,お台場レインボーバス,台場一丁目/品川駅港南口方面,,バス停
,港区,虎ノ門２丁目１０?４,-,東京都港区虎ノ門２丁目１０?４,35.6668569,139.7439908,Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ,2,0.5,２３区内エリア-羽田空港(赤坂),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,虎ノ門２丁目１０?４,-,東京都港区虎ノ門２丁目１０?４,35.6668569,139.7439908,Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ,2,0.5,六本木・赤坂エリア→成田空港,空港連絡バス,成田空港第１ターミナル北ウィング方面,,バス停
,港区,東京都107-0052日本,-,"ANAインターコンチネンタル ホテル東京 4F, １丁目-１２-33 赤坂 港区 東京都 107-0052 日本",35.6682896,139.7408307,ＡＮＡインターコンチネンタルホテル東京,2,0.5,２３区内エリア-羽田空港(赤坂),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,東京都107-0052日本,-,"ANAインターコンチネンタル ホテル東京 4F, １丁目-１２-33 赤坂 港区 東京都 107-0052 日本",35.6682896,139.7408307,ＡＮＡインターコンチネンタルホテル東京,2,0.5,六本木・赤坂エリア→成田空港,空港連絡バス,成田空港第１ターミナル北ウィング方面,,バス停
,港区,六本木６丁目１０?３,虎ノ門・六本木,東京都港区六本木６丁目１０?３,35.6595784,139.7286497,グランドハイアット東京,2,0.5,２３区内エリア-羽田空港(赤坂),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,六本木６丁目１０?３,虎ノ門・六本木,東京都港区六本木６丁目１０?３,35.6595784,139.7286497,グランドハイアット東京,2,0.5,六本木・赤坂エリア→成田空港,空港連絡バス,成田空港第１ターミナル北ウィング方面,,バス停
,港区,芝公園４丁目８?１,-,東京都港区芝公園４丁目８?１,35.6552627,139.7470359,ザ・プリンス　パークタワー東京,3,0.333333333,２３区内エリア-羽田空港(赤坂),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,芝公園４丁目８?１,-,東京都港区芝公園４丁目８?１,35.6552627,139.7470359,ザ・プリンス　パークタワー東京,3,0.333333333,成田空港-銀座・日比谷エリア,空港連絡バス,東京プリンスホテル方面,,バス停
,港区,芝公園４丁目８?１,-,東京都港区芝公園４丁目８?１,35.6552627,139.7470359,ザ・プリンス　パークタワー東京,3,0.333333333,ザ・プリンスパークタワー東京-浜松町,シャトルバス,浜松町バスターミナル方面,東京プリンスホテル方面,バス停
,港区,芝公園３丁目３?１,虎ノ門・六本木,東京都港区芝公園３丁目３?１,35.658962,139.7481391,東京プリンスホテル,3,0.333333333,２３区内エリア-羽田空港(赤坂),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,芝公園３丁目３?１,虎ノ門・六本木,東京都港区芝公園３丁目３?１,35.658962,139.7481391,東京プリンスホテル,3,0.333333333,成田空港-銀座・日比谷エリア,空港連絡バス,アンダーズ東京方面,,バス停
,港区,芝公園３丁目３?１,虎ノ門・六本木,東京都港区芝公園３丁目３?１,35.658962,139.7481391,東京プリンスホテル,3,0.333333333,ザ・プリンスパークタワー東京-浜松町,シャトルバス,浜松町バスターミナル方面,,バス停
,港区,芝３丁目２３?１,-,東京都港区芝３丁目２３?１,35.6508628,139.748892,セレスティンホテル,1,1,２３区内エリア-羽田空港(赤坂),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,芝公園１丁目５?１０,-,東京都港区芝公園１丁目５?１０,35.6588223,139.7519791,芝パークホテル,1,1,２３区内エリア-羽田空港(赤坂),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,新橋１丁目２?６,-,東京都港区新橋１丁目２?６,35.6687232,139.7573713,第一ホテル東京,2,0.5,２３区内エリア-羽田空港(日比谷),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,新橋１丁目２?６,-,東京都港区新橋１丁目２?６,35.6687232,139.7573713,第一ホテル東京,2,0.5,成田空港-銀座・日比谷エリア,空港連絡バス,三井ガーデンホテル銀座プレミア方面,,バス停
,港区,東新橋１丁目９?１東京汐留ビルディングB2・B1・2F,-,東京都港区東新橋１丁目９?１ 東京汐留ビルディング B2・B1・2F,35.6628932,139.7612899,コンラッド東京,2,0.5,２３区内エリア-羽田空港(日比谷),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,東新橋１丁目９?１東京汐留ビルディングB2・B1・2F,-,東京都港区東新橋１丁目９?１ 東京汐留ビルディング B2・B1・2F,35.6628932,139.7612899,コンラッド東京,2,0.5,成田空港-銀座・日比谷エリア,空港連絡バス,パークホテル東京方面,,バス停
,港区,東新橋１丁目７パークホテル東京（バス）（成田空港線・下り）,-,東京都港区東新橋１丁目７ パークホテル東京（バス）（成田空港線・下り）,35.6630543,139.7594515,パークホテル東京,2,0.5,２３区内エリア-羽田空港(日比谷),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,東新橋１丁目７パークホテル東京（バス）（成田空港線・下り）,-,東京都港区東新橋１丁目７ パークホテル東京（バス）（成田空港線・下り）,35.6630543,139.7594515,パークホテル東京,2,0.5,成田空港-銀座・日比谷エリア,空港連絡バス,ロイヤルパークホテルザ汐留方面,,バス停
,港区,東新橋１丁目６?３ザロイヤルパークホテルアイコニック東京汐留24FBIZcomfort,-,東京都港区東新橋１丁目６?３ ザロイヤルパークホテルアイコニック東京汐留24F BIZcomfort,35.6641575,139.7604853,ロイヤルパークホテルザ汐留,2,0.5,２３区内エリア-羽田空港(日比谷),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,東新橋１丁目６?３ザロイヤルパークホテルアイコニック東京汐留24FBIZcomfort,-,東京都港区東新橋１丁目６?３ ザロイヤルパークホテルアイコニック東京汐留24F BIZcomfort,35.6641575,139.7604853,ロイヤルパークホテルザ汐留,2,0.5,成田空港-銀座・日比谷エリア,空港連絡バス,帝国ホテル（東京都）方面,,バス停
,港区,高輪３丁目１３?３シナガワグース品川フィッシングガーデン２Ｆ,-,東京都港区高輪３丁目１３?３ シナガワ グース品川フィッシングガーデン ２Ｆ,35.6296605,139.7358791,京急ＥＸホテル品川駅前,2,0.5,２３区内エリア-成田空港(恵比寿・品川),空港連絡バス,成田空港第１ターミナル北ウィング方面,,バス停
,港区,高輪３丁目１３?３シナガワグース品川フィッシングガーデン２Ｆ,-,東京都港区高輪３丁目１３?３ シナガワ グース品川フィッシングガーデン ２Ｆ,35.6296605,139.7358791,京急ＥＸホテル品川駅前,2,0.5,２３区内エリア-羽田空港(品川),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,虎ノ門１丁目２３?３虎ノ門ヒルズ森タワー２階,-,東京都港区虎ノ門１丁目２３?３ 虎ノ門ヒルズ森タワー２階,35.6668126,139.7493946,アンダーズ東京,2,0.5,虎ノ門ヒルズ→羽田空港,京成バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,虎ノ門１丁目２３?３虎ノ門ヒルズ森タワー２階,-,東京都港区虎ノ門１丁目２３?３ 虎ノ門ヒルズ森タワー２階,35.6668126,139.7493946,アンダーズ東京,2,0.5,成田空港-銀座・日比谷エリア,空港連絡バス,コンラッド東京方面,,バス停
,港区,海岸１丁目１０?３０,-,東京都港区海岸１丁目１０?３０,35.6559605,139.7628777,メズム東京,1,1,お台場・有明エリア-成田空港,空港連絡バス,成田空港第１ターミナル（バス）方面,,バス停
,港区,台場２丁目４フジテレビ南口（バス）,-,東京都港区台場２丁目４ フジテレビ南口（バス）,35.6263291,139.7743733,フジテレビ南口,2,0.5,井30他：お台場→大井町,京急バス,大井町駅方面,,バス停
,港区,台場２丁目４フジテレビ南口（バス）,-,東京都港区台場２丁目４ フジテレビ南口（バス）,35.6263291,139.7743733,フジテレビ南口,2,0.5,森40：お台場→平和島駅→大森駅,京急バス,大森駅〔東口〕方面,,バス停
,港区,高輪３丁目１３品川駅高輪口,-,東京都港区高輪３丁目１３ 品川駅高輪口,35.6299288,139.7370845,シナガワグース,1,1,羽田空港-大井町・品川・新橋〔深夜/早朝〕,空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,台場１丁目１お台場学園前（バス）,-,東京都港区台場１丁目１ お台場学園前（バス）,35.6343435,139.77624,お台場学園前,1,1,品川・台場循環〔品川方面〕,お台場レインボーバス,台場一丁目/品川駅港南口方面,,バス停
,港区,台場１丁目３?５,-,東京都港区台場１丁目３?５,35.6311818,139.7786779,台場一丁目,1,1,品川・台場循環〔品川方面〕,お台場レインボーバス,品川駅港南口方面,,バス停
,港区,芝５丁目３３?３６田町駅,-,東京都港区芝５丁目３３?３６ 田町駅,35.6457361,139.7475624,田町駅,1,1,田町-LOOP-Xシャトルバス,大新東バス,ＬＯＯＰ?Ｘ方面,,バス停
,港区,芝公園１丁目５?２５,-,東京都港区芝公園１丁目５?２５,35.6580813,139.7515077,ＬＯＯＰ?Ｘ,1,1,田町-LOOP-Xシャトルバス,大新東バス,田町駅方面,,バス停
,港区,海岸２丁目７日の出ふ頭（バス）,-,東京都港区海岸２丁目７ 日の出ふ頭（バス）,35.6506148,139.7600566,日の出ふ頭,1,1,無料循環水素シャトルバス,JRバス関東,ウォーターズ竹芝方面,,バス停
,港区,海岸１丁目１０ウォーターズ竹芝（バス）,-,東京都港区海岸１丁目１０ ウォーターズ竹芝（バス）,35.6555254,139.7626451,ウォーターズ竹芝,1,1,無料循環水素シャトルバス,JRバス関東,ウォーターズ竹芝方面,,バス停
,新宿区,片町８曙橋,-,東京都新宿区片町８ 曙橋,35.6923432,139.7238057,曙橋(東京都),1,1,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
,新宿区,荒木町１０?１６タウンコート七海,-,東京都新宿区荒木町１０?１６ タウンコート七海,35.6896933,139.7224146,荒木町(東京都),2,0.5,早８１(早大正門-渋谷駅東口),都営バス,渋谷駅東口〔都営バス〕方面,,バス停
,新宿区,荒木町１０?１６タウンコート七海,-,東京都新宿区荒木町１０?１６ タウンコート七海,35.6896933,139.7224146,荒木町(東京都),2,0.5,早８１(渋谷駅東口-早大正門),都営バス,早大正門方面,,バス停
,新宿区,飯田橋３丁目１０?３,-,東京都千代田区飯田橋３丁目１０?３,35.7004584,139.7492367,飯田橋(東京都),3,0.333333333,飯６２,都営バス,都営飯田橋駅前方面,小滝橋車庫前方面,バス停
,新宿区,飯田橋３丁目１０?３,-,東京都千代田区飯田橋３丁目１０?３,35.7004584,139.7492367,飯田橋(東京都),3,0.333333333,飯６４(小滝橋車庫前-九段下),都営バス,九段下（バス）方面,,バス停
,新宿区,飯田橋３丁目１０?３,-,東京都千代田区飯田橋３丁目１０?３,35.7004584,139.7492367,飯田橋(東京都),3,0.333333333,飯６４(九段下-小滝橋車庫前),都営バス,小滝橋車庫前方面,,バス停
,新宿区,市谷本村町５防衛省前,-,東京都新宿区市谷本村町５ 防衛省前,35.691203,139.731204,防衛省前,1,1,高７１,都営バス,九段下（バス）方面,高田馬場駅前方面,バス停
,新宿区,市谷田町２丁目３２?２５,-,東京都新宿区市谷田町２丁目３２?２５,35.69508,139.7367,市谷田町,1,1,橋６３,都営バス,新橋駅前方面,小滝橋車庫前方面,バス停
,新宿区,市谷仲之町３?４５,-,東京都新宿区市谷仲之町３?４５,35.69461,139.7246,市谷仲之町交差点,5,0.2,宿７５,都営バス,三宅坂方面,新宿駅西口方面,バス停
,新宿区,市谷仲之町３?４５,-,東京都新宿区市谷仲之町３?４５,35.69461,139.7246,市谷仲之町交差点,5,0.2,早８１(早大正門-渋谷駅東口),都営バス,渋谷駅東口〔都営バス〕方面,,バス停
,新宿区,市谷仲之町３?４５,-,東京都新宿区市谷仲之町３?４５,35.69461,139.7246,市谷仲之町交差点,5,0.2,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
,新宿区,市谷仲之町３?４５,-,東京都新宿区市谷仲之町３?４５,35.69461,139.7246,市谷仲之町交差点,5,0.2,高７１,都営バス,九段下（バス）方面,高田馬場駅前方面,バス停
,新宿区,市谷仲之町３?４５,-,東京都新宿区市谷仲之町３?４５,35.69461,139.7246,市谷仲之町交差点,5,0.2,早８１(渋谷駅東口-早大正門),都営バス,早大正門方面,,バス停
,新宿区,富久町７市ヶ谷富久町,-,東京都新宿区富久町７ 市ヶ谷富久町,35.691358,139.717378,市ヶ谷富久町,1,1,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
,新宿区,細工町３?１４,-,東京都新宿区細工町３?１４,35.69972,139.7327,牛込北町,2,0.5,橋６３,都営バス,新橋駅前方面,小滝橋車庫前方面,バス停
,新宿区,細工町３?１４,-,東京都新宿区細工町３?１４,35.69972,139.7327,牛込北町,2,0.5,飯６２,都営バス,都営飯田橋駅前方面,小滝橋車庫前方面,バス停
,新宿区,弁天町１３３?８,-,東京都新宿区弁天町１３３?８,35.7027036,139.7262455,牛込弁天町,1,1,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
,新宿区,矢来町６,-,東京都新宿区矢来町６,35.7011405,139.7309232,牛込保健センター,1,1,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
,新宿区,市谷柳町牛込柳町駅前,-,東京都新宿区市谷柳町 牛込柳町駅前,35.6984982,139.7257787,牛込柳町駅前,3,0.333333333,橋６３,都営バス,新橋駅前方面,小滝橋車庫前方面,バス停
,新宿区,市谷柳町牛込柳町駅前,-,東京都新宿区市谷柳町 牛込柳町駅前,35.6984982,139.7257787,牛込柳町駅前,3,0.333333333,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
,新宿区,市谷柳町牛込柳町駅前,-,東京都新宿区市谷柳町 牛込柳町駅前,35.6984982,139.7257787,牛込柳町駅前,3,0.333333333,飯６２,都営バス,都営飯田橋駅前方面,小滝橋車庫前方面,バス停
,新宿区,江原町１丁目３７?１４,-,東京都中野区江原町１丁目３７?１４,35.7296303,139.6719963,江原町中野通り,1,1,白６１,都営バス,練馬駅前方面,,バス停
