,,,,,,,,,,,,,,
,指標名,バス停,,,,,,,,,,,,
,出典,NAVITIME,,,,,,,,,,,,
,年次,2025/2/5 取得,,,,,,,,,,,,
,URL,https://www.navitime.co.jp/,,,,,,,,,,,,
,備考,（2022年度：3590件、2023年度：3645件、2024年度：3652件）,,,,,,,,,,,,
,,,,,,,,,,,,,,
,区,町丁目,エリア,住所,緯度,経度,バス停名,路線数,1÷路線数,バス路線名,事業者名・系統等,方面1,方面2,種類
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,マイタウン・ダイレクトバス：東京-TDR・新浦安,高速バス,日の出七丁目方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,ドリーム知多号：東京-知立・刈谷・金山駅,高速バス,知立駅北〔リリオホール前〕/刈谷駅南口方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,エアポートバス東京・成田〔TYO-NRT〕,高速バス,成田空港第１ターミナル方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京駅-ムーミンバレーパーク,高速バス,メッツァ方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京-境町,高速バス,境町高速ＢＴ方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,ひたち号：東京-日立・高萩,高速バス,日立駅/高萩駅（茨城県）方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,中央ライナー可児号：東京・新宿-中津川・多治見・可児,高速バス,可児車庫方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,ドリーム可児号：東京・新宿-中津川・多治見・可児,高速バス,可児車庫方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,ノクターン号/3列：横浜・東京-弘前・青森〔弘南バス〕,高速バス,弘前バスターミナル/青森駅前方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,萩エクスプレス：東京-山口・萩,高速バス,萩バスセンター方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,シリウス号：東京-八戸・十和田・七戸,高速バス,八戸中心街ターミナル〔三日町〕/七戸十和田駅〔南口〕方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,レイク＆ポート号：新宿・東京-横手・大曲・田沢湖,高速バス,横手バスターミナル/大曲バスターミナル方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京-群馬/四万温泉号,高速バス,渋川駅前/四万温泉方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,あそう号：東京-佐原・潮来・鉾田,高速バス,佐原駅南口/鉾田駅方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京-ひたちなか・東海,高速バス,勝田駅前〔東口〕/東海駅東口方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,ニュースター号：東京-仙台〔東北急行バス〕,高速バス,仙台駅西口〔旧仙台ホテル前〕方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,やきそば・かぐや姫EXPRESS：東京-富士・富士宮,高速バス,富士駅〔南口〕/富士宮駅方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京-常陸太田・大宮・大子,高速バス,常陸太田市高速バスターミナル/常陸大宮市総合保健センター方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,エクスプレス鳥海号：新宿・東京-象潟・本荘,高速バス,羽後本荘駅前方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,伊香保・四万温泉号羽田線,高速バス,伊香保温泉〔関越交通〕/四万温泉方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京-波崎〔関東鉄道〕,高速バス,波崎方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,ミッドナイトアロー春日部,東武バス,春日部駅西口方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,深夜急行〔平塚行き〕,神奈川中央交通,藤沢駅北口/平塚駅北口方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,深夜急行〔本厚木行き〕,神奈川中央交通,町田バスセンター/本厚木駅方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京-新潟/関東→新潟〔昼行便〕,ウィラー(高速バス),長岡駅大手口〔東坂之上〕/新潟駅南口方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京・川崎・千葉-長野/関東→長野,ウィラー(高速バス),東部湯の丸サービスエリア/長野駅東口方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京-上高地/さわやか信州号,高速バス,上高地バスターミナル方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京・大網線,千葉中央バス,大網駅方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京-冨里・多古,高速バス,航空博物館前/多古台バスターミナル方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,茨城空港-東京駅線,関東鉄道,茨城空港（バス）方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,東京駅-東京港フェリーターミナル線,JRバス関東,東京港フェリーターミナル方面,,バス停
,中央区,丸の内２丁目７東京駅南口,大丸有,東京都千代田区丸の内２丁目７ 東京駅南口,35.6811418,139.764709,東京駅〔八重洲南口〕,116,0.00862069,仙台線〔成田空港・TDR-仙台駅〕,成田空港交通,仙台駅東口方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,ちばきたライナー(東京駅八重洲口→草野車庫),京成バス,草野車庫（千葉県）方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,マイタウン・ダイレクトバス：東京千城台線,高速バス,千城台駅方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,深夜急行：船橋・北習志野・八千代緑が丘方面,船橋新京成バス,鎌ヶ谷大仏（バス）方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,マイタウン・ダイレクト〔ユーカリが丘-東京〕,高速バス,ユーカリが丘（バス）方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,マイタウン・ダイレクト〔国立歴史民俗博物館-東京〕,高速バス,国立歴史民俗博物館方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,マイタウンライナーおゆみ野／ちはら台線,平和交通,ちはら台駅方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,幕張ベイエリア線,平和交通/あすか交通,平和交通本社方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,マイタウンライナー外房大網線〔深夜急行〕,平和交通,大網駅/山田インター入口方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,マイタウンライナー成田線〔深夜急行〕,平和交通,ＪＲ佐倉駅〔北口〕/ＪＲ成田駅〔東口〕方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,マイタウンライナー千葉ニュータウン線〔深夜急行〕,平和交通,新鎌ケ谷駅/印旛日本医大駅方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,マイタウンライナー勝田台・ユーカリが丘線〔深夜急行〕,平和交通,ユーカリが丘駅北入口方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,マイタウンライナー内房五井線〔深夜急行〕,平和交通,おゆみ野駅/五井駅東口方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,マイタウンライナー蘇我線〔深夜急行〕,平和交通,蘇我駅西口方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,マイタウンライナー幕張ベイエリア・稲毛線〔深夜急行〕,平和交通,西小中台団地方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,新松戸・千葉ニュータウン・成田線〔深夜急行バス〕,成田空港交通,成田空港第２ターミナル/新松戸駅方面,,バス停
,中央区,八重洲１丁目６?１７大久保ビル1F,日八京,東京都中央区八重洲１丁目６?１７ 大久保ビル 1F,35.6815033,139.7698559,東京駅八重洲口前,32,0.03125,西船橋・千葉ニュータウン・成田線〔深夜急行バス〕,成田空港交通,成田空港第２ターミナル/西船橋駅方面,,バス停
,中央区,明石町７?１５,-,東京都中央区明石町７?１５,35.6674774,139.7786272,明石町(東京都),2,0.5,東１５,都営バス,東京駅八重洲口方面,深川車庫前方面,バス停
,中央区,明石町７?１５,-,東京都中央区明石町７?１５,35.6674774,139.7786272,明石町(東京都),2,0.5,南循環〔中央区役所→勝どき駅〕,江戸バス(中央区),月島区民センター/勝どき駅方面,,バス停
,中央区,日本橋馬喰町１丁目１２?６三上ビル,-,東京都中央区日本橋馬喰町１丁目１２?６ 三上ビル,35.69492,139.7845,浅草橋,2,0.5,東４２-１,都営バス,東京駅八重洲口方面,南千住駅西口方面,バス停
,中央区,日本橋馬喰町１丁目１２?６三上ビル,-,東京都中央区日本橋馬喰町１丁目１２?６ 三上ビル,35.69492,139.7845,浅草橋,2,0.5,東４２-２,都営バス,東神田（東京都）方面,南千住駅西口方面,バス停
,中央区,永代１丁目３１～中央新川１丁目永代橋,-,東京都江東区永代１丁目３１ ～中央区新川１丁目 永代橋,35.6762905,139.7876348,永代橋(東京都),1,1,東２２,都営バス,錦糸町駅前方面,東京駅丸の内北口方面,バス停
,中央区,日本橋蛎殻町１丁目３８,-,東京都中央区日本橋蛎殻町１丁目３８,35.6826668,139.7850184,蛎殻町,1,1,錦１１,都営バス,築地駅前方面,亀戸駅前方面,バス停
,中央区,勝どき１丁目３勝どき橋南詰,-,東京都中央区勝どき１丁目３ 勝どき橋南詰,35.660601,139.776582,勝どき橋南詰,7,0.142857143,東１５,都営バス,東京駅八重洲口方面,深川車庫前方面,バス停
,中央区,勝どき１丁目３勝どき橋南詰,-,東京都中央区勝どき１丁目３ 勝どき橋南詰,35.660601,139.776582,勝どき橋南詰,7,0.142857143,業１０(新橋-とうきょうスカイツリー駅前),都営バス,とうきょうスカイツリー駅前方面,新橋（東京都）方面,バス停
,中央区,勝どき１丁目３勝どき橋南詰,-,東京都中央区勝どき１丁目３ 勝どき橋南詰,35.660601,139.776582,勝どき橋南詰,7,0.142857143,都０３,都営バス,ホテルマリナーズコート東京前/晴海埠頭方面,四谷駅方面,バス停
,中央区,勝どき１丁目３勝どき橋南詰,-,東京都中央区勝どき１丁目３ 勝どき橋南詰,35.660601,139.776582,勝どき橋南詰,7,0.142857143,都０４,都営バス,東京駅丸の内南口方面,,バス停
,中央区,勝どき１丁目３勝どき橋南詰,-,東京都中央区勝どき１丁目３ 勝どき橋南詰,35.660601,139.776582,勝どき橋南詰,7,0.142857143,都０５-１,都営バス,ホテルマリナーズコート東京前/晴海埠頭方面,東京駅丸の内南口方面,バス停
,中央区,勝どき１丁目３勝どき橋南詰,-,東京都中央区勝どき１丁目３ 勝どき橋南詰,35.660601,139.776582,勝どき橋南詰,7,0.142857143,都０５-２,都営バス,東京ビッグサイト〔バス〕方面,東京駅丸の内南口方面,バス停
,中央区,勝どき１丁目３勝どき橋南詰,-,東京都中央区勝どき１丁目３ 勝どき橋南詰,35.660601,139.776582,勝どき橋南詰,7,0.142857143,深夜１３,都営バス,有明一丁目方面,東京駅丸の内南口方面,バス停
,中央区,勝どき２丁目１０勝どき駅（バス）,-,東京都中央区勝どき２丁目１０ 勝どき駅（バス）,35.658783,139.777074,勝どき駅前,11,0.090909091,市０１,都営バス,豊洲市場方面,新橋駅前方面,バス停
,中央区,勝どき２丁目１０勝どき駅（バス）,-,東京都中央区勝どき２丁目１０ 勝どき駅（バス）,35.658783,139.777074,勝どき駅前,11,0.090909091,東１５,都営バス,東京駅八重洲口方面,深川車庫前方面,バス停
,中央区,勝どき２丁目１０勝どき駅（バス）,-,東京都中央区勝どき２丁目１０ 勝どき駅（バス）,35.658783,139.777074,勝どき駅前,11,0.090909091,業１０(新橋-とうきょうスカイツリー駅前),都営バス,とうきょうスカイツリー駅前方面,,バス停
,中央区,勝どき２丁目１０勝どき駅（バス）,-,東京都中央区勝どき２丁目１０ 勝どき駅（バス）,35.658783,139.777074,勝どき駅前,11,0.090909091,都０３,都営バス,ホテルマリナーズコート東京前/晴海埠頭方面,四谷駅方面,バス停
,中央区,勝どき２丁目１０勝どき駅（バス）,-,東京都中央区勝どき２丁目１０ 勝どき駅（バス）,35.658783,139.777074,勝どき駅前,11,0.090909091,都０４,都営バス,豊海水産埠頭方面,東京駅丸の内南口方面,バス停
,中央区,勝どき２丁目１０勝どき駅（バス）,-,東京都中央区勝どき２丁目１０ 勝どき駅（バス）,35.658783,139.777074,勝どき駅前,11,0.090909091,都０５-１,都営バス,ホテルマリナーズコート東京前/晴海埠頭方面,東京駅丸の内南口方面,バス停
,中央区,勝どき２丁目１０勝どき駅（バス）,-,東京都中央区勝どき２丁目１０ 勝どき駅（バス）,35.658783,139.777074,勝どき駅前,11,0.090909091,門３３,都営バス,亀戸駅前方面,豊海水産埠頭方面,バス停
,中央区,勝どき２丁目１０勝どき駅（バス）,-,東京都中央区勝どき２丁目１０ 勝どき駅（バス）,35.658783,139.777074,勝どき駅前,11,0.090909091,都０５-２,都営バス,東京ビッグサイト〔バス〕方面,東京駅丸の内南口方面,バス停
,中央区,勝どき２丁目１０勝どき駅（バス）,-,東京都中央区勝どき２丁目１０ 勝どき駅（バス）,35.658783,139.777074,勝どき駅前,11,0.090909091,深夜１３,都営バス,有明一丁目方面,東京駅丸の内南口方面,バス停
,中央区,勝どき２丁目１０勝どき駅（バス）,-,東京都中央区勝どき２丁目１０ 勝どき駅（バス）,35.658783,139.777074,勝どき駅前,11,0.090909091,直行０２,都営バス,東京駅八重洲口方面,,バス停
,中央区,勝どき２丁目１０勝どき駅（バス）,-,東京都中央区勝どき２丁目１０ 勝どき駅（バス）,35.658783,139.777074,勝どき駅前,11,0.090909091,南循環〔勝どき駅→中央区役所〕,江戸バス(中央区),聖路加国際病院/中央区役所（東京都）方面,,バス停
,中央区,勝どき３丁目１４?３東京消防庁勝どき待機宿舎,-,東京都中央区勝どき３丁目１４?３ 東京消防庁勝どき待機宿舎,35.6596883,139.7735148,勝どき三丁目,4,0.25,都０４,都営バス,豊海水産埠頭方面,東京駅丸の内南口方面,バス停
,中央区,勝どき３丁目１４?３東京消防庁勝どき待機宿舎,-,東京都中央区勝どき３丁目１４?３ 東京消防庁勝どき待機宿舎,35.6596883,139.7735148,勝どき三丁目,4,0.25,門３３,都営バス,亀戸駅前方面,豊海水産埠頭方面,バス停
,中央区,勝どき３丁目１４?３東京消防庁勝どき待機宿舎,-,東京都中央区勝どき３丁目１４?３ 東京消防庁勝どき待機宿舎,35.6596883,139.7735148,勝どき三丁目,4,0.25,直行０２,都営バス,東京駅八重洲口方面,,バス停
,中央区,勝どき３丁目１４?３東京消防庁勝どき待機宿舎,-,東京都中央区勝どき３丁目１４?３ 東京消防庁勝どき待機宿舎,35.6596883,139.7735148,勝どき三丁目,4,0.25,南循環〔勝どき駅→中央区役所〕,江戸バス(中央区),聖路加国際病院/中央区役所（東京都）方面,,バス停
,中央区,日本橋兜町８兜町,-,東京都中央区日本橋兜町８ 兜町,35.68103,139.7776,兜町,8,0.125,東２２,都営バス,錦糸町駅前方面,東京駅丸の内北口方面,バス停
,中央区,日本橋兜町８兜町,-,東京都中央区日本橋兜町８ 兜町,35.68103,139.7776,兜町,8,0.125,マイタウンライナー外房大網線〔深夜急行〕,平和交通,大網駅/山田インター入口方面,,バス停
,中央区,日本橋兜町８兜町,-,東京都中央区日本橋兜町８ 兜町,35.68103,139.7776,兜町,8,0.125,マイタウンライナー成田線〔深夜急行〕,平和交通,ＪＲ佐倉駅〔北口〕/ＪＲ成田駅〔東口〕方面,,バス停
,中央区,日本橋兜町８兜町,-,東京都中央区日本橋兜町８ 兜町,35.68103,139.7776,兜町,8,0.125,マイタウンライナー千葉ニュータウン線〔深夜急行〕,平和交通,新鎌ケ谷駅/印旛日本医大駅方面,,バス停
,中央区,日本橋兜町８兜町,-,東京都中央区日本橋兜町８ 兜町,35.68103,139.7776,兜町,8,0.125,マイタウンライナー勝田台・ユーカリが丘線〔深夜急行〕,平和交通,ユーカリが丘駅北入口方面,,バス停
,中央区,日本橋兜町８兜町,-,東京都中央区日本橋兜町８ 兜町,35.68103,139.7776,兜町,8,0.125,マイタウンライナー内房五井線〔深夜急行〕,平和交通,おゆみ野駅/五井駅東口方面,,バス停
,中央区,日本橋兜町８兜町,-,東京都中央区日本橋兜町８ 兜町,35.68103,139.7776,兜町,8,0.125,マイタウンライナー蘇我線〔深夜急行〕,平和交通,蘇我駅西口方面,,バス停
,中央区,日本橋兜町８兜町,-,東京都中央区日本橋兜町８ 兜町,35.68103,139.7776,兜町,8,0.125,マイタウンライナー幕張ベイエリア・稲毛線〔深夜急行〕,平和交通,西小中台団地方面,,バス停
,中央区,八丁堀２丁目２３亀島橋,-,東京都中央区八丁堀２丁目２３ 亀島橋,35.67672,139.777698,亀島橋(東京都),3,0.333333333,東１５,都営バス,東京駅八重洲口方面,深川車庫前方面,バス停
,中央区,八丁堀２丁目２３亀島橋,-,東京都中央区八丁堀２丁目２３ 亀島橋,35.67672,139.777698,亀島橋(東京都),3,0.333333333,東１６(東京駅八重洲口-東京ビッグサイト),都営バス,東京ビッグサイト〔バス〕方面,東京駅八重洲口方面,バス停
,中央区,八丁堀２丁目２３亀島橋,-,東京都中央区八丁堀２丁目２３ 亀島橋,35.67672,139.777698,亀島橋(東京都),3,0.333333333,直行０２,都営バス,東京駅八重洲口方面,,バス停
,中央区,日本橋茅場町１丁目９茅場町,-,東京都中央区日本橋茅場町１丁目９ 茅場町,35.6800913,139.7794911,茅場町,2,0.5,東２２,都営バス,錦糸町駅前方面,東京駅丸の内北口方面,バス停
,中央区,日本橋茅場町１丁目９茅場町,-,東京都中央区日本橋茅場町１丁目９ 茅場町,35.6800913,139.7794911,茅場町,2,0.5,錦１１,都営バス,築地駅前方面,亀戸駅前方面,バス停
,中央区,日本橋浜町３丁目１９?４,-,東京都中央区日本橋浜町３丁目１９?４,35.68431,139.7894,清洲橋,1,1,秋２６,都営バス,秋葉原駅前方面,葛西駅前方面,バス停
,中央区,銀座６丁目４銀座西六丁目,-,東京都中央区銀座６丁目４ 銀座西六丁目,35.671017,139.761472,銀座西六丁目,1,1,業１０(新橋-とうきょうスカイツリー駅前),都営バス,とうきょうスカイツリー駅前方面,新橋（東京都）方面,バス停
,中央区,銀座４丁目１０?６,-,東京都中央区銀座４丁目１０?６,35.6701719,139.7674443,銀座四丁目(東京都),7,0.142857143,業１０(新橋-とうきょうスカイツリー駅前),都営バス,とうきょうスカイツリー駅前方面,新橋（東京都）方面,バス停
,中央区,銀座４丁目１０?６,-,東京都中央区銀座４丁目１０?６,35.6701719,139.7674443,銀座四丁目(東京都),7,0.142857143,都０３,都営バス,東京駅丸の内北口/ホテルマリナーズコート東京前方面,四谷駅方面,バス停
,中央区,銀座４丁目１０?６,-,東京都中央区銀座４丁目１０?６,35.6701719,139.7674443,銀座四丁目(東京都),7,0.142857143,都０４,都営バス,豊海水産埠頭方面,東京駅丸の内南口方面,バス停
,中央区,銀座４丁目１０?６,-,東京都中央区銀座４丁目１０?６,35.6701719,139.7674443,銀座四丁目(東京都),7,0.142857143,都０５-１,都営バス,ホテルマリナーズコート東京前/晴海埠頭方面,東京駅丸の内南口方面,バス停
,中央区,銀座４丁目１０?６,-,東京都中央区銀座４丁目１０?６,35.6701719,139.7674443,銀座四丁目(東京都),7,0.142857143,都０５-２,都営バス,東京ビッグサイト〔バス〕方面,東京駅丸の内南口方面,バス停
,中央区,銀座４丁目１０?６,-,東京都中央区銀座４丁目１０?６,35.6701719,139.7674443,銀座四丁目(東京都),7,0.142857143,業１０〔夜間〕,都営バス,新橋（東京都）方面,,バス停
,中央区,銀座４丁目１０?６,-,東京都中央区銀座４丁目１０?６,35.6701719,139.7674443,銀座四丁目(東京都),7,0.142857143,深夜１３,都営バス,有明一丁目方面,東京駅丸の内南口方面,バス停
,中央区,銀座６丁目１０?１,-,東京都中央区銀座６丁目１０?１,35.6694655,139.7642496,銀座六丁目,1,1,業１０〔夜間〕,都営バス,銀座四丁目（東京都）/とうきょうスカイツリー駅前方面,新橋（東京都）方面,バス停
,中央区,日本橋小伝馬町４小伝馬町,-,東京都中央区日本橋小伝馬町４ 小伝馬町,35.690421,139.777756,小伝馬町,2,0.5,東４２-１,都営バス,東京駅八重洲口方面,南千住駅西口方面,バス停
,中央区,日本橋小伝馬町４小伝馬町,-,東京都中央区日本橋小伝馬町４ 小伝馬町,35.690421,139.777756,小伝馬町,2,0.5,秋２６,都営バス,秋葉原駅前方面,,バス停
,中央区,八重洲１丁目２呉服橋,日八京,東京都中央区八重洲１丁目２ 呉服橋,35.6834108,139.7718056,呉服橋,8,0.125,東２２,都営バス,錦糸町駅前方面,東京駅丸の内北口方面,バス停
,中央区,八重洲１丁目２呉服橋,日八京,東京都中央区八重洲１丁目２ 呉服橋,35.6834108,139.7718056,呉服橋,8,0.125,メトロリンク日本橋,日の丸自動車,ＪＲ新日本橋駅［中外製薬前］/東京駅八重洲口〔メトロリンク日本橋〕方面,,バス停
,中央区,八重洲１丁目２呉服橋,日八京,東京都中央区八重洲１丁目２ 呉服橋,35.6834108,139.7718056,呉服橋,8,0.125,晴海ライナー〔トリトンスクエア-高島屋〕,日立自動車交通,日本橋高島屋/晴海トリトンスクエア〔晴海ライナー〕方面,,バス停
,中央区,八重洲１丁目２呉服橋,日八京,東京都中央区八重洲１丁目２ 呉服橋,35.6834108,139.7718056,呉服橋,8,0.125,北循環〔中央区役所→浜町駅〕,江戸バス(中央区),浜町駅［明治座前］/水天宮前（中央区）方面,,バス停
,中央区,新川１丁目２６都東京都中央新川1ー31ー8６０５,-,東京都中央区新川１丁目２６ 都 東京都 中央区 新川1ー31ー8 ６０５,35.6764144,139.7837401,新川一丁目,2,0.5,東２２,都営バス,錦糸町駅前方面,東京駅丸の内北口方面,バス停
,中央区,新川１丁目２６都東京都中央新川1ー31ー8６０５,-,東京都中央区新川１丁目２６ 都 東京都 中央区 新川1ー31ー8 ６０５,35.6764144,139.7837401,新川一丁目,2,0.5,北循環〔浜町駅→中央区役所〕,江戸バス(中央区),中央区役所（東京都）方面,,バス停
,中央区,新川２丁目２２?１０ＹＴＳビル,-,東京都中央区新川２丁目２２?１０ ＹＴＳビル,35.6736061,139.7824618,新川二丁目(中央区)〔都営バス〕,2,0.5,東１５,都営バス,東京駅八重洲口方面,深川車庫前方面,バス停
