指標名,バス停,,,,,,,,,,,,
出典,NAVITIME,,,,,,,,,,,,
年次,2023/1/27 取得,,,,,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,,,,,,,,
備考,"（2021年度：3,601件、2022年度：3568件）",,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁目,エリア,住所,緯度,経度,バス停名,路線数,1÷路線数,バス路線名,事業者名・系統等,方面1,方面2,種類
千代田区,麹町一丁目,-,東京都千代田区麹町1丁目6先半蔵門駅,35.685667,139.741647,ジロール麹町入口［半蔵門駅］,4,0.25,麹町ルート,風ぐるま(千代田区),四谷駅前方面,-,バス停
千代田区,麹町二丁目,-,東京都千代田区麹町2丁目10?13中央復建ｺﾝｻﾙﾀﾝﾂ,35.685698,139.740151,麹町出張所,4,0.25,麹町ルート,風ぐるま(千代田区),四谷駅前方面,-,バス停
千代田区,平河町一丁目,-,東京都千代田区平河町1丁目7?5609,35.682423,139.740794,平河天満宮前,1,1,麹町ルート,風ぐるま(千代田区),四谷駅前方面,-,バス停
千代田区,一番町,-,東京都千代田区一番町12,35.687013,139.739648,いきいきプラザ一番町,1,1,麹町ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,一番町,-,東京都千代田区一番町12,35.687013,139.739648,いきいきプラザ一番町,1,1,富士見・神保町ルート,風ぐるま(千代田区),御茶ノ水駅前/千代田区役所方面,-,バス停
千代田区,一番町,-,東京都千代田区三番町5?37三番町葵ﾋﾞﾙ,35.68846,139.743062,五味坂,1,1,麹町ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,一番町,-,東京都千代田区三番町5?37三番町葵ﾋﾞﾙ,35.68846,139.743062,五味坂,1,1,富士見・神保町ルート,風ぐるま(千代田区),御茶ノ水駅前/千代田区役所方面,-,バス停
千代田区,三番町,-,東京都千代田区九段南4丁目1?1,35.691437,139.741326,東京家政学院前(千代田区),1,1,麹町ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,四番町,-,東京都千代田区四番町6?2,35.689428,139.736223,都営四番町アパート,2,0.5,麹町ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,四番町,-,東京都千代田区四番町6?2,35.689428,139.736223,都営四番町アパート,2,0.5,富士見・神保町ルート,風ぐるま(千代田区),いきいきプラザ一番町/御茶ノ水駅前方面,-,バス停
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目16?23,35.697264,139.742144,東京逓信病院,2,0.5,麹町ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,富士見二丁目,-,東京都千代田区富士見2丁目16?23,35.697264,139.742144,東京逓信病院,2,0.5,富士見・神保町ルート,風ぐるま(千代田区),いきいきプラザ一番町/御茶ノ水駅前方面,-,バス停
千代田区,飯田橋四丁目,-,東京都千代田区飯田橋4丁目9?5飯田橋駅,35.701927,139.74565,地下鉄飯田橋駅東口,1,1,麹町ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3丁目10?3,35.700458,139.749237,飯田橋清掃車庫,2,0.5,麹町ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3丁目10?3,35.700306,139.749771,東京しごとセンター,2,0.5,麹町ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,九段北一丁目,-,東京都千代田区九段北1丁目13?5ﾋｭｰﾘｯｸ九段ﾋﾞﾙ4階,35.696222,139.750834,九段北一丁目,2,0.5,麹町ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,富士見一丁目,-,東京都千代田区富士見1丁目6?7,35.699108,139.746388,富士見出張所,2,0.5,富士見・神保町ルート,風ぐるま(千代田区),いきいきプラザ一番町/御茶ノ水駅前方面,-,バス停
千代田区,九段北四丁目,-,東京都千代田区九段北4丁目1?30,35.693584,139.740429,一口坂手前,1,1,富士見・神保町ルート,風ぐるま(千代田区),いきいきプラザ一番町/御茶ノ水駅前方面,-,バス停
千代田区,富士見一丁目,-,東京都千代田区富士見1丁目11?12ｻﾞｱｰﾊﾞﾝｺｰﾄ,35.696424,139.744945,富士見あんず館,1,1,富士見・神保町ルート,風ぐるま(千代田区),御茶ノ水駅前/千代田区役所方面,-,バス停
千代田区,九段北一丁目,-,東京都千代田区九段北1丁目31VORT九段下7F,35.695482,139.751154,千代田保健所［九段下駅］,1,1,秋葉原ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/秋葉原駅前方面,-,バス停
千代田区,九段北一丁目,-,東京都千代田区九段北1丁目31VORT九段下7F,35.695482,139.751154,千代田保健所［九段下駅］,1,1,内神田ルート,風ぐるま(千代田区),かんだ連雀/岩本町ほほえみプラザ方面,-,バス停
千代田区,九段北一丁目,-,東京都千代田区九段北1丁目31VORT九段下7F,35.695482,139.751154,千代田保健所［九段下駅］,1,1,富士見・神保町ルート,風ぐるま(千代田区),御茶ノ水駅前/千代田区役所方面,-,バス停
千代田区,西神田三丁目,-,東京都千代田区西神田3丁目5?3,35.697821,139.753389,西神田三丁目,1,1,秋葉原ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/秋葉原駅前方面,-,バス停
千代田区,西神田三丁目,-,東京都千代田区西神田3丁目5?3,35.697821,139.753389,西神田三丁目,1,1,内神田ルート,風ぐるま(千代田区),かんだ連雀/岩本町ほほえみプラザ方面,-,バス停
千代田区,西神田三丁目,-,東京都千代田区西神田3丁目5?3,35.697821,139.753389,西神田三丁目,3,0.333333,富士見・神保町ルート,風ぐるま(千代田区),御茶ノ水駅前/千代田区役所方面,-,バス停
千代田区,西神田二丁目,-,東京都千代田区西神田2丁目6?1,35.69888,139.75488,西神田コスモス館,3,0.333333,内神田ルート,風ぐるま(千代田区),かんだ連雀/岩本町ほほえみプラザ方面,-,バス停
千代田区,西神田二丁目,-,東京都千代田区西神田2丁目6?1,35.69888,139.75488,西神田コスモス館,3,0.333333,富士見・神保町ルート,風ぐるま(千代田区),御茶ノ水駅前/千代田区役所方面,-,バス停
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2丁目3?10,35.695795,139.757465,神保町交差点北,3,0.333333,内神田ルート,風ぐるま(千代田区),かんだ連雀/岩本町ほほえみプラザ方面,-,バス停
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町2丁目3?10,35.695795,139.757465,神保町交差点北,3,0.333333,富士見・神保町ルート,風ぐるま(千代田区),御茶ノ水駅前/千代田区役所方面,-,バス停
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2丁目5,35.700322,139.761055,神田駿河台二丁目,3,0.333333,秋葉原ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2丁目5,35.700322,139.761055,神田駿河台二丁目,2,0.5,内神田ルート,風ぐるま(千代田区),かんだ連雀/岩本町ほほえみプラザ方面,-,バス停
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2丁目5,35.700322,139.761055,神田駿河台二丁目,2,0.5,富士見・神保町ルート,風ぐるま(千代田区),御茶ノ水駅前/千代田区役所方面,-,バス停
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2丁目5?21障害者福祉ｾﾝﾀｰえみふる,35.700418,139.760791,障害者福祉センター［えみふる］,2,0.5,秋葉原ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2丁目5?21障害者福祉ｾﾝﾀｰえみふる,35.700418,139.760791,障害者福祉センター［えみふる］,2,0.5,内神田ルート,風ぐるま(千代田区),かんだ連雀/岩本町ほほえみプラザ方面,-,バス停
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2丁目5?21障害者福祉ｾﾝﾀｰえみふる,35.700418,139.760791,障害者福祉センター［えみふる］,3,0.333333,富士見・神保町ルート,風ぐるま(千代田区),御茶ノ水駅前/千代田区役所方面,-,バス停
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町3丁目8?1,35.696914,139.755292,専修大学法科大学院前,3,0.333333,秋葉原ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/秋葉原駅前方面,-,バス停
千代田区,神田神保町二丁目,-,東京都千代田区神田神保町3丁目8?1,35.696914,139.755292,専修大学法科大学院前,3,0.333333,富士見・神保町ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台1丁目6?1,35.697502,139.762398,日大病院(千代田区),3,0.333333,本郷・湯島ルート〔天神下方面〕,Bーぐる(文京区),天神下（東京都）/春日一丁目（東京都）方面,-,バス停
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台1丁目6?1,35.697502,139.762398,日大病院(千代田区),3,0.333333,秋葉原ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台1丁目6?1,35.697502,139.762398,日大病院(千代田区),3,0.333333,内神田ルート,風ぐるま(千代田区),かんだ連雀/岩本町ほほえみプラザ方面,-,バス停
千代田区,神田小川町三丁目,-,東京都千代田区神田小川町3丁目6?13,35.695255,139.762013,小川町交差点,2,0.5,内神田ルート,風ぐるま(千代田区),かんだ連雀/岩本町ほほえみプラザ方面,-,バス停
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町2丁目8?1,35.696663,139.768453,かんだ連雀,2,0.5,内神田ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/千代田区役所方面,-,バス停
千代田区,外神田一丁目,-,東京都千代田区外神田1丁目1?13万世橋出張所･区民館5FCTIB501,35.697606,139.770705,万世橋出張所,3,0.333333,内神田ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/千代田区役所方面,-,バス停
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町2丁目101､105,35.697489,139.767704,ワテラス前,3,0.333333,内神田ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/千代田区役所方面,-,バス停
千代田区,神田司町二丁目,-,東京都千代田区神田司町2丁目2?31千代田区神田公園出張所,35.69271,139.768143,神田公園出張所,3,0.333333,秋葉原ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/秋葉原駅前方面,-,バス停
千代田区,神田司町二丁目,-,東京都千代田区神田司町2丁目2?31千代田区神田公園出張所,35.69271,139.768143,神田公園出張所,1,1,内神田ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/千代田区役所方面,-,バス停
千代田区,神田富山町,-,東京都千代田区神田富山町2神田東日本ﾋﾞﾙ,35.693801,139.772921,東日本銀行神田支店,1,1,秋葉原ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/秋葉原駅前方面,-,バス停
千代田区,神田富山町,-,東京都千代田区神田富山町2神田東日本ﾋﾞﾙ,35.693801,139.772921,東日本銀行神田支店,1,1,内神田ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/千代田区役所方面,-,バス停
千代田区,岩本町二丁目,-,東京都千代田区岩本町2丁目15?3,35.694382,139.777908,岩本町ほほえみプラザ,1,1,秋葉原ルート,風ぐるま(千代田区),秋葉原駅前/千代田区役所方面,-,バス停
千代田区,岩本町二丁目,-,東京都千代田区岩本町2丁目15?3,35.694382,139.777908,岩本町ほほえみプラザ,2,0.5,内神田ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,鍛冶町一丁目,-,東京都千代田区鍛冶町1丁目6?8,35.690331,139.771917,鍛冶町一丁目(東京都),2,0.5,内神田ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,内神田二丁目,-,東京都千代田区内神田2丁目1?8,35.689282,139.767792,スポーツセンター(千代田区),2,0.5,内神田ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,内神田二丁目,-,東京都千代田区内神田2丁目1?8,35.689282,139.767792,区営内神田住宅,2,0.5,内神田ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3丁目21ちよだﾌﾟﾗｯﾄﾌｫｰﾑｽｸｳｪｱ1037,35.691392,139.76189,ちよだプラットフォームスクウェア入口,2,0.5,内神田ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,一ツ橋二丁目,-,東京都千代田区一ﾂ橋2丁目5?8,35.694859,139.758084,神保町交番前,2,0.5,内神田ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,神田神保町三丁目,-,東京都千代田区神田神保町3丁目1日建神保町ﾋﾞﾙ1階,35.695652,139.755028,専大前交差点,1,1,秋葉原ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/秋葉原駅前方面,-,バス停
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3丁目21ちよだﾌﾟﾗｯﾄﾌｫｰﾑｽｸｴｱ1018,35.692448,139.760736,神田錦町三丁目,1,1,秋葉原ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/秋葉原駅前方面,-,バス停
千代田区,神田美土代町,-,東京都千代田区神田美土代町7住友不動産神田ﾋﾞﾙ20F,35.692934,139.765527,神田美土代町,1,1,秋葉原ルート,風ぐるま(千代田区),岩本町ほほえみプラザ/秋葉原駅前方面,-,バス停
千代田区,東神田二丁目,-,東京都千代田区東神田2丁目7?4,35.696431,139.780038,美倉橋南,1,1,秋葉原ルート,風ぐるま(千代田区),秋葉原駅前/千代田区役所方面,-,バス停
千代田区,神田和泉町,-,東京都千代田区神田和泉町1?1,35.699065,139.779187,和泉公園入口前,1,1,秋葉原ルート,風ぐるま(千代田区),秋葉原駅前/千代田区役所方面,-,バス停
千代田区,神田佐久間町一丁目,-,東京都千代田区神田佐久間町1丁目11?7千代田区和泉橋出張所,35.697332,139.774933,和泉橋出張所,1,1,秋葉原ルート,風ぐるま(千代田区),秋葉原駅前/千代田区役所方面,-,バス停
千代田区,神田練塀町,-,東京都千代田区神田練塀町85番地,35.700855,139.773834,神田練塀町,1,1,秋葉原ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,外神田六丁目,-,東京都千代田区外神田6丁目11?14,35.704307,139.770679,アーツ千代田３３３１,1,1,秋葉原ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,外神田六丁目,-,東京都千代田区外神田6丁目11?143331ArtsChiyoda201･202,35.704165,139.770639,外神田六丁目,1,1,秋葉原ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,外神田三丁目,-,東京都千代田区外神田3丁目4?7,35.701353,139.769848,昌平童夢館入口,1,1,秋葉原ルート,風ぐるま(千代田区),千代田区役所方面,-,バス停
千代田区,神田駿河台三丁目,-,東京都千代田区神田駿河台3丁目新御茶ﾉ水駅,35.696932,139.765432,新御茶ノ水駅,1,1,本郷・湯島ルート〔天神下方面〕,Bーぐる(文京区),天神下（東京都）/春日一丁目（東京都）方面,-,バス停
新宿区,住吉町,-,東京都新宿区住吉町7曙橋駅,35.692376,139.72263,曙橋(東京都),1,1,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
新宿区,荒木町,-,東京都新宿区荒木町10?16ﾀｳﾝｺｰﾄ七海,35.689693,139.722415,荒木町(東京都),1,1,早８１(早大正門-渋谷駅東口),都営バス,渋谷駅東口〔都営バス〕方面,-,バス停
新宿区,荒木町,-,東京都新宿区荒木町10?16ﾀｳﾝｺｰﾄ七海,35.689693,139.722415,荒木町(東京都),1,1,早８１(渋谷駅東口-早大正門),都営バス,早大正門方面,-,バス停
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3丁目10?3,35.700458,139.749237,飯田橋(東京都),1,1,飯６２,都営バス,都営飯田橋駅前方面,小滝橋車庫前方面,バス停
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3丁目10?3,35.700458,139.749237,飯田橋(東京都),1,1,飯６４(小滝橋車庫前-九段下),都営バス,九段下（バス）方面,-,バス停
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3丁目10?3,35.700458,139.749237,飯田橋(東京都),1,1,飯６４(九段下-小滝橋車庫前),都営バス,小滝橋車庫前方面,-,バス停
新宿区,市谷本村町,-,東京都新宿区市谷本村町5防衛省前,35.691203,139.731204,防衛省前,2,0.5,高７１,都営バス,九段下（バス）方面,高田馬場駅前方面,バス停
新宿区,市谷田町二丁目,-,東京都新宿区市谷田町2丁目32?25,35.69508,139.7367,市谷田町,2,0.5,橋６３,都営バス,新橋駅前方面,小滝橋車庫前方面,バス停
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町3市谷仲之町交差点,35.694379,139.724472,市谷仲之町交差点,3,0.333333,宿７５,都営バス,三宅坂方面,新宿駅西口方面,バス停
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町3市谷仲之町交差点,35.694379,139.724472,市谷仲之町交差点,3,0.333333,早８１(早大正門-渋谷駅東口),都営バス,渋谷駅東口〔都営バス〕方面,-,バス停
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町3市谷仲之町交差点,35.694379,139.724472,市谷仲之町交差点,3,0.333333,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町3市谷仲之町交差点,35.694379,139.724472,市谷仲之町交差点,1,1,高７１,都営バス,九段下（バス）方面,高田馬場駅前方面,バス停
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町3市谷仲之町交差点,35.694379,139.724472,市谷仲之町交差点,1,1,早８１(渋谷駅東口-早大正門),都営バス,早大正門方面,-,バス停
新宿区,富久町,-,東京都新宿区富久町7市ヶ谷富久町,35.691358,139.717378,市ヶ谷富久町,5,0.2,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
新宿区,細工町,-,東京都新宿区細工町3?14,35.69972,139.7327,牛込北町,5,0.2,橋６３,都営バス,新橋駅前方面,小滝橋車庫前方面,バス停
新宿区,細工町,-,東京都新宿区細工町3?14,35.69972,139.7327,牛込北町,5,0.2,飯６２,都営バス,都営飯田橋駅前方面,小滝橋車庫前方面,バス停
新宿区,弁天町,-,東京都新宿区弁天町133?8,35.702704,139.726246,牛込弁天町,5,0.2,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
新宿区,矢来町,-,東京都新宿区矢来町6,35.700839,139.731154,牛込保健センター,5,0.2,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
新宿区,市谷柳町,-,東京都新宿区市谷柳町牛込柳町駅前,35.699366,139.726779,牛込柳町駅前,1,1,橋６３,都営バス,新橋駅前方面,小滝橋車庫前方面,バス停
新宿区,市谷柳町,-,東京都新宿区市谷柳町牛込柳町駅前,35.699366,139.726779,牛込柳町駅前,2,0.5,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
新宿区,市谷柳町,-,東京都新宿区市谷柳町牛込柳町駅前,35.699366,139.726779,牛込柳町駅前,2,0.5,飯６２,都営バス,都営飯田橋駅前方面,小滝橋車庫前方面,バス停
新宿区,西落合四丁目,-,東京都新宿区西落合4丁目24江原町中野通り,35.729144,139.677992,江原町中野通り,1,1,白６１,都営バス,練馬駅前方面,-,バス停
新宿区,百人町一丁目,-,東京都新宿区百人町1丁目17?1大久保駅,35.70164,139.6966,大久保駅前(東京都),1,1,橋６３,都営バス,新橋駅前方面,小滝橋車庫前方面,バス停
新宿区,百人町一丁目,-,東京都新宿区百人町1丁目17?1大久保駅,35.70164,139.6966,大久保駅前(東京都),3,0.333333,飯６２,都営バス,都営飯田橋駅前方面,小滝橋車庫前方面,バス停
新宿区,大久保二丁目,-,東京都新宿区大久保2丁目6?10,35.701722,139.708064,大久保通り,3,0.333333,宿７４,都営バス,新宿駅西口方面,-,バス停
新宿区,大久保二丁目,-,東京都新宿区大久保2丁目6?10,35.701722,139.708064,大久保通り,3,0.333333,早７７,都営バス,早稲田（東京都）方面,新宿駅西口方面,バス停
新宿区,大久保二丁目,-,東京都新宿区大久保2丁目6?10,35.701722,139.708064,大久保通り,1,1,橋６３,都営バス,新橋駅前方面,小滝橋車庫前方面,バス停
新宿区,大久保二丁目,-,東京都新宿区大久保2丁目6?10,35.701722,139.708064,大久保通り,2,0.5,池８６〔渋谷方面〕,都営バス,渋谷駅東口〔都営バス〕方面,-,バス停
新宿区,大久保二丁目,-,東京都新宿区大久保2丁目6?10,35.701722,139.708064,大久保通り,2,0.5,飯６２,都営バス,都営飯田橋駅前方面,小滝橋車庫前方面,バス停
新宿区,大久保二丁目,-,東京都新宿区大久保2丁目6?10,35.701722,139.708064,大久保通り,7,0.142857,高７１,都営バス,九段下（バス）方面,高田馬場駅前方面,バス停
新宿区,大久保二丁目,-,東京都新宿区大久保2丁目6?10,35.701722,139.708064,大久保通り,7,0.142857,池８６〔池袋方面〕,都営バス,池袋駅東口方面,-,バス停
新宿区,新宿六丁目,-,東京都新宿区新宿6丁目29東新宿駅前,35.697313,139.70754,東新宿駅前,7,0.142857,宿７４,都営バス,東京女子医大前（東京都）方面,新宿駅西口方面,バス停
新宿区,新宿六丁目,-,東京都新宿区新宿6丁目29東新宿駅前,35.697313,139.70754,東新宿駅前,7,0.142857,宿７５,都営バス,三宅坂方面,新宿駅西口方面,バス停
新宿区,新宿六丁目,-,東京都新宿区新宿6丁目29東新宿駅前,35.697313,139.70754,東新宿駅前,7,0.142857,早７７,都営バス,早稲田（東京都）方面,新宿駅西口方面,バス停
新宿区,新宿六丁目,-,東京都新宿区新宿6丁目29東新宿駅前,35.697313,139.70754,東新宿駅前,7,0.142857,池８６〔渋谷方面〕,都営バス,渋谷駅東口〔都営バス〕方面,-,バス停
新宿区,新宿六丁目,-,東京都新宿区新宿6丁目29東新宿駅前,35.697313,139.70754,東新宿駅前,7,0.142857,高７１,都営バス,九段下（バス）方面,高田馬場駅前方面,バス停
新宿区,新宿六丁目,-,東京都新宿区新宿6丁目29東新宿駅前,35.697313,139.70754,東新宿駅前,7,0.142857,池８６〔池袋方面〕,都営バス,池袋駅東口方面,-,バス停
新宿区,新宿六丁目,-,東京都新宿区新宿6丁目29東新宿駅前,35.697313,139.70754,東新宿駅前,7,0.142857,羽田空港-新宿駅・池袋駅〔深夜早朝便〕,空港連絡バス,羽田空港第３ターミナル（バス）方面,-,バス停
新宿区,大久保二丁目,-,東京都新宿区大久保2丁目19大久保二丁目,35.701215,139.704627,大久保二丁目(東京都),7,0.142857,橋６３,都営バス,新橋駅前方面,小滝橋車庫前方面,バス停
新宿区,大久保二丁目,-,東京都新宿区大久保2丁目19大久保二丁目,35.701215,139.704627,大久保二丁目(東京都),7,0.142857,飯６２,都営バス,都営飯田橋駅前方面,小滝橋車庫前方面,バス停
新宿区,岩戸町,-,東京都新宿区岩戸町牛込神楽坂駅前,35.701641,139.737562,牛込神楽坂駅前,4,0.25,飯６２,都営バス,都営飯田橋駅前方面,小滝橋車庫前方面,バス停
新宿区,片町,-,東京都新宿区片町1?1,35.69217,139.7256,合羽坂下,4,0.25,宿７５,都営バス,三宅坂方面,新宿駅西口方面,バス停
新宿区,片町,-,東京都新宿区片町1?1,35.69217,139.7256,合羽坂下,4,0.25,高７１,都営バス,九段下（バス）方面,高田馬場駅前方面,バス停
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目16歌舞伎町,35.693605,139.701907,歌舞伎町,4,0.25,宿７４,都営バス,東京女子医大前（東京都）方面,新宿駅西口方面,バス停
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目16歌舞伎町,35.693605,139.701907,歌舞伎町,4,0.25,宿７５,都営バス,三宅坂方面,新宿駅西口方面,バス停
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目16歌舞伎町,35.693605,139.701907,歌舞伎町,1,1,早７７,都営バス,早稲田（東京都）方面,新宿駅西口方面,バス停
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目16歌舞伎町,35.693605,139.701907,歌舞伎町,2,0.5,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目16歌舞伎町,35.693605,139.701907,歌舞伎町,2,0.5,品９７〔休日〕,都営バス,新宿駅西口方面,新宿二丁目（新宿区）/品川駅高輪口方面,バス停
新宿区,若松町,-,東京都新宿区河田町10?10若松河田駅,35.69936,139.7186,河田町,5,0.2,宿７４,都営バス,東京女子医大前（東京都）方面,新宿駅西口方面,バス停
新宿区,若松町,-,東京都新宿区河田町10?10若松河田駅,35.69936,139.7186,河田町,5,0.2,宿７５,都営バス,三宅坂方面,新宿駅西口方面,バス停
新宿区,若松町,-,東京都新宿区河田町10?10若松河田駅,35.69936,139.7186,河田町,5,0.2,早８１(早大正門-渋谷駅東口),都営バス,渋谷駅東口〔都営バス〕方面,-,バス停
新宿区,若松町,-,東京都新宿区河田町10?10若松河田駅,35.69936,139.7186,河田町,5,0.2,高７１,都営バス,九段下（バス）方面,高田馬場駅前方面,バス停
新宿区,若松町,-,東京都新宿区河田町10?10若松河田駅,35.69936,139.7186,河田町,5,0.2,早８１(渋谷駅東口-早大正門),都営バス,早大正門方面,-,バス停
新宿区,若松町,-,東京都新宿区河田町10?10若松河田駅,35.69936,139.7186,河田町,6,0.166667,宿７５〔女子医大発着〕,都営バス,東京女子医大前（東京都）方面,-,バス停
新宿区,喜久井町,-,東京都新宿区喜久井町喜久井町,35.70303,139.7216,喜久井町,6,0.166667,早８１(早大正門-渋谷駅東口),都営バス,渋谷駅東口〔都営バス〕方面,-,バス停
新宿区,喜久井町,-,東京都新宿区喜久井町喜久井町,35.70303,139.7216,喜久井町,6,0.166667,早８１(渋谷駅東口-早大正門),都営バス,早大正門方面,-,バス停
新宿区,新宿六丁目,-,東京都新宿区新宿6丁目27東新宿保健ｾﾝﾀｰ前,35.697621,139.709811,東新宿保健センター前,6,0.166667,宿７５,都営バス,三宅坂方面,新宿駅西口方面,バス停
新宿区,新宿六丁目,-,東京都新宿区新宿6丁目27東新宿保健ｾﾝﾀｰ前,35.697621,139.709811,東新宿保健センター前,6,0.166667,高７１,都営バス,九段下（バス）方面,高田馬場駅前方面,バス停
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1丁目9早稲田,35.71122,139.7208,グランド坂下,6,0.166667,上６９(小滝橋車庫前-上野公園),都営バス,上野公園（東京都）方面,-,バス停
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1丁目9早稲田,35.71122,139.7208,グランド坂下,2,0.5,飯６４(小滝橋車庫前-九段下),都営バス,九段下（バス）方面,-,バス停
新宿区,新宿一丁目,-,東京都新宿区新宿1丁目34新宿一丁目北,35.691417,139.710538,新宿一丁目北,2,0.5,白６１,都営バス,新宿駅西口方面,練馬駅前方面,バス停
新宿区,戸山一丁目,-,東京都新宿区戸山1丁目2?2金子畳店,35.70119,139.718,戸山町,2,0.5,宿７４,都営バス,東京女子医大前（東京都）方面,新宿駅西口方面,バス停
新宿区,戸山一丁目,-,東京都新宿区戸山1丁目2?2金子畳店,35.70119,139.718,戸山町,2,0.5,橋６３,都営バス,新橋駅前方面,小滝橋車庫前方面,バス停
新宿区,戸山一丁目,-,東京都新宿区戸山1丁目2?2金子畳店,35.70119,139.718,戸山町,2,0.5,飯６２,都営バス,都営飯田橋駅前方面,小滝橋車庫前方面,バス停
新宿区,大京町,-,東京都新宿区大京町四谷第六小学校入口,35.681525,139.714472,四谷第六小学校入口,2,0.5,早８１(早大正門-渋谷駅東口),都営バス,渋谷駅東口〔都営バス〕方面,-,バス停
新宿区,大京町,-,東京都新宿区大京町四谷第六小学校入口,35.681525,139.714472,四谷第六小学校入口,1,1,早８１(渋谷駅東口-早大正門),都営バス,早大正門方面,-,バス停
新宿区,須賀町,-,東京都新宿区須賀町14?5,35.68442,139.7201,左門町,3,0.333333,品９７,都営バス,新宿駅西口方面,品川駅高輪口方面,バス停
