指標名,バス停,,,,,,,,,,,,
出典,NAVITIME,,,,,,,,,,,,
年次,2023/1/27 取得,,,,,,,,,,,,
URL,https://www.navitime.co.jp/,,,,,,,,,,,,
備考,"（2021年度：3,601件、2022年度：3568件）",,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁目,エリア,住所,緯度,経度,バス停名,路線数,1÷路線数,バス路線名,事業者名・系統等,方面1,方面2,種類
港区,台場二丁目,-,東京都港区台場2丁目6台場駅前,35.625815,139.771484,台場駅前,2,0.5,森40：お台場→平和島駅→大森駅,京急バス,大森駅〔東口〕方面,-,バス停
港区,台場二丁目,-,東京都港区台場2丁目4ﾌｼﾞﾃﾚﾋﾞ前(ﾊﾞｽ)(羽田空港線･下り),35.627692,139.774974,フジテレビ前,2,0.5,海０１,都営バス,東京テレポート駅前方面,門前仲町（バス）方面,バス停
港区,台場二丁目,-,東京都港区台場2丁目4ﾌｼﾞﾃﾚﾋﾞ前(ﾊﾞｽ)(羽田空港線･下り),35.627692,139.774974,フジテレビ前,4,0.25,陽１２-３,都営バス,東京テレポート駅前方面,東陽町駅前方面,バス停
港区,台場二丁目,-,東京都港区台場2丁目4ﾌｼﾞﾃﾚﾋﾞ前(ﾊﾞｽ)(羽田空港線･下り),35.627692,139.774974,フジテレビ前,4,0.25,井30他：大井町→お台場,京急バス,台場駅前方面,-,バス停
港区,台場二丁目,-,東京都港区台場2丁目4ﾌｼﾞﾃﾚﾋﾞ前(ﾊﾞｽ)(羽田空港線･下り),35.627692,139.774974,フジテレビ前,4,0.25,森30：大森駅→大森海岸駅→お台場,京急バス,台場駅前方面,-,バス停
港区,台場二丁目,-,東京都港区台場2丁目4ﾌｼﾞﾃﾚﾋﾞ前(ﾊﾞｽ)(羽田空港線･下り),35.627692,139.774974,フジテレビ前,4,0.25,東京-神奈川/お台場-横浜,高速バス,横浜駅東口／ＹＣＡＴ方面,-,バス停
港区,台場二丁目,-,東京都港区台場2丁目4ﾌｼﾞﾃﾚﾋﾞ前(ﾊﾞｽ)(羽田空港線･下り),35.627692,139.774974,フジテレビ前,2,0.5,品川・台場循環〔台場方面〕,お台場レインボーバス,グランドニッコー東京　台場/台場一丁目方面,-,バス停
港区,台場二丁目,-,東京都港区台場2丁目4ﾌｼﾞﾃﾚﾋﾞ前(ﾊﾞｽ)(羽田空港線･下り),35.627692,139.774974,フジテレビ前,2,0.5,品川・台場循環〔品川方面〕,お台場レインボーバス,台場一丁目/品川駅港南口方面,-,バス停
港区,浜松町二丁目,-,東京都港区浜松町2丁目4?1,35.655347,139.75617,浜松町バスターミナル,2,0.5,ザ・プリンスパークタワー東京-浜松町,シャトルバス,東京プリンスホテル方面,-,バス停
港区,港南五丁目,-,東京都港区港南5丁目6港南大橋東詰,35.629768,139.756045,港南大橋東詰,2,0.5,品９９(品川駅港南口-品川埠頭),都営バス,品川埠頭方面,-,バス停
港区,港南四丁目,-,東京都港区港南4丁目5東京海洋大学本部前,35.628867,139.74735,東京海洋大学本部前,2,0.5,品９６乙,都営バス,りんかい線天王洲アイル駅前方面,品川駅港南口方面,バス停
港区,港南四丁目,-,東京都港区港南4丁目5東京海洋大学本部前,35.628867,139.74735,東京海洋大学本部前,2,0.5,品９６甲,都営バス,品川駅港南口/天王洲アイル（バス）方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目10六本木ﾋﾙｽﾞ,35.66049,139.7296,六本木ヒルズ,1,1,反９６,都営バス,五反田駅方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目10六本木ﾋﾙｽﾞ,35.66049,139.7296,六本木ヒルズ,1,1,ＲＨ０１,都営バス,渋谷駅前方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目10六本木ﾋﾙｽﾞ,35.66049,139.7296,六本木ヒルズ,4,0.25,田町ルート,ちぃばす,田町駅東口方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目10六本木ﾋﾙｽﾞ,35.66049,139.7296,六本木ヒルズ,4,0.25,赤坂ルート(六本木ヒルズ-赤坂駅前),ちぃばす,赤坂駅前（東京都）方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目10六本木ﾋﾙｽﾞ,35.66049,139.7296,六本木ヒルズ,4,0.25,青山ルート,ちぃばす,赤坂見附駅方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目12,35.65916,139.7302,六本木けやき坂,4,0.25,ＲＨ０１,都営バス,渋谷駅前方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目12,35.65916,139.7302,六本木けやき坂,3,0.333333,田町ルート,ちぃばす,六本木ヒルズ方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目12,35.65916,139.7302,六本木けやき坂,3,0.333333,赤坂ルート(六本木ヒルズ-赤坂駅前),ちぃばす,赤坂駅前（東京都）方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目12,35.65916,139.7302,六本木けやき坂,3,0.333333,麻布東ルート,ちぃばす,港区役所（東京都）方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目12,35.65916,139.7302,六本木けやき坂,4,0.25,麻布西ルート,ちぃばす,広尾駅（東京都）方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目12,35.65916,139.7302,六本木けやき坂,4,0.25,青山ルート,ちぃばす,赤坂見附駅方面,-,バス停
港区,芝浦三丁目,-,東京都港区芝浦3丁目2田町駅東口前,35.644389,139.749505,田町駅東口前,4,0.25,浜９５,都営バス,東京タワー〔構内〕方面,品川駅港南口方面,バス停
港区,芝浦三丁目,-,東京都港区芝浦3丁目2田町駅東口前,35.644389,139.749505,田町駅東口前,4,0.25,田９２,都営バス,田町駅東口方面,品川駅港南口方面,バス停
港区,芝浦三丁目,-,東京都港区芝浦3丁目2田町駅東口前,35.644389,139.749505,田町駅東口前,6,0.166667,田９９,都営バス,田町駅東口方面,-,バス停
港区,港南四丁目,-,東京都港区港南4丁目5港南小学校前,35.628781,139.749397,港南小学校前,6,0.166667,品９６乙,都営バス,りんかい線天王洲アイル駅前方面,品川駅港南口方面,バス停
港区,港南四丁目,-,東京都港区港南4丁目5港南小学校前,35.628781,139.749397,港南小学校前,6,0.166667,品９６甲,都営バス,品川駅港南口/天王洲アイル（バス）方面,-,バス停
港区,港南四丁目,-,東京都港区港南4丁目5港南小学校前,35.628781,139.749397,港南小学校前,6,0.166667,芝浦港南ルート(田町-品川),ちぃばす,品川駅港南口方面,田町駅東口方面,バス停
港区,港南三丁目,-,東京都港区港南3丁目4?27,35.63374,139.748244,浜路橋,6,0.166667,田９９,都営バス,田町駅東口方面,品川駅港南口方面,バス停
港区,港南三丁目,-,東京都港区港南3丁目4?27,35.63374,139.748244,浜路橋,6,0.166667,芝浦港南ルート(田町-品川),ちぃばす,品川駅港南口方面,田町駅東口方面,バス停
港区,海岸三丁目,-,東京都港区海岸3丁目9海岸通り裏,35.638724,139.754496,海岸通り裏,2,0.5,田９９,都営バス,田町駅東口方面,-,バス停
港区,海岸三丁目,-,東京都港区海岸3丁目21芝浦埠頭,35.63995,139.7569,芝浦埠頭,2,0.5,田９９,都営バス,田町駅東口方面,品川駅港南口方面,バス停
港区,海岸三丁目,-,東京都港区海岸3丁目16埠頭公園入口,35.642336,139.756028,埠頭公園入口,2,0.5,田９９,都営バス,田町駅東口方面,品川駅港南口方面,バス停
港区,海岸三丁目,-,東京都港区海岸3丁目16埠頭公園入口,35.642336,139.756028,埠頭公園入口,2,0.5,芝浦港南ルート(田町-芝浦ふ頭),ちぃばす,芝浦ふ頭南方面,-,バス停
港区,台場二丁目,-,東京都港区台場2丁目3台場二丁目[東京Jﾎﾟﾘｽ前](ﾊﾞｽ),35.628385,139.776239,台場二丁目,2,0.5,海０１,都営バス,東京テレポート駅前方面,門前仲町（バス）方面,バス停
港区,台場二丁目,-,東京都港区台場2丁目3台場二丁目[東京Jﾎﾟﾘｽ前](ﾊﾞｽ),35.628385,139.776239,台場二丁目,2,0.5,陽１２-３,都営バス,東京テレポート駅前方面,東陽町駅前方面,バス停
港区,台場二丁目,-,東京都港区台場2丁目3台場二丁目[東京Jﾎﾟﾘｽ前](ﾊﾞｽ),35.628385,139.776239,台場二丁目,2,0.5,品川・台場循環〔台場方面〕,お台場レインボーバス,グランドニッコー東京　台場/台場一丁目方面,-,バス停
港区,台場二丁目,-,東京都港区台場2丁目3台場二丁目[東京Jﾎﾟﾘｽ前](ﾊﾞｽ),35.628385,139.776239,台場二丁目,2,0.5,品川・台場循環〔品川方面〕,お台場レインボーバス,台場一丁目/品川駅港南口方面,-,バス停
港区,港南五丁目,-,東京都港区港南5丁目1?27,35.62876,139.7545,港南大橋下,5,0.2,品９９(品川駅港南口-品川埠頭),都営バス,品川埠頭方面,-,バス停
港区,芝公園四丁目,-,東京都港区芝公園4丁目2?8,35.65858,139.745433,東京タワー〔都道沿い〕,5,0.2,橋８６,都営バス,目黒駅前方面,-,バス停
港区,芝公園四丁目,-,東京都港区芝公園4丁目2?8,35.65858,139.745433,東京タワー〔都道沿い〕,5,0.2,浜９５,都営バス,品川駅港南口方面,-,バス停
港区,芝公園四丁目,-,東京都港区芝公園4丁目2?8,35.65858,139.745433,東京タワー〔都道沿い〕,5,0.2,東98,東急バス,等々力操車所方面,東京駅丸の内南口方面,バス停
港区,東麻布一丁目,-,東京都港区東麻布1丁目25赤羽橋交差点,35.655813,139.744845,赤羽橋交差点,5,0.2,橋８６,都営バス,新橋駅前方面,目黒駅前方面,バス停
港区,高輪三丁目,-,東京都港区高輪3丁目26品川駅(ﾊﾞｽ),35.62829,139.7377,品川駅,1,1,品94/井03他,東急バス,蒲田駅〔西口〕方面,-,バス停
港区,高輪三丁目,-,東京都港区高輪3丁目26品川駅(ﾊﾞｽ),35.62829,139.7377,品川駅,2,0.5,渋43〔新馬場駅前-高輪ゲ―トウェイ駅〕,東急バス,高輪ゲートウェイ駅方面,新馬場駅前/渋谷駅方面,バス停
港区,港南二丁目,-,東京都港区港南2丁目1高輪ｹﾞｰﾄｳｪｲ駅,35.635521,139.740681,高輪ゲートウェイ駅,2,0.5,渋43〔新馬場駅前-高輪ゲ―トウェイ駅〕,東急バス,新馬場駅前/渋谷駅方面,-,バス停
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1丁目1新橋駅,35.666139,139.760217,新橋駅〔京王バス〕,3,0.333333,052・050〔渋谷駅-新宿駅西口-東京八重洲〕,京王バス,新宿駅西口/渋谷駅方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目10?1六本木ﾋﾙｽﾞ森ﾀﾜｰ23F,35.660238,139.730077,六本木ヒルズ〔高速バス〕,3,0.333333,東京特急ニュースター号,高速バス,京都駅八条口/大阪駅前〔桜橋口ＪＲ線高架下〕方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目10?1六本木ﾋﾙｽﾞ森ﾀﾜｰ23F,35.660238,139.730077,六本木ヒルズ〔高速バス〕,3,0.333333,東名特急ニュースター号,高速バス,名古屋駅〔大阪バス〕方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目10?1六本木ﾋﾙｽﾞ森ﾀﾜｰ23F,35.660238,139.730077,六本木ヒルズ〔高速バス〕,2,0.5,仙台特急ニュースター号,高速バス,仙台駅東口方面,-,バス停
港区,六本木六丁目,六本木,東京都港区六本木6丁目10?1六本木ﾋﾙｽﾞ森ﾀﾜｰ23F,35.660238,139.730077,六本木ヒルズ〔高速バス〕,2,0.5,群馬-横浜ニュースター号,高速バス,伊香保案内所方面,-,バス停
港区,北青山三丁目,-,東京都港区北青山3丁目6?12表参道駅,35.665251,139.712092,表参道駅,1,1,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
港区,北青山三丁目,-,東京都港区北青山3丁目6?12表参道駅,35.665251,139.712092,表参道駅,4,0.25,青山ルート,ちぃばす,赤坂見附駅方面,六本木ヒルズ方面,バス停
港区,南青山三丁目,-,東京都港区南青山3丁目1南青山三丁目交差点,35.668648,139.715789,南青山三丁目交差点,4,0.25,神宮の杜ルート,ハチ公バス,代々木駅方面,渋谷区役所/渋谷駅ハチ公口方面,バス停
港区,南青山三丁目,-,東京都港区南青山3丁目1南青山三丁目交差点,35.668648,139.715789,南青山三丁目交差点,4,0.25,青山ルート,ちぃばす,赤坂見附駅方面,六本木ヒルズ方面,バス停
港区,芝浦四丁目,-,東京都港区芝浦4丁目19芝浦車庫,35.63865,139.7504,芝浦車庫,4,0.25,芝浦車庫出入,ちぃばす,田町駅東口/六本木ヒルズ方面,-,バス停
港区,芝浦四丁目,-,東京都港区芝浦4丁目19芝浦車庫,35.63865,139.7504,芝浦車庫,1,1,東京-岩手/岩手きずな号〔東京-盛岡・久慈〕,高速バス,盛岡駅西口/久慈駅前方面,-,バス停
港区,芝五丁目,-,東京都港区芝5丁目33浅草線三田駅前,35.64724,139.748459,浅草線三田駅前,2,0.5,田町ルート,ちぃばす,六本木ヒルズ方面,田町駅東口方面,バス停
港区,芝五丁目,-,東京都港区芝5丁目33浅草線三田駅前,35.64724,139.748459,浅草線三田駅前,2,0.5,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
港区,芝五丁目,-,東京都港区芝5丁目33浅草線三田駅前,35.64724,139.748459,浅草線三田駅前,1,1,高輪ルート,ちぃばす,品川駅港南口方面,-,バス停
港区,芝三丁目,-,東京都港区芝3丁目8?1ﾗ･ﾄｩｰﾙ芝公園ｱﾈｯｸｽ,35.652377,139.746682,芝三丁目(東京都),1,1,田町ルート,ちぃばす,六本木ヒルズ方面,-,バス停
港区,芝三丁目,-,東京都港区芝3丁目8芝三丁目北,35.652829,139.747043,芝三丁目北,2,0.5,田町ルート,ちぃばす,六本木ヒルズ方面,-,バス停
港区,芝三丁目,-,東京都港区芝3丁目14赤羽橋南,35.65354,139.746,赤羽橋南,2,0.5,田町ルート,ちぃばす,六本木ヒルズ方面,-,バス停
港区,三田一丁目,-,東京都港区三田1丁目7三田一丁目,35.654799,139.739817,三田一丁目(東京都),1,1,田町ルート,ちぃばす,六本木ヒルズ方面,-,バス停
港区,麻布十番二丁目,-,東京都港区麻布十番2丁目13?5COCOSPACE麻布十番501,35.654654,139.735186,麻布十番,1,1,田町ルート,ちぃばす,六本木ヒルズ方面,-,バス停
港区,麻布十番二丁目,-,東京都港区麻布十番2丁目13?5COCOSPACE麻布十番501,35.654654,139.735186,麻布十番,1,1,麻布西ルート,ちぃばす,六本木けやき坂方面,-,バス停
港区,六本木五丁目,六本木,東京都港区六本木5丁目6?15鳥居坂教会,35.66033,139.7347,麻布地区総合支所前,1,1,田町ルート,ちぃばす,田町駅東口方面,-,バス停
港区,六本木五丁目,六本木,東京都港区六本木5丁目6?15鳥居坂教会,35.66033,139.7347,麻布地区総合支所前,2,0.5,麻布東ルート,ちぃばす,六本木けやき坂方面,港区役所（東京都）方面,バス停
港区,六本木五丁目,六本木,東京都港区六本木5丁目6?15鳥居坂教会,35.66033,139.7347,麻布地区総合支所前,2,0.5,麻布西ルート,ちぃばす,広尾駅（東京都）方面,-,バス停
港区,六本木五丁目,六本木,東京都港区六本木5丁目14東洋英和女学院前,35.659222,139.73439,東洋英和女学院前,4,0.25,田町ルート,ちぃばす,田町駅東口方面,-,バス停
港区,六本木五丁目,六本木,東京都港区六本木5丁目14東洋英和女学院前,35.659222,139.73439,東洋英和女学院前,4,0.25,麻布東ルート,ちぃばす,六本木けやき坂方面,港区役所（東京都）方面,バス停
港区,麻布十番一丁目,-,東京都港区麻布十番1丁目4麻布十番公共駐車場前,35.65694,139.734505,麻布十番公共駐車場前,4,0.25,田町ルート,ちぃばす,田町駅東口方面,-,バス停
港区,東麻布二丁目,-,東京都港区東麻布2丁目33法務局入口,35.656022,139.739203,法務局入口(東京都),4,0.25,田町ルート,ちぃばす,田町駅東口方面,-,バス停
港区,東麻布二丁目,-,東京都港区東麻布2丁目35東麻布二丁目(麻布東ﾙｰﾄ),35.655304,139.741196,東麻布二丁目,2,0.5,田町ルート,ちぃばす,田町駅東口方面,-,バス停
港区,東麻布二丁目,-,東京都港区東麻布2丁目35東麻布二丁目(麻布東ﾙｰﾄ),35.655304,139.741196,東麻布二丁目,2,0.5,麻布東ルート,ちぃばす,六本木けやき坂方面,-,バス停
港区,芝三丁目,-,東京都港区三田1丁目4赤羽橋駅前(ﾊﾞｽ),35.65332,139.7451,赤羽橋,5,0.2,田町ルート,ちぃばす,田町駅東口方面,-,バス停
港区,芝三丁目,-,東京都港区芝3丁目28芝三丁目西,35.65124,139.745,芝三丁目西,5,0.2,田町ルート,ちぃばす,田町駅東口方面,-,バス停
港区,芝三丁目,-,東京都港区芝3丁目39芝三丁目南,35.650226,139.746626,芝三丁目南,5,0.2,田町ルート,ちぃばす,田町駅東口方面,-,バス停
港区,芝四丁目,-,東京都港区芝4丁目1三田線三田駅前,35.648577,139.749055,三田線三田駅前,5,0.2,田町ルート,ちぃばす,六本木ヒルズ方面,田町駅東口方面,バス停
港区,芝四丁目,-,東京都港区芝4丁目1三田線三田駅前,35.648577,139.749055,三田線三田駅前,5,0.2,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
港区,芝四丁目,-,東京都港区芝4丁目1三田線三田駅前,35.648577,139.749055,三田線三田駅前,2,0.5,高輪ルート,ちぃばす,品川駅港南口方面,-,バス停
港区,芝五丁目,-,東京都港区芝5丁目34田町駅西口,35.646504,139.746729,田町駅西口,2,0.5,田町ルート,ちぃばす,田町駅東口方面,-,バス停
港区,芝五丁目,-,東京都港区芝5丁目34田町駅西口,35.646504,139.746729,田町駅西口,4,0.25,芝ルート,ちぃばす,みなとパーク芝浦方面,-,バス停
港区,六本木七丁目,六本木,東京都港区六本木7丁目15六本木七丁目南,35.662357,139.730003,六本木七丁目南,4,0.25,赤坂ルート(六本木ヒルズ-赤坂駅前),ちぃばす,赤坂駅前（東京都）方面,-,バス停
港区,六本木七丁目,六本木,東京都港区六本木7丁目14六本木交差点北,35.663973,139.731348,六本木交差点北,4,0.25,赤坂ルート(六本木ヒルズ-赤坂駅前),ちぃばす,赤坂駅前（東京都）方面,-,バス停
港区,六本木七丁目,六本木,東京都港区六本木7丁目8六本木七丁目,35.66484,139.73023,六本木七丁目,4,0.25,赤坂ルート(六本木ヒルズ-赤坂駅前),ちぃばす,赤坂駅前（東京都）方面,-,バス停
港区,赤坂九丁目,六本木,東京都港区六本木7丁目3乃木坂駅入口,35.666181,139.728358,乃木坂駅入口,3,0.333333,赤坂ルート(六本木ヒルズ-赤坂駅前),ちぃばす,赤坂駅前（東京都）方面,-,バス停
港区,赤坂九丁目,六本木,東京都港区赤坂8丁目13赤坂小前,35.66874,139.7308,赤坂小前,3,0.333333,赤坂ルート(六本木ヒルズ-赤坂駅前),ちぃばす,赤坂駅前（東京都）方面,-,バス停
港区,赤坂九丁目,六本木,東京都港区赤坂8丁目13赤坂小前,35.66874,139.7308,赤坂小前,3,0.333333,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂五丁目,赤坂,東京都港区赤坂5丁目5赤坂五丁目交番前,35.670407,139.734105,赤坂五丁目交番前,6,0.166667,赤坂ルート(六本木ヒルズ-赤坂駅前),ちぃばす,赤坂駅前（東京都）方面,-,バス停
港区,赤坂五丁目,赤坂,東京都港区赤坂5丁目4赤坂駅前,35.671722,139.735729,赤坂駅前(東京都),6,0.166667,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂三丁目,赤坂,東京都港区赤坂3丁目1赤坂見附駅,35.677304,139.736907,赤坂見附駅,6,0.166667,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂三丁目,赤坂,東京都港区赤坂3丁目1赤坂見附駅,35.677304,139.736907,赤坂見附駅,6,0.166667,青山ルート,ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂四丁目,赤坂,東京都港区赤坂4丁目18赤坂地区総合支所前,35.674922,139.731526,赤坂地区総合支所前,6,0.166667,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂四丁目,赤坂,東京都港区赤坂4丁目18赤坂地区総合支所前,35.674922,139.731526,赤坂地区総合支所前,6,0.166667,青山ルート,ちぃばす,赤坂見附駅方面,六本木ヒルズ方面,バス停
港区,赤坂七丁目,赤坂,東京都港区赤坂7丁目3高橋是清翁記念公園前,35.674076,139.728642,高橋是清翁記念公園前,1,1,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂七丁目,赤坂,東京都港区赤坂7丁目3高橋是清翁記念公園前,35.674076,139.728642,高橋是清翁記念公園前,1,1,青山ルート,ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂八丁目,赤坂,東京都港区赤坂8丁目4赤坂郵便局前,35.673344,139.726419,赤坂郵便局前,4,0.25,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂八丁目,赤坂,東京都港区赤坂8丁目4赤坂郵便局前,35.673344,139.726419,赤坂郵便局前,4,0.25,青山ルート,ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂八丁目,赤坂,東京都港区赤坂8丁目10山王病院前,35.66966,139.7269,山王病院前(東京都),4,0.25,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂九丁目,六本木,東京都港区赤坂9丁目6乃木公園,35.66732,139.7274,乃木公園,4,0.25,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂六丁目,赤坂,東京都港区赤坂6丁目16赤坂六丁目,35.668359,139.732856,赤坂六丁目,3,0.333333,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,-,バス停
港区,赤坂九丁目,六本木,東京都港区赤坂9丁目7?7檜町公園,35.666915,139.732191,檜町公園,3,0.333333,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,-,バス停
港区,北青山三丁目,-,東京都港区北青山3丁目5,35.666086,139.7122,北青山三丁目〔ハチ公バス〕,3,0.333333,神宮の杜ルート,ハチ公バス,渋谷区役所/渋谷駅ハチ公口方面,-,バス停
港区,愛宕一丁目,虎ノ門,東京都港区愛宕1丁目1愛宕一丁目,35.666434,139.748519,愛宕一丁目(東京都),1,1,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3丁目21慈恵医大病院入口,35.663296,139.752373,慈恵医大病院入口,1,1,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
港区,新橋六丁目,虎ノ門広域,東京都港区新橋6丁目18?12,35.660947,139.752689,愛宕警察署,1,1,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
港区,芝公園一丁目,-,東京都港区芝公園1丁目1?12芝公園5号地,35.66011,139.7511,御成門駅,3,0.333333,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
港区,芝公園一丁目,-,東京都港区芝公園1丁目1?12芝公園5号地,35.66011,139.7511,御成門駅,3,0.333333,麻布東ルート,ちぃばす,六本木けやき坂方面,-,バス停
港区,芝公園一丁目,-,東京都港区芝公園1丁目5?25港区役所11F,35.658023,139.75148,港区役所(東京都),3,0.333333,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
港区,芝公園二丁目,-,東京都港区芝公園4丁目8?14芝公園駅,35.653933,139.749831,芝公園駅,3,0.333333,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
港区,芝一丁目,-,東京都港区芝1丁目11芝一丁目,35.650557,139.753838,芝一丁目,3,0.333333,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
港区,芝四丁目,-,東京都港区芝4丁目6芝四丁目,35.649408,139.751791,芝四丁目(東京都),3,0.333333,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2丁目15?9S-PLAZA弥生Ⅱ地下1階,35.66616,139.7566,烏森神社,1,1,芝ルート,ちぃばす,新橋駅〔ちぃばす〕方面,-,バス停
港区,東麻布三丁目,-,東京都港区東麻布3丁目3法務局前,35.657102,139.73905,法務局前(東京都),3,0.333333,麻布東ルート,ちぃばす,六本木けやき坂方面,-,バス停
港区,南麻布五丁目,-,東京都港区南麻布5丁目5?9,35.65371,139.726,愛育クリニック,3,0.333333,麻布西ルート,ちぃばす,広尾駅（東京都）方面,-,バス停
港区,南麻布五丁目,-,東京都港区南麻布5丁目7?29有栖川宮記念公園,35.652083,139.725799,有栖川宮記念公園,3,0.333333,麻布西ルート,ちぃばす,広尾駅（東京都）方面,-,バス停
港区,南麻布四丁目,-,東京都港区南麻布4丁目1広尾駅,35.650522,139.722466,広尾駅(東京都),2,0.5,麻布西ルート,ちぃばす,六本木けやき坂方面,-,バス停
港区,南麻布四丁目,-,東京都港区南麻布4丁目11?25,35.647439,139.727458,光林寺,2,0.5,麻布西ルート,ちぃばす,六本木けやき坂方面,-,バス停
港区,麻布十番二丁目,-,東京都港区麻布十番2丁目21麻布十番二丁目,35.654102,139.736759,麻布十番二丁目,3,0.333333,麻布西ルート,ちぃばす,六本木けやき坂方面,-,バス停
港区,芝公園一丁目,-,東京都港区芝公園1丁目5?25,35.658081,139.751508,麻布いーすと通り,3,0.333333,麻布東ルート,ちぃばす,港区役所（東京都）方面,-,バス停
港区,虎ノ門三丁目,虎ノ門,東京都港区虎ﾉ門3丁目21御成門北,35.66183,139.7481,御成門北,3,0.333333,麻布東ルート,ちぃばす,港区役所（東京都）方面,-,バス停
港区,西新橋三丁目,虎ノ門,東京都港区西新橋3丁目25御成門,35.661374,139.750536,御成門中学校,2,0.5,麻布東ルート,ちぃばす,港区役所（東京都）方面,-,バス停
港区,港南二丁目,-,東京都港区港南2丁目16港南二丁目,35.624849,139.739884,港南二丁目,2,0.5,高輪ルート,ちぃばす,浅草線三田駅前方面,品川駅港南口方面,バス停
港区,高輪四丁目,-,東京都港区高輪4丁目23高輪四丁目,35.6264,139.737645,高輪四丁目,6,0.166667,高輪ルート,ちぃばす,浅草線三田駅前方面,品川駅港南口方面,バス停
港区,高輪三丁目,-,東京都港区高輪3丁目10?11,35.63121,139.73193,東京高輪病院,6,0.166667,高輪ルート,ちぃばす,浅草線三田駅前方面,品川駅港南口方面,バス停
港区,高輪一丁目,-,東京都港区高輪1丁目16白金高輪駅前(ﾊﾞｽ),35.6422,139.734,高輪地区総合支所前,6,0.166667,高輪ルート,ちぃばす,浅草線三田駅前方面,品川駅港南口方面,バス停
港区,芝浦二丁目,-,東京都港区芝浦2丁目15竹芝橋,35.645006,139.753275,竹芝橋,6,0.166667,芝浦港南ルート(田町-芝浦ふ頭),ちぃばす,日の出桟橋入口/品川駅港南口方面,田町駅東口方面,バス停
港区,芝浦四丁目,-,東京都港区芝浦4丁目21芝浦ｱｲﾗﾝﾄﾞ,35.640929,139.751694,芝浦アイランド,6,0.166667,芝浦港南ルート(田町-芝浦ふ頭),ちぃばす,日の出桟橋入口/品川駅港南口方面,田町駅東口方面,バス停
