指標名,インターナショナルスクール,,,,,※2022年度の納品物について,,,,
出典,PLAZA HOMES,,,,,　昨年度から掲載がなくなったスクールが何校かある。調べてみると、データ取得時点でも営業していると思われるものもあるが、,,,,
年次,2023/2/21,,,,,　本納品物としては、出典URLに即して作成することとし、掲載がなくなったものは場外している。（理由は不明）,,,,
URL,https://www.plazahomes.co.jp/living-in-tokyo/international-schools/,,,,,,,,,
備考,（2019年度：53件、2020年度：59件、2021年度：63件、2022年度：58件）,,,,,,,,,
,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,英語名,対象,共学/別学,URL
港区,元麻布二丁目,-,東京都港区元麻布2-11-8,35.655439,139.730781,ABCインターナショナルスクール,ABC International School,1歳 - 5歳,共学,http://www.abcinternationalschool.com/
港区,西麻布三丁目,-,東京都港区西麻布3-17-3,35.658628,139.726596,CHATEAU SCHOOL,CHATEAU SCHOOL,0歳 - 6歳　（アフタースクール　3 - 12歳）,共学,https://www.chateau-school.com/
港区,南青山六丁目,-,東京都港区南青山6-13-17,35.659588,139.714644,Four Leaves International School Tokyo,Four Leaves International School Tokyo,1歳?6歳,共学,https://flist.co.jp/
港区,南麻布三丁目,-,東京都港区南麻布3-11-4,35.648884,139.729176,Ivy Prep インターナショナルスクール,Ivy Prep International School,6ヶ月から6歳,共学,https://www.giftedschooltokyo.com/
港区,元麻布二丁目,-,東京都港区元麻布2-12-14,35.654687,139.730726,J's インターナショナルスクール,J's International School,15ヶ月 - 6歳,共学,https://www.js-international-school.com/
港区,白金台五丁目,-,東京都港区白金台5-13-39,35.638805,139.722211,Kスペース インターナショナル プリスクール アンド キンダーガーテン,Kspace International Preschool and Kindergarten,14ヶ月 - 6歳,共学,https://www.kspacetokyo.org/main/
港区,六本木二丁目,六本木,東京都港区六本木2-1-1,35.66773,139.736672,Mitsui Gardens International Preschool,Mitsui Gardens International Preschool,15ヶ月 - 5歳,共学,https://mitsuigardensinternationalpreschool.com/
港区,芝公園二丁目,-,東京都港区芝公園2-8-2,35.654582,139.751157,Star Kids International Preschool,Star Kids International Preschool,1歳 - 6歳 (English Club: 7 -12 歳),共学,http://www.starkids-japan.com/
港区,東麻布一丁目,-,東京都港区東麻布1-26-2 セラフテン麻布3F,35.655417,139.744802,Tokyo International Kindercare （麻布）,Tokyo International Kindercare (Azabu),18ケ月 - 6歳,共学,https://tokyokinder.com/
港区,三田五丁目,-,東京都港区三田5-4-1,35.647846,139.738659,アイインターナショナルスクール,ai International School,18ヶ月 - 6 歳,共学,http://www.aiinternationalschool.com/
港区,白金台五丁目,-,東京都港区白金台5-13-28-102,35.637702,139.722511,アイラ・インターナショナルスクール,Ayla International School,1 - 6 歳,共学,https://www.aylais.com/
港区,六本木六丁目,六本木,東京都港区六本木6-16-5,35.658156,139.731045,アメリカンスクールインジャパン　アーリーラーニングセンター,"American School in Japan, Early Learning Center",3歳 - 6歳,共学,http://www.ins-navi.com/schoolinfo/t23_asij.html
港区,赤坂九丁目,六本木,東京都港区赤坂9-2-16,35.667771,139.73235,イートンハウス インターナショナルプリスクール東京,Eton House International Pre-school Tokyo,15ヶ月 - 6歳,共学,https://etonhouse.co.jp/
港区,元麻布二丁目,-,東京都港区元麻布2-14-28,35.652415,139.729307,ウィローブルック インターナショナルスクール,Willowbrook International School,15ヶ月 - 5歳,共学,https://www.willowbrookschool.com/
港区,元麻布三丁目,-,東京都港区元麻布3-12-36,35.656103,139.731159,オハナインターナショナルスクール,Ohana International School,18ヶ月 - 5歳,共学,https://www.schoolintokyo.com/
港区,南青山三丁目,-,東京都港区南青山3-9-5,35.665879,139.715805,クラレンスインターナショナルスクール,Clarence International School,18ヶ月- 6歳,共学,http://www.clarenceschool.jp/
港区,元麻布二丁目,-,東京都港区元麻布2-13-8,35.654003,139.730795,サマーヒルインターナショナルスクール,Summerhill International School,15ヶ月 - 6歳,共学,https://summerhill.jp/
港区,芝公園四丁目,-,東京都港区芝公園４丁目２?８ 東京タワー 1階,35.6585696,"139.745484,",Red Bambini Montessori International School,Red Bambini Montessori International School,12ヶ月 - 6歳,共学,https://montessori-cbms.com/
港区,元麻布三丁目,-,東京都港区元麻布3-1-23,35.657153,139.728807,チルドレンズハウス　モンテソーリスクール,Children's House MONTESSORI SCHOOL,幼児クラス：12 - 36ケ月、プライマリーモンテソーリクラス：3 - 6歳、アフタースクール：6 - 12 歳,共学,http://childrenshouse.tokyo/
港区,西麻布三丁目,-,東京都港区西麻布3-7-15,35.656203,139.725549,パル インターナショナルスクール,PAL International School,0.5 - 6歳,共学,http://www.pal-school.com/
港区,赤坂二丁目,赤坂,東京都港区赤坂2-18-12,35.668796,139.739533,ムーミン・インターナショナル幼稚園,Moomin International Kindergarten,0歳 - 6歳　（アフタースクール　3 - 12歳）,共学,http://www.scandihub.com/kindergarten
港区,南麻布三丁目,-,東京都港区南麻布3-5-13,35.651317,139.730082,モンテソーリスクールオブ東京,The Montessori School of Tokyo,2 - 14歳,共学,http://www.montessorijapan.com/
港区,白金台三丁目,-,東京都港区白金台3-4-17,35.635772,139.727538,ローラス・インターナショナルスクール・オブ・サイエンス -  白金台,Laurus International School of Science (Shirokanedai),プリスクール - 4年生,共学,http://www.laurus-school.com/en/
港区,高輪三丁目,-,東京都港区高輪3-21-7 レガロ高輪1F,35.632528,139.735873,ローラス・インターナショナルスクール・オブ・サイエンス - 高輪,Laurus International School of Science (Takanawa),プリスクール:１.5～ 3歳 キンダガーテン: 3 ～ 6歳,共学,http://www.laurus-school.com/en/
港区,三田四丁目,-,東京都港区三田4-1-27 FBR三田ビル 2F～5F,35.646513,139.740206,ローラス・インターナショナルスクール・オブ・サイエンス  初等部,Laurus International School of Science  [Primary School],Primary School,共学,https://laurus-school.com/
港区,南青山六丁目,-,東京都港区南青山6-13-14,35.659264,139.714866,ローラス・インターナショナルスクール・オブ・サイエンス - 青山,Laurus International School of Science (Aoyama),プリスクール: １.5～3歳 キンダガーデン: 3歳 ～ 6歳,共学,http://www.laurus-school.com/en/
港区,南麻布五丁目,-,東京都港区南麻布5-10-24,35.652595,139.722366,広尾キッズワールド,Hiroo Kids World,1 - 5 歳,共学,http://www.pigeonhearts.co.jp/kidsworld/english/
港区,麻布台二丁目,-,東京都港区麻布台2-1-1,35.659434,139.741336,在日ロシア大使館付属学校,Russian Embassy School in Tokyo,Grade 1 - 11,共学,http://russchooljp.ru/
港区,芝公園三丁目,虎ノ門,東京都港区芝公園3-6-25,35.659995,139.743822,聖公会聖オルバン教会　保育園,St. Alban's Nursery,2 - 5歳,共学,http://www.saintalbans.jp/?page_id=177
港区,元麻布二丁目,-,東京都港区元麻布2-14-7,35.653762,139.730593,西町インターナショナルスクール,Nishimachi International School,幼稚園 - 9年生,共学,https://www.nishimachi.ac.jp/
港区,南麻布二丁目,-,東京都港区南麻布2-13-6,35.64729,139.734787,東京インターナショナルスクール,Tokyo International School,幼稚園 - 8年生(4 - 14歳）,共学,https://www.tokyois.com/tokyois/
港区,白金台五丁目,-,東京都港区白金台5-17-1,35.637563,139.723416,葉山インターナショナルスクール 白金校,Hayama International School Shirokane,2-6 years old,共学,https://hayama-international.co.jp/shirokane/
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1-31-18,35.648206,139.70524,エリートオープンスクール,Elite Open School,5 - 12年生,共学,https://eliteopenschooltokyo.com/
渋谷区,神宮前三丁目,-,東京都渋谷区神宮前3-38-3,35.67179,139.713613,ジンジャーツリー・インターナショナル・スクール,Gingertree international school,2 - 6歳,共学,http://www.ginger-tree.jp/english/
渋谷区,広尾一丁目,-,東京都渋谷区広尾1-5-14,35.649329,139.713611,セサミ・インターナショナル・プリスクール,Sesame International Preschool,1 - 6歳,共学,http://sesame.tokyo/
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-21-18,35.663618,139.703289,ブリティッシュスクール東京　（渋谷キャンパス）,British School in Tokyo (Shibuya Campus),3 - 8歳 (3年),共学,http://www.bst.ac.jp/
港区,恵比寿三丁目,-,東京都渋谷区恵比寿３丁目９?２０ ガーデンイーストビル ２F,35.6439571,139.7136645,Prime Academic Preschool Ebisu,Prime Academic Preschool Ebisu,1～6歳,共学,http://papinjapan.com/
渋谷区,恵比寿四丁目,-,東京都渋谷区恵比寿4-20-2 恵比寿ガーデンテラス弐番館1F,35.64249,139.714658,ポピンズアクティブラーニングインターナショナルスクール,Poppins Active Learning International School,11ヶ月 - 5歳（小学校前）,共学,http://www.poppins-palis.jp/
渋谷区,大山町,-,東京都渋谷区大山町1-13,35.667742,139.67658,ユーアイ インターナショナル イスラミック スクール,Yuai International Islamic school,"Kindergarden, Primary School, Secondary School",共学,https://www.yuaischooljapan.com/
渋谷区,富ケ谷二丁目,-,東京都渋谷区富ヶ谷2-21-10 キジマビル,35.661768,139.68716,ユナイテッドスクールオブ東京（UST）,United School of Tokyo,3 - 12歳,共学,http://www.united-school.jp/
渋谷区,広尾四丁目,-,東京都渋谷区広尾4-3-1,35.651359,139.720002,聖心インターナショナルスクール,International School of the Sacred Heart (ISSH),女子校3　-　18歳,別学,https://www.issh.ac.jp/
渋谷区,広尾四丁目,-,東京都渋谷区広尾4-3-1,35.651359,139.720002,聖心インターナショナルスクール　（幼稚園）,International School of the Sacred Heart ( Kindergarten ),3 - 5 歳,共学,https://www.issh.ac.jp/
渋谷区,大山町,-,東京都渋谷区大山町39-20,35.670014,139.67635,代沢インターナショナルスクール　大山キャンパス (メイプル - オーク),DAIZAWA INTERNATIONAL SCHOOL  Oyama Campus (Maple - Oak),メイプル（3 - 4歳）、オーク（4 - 6歳）,共学,http://www.daizawaschool.com/index.html
千代田区,四番町,-,東京都千代田区四番町3 -7,35.689327,139.738935,Phoenix House International school,Phoenix House International school,Grade 1-6,共学,https://www.phoenixhouseschool.org/
千代田区,飯田橋一丁目,-,東京都千代田区飯田橋1-6-3 コウヨウビル2F,35.698674,139.74897,サクラの国　Au Pays des Sakuras,Au Pays des Sakuras,2 - 4 歳,共学,https://aupaysdessakuras.com/
品川区,上大崎二丁目,-,東京都品川区上大崎2-7-16,35.637947,139.716458,KAISインターナショナルスクール,KAIS International School, Grade 9 - 12,共学,http://www.kaischool.com/
品川区,北品川五丁目,-,東京都品川区北品川5-8-20,35.619666,139.733205,カナディアン インターナショナル スクール,Canadian International School Tokyo,K3 - Grade12,共学,https://www.cisjapan.net/
品川区,東五反田五丁目,-,東京都品川区東五反田5-11-1 E-101,35.6299,139.723336,東京チルドレンズガーデン,Tokyo Children's Garden,2 - 5歳,共学,http://www.tokyochildrensgarden.com/
品川区,東品川四丁目,-,東京都品川区東品川4-8-8,35.609453,139.745807,品川インターナショナルスクール (旧JIES),Shinagawa International School (former JIES),3 - 11歳　（6年生）,共学,http://sistokyo.jp/
中央区,晴海一丁目,-,東京都中央区晴海1-8-2 晴海トリトンスクエア西地区,35.656121,139.781838,アオバジャパン・バイリンガルプリスクール（晴海キャンパス）,Aoba-Japan Bilingual Preschool (Harumi Campus),K1 - K5,共学,https://aoba-bilingual.jp/harumi/index_e/
中央区,日本橋富沢町,-,東京都中央区日本橋富沢町14-1 北祥ビル,35.689601,139.783057,フューチャー児童園 日本橋,Future Jidoen Nihonbashi,2歳 ｰ 6歳 未就学児,共学,https://nihonbashi.future-jidoen.com/en/
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-14-8 千代田ビル2号館,35.709433,139.705968,アオバジャパン・バイリンガルプリスクール（早稲田キャンパス）,Aoba-Japan Bilingual Preschool  (Waseda Campus),K1 - K5,共学,https://aoba-bilingual.jp/waseda/index_e
新宿区,新小川町,-,東京都新宿区新小川町3-16 菊水ビル101,35.705484,139.741892,テゾーロインターナショナルスクール,Tesoro International School,2 - 6歳,共学,http://www.tesorointernationalschool.com/
新宿区,大久保二丁目,-,東京都新宿区大久保2-23-9,35.704553,139.704349,東京早稲田インターナショナルクリスチャンスクール,Tokyo Waseda International Christian School,小学部、中学部、高等部,共学,http://www.wics.jp/index.php
江東区,白河一丁目,-,東京都江東区白河1-5-15,35.682935,139.800405,K. インターナショナルスクール東京,K. International School Tokyo,保育園 - 12年生 (3歳-17歳）,共学,http://www.kist.ed.jp/
江東区,亀戸一丁目,-,東京都江東区亀戸1-18-9,35.694631,139.823731,Tokyo Bay International School,Tokyo Bay International School,K1 - Grade8 (Ages 3-13),共学,https://tokyobayinternationalschool.org/a/TBIS
江東区,東陽二丁目,-,東京都江東区東陽2-2-20,35.665882,139.816032,東京YMCAインターナショナルスクール,Tokyo YMCA International School,Kindergarten - Grade 8,共学,http://tokyo.ymca.or.jp/tyis/
#N/A,初台一丁目,-,東京都渋谷区初台１丁目３１?１７ さんぽう第２ビル,35.679161,139.6812226,The Reggio School of Tokyo,The Reggio School of Tokyo,12ヶ月 - 6歳,共学,http://www.reggioschool.jp/ja/
