指標名,銀行・ATM,,,,,,
出典,NAVITIME,,,,,,
年次,2023/1/20 取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,"（2020年度：3,121件、2021年度：3,138件、2022年度：3155件）",,,,,,
,,,,,,,
区,町丁目,エリア,住所,施設名,種類,緯度,経度
港区,赤坂三丁目,赤坂,東京都港区赤坂3丁目1-10,デイリーヤマザキ赤坂見附駅前 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.676713,139.736842
港区,港南二丁目,-,東京都港区港南2丁目17-1,デイリーヤマザキ京王品川ビル 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.624707,139.739417
港区,北青山二丁目,-,東京都港区北青山2丁目12-13,ファミリーマート北青山二丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.670691,139.716569
港区,赤坂三丁目,赤坂,東京都港区赤坂3丁目9-1,デイリーヤマザキ赤坂三丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.677405,139.736243
港区,浜松町一丁目,-,東京都港区浜松町1丁目27-17,ファミリーマート浜松町一丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.657656,139.755106
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2丁目19-2,ファミリーマート新橋二丁目1号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.666802,139.759508
港区,海岸一丁目,-,東京都港区海岸1丁目9-18,デイリーヤマザキ竹芝 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.655593,139.761414
港区,六本木四丁目,六本木,東京都港区六本木4丁目9-5,デイリーヤマザキ六本木交差点 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.663614,139.732531
港区,赤坂二丁目,赤坂,東京都港区赤坂2丁目14-9,デイリーヤマザキ赤坂2丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.671922,139.738316
港区,六本木三丁目,六本木,東京都港区六本木3丁目7-1,デイリーヤマザキ六本木3丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.663895,139.734785
港区,高輪二丁目,-,東京都港区高輪2丁目16-37,デイリーヤマザキ高輪本店 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.63797,139.738578
港区,六本木五丁目,六本木,東京都港区六本木5丁目16-4,デイリーヤマザキ六本木5丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.661724,139.735682
港区,台場一丁目,-,東京都港区台場1丁目5-7,ファミリーマートお台場海浜公園1号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.630557,139.778827
港区,赤坂二丁目,赤坂,東京都港区赤坂2丁目9-11,ファミリーマート溜池山王 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.671116,139.740917
港区,港南一丁目,-,東京都港区港南1丁目9-32,ファミリーマート品川駅港南口 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.629793,139.741452
港区,六本木六丁目,六本木,東京都港区六本木6丁目2-31,ファミリーマート六本木ヒルズ 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.661799,139.730197
港区,芝五丁目,-,東京都港区芝5丁目29-14,ファミリーマート田町第一京浜 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.645881,139.744885
港区,西麻布一丁目,-,東京都港区西麻布1丁目8-10,ファミリーマート西麻布一丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.660372,139.724988
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1丁目23-3,ファミリーマートファミマ虎ノ門ヒルズ2号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.666888,139.749378
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1丁目23-3,ファミリーマートファミマ虎ノ門ヒルズ1号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.666888,139.749378
港区,浜松町二丁目,-,東京都港区浜松町2丁目1-17,ファミリーマート浜松町二丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.656144,139.754915
港区,赤坂三丁目,赤坂,東京都港区赤坂3丁目5-5,ファミリーマート日枝神社前 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.673383,139.738647
港区,三田三丁目,-,東京都港区三田3丁目13-12,ファミリーマート三田三丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.643259,139.743089
港区,東麻布一丁目,-,東京都港区東麻布1丁目28-13,ファミリーマート東麻布一丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.655296,139.743452
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1丁目5-8,ファミリーマート虎ノ門愛宕下通り 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.669322,139.751086
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2丁目15-17,ファミリーマート新橋烏森通り 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.666673,139.756054
港区,六本木一丁目,虎ノ門,東京都港区六本木1丁目9-10,ファミリーマートファミマ仙石山森タワー 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.663313,139.741798
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1丁目9-1,ファミリーマートファミマ ペディ汐留2号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.66294,139.761215
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1丁目9-1,ファミリーマートファミマ ペディ汐留1号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.66294,139.761215
港区,麻布十番一丁目,-,東京都港区麻布十番1丁目2-10,ファミリーマート一の橋 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.656675,139.736326
港区,新橋三丁目,虎ノ門広域,東京都港区新橋3丁目7-9,ファミリーマート新橋赤レンガ通り1号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.665443,139.754886
港区,北青山二丁目,-,東京都港区北青山2丁目5-1,ファミリーマート伊藤忠ビル 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.671592,139.719302
港区,海岸三丁目,-,東京都港区海岸3丁目18-21,ファミリーマート海岸三丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.643346,139.756463
港区,港南一丁目,-,東京都港区港南1丁目2-6,ファミリーマートファミマ品川シーズンテラス 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.634483,139.744163
港区,六本木七丁目,六本木,東京都港区六本木7丁目13-2,ファミリーマート六本木七丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.664279,139.730835
港区,芝五丁目,-,東京都港区芝5丁目10-8,ファミリーマート芝五丁目1号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.648963,139.746263
港区,港南四丁目,-,東京都港区港南4丁目7-55,ファミリーマート港南四丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.62935,139.750774
港区,東新橋二丁目,虎ノ門広域,東京都港区東新橋2丁目3-14,ファミリーマートヴィータイタリア 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.662182,139.757765
港区,新橋五丁目,虎ノ門広域,東京都港区新橋5丁目14-10,ファミリーマート新橋五丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.661892,139.755995
港区,六本木三丁目,六本木,東京都港区六本木3丁目3-7,ファミリーマート六本木三丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.663438,139.737465
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ノ門5丁目13-1,ファミリーマート神谷町駅前 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.663381,139.745764
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ノ門1丁目12-1,ファミリーマート虎ノ門一丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.669209,139.750055
港区,南青山五丁目,-,東京都港区南青山5丁目11-9,ファミリーマート南青山骨董通り 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.661687,139.712403
港区,港南五丁目,-,東京都港区港南5丁目5-30,ファミリーマート品川埠頭 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.628241,139.756554
港区,港南二丁目,-,東京都港区港南2丁目16-5,ファミリーマート品川グランパサージュ 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.62608,139.740694
港区,北青山二丁目,-,東京都港区北青山2丁目5-8,ファミリーマートメトロ外苑前 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.671192,139.718664
港区,芝浦三丁目,-,東京都港区芝浦3丁目4-1,ファミリーマート田町グランパーク 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.643842,139.746093
港区,南麻布三丁目,-,東京都港区南麻布3丁目20-1,ファミリーマート南麻布三丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.647639,139.731118
港区,芝浦一丁目,-,東京都港区芝浦1丁目1-1,ファミリーマートファミマ浜松町ビル 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.651545,139.757783
港区,芝二丁目,-,東京都港区芝2丁目14-5,ファミリーマート南山堂第一京浜芝 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.650801,139.753309
港区,海岸三丁目,-,東京都港区海岸3丁目9-32,ファミリーマートオンワードベイパークビル 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.638297,139.753286
港区,北青山一丁目,-,東京都港区北青山1丁目4-1,ファミリーマート北青山一丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.672414,139.721976
港区,白金台三丁目,-,東京都港区白金台3丁目16-11,ファミリーマート白金台三丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.636541,139.723791
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1丁目7-1,ファミリーマート汐留メディアタワー 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.663039,139.759583
港区,芝浦一丁目,-,東京都港区芝浦1丁目1-1,ファミリーマート浜松町ビルディング 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.651545,139.757783
港区,高輪四丁目,-,東京都港区高輪4丁目20-3,ファミリーマートサンズ高輪四丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.6267,139.735126
港区,海岸一丁目,-,東京都港区海岸1丁目16-1,ファミリーマートニューピア竹芝 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.653707,139.762407
港区,芝四丁目,-,東京都港区芝4丁目14-1,ファミリーマート田町駅北 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.647414,139.749157
港区,芝五丁目,-,東京都港区芝5丁目31-7,ファミリーマート三田ステーションビル 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.646872,139.746642
港区,三田二丁目,-,東京都港区三田2丁目10-6,ファミリーマート三田二丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.650582,139.744666
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1丁目3-1,ファミリーマート西新橋スクエア 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.669187,139.754433
港区,六本木三丁目,六本木,東京都港区六本木3丁目14-9,ファミリーマート六本木東 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.6623,139.734886
港区,港南一丁目,-,東京都港区港南1丁目7-18,ファミリーマート港南一丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.630903,139.744845
港区,北青山三丁目,-,東京都港区北青山3丁目5-5,ファミリーマート北青山三丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.667435,139.714175
港区,西新橋二丁目,虎ノ門,東京都港区西新橋2丁目39-3,ファミリーマート西新橋二丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.664828,139.75295
港区,赤坂六丁目,赤坂,東京都港区赤坂6丁目3-20,ファミリーマート赤坂六丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.671452,139.735714
港区,南青山三丁目,-,東京都港区南青山3丁目18-7,ファミリーマート南青山三丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.664986,139.713836
港区,新橋六丁目,虎ノ門広域,東京都港区新橋6丁目17-15,ファミリーマートミヤモトドラッグ御成門 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.661052,139.752031
港区,三田三丁目,-,東京都港区三田3丁目11-34,ファミリーマート泉岳寺北 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.641455,139.741812
港区,六本木三丁目,六本木,東京都港区六本木3丁目11-10,ファミリーマート六本木駅前 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.663288,139.73297
港区,芝公園二丁目,-,東京都港区芝公園2丁目4-1,ファミリーマートファミマ芝パーク 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.65621,139.752334
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2丁目15-9,ファミリーマート新橋駅西1号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.666277,139.756657
港区,港南二丁目,-,東京都港区港南2丁目3-13,ファミリーマートファミマ 品川フロントビル 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.629062,139.743209
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1丁目5-2,ファミリーマートファミマ汐留シティセンター 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.665619,139.760797
港区,赤坂二丁目,赤坂,東京都港区赤坂2丁目14-27,ファミリーマート国際新赤坂ビル 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.672423,139.737111
港区,台場二丁目,-,東京都港区台場2丁目3-2,ファミリーマート台場フロンティア 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.628644,139.777844
港区,赤坂三丁目,赤坂,東京都港区赤坂3丁目14-9,ファミリーマート赤坂三丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.673944,139.737002
港区,南青山五丁目,-,東京都港区南青山5丁目9-8,ファミリーマート南青山五丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.662845,139.71194
港区,南青山四丁目,-,東京都港区南青山4丁目9-22,ファミリーマート南青山四丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.666714,139.717432
港区,南青山六丁目,-,東京都港区南青山6丁目3-11,ファミリーマート南青山六丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.66069,139.71613
港区,赤坂五丁目,赤坂,東京都港区赤坂5丁目4-15,ファミリーマート赤坂五丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.671174,139.734926
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1丁目5-11,ファミリーマート西新橋一丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.669317,139.753588
港区,赤坂八丁目,赤坂,東京都港区赤坂7丁目1-16,ファミリーマート青山通り赤坂七丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.673452,139.727701
港区,新橋四丁目,虎ノ門広域,東京都港区新橋4丁目19-4,ファミリーマート新橋四丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.664421,139.757661
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ノ門2丁目10-1,ファミリーマート虎ノ門ツインビル 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.667481,139.745165
港区,南青山七丁目,-,東京都港区南青山7丁目12-12,ファミリーマート南青山七丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.657729,139.718404
港区,芝公園一丁目,-,東京都港区芝公園1丁目7-13,ファミリーマート芝大門 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.657207,139.752551
港区,新橋一丁目,虎ノ門広域,東京都港区新橋1丁目11-7,ファミリーマートメトロ新橋駅1号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.667468,139.759178
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1丁目7-19,ファミリーマート赤坂一丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.669256,139.741452
港区,南麻布五丁目,-,東京都港区南麻布5丁目10-26,ファミリーマート広尾駅前 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.65282,139.722434
港区,南麻布四丁目,-,東京都港区南麻布4丁目12-26,ファミリーマート南麻布四丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.647287,139.72411
港区,芝浦一丁目,-,東京都港区芝浦1丁目6-41,ファミリーマートグローバルフロントタワー 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.647582,139.755
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋1丁目5-25,ファミリーマート汐留シオサイト 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.665075,139.760375
港区,赤坂三丁目,赤坂,東京都港区赤坂3丁目8-1,ファミリーマート赤坂見附駅前 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.676498,139.736925
港区,麻布十番一丁目,-,東京都港区麻布十番1丁目7-1,ファミリーマート麻布十番一丁目 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.656668,139.734527
港区,浜松町一丁目,-,東京都港区浜松町1丁目19-14,ファミリーマート名鉄イン浜松町 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.657937,139.755671
港区,六本木六丁目,六本木,東京都港区六本木6丁目1-24,ファミリーマート地下鉄六本木駅1号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.662595,139.731913
港区,六本木六丁目,六本木,東京都港区六本木6丁目1-24,ファミリーマート地下鉄六本木駅2号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.662595,139.731913
港区,六本木三丁目,六本木,東京都港区六本木3丁目14-9,ファミリーマート六本木東 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.6623,139.734886
港区,新橋一丁目,虎ノ門広域,東京都港区新橋1丁目11-7,ファミリーマートメトロ新橋駅2号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.667468,139.759178
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2丁目15-9,ファミリーマート新橋駅西2号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.666277,139.756657
港区,芝浦三丁目,-,東京都港区芝浦3丁目1-21,ファミリーマート本社 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.644751,139.749316
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2丁目19-2,ファミリーマート新橋二丁目2号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.666802,139.759508
港区,新橋三丁目,虎ノ門広域,東京都港区新橋3丁目7-9,ファミリーマート新橋赤レンガ通り2号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.665443,139.754886
港区,芝五丁目,-,東京都港区芝5丁目10-8,ファミリーマート芝五丁目2号機 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.648963,139.746263
港区,台場一丁目,-,東京都港区台場1丁目5-7,ファミリーマートお台場海浜公園 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.630557,139.778827
港区,芝浦一丁目,-,東京都港区芝浦1丁目1-1,ファミリーマート浜松町ビルディング 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.651545,139.757783
港区,東新橋二丁目,虎ノ門広域,東京都港区東新橋2丁目4-1,ファミリーマート汐留イタリア街 共同出張所(イーネットATM),その他銀行/地方/外国銀行,35.661838,139.757661
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目30-18,三菱UFJ銀行新宿支店,三菱UFJ銀行,35.690707,139.7045
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-8-8,新宿郵便局 ゆうちょ銀行 新宿店,郵便局,35.69023,139.696801
新宿区,大久保三丁目,-,東京都新宿区大久保3-14-8,新宿北郵便局,郵便局,35.707384,139.70845
新宿区,北山伏町,-,東京都新宿区北山伏町1-5,牛込郵便局 ゆうちょ銀行 牛込店,郵便局,35.699677,139.731088
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-4-3,西新宿七郵便局,郵便局,35.695791,139.698596
新宿区,西新宿一丁目,-,東京都新宿区西新宿1丁目7-1,三井住友銀行新宿西口支店,三井住友銀行,35.691814,139.697798
新宿区,新宿二丁目,-,東京都新宿区新宿2-6-4,セブンイレブン 新宿2丁目新宿通り店,セブンイレブン,35.690044,139.707136
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-2-13,セブンイレブン 新宿区役所通り店,セブンイレブン,35.694762,139.704413
新宿区,箪笥町,-,東京都新宿区箪笥町28番1,セブンイレブン 牛込北町店,セブンイレブン,35.699966,139.732911
新宿区,百人町一丁目,-,東京都新宿区百人町1-1-1,セブンイレブン 新宿職安通り店,セブンイレブン,35.698289,139.701937
新宿区,西落合一丁目,-,東京都新宿区西落合1丁目19,セブン銀行 ヨーク ヨークフーズ西落合店 共同出張所,セブン銀行ATM,35.720535,139.681088
新宿区,下落合一丁目,-,東京都新宿区下落合1-15-15,セブンイレブン 新宿下落合駅北店,セブンイレブン,35.716511,139.694898
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-17-2,セブンイレブン 新宿駅靖国通り店,セブンイレブン,35.693939,139.701169
新宿区,中落合三丁目,-,東京都新宿区中落合3-1-3,セブンイレブン 新宿中落合3丁目店,セブンイレブン,35.722324,139.691636
新宿区,新宿三丁目,-,東京都新宿区新宿3-1-24,セブンイレブン 京王新宿3丁目ビル店,セブンイレブン,35.6902,139.705378
新宿区,新宿三丁目,-,東京都新宿区新宿3-17-23,新宿三郵便局,郵便局,35.691807,139.703885
新宿区,新宿二丁目,-,東京都新宿区新宿2丁目19-12,静岡銀行新宿支店,その他銀行/地方/外国銀行,35.691671,139.707612
新宿区,西新宿二丁目,-,東京都新宿区西新宿2丁目4-1,千葉銀行新宿支店,その他銀行/地方/外国銀行,35.688178,139.693454
新宿区,西新宿二丁目,-,東京都新宿区西新宿2丁目7-1,横浜銀行新宿支店,その他銀行/地方/外国銀行,35.691646,139.691037
新宿区,西新宿六丁目,-,東京都新宿区西新宿6-12-1,りそな銀行 新宿支店(店頭サービス),りそな銀行,35.693999,139.689502
新宿区,西新宿六丁目,-,東京都新宿区西新宿6-12-1西新宿パークウエストビル11階,りそな銀行 新都心ローンプラザ,りそな銀行,35.693999,139.689502
新宿区,北新宿三丁目,-,東京都新宿区北新宿3-9-6,北新宿三郵便局,郵便局,35.70196,139.692234
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目14-5,三井住友銀行新宿通支店,三井住友銀行,35.691484,139.704084
新宿区,神楽坂五丁目,-,東京都新宿区神楽坂5-12,セブンイレブン 神楽坂5丁目店,セブンイレブン,35.702253,139.738698
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-14-15,セブンイレブン 西新宿1丁目西店,セブンイレブン,35.689166,139.696607
新宿区,西新宿一丁目,-,東京都新宿区西新宿1丁目6-1,三菱UFJ銀行西新宿支店,三菱UFJ銀行,35.692281,139.697421
新宿区,西新宿六丁目,-,東京都新宿区西新宿6-5-1,セブンイレブン 新宿アイランドタワー店,セブンイレブン,35.693052,139.693431
新宿区,新宿七丁目,-,東京都新宿区新宿7-27-47,セブンイレブン 新宿7丁目店,セブンイレブン,35.698027,139.70831
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目4-1,みずほ銀行新宿中央支店,みずほ銀行,35.690798,139.705617
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-16-11,セブンイレブン 新宿都税事務所前店,セブンイレブン,35.696276,139.697882
新宿区,新宿三丁目,-,東京都新宿区新宿3-24-1 新宿M-SQUARE3・4F,三井住友銀行 新宿支店,三井住友銀行,35.692584,139.701588
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2丁目32-9,あすか信用組合本店,信用組合,35.697912,139.702984
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-4-1 新宿NSビル3F,(ATM)三井住友銀行 新宿NSビル出張所,三井住友銀行,35.688178,139.693454
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-20-2,【無人ATM】りそな銀行 東京オペラシティ出張所 無人ATM,りそな銀行,35.682997,139.68683
新宿区,新宿四丁目,-,東京都新宿区新宿4-1-4,【無人ATM】りそな銀行 新宿駅新南口出張所 無人ATM,りそな銀行,35.688383,139.702685
新宿区,西新宿一丁目,-,東京都新宿区西新宿1丁目25-1,みずほ銀行新宿新都心支店,みずほ銀行,35.692126,139.695006
新宿区,西新宿一丁目,-,東京都新宿区西新宿1丁目17-1,三菱UFJ信託銀行新宿支店,その他銀行/地方/外国銀行,35.689295,139.698397
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-7-1,新宿パークタワー内郵便局,郵便局,35.685427,139.690839
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目25-1,みずほ銀行新宿支店,みずほ銀行,35.692445,139.701867
新宿区,四谷三丁目,-,東京都新宿区四谷3丁目3-1,みずほ銀行四谷支店,みずほ銀行,35.688358,139.722215
新宿区,下落合四丁目,-,東京都新宿区下落合4-1-12,新目白通郵便局,郵便局,35.716966,139.697739
新宿区,百人町三丁目,-,東京都新宿区百人町3-28-1(グランドヒルズB102室),新宿百人町郵便局,郵便局,35.704982,139.695964
新宿区,西新宿一丁目,-,東京都新宿区西新宿1丁目17-1,みずほ銀行新宿南口支店,みずほ銀行,35.689295,139.698397
新宿区,中落合一丁目,-,東京都新宿区中落合1丁目16-2,みずほ銀行中井支店,みずほ銀行,35.715981,139.687668
新宿区,四谷一丁目,-,東京都新宿区四谷1-6-1,三菱UFJ銀行四谷支店,三菱UFJ銀行,35.687574,139.72922
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-1-3,【無人ATM】りそな銀行 新宿大ガード西出張所 無人ATM,りそな銀行,35.693882,139.699236
新宿区,神楽坂六丁目,-,東京都新宿区神楽坂6-70,りそな銀行 神楽坂支店,りそな銀行,35.702406,139.737381
新宿区,住吉町,-,東京都新宿区住吉町1番14号,【無人ATM】りそな銀行 曙橋出張所 無人ATM,りそな銀行,35.692185,139.722235
新宿区,西早稲田一丁目,-,東京都新宿区西早稲田1-16-4,りそな銀行 早稲田支店,りそな銀行,35.711798,139.72006
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1丁目サブナード1号,【無人ATM】りそな銀行 新宿サブナード3丁目広場出張所(スマートATM) 無人ATM,りそな銀行,35.693399,139.702094
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町517番地,【無人ATM】りそな銀行 早大正門前出張所 無人ATM,りそな銀行,35.708294,139.722
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-26-2新宿野村ビル29階,【ATM非設置】りそな銀行 首都圏ローンプラザ,りそな銀行,35.692951,139.695365
新宿区,新宿三丁目,-,東京都新宿区新宿3-14-1,【無人ATM】りそな銀行 東京メトロ丸ノ内線新宿三丁目駅出張所 無人ATM,りそな銀行,35.692367,139.704616
新宿区,早稲田南町,-,東京都新宿区早稲田南町12,【無人ATM】りそな銀行 東京メトロ早稲田駅出張所 無人ATM,りそな銀行,35.704625,139.723532
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-10-2,りそな銀行 セブンデイズプラザ新宿西口,りそな銀行,35.689601,139.698357
新宿区,四谷四丁目,-,東京都新宿区四谷4丁目3番29号,【無人ATM】りそな銀行 四谷出張所 無人ATM,りそな銀行,35.687959,139.717446
新宿区,若松町,-,東京都新宿区若松町28-21,【無人ATM】りそな銀行 若松町出張所 無人ATM,りそな銀行,35.700842,139.718445
新宿区,神楽坂一丁目,-,東京都新宿区神楽坂1-12-1,【無人ATM】りそな銀行 飯田橋駅前出張所 無人ATM,りそな銀行,35.700754,139.7424
新宿区,西新宿一丁目,-,東京都新宿区西新宿1丁目西口地下街1号,【無人ATM】りそな銀行 東京メトロ新宿駅東口出張所 無人ATM,りそな銀行,35.693292,139.699132
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-35-2,【無人ATM】りそな銀行 東京メトロ高田馬場駅出張所 無人ATM,りそな銀行,35.713284,139.704939
新宿区,市谷本村町,-,東京都新宿区市谷本村町5-1,セブンイレブン 7FS防衛省店,セブンイレブン,35.691996,139.731633
