指標名,スーパー,,,,,,
出典,NAVITIME,,,,,,
年次,2023/1/20 取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,（2020年度：458件、2021年度：532件、2022年度：523件）,,,,,,
,,,,,,,
区,町丁目,エリア,住所,施設名,種類,緯度,経度
新宿区,北新宿二丁目,-,東京都新宿区北新宿2-2-24,まいばすけっと 北新宿2丁目店,その他スーパー,35.697718,139.690529
新宿区,山吹町,-,東京都新宿区山吹町333 江戸川橋アクセス,まいばすけっと 山吹町店,その他スーパー,35.70761,139.730296
新宿区,北新宿一丁目,-,東京都新宿区北新宿1-1-10 岩田ビル,まいばすけっと 北新宿1丁目店,その他スーパー,35.698452,139.696701
新宿区,四谷三栄町,-,東京都新宿区四谷三栄町15-5 アークランド四ツ谷ビル,まいばすけっと 新宿三栄町店,その他スーパー,35.688087,139.726585
新宿区,西落合二丁目,-,東京都新宿区西落合2-20-6,まいばすけっと 新井薬師前駅北店,その他スーパー,35.720124,139.674767
新宿区,百人町三丁目,-,東京都新宿区百人町3-21-11 グリーンコープ,まいばすけっと 新宿百人町3丁目店,その他スーパー,35.705234,139.699932
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-2-15ヒルコート東新宿,まいばすけっと 東新宿駅南店,その他スーパー,35.696297,139.706814
新宿区,富久町,-,東京都新宿区富久町9-11ハイホーム本陣,まいばすけっと 新宿富久町店,その他スーパー,35.691086,139.715432
新宿区,上落合三丁目,-,東京都新宿区上落合3-10-1宮越マンション,まいばすけっと 落合駅前店,その他スーパー,35.710332,139.6836
新宿区,余丁町,-,東京都新宿区余丁町6-15,業務スーパー 東新宿店,その他スーパー,35.696477,139.713955
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-1-5 ルミネ新宿店 ルミネ1 B2F,成城石井 ルミネ新宿ルミネ1店,その他スーパー,35.689145,139.699274
新宿区,東榎町,-,東京都新宿区東榎町10-3,業務スーパー 新宿榎店,その他スーパー,35.705081,139.729398
新宿区,四谷一丁目,-,東京都新宿区四谷1-6-1 地下1階,ライフ コモレ四谷店,その他スーパー,35.687574,139.72922
新宿区,四谷四丁目,-,東京都新宿区四谷4-28-8PALTビル,まいばすけっと 新宿外苑西通り店,その他スーパー,35.688469,139.715282
新宿区,西早稲田三丁目,-,東京都新宿区西早稲田3-6-4パークフラッツ西早稲田,まいばすけっと 面影橋駅東店,その他スーパー,35.712725,139.716813
新宿区,百人町二丁目,-,東京都新宿区百人町2-15-1,業務スーパー 新宿大久保店,その他スーパー,35.701902,139.698685
新宿区,新宿三丁目,-,東京都新宿区新宿3-30-13新宿マルイ本館地下1階,ライフ ビオラル新宿マルイ店,その他スーパー,35.690903,139.70407
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-20-2 東京オペラシティタワー B1F,成城石井 オペラシティ店,その他スーパー,35.682955,139.686721
新宿区,四谷一丁目,-,東京都新宿区四谷1-5-25 アトレ四谷1F,成城石井 アトレ四谷店,その他スーパー,35.686132,139.730157
新宿区,高田馬場二丁目,-,東京都新宿区高田馬場2-13-2 プライムゲート1F,成城石井 高田馬場店,その他スーパー,35.712286,139.707538
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3-23-1,マルエツ プチ 高田馬場店,その他スーパー,35.712316,139.698516
新宿区,揚場町,-,東京都新宿区揚場町2-20島田ビル,マルエツ プチ 飯田橋店,その他スーパー,35.702611,139.743029
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-13-11,マルエツ プチ 西新宿三丁目店,その他スーパー,35.685146,139.687987
新宿区,西新宿六丁目,-,東京都新宿区西新宿6-15-1,マルエツ プチ 西新宿六丁目店,その他スーパー,35.692211,139.688629
新宿区,四谷三丁目,-,東京都新宿区四谷3-12,丸正総本店,その他スーパー,35.687549,139.71961
新宿区,富久町,-,東京都新宿区富久町13-1,コープみらい ミニコープ富久店,コープ,35.692382,139.714715
新宿区,原町一丁目,-,東京都新宿区原町1-16-8,よしや SainE(セーヌ) 柳町店,その他スーパー,35.699253,139.725687
新宿区,神楽坂六丁目,-,東京都新宿区神楽坂6-11-1,よしや 神楽坂店,その他スーパー,35.703019,139.737301
新宿区,西早稲田三丁目,-,東京都新宿区西早稲田3-12-15,三徳西早稲田店,その他スーパー,35.709948,139.715412
新宿区,住吉町,-,東京都新宿区住吉町6-11,三徳住吉店,その他スーパー,35.692763,139.721583
新宿区,馬場下町,-,東京都新宿区馬場下60,三徳早稲田店,その他スーパー,35.706125,139.720919
新宿区,神楽河岸,-,東京都新宿区神楽河岸1-1 RAMLA(飯田橋ラムラ)内,Miuraya(ミウラヤ) 飯田橋ラムラ店,その他スーパー,35.700901,139.743605
新宿区,新宿二丁目,-,東京都新宿区新宿2-3-10 新宿御苑ビル 1F,クック-Y 新宿店,その他スーパー,35.689332,139.707662
新宿区,中井二丁目,-,東京都新宿区中井2-24-13,コープみらい ミニコープ落合店,コープ,35.715259,139.682623
新宿区,中落合一丁目,-,東京都新宿区中落合1-6-13,マルエツ プチ 中落合一丁目店,その他スーパー,35.716673,139.690459
新宿区,市谷八幡町,-,東京都新宿区市谷八幡町2-1,マルエツ 市ケ谷見附店,その他スーパー,35.69233,139.734889
新宿区,四谷二丁目,-,東京都新宿区四谷2-1-1,マルエツ プチ 四谷二丁目店,その他スーパー,35.686367,139.726944
新宿区,中落合一丁目,-,東京都新宿区中落合1-1-25,マルエツ プチ 下落合駅前店,その他スーパー,35.716695,139.694363
新宿区,市谷薬王寺町,-,東京都新宿区市谷薬王寺町80-1,ライフ 市谷薬王寺店,その他スーパー,35.695926,139.726465
新宿区,新宿七丁目,-,東京都新宿区新宿7-26-38,三徳 新宿本店,その他スーパー,35.700635,139.709048
新宿区,北新宿四丁目,-,東京都新宿区北新宿4-8-16,いなげや 新宿小滝橋店,その他スーパー,35.709382,139.693448
新宿区,戸山二丁目,-,東京都新宿区戸山2-33-2,コープみらい コープ戸山店,コープ,35.701198,139.709047
新宿区,早稲田町,-,東京都新宿区早稲田町74,イトーヨーカドー 食品館早稲田店,イトーヨーカドー,35.70589,139.721996
新宿区,西落合三丁目,-,東京都新宿区西落合3-1-1,コープみらい ミニコープ西落合店,コープ,35.72273,139.68374
新宿区,新宿三丁目,-,東京都新宿区新宿3-38-2 ルミネ新宿/ルミネ2・1F,KINOKUNIYA entree(キノクニヤ アントレ) コンコースショップ ルミネ新宿店,その他スーパー,35.689479,139.701028
新宿区,新小川町,-,東京都新宿区新小川町4-11,いなげや 飯田橋店,その他スーパー,35.705599,139.743368
新宿区,大久保一丁目,-,東京都新宿区大久保1-10-15 レックスマンション,肉のハナマサ 大久保店,その他スーパー,35.700959,139.7045
新宿区,細工町,-,東京都新宿区細工町1-16 村田ビル 1F,食品スーパーマーケット三徳 牛込神楽坂店,その他スーパー,35.699001,139.733409
新宿区,早稲田町,-,東京都新宿区早稲田町74,ヨークフーズ 早稲田店,その他スーパー,35.70589,139.721996
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-7-19,オリンピック 新宿百人町店,その他スーパー,35.697478,139.696642
新宿区,四谷三丁目,-,東京都新宿区四谷3-5,Bio c' Bon(ビオ セボン) 四谷三丁目店,その他スーパー,35.687892,139.721704
新宿区,原町三丁目,-,東京都新宿区原町3-61,三徳 夏目坂店,その他スーパー,35.701504,139.721876
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-21-3,株式会社塩田屋酒の塩田屋 新宿本店,コープ,35.696359,139.704161
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-45-12 タケダビル,有限会社平正商店 新宿支店,その他スーパー,35.697131,139.70066
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3-12-10,オオゼキ 高田馬場店,その他スーパー,35.712664,139.700162
新宿区,上落合三丁目,-,東京都新宿区上落合3丁目5-16,スーパーみらべる中井店,その他スーパー,35.712478,139.685195
新宿区,百人町一丁目,-,東京都新宿区百人町1-11-1,mini(ミニ)ピアゴ 百人町1丁目店,その他スーパー,35.699847,139.699533
新宿区,北新宿三丁目,-,東京都新宿区北新宿3-9-4,Olympic(オリンピック) 北新宿店,その他スーパー,35.702106,139.692374
新宿区,箪笥町,-,東京都新宿区箪笥町11-1,キッチンコート 神楽坂店,その他スーパー,35.700743,139.734667
新宿区,中井二丁目,-,東京都新宿区中井2-24-13,コープみらい 落合店,各種団体/施設,35.715259,139.682623
新宿区,下落合三丁目,-,東京都新宿区下落合3-14-21,ピーコックストア 目白店,その他スーパー,35.722059,139.700112
新宿区,富久町,-,東京都新宿区富久町13-1,コープみらい 富久店,各種団体/施設,35.692382,139.714715
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-28-7,ピーコックストア 高田馬場店,その他スーパー,35.711878,139.704739
新宿区,北新宿二丁目,-,東京都新宿区北新宿2-21-1 新宿フロントタワー 1F,もとまちUNION(ユニオン) 新宿店,その他スーパー,35.696065,139.689383
新宿区,大久保一丁目,-,東京都新宿区大久保1丁目11-3,業務用スーパーSHIODAYA新宿店,その他スーパー,35.698564,139.703981
新宿区,戸山二丁目,-,東京都新宿区戸山2丁目33-2,コープみらい 戸山店,各種団体/施設,35.701198,139.709047
新宿区,西新宿一丁目,-,東京都新宿区西新宿1丁目1-4,紀ノ国屋京王百貨店新宿店,その他スーパー,35.690055,139.699154
新宿区,細工町,-,東京都新宿区細工町1-16,Santoku牛込神楽坂店,その他スーパー,35.699001,139.733409
新宿区,左門町,-,東京都新宿区左門町9-5,MARUSHO総本店,その他スーパー,35.686349,139.721499
新宿区,西落合三丁目,-,東京都新宿区西落合3丁目1-1,コープみらい 西落合店,各種団体/施設,35.72273,139.68374
新宿区,新宿三丁目,-,東京都新宿区新宿3丁目22-12,三平ストア本部,その他スーパー,35.693162,139.701867
新宿区,百人町一丁目,-,東京都新宿区百人町1丁目20-5,グローバル-バザール,その他スーパー,35.700394,139.696183
江東区,南砂六丁目,-,東京都江東区南砂6-7-15,AEON STYLE(イオン スタイル) 南砂店,イオン,35.671638,139.836013
江東区,平野二丁目,-,東京都江東区平野2-115,OK(オーケー) 平野店,その他スーパー,35.677205,139.802917
江東区,亀戸九丁目,-,東京都江東区亀戸9-4-5,OK 亀戸店,その他スーパー,35.696323,139.84079
江東区,牡丹二丁目,-,東京都江東区牡丹2-11-11,オオゼキ 門仲牡丹店,その他スーパー,35.670653,139.795605
江東区,東雲一丁目,-,東京都江東区東雲1-9-10,イオン 東雲店,イオン,35.648891,139.802118
江東区,豊洲五丁目,-,東京都江東区豊洲5-1-6,ダイエー豊洲店,ダイエー,35.651019,139.793069
江東区,北砂二丁目,-,東京都江東区北砂2-17-1 アリオ北砂内,イトーヨーカドー アリオ北砂店,イトーヨーカドー,35.682435,139.825806
江東区,大島七丁目,-,東京都江東区大島7-38-30,ダイエー東大島店,ダイエー,35.690875,139.84265
江東区,東陽四丁目,-,東京都江東区東陽4-12-30,西友 東陽町店,西友,35.672573,139.819143
江東区,木場一丁目,-,東京都江東区木場1-5-30,イトーヨーカドー 木場店,イトーヨーカドー,35.665535,139.804847
江東区,南砂一丁目,-,東京都江東区南砂1-8-1,OK(オーケー) 尾高橋店,その他スーパー,35.679451,139.82234
江東区,門前仲町二丁目,-,東京都江東区門前仲町2-10-1,赤札堂 深川店,その他スーパー,35.673488,139.795965
江東区,豊洲四丁目,-,東京都江東区豊洲4-11-7,ライフ 豊洲店,コープ,35.651924,139.79992
江東区,白河四丁目,-,東京都江東区白河4-3-1-101,マルエツ 清澄白河店,その他スーパー,35.681978,139.807574
江東区,有明二丁目,-,東京都江東区有明2-1-8 住友不動産ショッピングシティ有明ガーデン内,AEON STYLE(イオンスタイル) 有明ガーデン,イオン,35.638113,139.792494
江東区,有明一丁目,-,東京都江東区有明1-4-20 ブリリア有明スカイタワー102,文化堂有明店,その他スーパー,35.636316,139.786199
江東区,豊洲三丁目,-,東京都江東区豊洲3-4-8 スーパービバホーム豊洲2F,文化堂豊洲店,その他スーパー,35.656674,139.798005
江東区,南砂二丁目,-,東京都江東区南砂2-3-12,OK 南砂店,その他スーパー,35.671183,139.821501
江東区,亀戸二丁目,-,東京都江東区亀戸2-11-8,業務スーパー 亀戸店,その他スーパー,35.700102,139.823102
江東区,猿江二丁目,-,東京都江東区猿江2-16-8,ライフ 深川猿江店,その他スーパー,35.685947,139.816414
江東区,亀戸二丁目,-,東京都江東区亀戸2-1-1,コモディイイダ 食彩館亀戸店,その他スーパー,35.697399,139.820022
江東区,新砂三丁目,-,東京都江東区新砂3丁目4番31号,ダイエー南砂町スナモ店イオンフードスタイル,ダイエー,35.665144,139.835213
江東区,東砂二丁目,-,東京都江東区東砂2-12-31,ライフ 東砂店,その他スーパー,35.684646,139.844239
江東区,豊洲二丁目,-,東京都江東区豊洲2-1-14東京都江東区豊洲2-1-14,フードストアあおき 東京豊洲店,その他スーパー,35.656029,139.794127
江東区,東陽三丁目,-,東京都江東区東陽3-3-6前川ビル,まいばすけっと 木場駅前店,その他スーパー,35.669095,139.808974
江東区,東陽五丁目,-,東京都江東区東陽5-29-38 緑森ビル,まいばすけっと 東陽5丁目店,その他スーパー,35.672237,139.813907
江東区,亀戸六丁目,-,東京都江東区亀戸6-13-7 ノーブルメゾン亀戸,まいばすけっと 江東亀戸6丁目店,その他スーパー,35.694715,139.826138
江東区,新大橋一丁目,-,東京都江東区新大橋1-8-2 新大橋リバーサイドビル,まいばすけっと 新大橋1丁目店,その他スーパー,35.688988,139.792649
江東区,北砂五丁目,-,東京都江東区北砂5-17-29,まいばすけっと 北砂5丁目店,その他スーパー,35.683417,139.835713
江東区,毛利一丁目,-,東京都江東区毛利1-18-8 GRANDE深川,まいばすけっと 住吉駅北店,その他スーパー,35.692065,139.815166
江東区,常盤二丁目,-,東京都江東区常盤2-9-6,まいばすけっと 森下駅南店,その他スーパー,35.685948,139.798182
江東区,富岡二丁目,-,東京都江東区富岡2-4-1 京徳第一ビル,まいばすけっと 富岡八幡店,その他スーパー,35.671186,139.800879
江東区,住吉二丁目,-,東京都江東区住吉2-7-13アーバネックス深川住吉2,まいばすけっと 住吉駅前店,その他スーパー,35.688268,139.815586
江東区,亀戸七丁目,-,東京都江東区亀戸7-58-4 東陽マンション,まいばすけっと 江東亀戸7丁目店,その他スーパー,35.695906,139.836292
江東区,東砂七丁目,-,東京都江東区東砂7-18-10 ヴィラロイヤル南砂,まいばすけっと 東砂7丁目店,その他スーパー,35.675687,139.83703
江東区,北砂三丁目,-,東京都江東区北砂3-30-10 川田ビル,まいばすけっと 砂町銀座西店,その他スーパー,35.679462,139.828157
江東区,扇橋三丁目,-,東京都江東区扇橋3-3-6 サンパティオ,まいばすけっと 江東扇橋3丁目店,その他スーパー,35.682827,139.818803
江東区,亀戸五丁目,-,東京都江東区亀戸5-33-18 ハウスガスコン,まいばすけっと 江東亀戸5丁目店,その他スーパー,35.698085,139.830533
江東区,東砂五丁目,-,東京都江東区東砂5-4-15,まいばすけっと 江東東砂5丁目店,その他スーパー,35.676478,139.840351
江東区,亀戸六丁目,-,東京都江東区亀戸6-56-15 ビジョナリー4,まいばすけっと 亀戸駅東口店,その他スーパー,35.697144,139.830775
江東区,北砂四丁目,-,東京都江東区北砂4-41-8 ディ・リエネッソ,まいばすけっと 北砂丸八通り店,その他スーパー,35.67873,139.834313
江東区,深川二丁目,-,東京都江東区深川2-30-9 ウガイビル,まいばすけっと 深川2丁目店,その他スーパー,35.676208,139.799688
江東区,東砂五丁目,-,東京都江東区東砂5-3-13 NV東砂5(MB),まいばすけっと 江東旧葛西橋店,その他スーパー,35.675502,139.8413
江東区,大島一丁目,-,東京都江東区大島1-34-12 菅沼ビル,まいばすけっと 大島1丁目店,その他スーパー,35.688206,139.826238
江東区,亀戸一丁目,-,東京都江東区亀戸1-13-27 亀戸クリーンハイツ,まいばすけっと 江東亀戸1丁目店,その他スーパー,35.69435,139.821101
江東区,大島九丁目,-,東京都江東区大島9-4-1 東大島ファミールハイツ1号館,まいばすけっと 東大島駅前店,その他スーパー,35.691224,139.844689
江東区,石島,-,東京都江東区石島13番11号,業務スーパー 石島店,その他スーパー,35.680729,139.813427
江東区,清澄一丁目,-,東京都江東区清澄1-3-9 プレノ清澄庭園,まいばすけっと 清澄1丁目店,その他スーパー,35.681354,139.793417
江東区,塩浜二丁目,-,東京都江東区塩浜2-12-7 グリーンハイツ青葉,まいばすけっと 塩浜2丁目店,その他スーパー,35.663173,139.81063
江東区,東陽一丁目,-,東京都江東区東陽1-25-2 掛川ビル,まいばすけっと 東陽1丁目店,その他スーパー,35.667243,139.811249
江東区,北砂四丁目,-,東京都江東区北砂4-26-6ママダビル,まいばすけっと 北砂4丁目店,その他スーパー,35.679824,139.833414
江東区,大島六丁目,-,東京都江東区大島6-8-20 岡澤ビル,まいばすけっと 大島駅前店,その他スーパー,35.689953,139.834913
江東区,南砂二丁目,-,東京都江東区南砂2-28-3 アズ東陽町レジデンス,まいばすけっと 南砂2丁目店,その他スーパー,35.675586,139.821741
江東区,大島五丁目,-,東京都江東区大島5-34-20 第2宍戸マンション,まいばすけっと 大島駅南店,その他スーパー,35.689228,139.835433
江東区,亀戸二丁目,-,東京都江東区亀戸2-36-12 エスプリ亀戸,まいばすけっと 亀戸2丁目店,その他スーパー,35.700209,139.825112
江東区,常盤一丁目,-,東京都江東区常盤1-6-5コンフォリア森下リバーサイド,まいばすけっと 森下万年橋通り店,その他スーパー,35.685686,139.794051
江東区,富岡一丁目,-,東京都江東区富岡1-26-18 ISM門前仲町,まいばすけっと 江東富岡1丁目店,その他スーパー,35.66971,139.80024
江東区,白河三丁目,-,東京都江東区白河3-1-12アーバネックス清澄白河,まいばすけっと 白河3丁目店,その他スーパー,35.681453,139.804476
江東区,亀戸三丁目,-,東京都江東区亀戸3-21-14クラシヲ亀戸,まいばすけっと 江東亀戸3丁目店,その他スーパー,35.704741,139.821491
江東区,東砂七丁目,-,東京都江東区東砂7-1-1ライオンズマンション南砂町,まいばすけっと 江東東砂店,その他スーパー,35.67008,139.838132
江東区,豊洲五丁目,-,東京都江東区豊洲5-5-1 シエルタワー1F,サカガミ グランルパ豊洲店,その他スーパー,35.653503,139.79593
江東区,亀戸五丁目,-,東京都江東区亀戸5-15-1,肉のハナマサ 亀戸店,その他スーパー,35.699683,139.825818
江東区,亀戸五丁目,-,東京都江東区亀戸5-30-3,マックスバリュエクスプレス 亀戸センタープラザ店,その他スーパー,35.698737,139.829016
江東区,亀戸五丁目,-,東京都江東区亀戸5-1-1 アトレ亀戸内,成城石井 SELECT(セレクト) アトレ亀戸店,その他スーパー,35.697766,139.826498
江東区,亀戸三丁目,-,東京都江東区亀戸3-61-18,旬鮮食品館カズン 亀戸店,その他スーパー,35.702305,139.825019
江東区,辰巳一丁目,-,東京都江東区辰巳1-1-34,Y'smart(ワイズマート) 辰巳店,その他スーパー,35.647669,139.809028
江東区,東砂七丁目,-,東京都江東区東砂7-19-12,ワイズディスカ 東砂店,その他スーパー,35.672999,139.836452
江東区,常盤二丁目,-,東京都江東区常盤2-12-6,アコレ 江東常盤店,その他スーパー,35.685108,139.797588
江東区,東雲一丁目,-,東京都江東区東雲1-9-10 イオン東雲店ショッピングセンター内,AEONBIKE(イオンバイク) 東雲店,自転車販売/修理,35.648562,139.802152
江東区,大島四丁目,-,東京都江東区大島4-1-1 UR都市機構大島4丁目団地,Big-A 江東大島団地店,その他スーパー,35.687533,139.82899
江東区,亀戸九丁目,-,東京都江東区亀戸9-24-17,ライフ 亀戸店,その他スーパー,35.697765,139.841212
江東区,亀戸五丁目,-,東京都江東区亀戸5-1-1 アトレ亀戸 B1F,成城石井 アトレ亀戸店,その他スーパー,35.697766,139.826498
江東区,豊洲二丁目,-,東京都江東区豊洲2-2-1 三井ショッピングパーク アーバンドックららぽーと豊洲 B1F B1100,成城石井 ららぽーと豊洲店,その他スーパー,35.655582,139.792663
江東区,亀戸五丁目,-,東京都江東区亀戸5-1-1 アトレ亀戸1F,成城石井 成城石井 SELECT アトレ亀戸店,その他スーパー,35.697766,139.826498
江東区,潮見二丁目,-,東京都江東区潮見2-7-9,マルエツ 潮見店,その他スーパー,35.658453,139.817224
江東区,東砂一丁目,-,東京都江東区東砂1-3-36,ヨークマート 東砂店,その他スーパー,35.684796,139.840731
江東区,白河一丁目,-,東京都江東区白河1-7-13,赤札堂 清澄店,その他スーパー,35.682682,139.799121
江東区,塩浜一丁目,-,東京都江東区塩浜1-1-13,赤札堂 塩浜店,その他スーパー,35.659784,139.800244
江東区,北砂四丁目,-,東京都江東区北砂4-25-2,赤札堂 砂町店,その他スーパー,35.679584,139.832454
江東区,北砂四丁目,-,東京都江東区北砂4-9-10,mini(ミニ)ピアゴ 北砂4丁目店,その他スーパー,35.679339,139.829158
江東区,大島六丁目,-,東京都江東区大島6-1-8-101,ピーコックストア 大島店,その他スーパー,35.689869,139.832731
江東区,大島五丁目,-,東京都江東区大島5-48-15,mini(ミニ)ピアゴ 大島5丁目店,その他スーパー,35.689086,139.837952
江東区,東陽六丁目,-,東京都江東区東陽6-3-1,サミットストア イースト21店,その他スーパー,35.675288,139.814267
江東区,富岡二丁目,-,東京都江東区富岡2-9-6,大黒屋 門前仲町店,その他スーパー,35.672325,139.801978
江東区,亀戸五丁目,-,東京都江東区亀戸5-8-12,大黒屋 亀戸店,その他スーパー,35.698434,139.828617
江東区,南砂二丁目,-,東京都江東区南砂2-6-3 サンライズ東陽ビル1F,タイヨー イキイキ ミニ,その他スーパー,35.672318,139.819942
江東区,深川一丁目,-,東京都江東区深川1-6-2 ホームセンターコーナン江東深川店内,食品館あおば 深川店,その他スーパー,35.677332,139.795962
江東区,深川一丁目,-,東京都江東区深川1-6-2 ホームセンターコーナン江東深川店内,食品館あおば 深川店,その他スーパー,35.677332,139.795962
江東区,亀戸五丁目,-,東京都江東区亀戸5-1-1 アトレ亀戸内,QUEEN'S ISETAN KAMEIDO(クイーンズ イセタン カメイド) アトレ亀戸店,その他スーパー,35.697766,139.826498
江東区,亀戸六丁目,-,東京都江東区亀戸6-31-6 カメイドクロック B1F,ライフ カメイドクロック店,その他スーパー,35.695972,139.829258
江東区,豊洲四丁目,-,東京都江東区豊洲4-6-2,たつみチェーン豊洲店,その他スーパー,35.655428,139.798276
江東区,亀戸七丁目,-,東京都江東区亀戸7丁目41-13,miniピアゴ亀戸7丁目店,その他スーパー,35.697018,139.837592
江東区,亀戸二丁目,-,東京都江東区亀戸2-6-2,新鮮市場亀戸店,その他スーパー,35.700205,139.82246
江東区,大島六丁目,-,東京都江東区大島6丁目26-7,グリーンマート大友,その他スーパー,35.690968,139.837381
江東区,富岡二丁目,-,東京都江東区富岡2丁目1-11,エンゼルファミリー門前仲町店,その他スーパー,35.670268,139.80056
江東区,亀戸三丁目,-,東京都江東区亀戸3丁目61-18,Olympic亀戸店,その他スーパー,35.702305,139.825019
江東区,有明二丁目,-,東京都江東区有明2丁目1-8,KITANO ACE有明ガーデン店,その他スーパー,35.638496,139.793008
品川区,南品川三丁目,-,東京都品川区南品川3-4-1,OK(オーケー) 青物横丁店,その他スーパー,35.608363,139.743408
品川区,旗の台四丁目,-,東京都品川区旗の台4-3-3,オオゼキ旗の台店,その他スーパー,35.603918,139.706445
品川区,小山三丁目,-,東京都品川区小山3-22-3,Ozeki(オオゼキ) 武蔵小山店,その他スーパー,35.619212,139.705777
品川区,大井一丁目,-,東京都品川区大井1-3-6,イトーヨーカドー 大井町店,イトーヨーカドー,35.607171,139.733988
品川区,勝島一丁目,-,東京都品川区勝島1-6-16 ウィラ大井2F,スーパーマーケット文化堂 ウィラ大井店,その他スーパー,35.596939,139.744653
品川区,八潮五丁目,-,東京都品川区八潮5-5-3 パトリア品川店内,SuperValue(スーパーバリュー) 品川八潮店,その他スーパー,35.599392,139.75028
品川区,東五反田二丁目,-,東京都品川区東五反田2-1-2 五反田スクエア1F、B1F,東急ストア 五反田店,その他スーパー,35.625498,139.72457
品川区,戸越五丁目,-,東京都品川区戸越5-15-4,OK(オーケー) 戸越店,その他スーパー,35.609584,139.715312
品川区,荏原二丁目,-,東京都品川区荏原2-17-19,業務スーパー 武蔵小山店,その他スーパー,35.616299,139.708888
品川区,南大井六丁目,-,東京都品川区南大井6-27-25,西友 大森店,西友,35.588326,139.730316
品川区,大崎四丁目,-,東京都品川区大崎4-13-2,ライフ 大崎百反通店,その他スーパー,35.618206,139.719182
品川区,大崎一丁目,-,東京都品川区大崎1-6-4 5号館,ライフ 大崎ニューシティ店,その他スーパー,35.619686,139.729525
品川区,荏原四丁目,-,東京都品川区荏原4-17-6,サミットストア 荏原4丁目店,その他スーパー,35.61398,139.705684
品川区,小山六丁目,-,東京都品川区小山6-4-5,サミットストア 西小山店,その他スーパー,35.615235,139.699354
品川区,大崎一丁目,-,東京都品川区大崎1-11-1 ゲートシティプラザ B1F,成城石井 ゲートシティ大崎店,その他スーパー,35.618849,139.731385
品川区,中延五丁目,-,東京都品川区中延5-3-11KOTII EBARAMACHI,まいばすけっと 荏原町駅前店,その他スーパー,35.603396,139.708789
品川区,大井六丁目,-,東京都品川区大井6-9-36 シャルール大井,まいばすけっと 大井6丁目店,その他スーパー,35.598054,139.730675
品川区,大崎二丁目,-,東京都品川区大崎2-11 大崎ウィズシティテラス,まいばすけっと 大崎駅前店,その他スーパー,35.616881,139.729668
品川区,中延三丁目,-,東京都品川区中延3-2-13,まいばすけっと 中延3丁目店,その他スーパー,35.608533,139.71202
品川区,西大井五丁目,-,東京都品川区西大井5-5-34 ベルヴィル品川西大井,まいばすけっと 西大井5丁目店,その他スーパー,35.599581,139.715511
品川区,二葉二丁目,-,東京都品川区二葉2-4-20 グレイスビル,まいばすけっと 二葉2丁目店,その他スーパー,35.604923,139.725677
品川区,南品川五丁目,-,東京都品川区南品川5-16-3アーバネックス大井仙台坂,まいばすけっと 青物横丁駅西店,その他スーパー,35.609034,139.741779
品川区,小山五丁目,-,東京都品川区小山5-22-11 松正ビル,まいばすけっと 西小山駅前店,その他スーパー,35.615631,139.699494
品川区,西五反田六丁目,-,東京都品川区西五反田6-21-9 S・Kビル2,まいばすけっと 西五反田6丁目店,その他スーパー,35.620796,139.715503
品川区,旗の台二丁目,-,東京都品川区旗の台2-7-12 アベイト103号室,まいばすけっと 旗の台2丁目店,その他スーパー,35.606664,139.704184
品川区,戸越三丁目,-,東京都品川区戸越3-9-20,まいばすけっと 戸越3丁目店,その他スーパー,35.611975,139.715771
品川区,北品川二丁目,-,東京都品川区北品川2-24-7 クレヴィアリグゼ北品川,まいばすけっと 北品川2丁目店,その他スーパー,35.618028,139.743683
品川区,東中延二丁目,-,東京都品川区東中延2-7-20,まいばすけっと 東中延店,その他スーパー,35.607744,139.712379
品川区,西中延三丁目,-,東京都品川区西中延3-6-20 鏑木第一マンション,まいばすけっと 西中延3丁目店,その他スーパー,35.607122,139.708729
品川区,大井二丁目,-,東京都品川区大井2-1-5,まいばすけっと 大井2丁目店,その他スーパー,35.606553,139.729897
品川区,南品川一丁目,-,東京都品川区南品川1-4-20 ルミエール品川橋,まいばすけっと 南品川1丁目店,その他スーパー,35.61605,139.744506
品川区,南品川三丁目,-,東京都品川区南品川3-6-53 レジディア南品川,まいばすけっと 南品川3丁目店,その他スーパー,35.609963,139.744332
品川区,上大崎二丁目,-,東京都品川区上大崎2-13-22 シーアイマンション白金,まいばすけっと 目黒駅東店,その他スーパー,35.63494,139.718863
品川区,南大井一丁目,-,東京都品川区南大井1-4-10 石原屋ビル1階,まいばすけっと 立会川店,その他スーパー,35.596845,139.738718
品川区,南品川六丁目,-,東京都品川区南品川6-15-28 ゼームス坂ヒルトップ,まいばすけっと ゼームス坂店,その他スーパー,35.608809,139.73776
