指標名,コンビニ,,,,,,
出典,NAVITIME,,,,,,
年次,2023/1/20 取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,"（2020年度：2,130件、2021年度：2342件、2022年度：2305件）",,,,,,
,,,,,,,
区,町丁目,エリア,住所,施設名,種類,緯度,経度
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3-12-6,セブンイレブン 高田馬場3丁目早稲田通り店,セブンイレブン,35.713096,139.70077
新宿区,西新宿四丁目,-,東京都新宿区西新宿4-41-10,セブンイレブン 西新宿4丁目店,セブンイレブン,35.684738,139.685671
新宿区,上落合二丁目,-,東京都新宿区上落合2丁目22番19,セブンイレブン 新宿中井駅前通り店,セブンイレブン,35.71399,139.686778
新宿区,西落合一丁目,-,東京都新宿区西落合1丁目1-1,セブンイレブン 新宿西落合1の東店,セブンイレブン,35.721105,139.685933
新宿区,舟町,-,東京都新宿区舟町11-21,セブンイレブン 新宿舟町店,セブンイレブン,35.690416,139.721597
新宿区,市谷台町,-,東京都新宿区市谷台町3-1,セブンイレブン 新宿市谷台町店,セブンイレブン,35.693339,139.7202
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-19-13,ローソン 西新宿一丁目店,ローソン,35.688333,139.696941
新宿区,早稲田町,-,東京都新宿区早稲田町74,ローソン 早稲田町店,ローソン,35.70589,139.721996
新宿区,新宿五丁目,-,東京都新宿区新宿5-11-13,ローソン 新宿医大通店,ローソン,35.693325,139.70716
新宿区,若松町,-,東京都新宿区若松町11-1,ローソン 若松町店,ローソン,35.699294,139.717666
新宿区,西早稲田二丁目,-,東京都新宿区西早稲田2-11-12凱風ビル,ローソン 西早稲田二丁目店,ローソン,35.709941,139.713118
新宿区,左門町,-,東京都新宿区左門町6-8,ローソン 四谷左門町店,ローソン,35.686219,139.720459
新宿区,山吹町,-,東京都新宿区山吹町265-6,ローソン 新宿山吹町店,ローソン,35.707635,139.731474
新宿区,百人町二丁目,-,東京都新宿区百人町2-22-12,ローソン 百人町二丁目店,ローソン,35.704277,139.69724
新宿区,新小川町,-,東京都新宿区新小川町6-40,ローソン 新小川町店,ローソン,35.70676,139.743049
新宿区,馬場下町,-,東京都新宿区馬場下町61-6,ローソン 新宿馬場下町店,ローソン,35.706045,139.72024
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-26-10,ローソン 歌舞伎町二丁目西店,ローソン,35.695593,139.703323
新宿区,下宮比町,-,東京都新宿区下宮比町2-3,ローソン 新宿下宮比町店,ローソン,35.702947,139.743508
新宿区,四谷一丁目,-,東京都新宿区四谷1-23-6,ローソン 四谷一丁目店,ローソン,35.687352,139.727702
新宿区,新宿一丁目,-,東京都新宿区新宿1-9-4,ローソン 新宿御苑駅前店,ローソン,35.688485,139.71222
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-25-1-B1,ローソン 新宿センタービル西店,ローソン,35.692126,139.695006
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-18-5,ローソン 新宿区役所通店,ローソン,35.697238,139.705186
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-10-19,ローソン 西新宿小滝橋通店,ローソン,35.694317,139.698676
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-4-5,ローソン 京王プレッソイン新宿店,ローソン,35.685859,139.692613
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-25-1,ローソン 新宿センタービル店,ローソン,35.692126,139.695006
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-1-16,ローソン 新宿靖国通店,ローソン,35.693123,139.7044
新宿区,若松町,-,東京都新宿区河田町8-1総合外来センター1F,ナチュラルローソン NLS東京女子医大外来棟店,ローソン,35.697592,139.720369
新宿区,西落合三丁目,-,東京都新宿区西落合3-1-16,ローソン H落合南長崎駅前店,ローソン,35.72286,139.683371
新宿区,若松町,-,東京都新宿区河田町8-1西病棟1F,ナチュラルローソン NL東京女子医大西病棟店,ローソン,35.697592,139.720369
新宿区,北新宿二丁目,-,東京都新宿区北新宿2-21-1,ナチュラルローソン 新宿フロントタワー店,ローソン,35.696065,139.689383
新宿区,水道町,-,東京都新宿区水道町3-2,ローソン 新宿水道町店,ローソン,35.708782,139.735804
新宿区,北新宿一丁目,-,東京都新宿区北新宿1-29-10,ローソン 北新宿一丁目店,ローソン,35.701598,139.690798
新宿区,荒木町,-,東京都新宿区荒木町17-1,ローソン 新宿荒木町店,ローソン,35.691724,139.723811
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-13-12,ナチュラルローソン 新宿駅西店,ローソン,35.68988,139.696642
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-23-1,ローソン H西新宿店,ローソン,35.689779,139.696123
新宿区,新宿三丁目,-,東京都新宿区新宿3-13-5,ローソン 新宿三丁目北店,ローソン,35.692103,139.705876
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-8-5新栄ビル,ローソン 西新宿三丁目店,ローソン,35.685286,139.689583
新宿区,新宿二丁目,-,東京都新宿区新宿2-13-10,ローソン 新宿三丁目駅前店,ローソン,35.690414,139.70841
新宿区,住吉町,-,東京都新宿区住吉町8-22,ローソンストア100 LS新宿住吉町店,ローソンストア100,35.693359,139.72166
新宿区,新宿六丁目,-,東京都新宿区新宿6-27-30 1F,ローソンサテライト 新宿イーストサイドスクエア店,ローソン,35.696685,139.708692
新宿区,新宿六丁目,-,東京都新宿区新宿6-27-30B1F,ローソン 新宿イーストサイドスクエア店,ローソン,35.695687,139.708908
新宿区,大久保二丁目,-,東京都新宿区大久保2-4-12新宿ラムダックスビル,ローソン 新宿大久保二丁目店,ローソン,35.704117,139.708293
新宿区,大久保一丁目,-,東京都新宿区大久保1-6-12,ローソン 新大久保店,ローソン,35.700868,139.705836
新宿区,西落合三丁目,-,東京都新宿区西落合3-28-7,ローソン 新宿西落合三丁目店,ローソン,35.725074,139.675984
新宿区,四谷坂町,-,東京都新宿区四谷坂町12-12,ローソン 新宿坂町店,ローソン,35.691764,139.726148
新宿区,市谷仲之町,-,東京都新宿区市谷仲之町4-46,ローソン 市谷仲之町店,ローソン,35.694803,139.72447
新宿区,下落合四丁目,-,東京都新宿区下落合4-27-3,ローソン H新宿下落合四丁目店,ローソン,35.722123,139.698177
新宿区,西早稲田二丁目,-,東京都新宿区西早稲田2-20-9,ローソン 西早稲田駅前店,ローソン,35.709279,139.709686
新宿区,下落合二丁目,-,東京都新宿区下落合2-3-18,ローソン 下落合二丁目店,ローソン,35.716529,139.703024
新宿区,中井一丁目,-,東京都新宿区中井1-10-8,ローソン H新宿中井店,ローソン,35.715027,139.68338
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-12-6,ローソン 歌舞伎町一丁目店,ローソン,35.695169,139.702585
新宿区,百人町一丁目,-,東京都新宿区百人町1-11-22リサビル,ローソンストア100 LS新大久保駅前店,ローソンストア100,35.701146,139.699793
新宿区,百人町四丁目,-,東京都新宿区百人町4-9-5,ローソンストア100 LS新宿百人町四丁目店,ローソンストア100,35.709333,139.694181
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-17-10,ローソンストア100 LS歌舞伎町二丁目店,ローソンストア100,35.698,139.705477
新宿区,西早稲田二丁目,-,東京都新宿区西早稲田2-18-18,ローソンストア100 LS新宿早稲田通店,ローソンストア100,35.711042,139.711043
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町522,ローソンストア100 LS早稲田鶴巻町店,ローソンストア100,35.707306,139.726036
新宿区,北新宿一丁目,-,東京都新宿区北新宿1-28-15サマリヤ中田ビル,ローソンストア100 LS北新宿店,ローソンストア100,35.701684,139.692214
新宿区,西落合二丁目,-,東京都新宿区西落合2-5-9,ローソンストア100 LS西落合二丁目店,ローソンストア100,35.721286,139.678635
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-7-30,ローソン LM 西新宿七丁目店,ローソン,35.696934,139.697681
新宿区,新宿一丁目,-,東京都新宿区新宿1-8-5,ローソン 新宿御苑中央店,ローソン,35.688819,139.711043
新宿区,新宿七丁目,-,東京都新宿区新宿7-27-12,ローソン 東新宿明治通店,ローソン,35.698873,139.707804
新宿区,市谷加賀町一丁目,-,東京都新宿区市谷加賀町1-1-1,ローソン DNP市谷加賀町ビル店,ローソン,35.696122,139.730878
新宿区,新小川町,-,東京都新宿区新小川町8-9,ローソン 新宿新小川町店,ローソン,35.706118,139.740734
新宿区,四谷二丁目,-,東京都新宿区四谷2-8,ローソンストア100 LS四谷二丁目店,ローソンストア100,35.687238,139.724976
新宿区,新宿五丁目,-,東京都新宿区新宿5-6-2,ローソンストア100 LS新宿五丁目店,ローソンストア100,35.691915,139.709471
新宿区,新宿一丁目,-,東京都新宿区新宿1-34-16,ローソンストア100 LS新宿一丁目店,ローソンストア100,35.691138,139.711282
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-8-3,ローソンストア100 LS西新宿三丁目店,ローソンストア100,35.685574,139.689364
新宿区,西新宿四丁目,-,東京都新宿区西新宿4-5-8,ローソン 西新宿四丁目店,ローソン,35.689717,139.684557
新宿区,新宿一丁目,-,東京都新宿区新宿1-15-5,ローソン H新宿御苑北店,ローソン,35.689659,139.710145
新宿区,神楽坂一丁目,-,東京都新宿区神楽坂1-13,ローソン 飯田橋メトロピア店,ローソン,35.699519,139.741891
新宿区,若松町,-,東京都新宿区若松町28-25,ローソン 新宿若松町店,ローソン,35.700673,139.718958
新宿区,新宿四丁目,-,東京都新宿区新宿4-1-6,ナチュラルローソン NLJR新宿ミライナタワー店,ローソン,35.688582,139.702645
新宿区,大久保一丁目,-,東京都新宿区大久保1-15-15,ローソン・スリーエフ 大久保通店,ローソン,35.701043,139.703274
新宿区,新宿六丁目,-,東京都新宿区新宿6-27-2,ローソンストア100 LS新宿文化センター前店,ローソンストア100,35.696035,139.709575
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-34-8,ローソン 高田馬場駅通店,ローソン,35.712162,139.704241
新宿区,信濃町,-,東京都新宿区信濃町35-1,ナチュラルローソン 慶應義塾大学病院1号館店,ローソン,35.681119,139.718025
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-7新宿パークタワーB1F,ローソン 新宿パークタワー店,ローソン,35.685427,139.690839
新宿区,新宿六丁目,-,東京都新宿区新宿6-24-16,ローソン 東大久保店,ローソン,35.697485,139.710484
新宿区,西新宿六丁目,-,東京都新宿区西新宿6-7-1,ナチュラルローソン NL東京医科大学病院店,ローソン,35.693928,139.691377
新宿区,西新宿六丁目,-,東京都新宿区西新宿6-7-1,ナチュラルローソン NLS東京医科大学病院店,ローソン,35.693928,139.691377
新宿区,赤城元町,-,東京都新宿区赤城元町2-1,ローソン 神楽坂駅北店,ローソン,35.704284,139.735764
新宿区,新宿一丁目,-,東京都新宿区新宿1-13-1,ファミリーマート 新宿御苑駅前店,ファミリーマート,35.688937,139.711891
新宿区,市谷本村町,-,東京都新宿区市谷本村町5-1防衛省本省 厚生棟 地下1階,ファミリーマート 防衛省店,ファミリーマート,35.692666,139.728738
新宿区,早稲田鶴巻町,-,東京都新宿区早稲田鶴巻町519,ファミリーマート 早稲田鶴巻町店,ファミリーマート,35.707873,139.723741
新宿区,新宿五丁目,-,東京都新宿区新宿5-18-14,ファミリーマート 新宿五丁目店,ファミリーマート,35.694695,139.706574
新宿区,大久保三丁目,-,東京都新宿区大久保3-5-1新宿スポーツセンター1F,ファミリーマート 新宿スポーツセンター店,ファミリーマート,35.707026,139.705418
新宿区,新宿四丁目,-,東京都新宿区新宿4-3-23,ローソン 新宿四丁目店,ローソン,35.689536,139.704261
新宿区,若松町,-,東京都新宿区河田町8-1,ナチュラルローソン NLS東京女子医大彌生記念棟店,ローソン,35.697592,139.720369
新宿区,百人町一丁目,-,東京都新宿区百人町1-17-6,ローソン 新宿百人町一丁目店,ローソン,35.701517,139.697423
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-2-9,ローソン 新宿ワシントンホテルビル店,ローソン,35.686782,139.692887
新宿区,新宿五丁目,-,東京都新宿区新宿5-13-9,ファミリーマート 東新宿店,ファミリーマート,35.694786,139.707692
新宿区,信濃町,-,東京都新宿区信濃町35 慶應義塾大学病院内,ファミリーマート 慶應義塾大学病院店,ファミリーマート,35.681427,139.718128
新宿区,中落合四丁目,-,東京都新宿区中落合4丁目31-1 新宿キャンパス内,ファミリーマート 目白大学新宿キャンパス店,ファミリーマート,35.717821,139.679772
新宿区,西早稲田二丁目,-,東京都新宿区西早稲田2-5-16,ファミリーマート 西早稲田二丁目店,ファミリーマート,35.709158,139.715987
新宿区,新宿六丁目,-,東京都新宿区新宿6-6-1,ファミリーマート 東京医科大学前店,ファミリーマート,35.69347,139.709547
新宿区,西新宿二丁目,-,東京都新宿区西新宿2丁目1-1 新宿三井ビル,ファミリーマート ファミマ新宿三井ビル店,ファミリーマート,35.69191,139.693901
新宿区,新宿三丁目,-,東京都新宿区新宿3-21-7 東新ビル,ファミリーマート 新宿三丁目店,ファミリーマート,35.693068,139.702346
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-2-9ワシントンホテル,ファミリーマート 新宿ワシントンホテル店,ファミリーマート,35.686789,139.693216
