0,1,2,3,4,5,6,7,8,9
,,,,,,,,,
,指標名,大学キャンパス,,,,,,,
,出典,教育ソリューション株式会社「全国学校データ」,,,,,,,
,年次,2026年版,,,,,,,
,URL,https://kyouikusolution.co.jp/,,,,,,,
,備考,(2023年度：97件、2024年度：97件、2025年度：110件）,,,,,,,
,,,,,,,,,
,区,町丁目,エリア,住所,緯度,経度,大学,キャンパス,運営者区分
,千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町2-9-18,35.7013322,139.7549209,東京歯科大学,水道橋キャンパス,私立
,千代田区,三番町,-,東京都千代田区三番町12,35.6899397,139.7435606,大妻女子大学,千代田キャンパス,私立
,千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋2-2-1,35.6932121,139.7570043,共立女子大学,神田一ツ橋キャンパス,私立
,千代田区,神田神保町３丁目,-,東京都千代田区神田神保町3-27,35.6945548,139.7548598,共立女子大学,神田一ツ橋キャンパス,私立
,千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内2-5-2三菱ビル10階,35.6797045,139.7632693,慶應義塾大学,慶應丸の内シティキャンパス,私立
,千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町7-1,35.6841522,139.7327545,上智大学,四谷キャンパス,私立
,千代田区,神田神保町３丁目,-,東京都千代田区神田神保町3-8,35.6966041,139.7538443,専修大学,神田キャンパス,私立
,千代田区,神田神保町３丁目,-,東京都千代田区神田神保町3-8-1,35.696699,139.7536607,専修大学,神田キャンパス,私立
,千代田区,九段北１丁目,-,東京都千代田区九段北1-9-17,35.6976208,139.7512915,多摩大学,九段サテライト,私立
,千代田区,神田駿河台３丁目,-,東京都千代田区神田駿河台3-11-5,35.6976735,139.7642858,中央大学,駿河台キャンパス,私立
,千代田区,平河町２丁目,-,東京都千代田区平河町2-16-1平河町森タワ-9階,35.6796395,139.7414382,帝京大学,霞ヶ関キャンパス,私立
,千代田区,三番町,-,東京都千代田区三番町22,35.6911674,139.741788,東京家政学院大学,千代田三番町キャンパス,私立
,千代田区,大手町２丁目,大丸有,東京都千代田区大手町2-2-1新大手町ビル1f,35.6850064,139.767045,東洋大学,大手町サテライト,私立
,千代田区,三番町,-,東京都千代田区三番町6-16,35.6922093,139.7457407,二松學舎大学,九段キャンパス,私立
,千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町2-3-1,35.6997255,139.7542431,日本大学,三崎町キャンパス,私立
,千代田区,神田三崎町１丁目,-,東京都千代田区神田三崎町1-3-2,35.700442,139.756342,日本大学,三崎町キャンパス,私立
,千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-8-14,35.6976118,139.7636111,日本大学,駿河台キャンパス,私立
,千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-8-13,35.6982665,139.7634548,日本大学,駿河台キャンパス,私立
,千代田区,富士見１丁目,-,東京都千代田区富士見1-9-20,35.6975918,139.7452645,日本歯科大学,東京キャンパス,私立
,千代田区,富士見２丁目,-,東京都千代田区富士見2-17-1,35.695787,139.7417634,法政大学,市ケ谷キャンパス,私立
,千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台1-1,35.6986273,139.7618814,明治大学,駿河台キャンパス,私立
,千代田区,神田駿河台４丁目,-,東京都千代田区神田駿河台4-6御茶ノ水ソラシティアカデミア3f/4f,35.6986248,139.7667025,デジタルハリウッド大学,駿河台キャンパス,私立
,千代田区,ニ番町３丁目,-,東京都千代田区ニ番町3麹町スクエア2f,35.6861831,139.7372118,ビジネス・ブレークスルー大学,,私立
,千代田区,六番町,-,東京都千代田区六番町1-7ohmae@workビル,35.6877542,139.735039,ビジネス・ブレークスルー大学,六番町校舎,私立
,千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関1-4-1日土地ビル1f,35.6708658,139.7504743,長岡技術科学大学,東京サテライトキャンパス,国立
,千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町2-10-1東京交通会館7階,35.6748388,139.7644093,日本福祉大学,東京サテライト,私立
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-7-12サピアタワ-10階,35.6837178,139.7686113,関西学院大学,東京丸の内キャンパス,私立
,千代田区,西神田２丁目,-,東京都千代田区西神田2-2-10,35.6987403,139.7555886,大原大学院大学,,私立
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-11-1パシフィックセンチュリ-プレイス丸の内9階,35.6779865,139.7669297,ＳＢＩ大学院大学,,私立
,千代田区,二番町,-,東京都千代田区二番町5-1住友不動産麹町ビル,35.6854439,139.7366593,グロービス経営大学院大学,東京校,私立
,千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町2-2-15daiwa三崎町ビル7階,35.6999965,139.7548979,ＬＥＣ東京リーガルマインド大学院大学,,私立
,中央区,晴海１丁目,-,東京都中央区晴海1-2-2,35.6603742,139.7859771,東京都立大学,晴海キャンパス,公立
,中央区,明石町,-,東京都中央区明石町10-1,35.667762,139.775366,聖路加国際大学,,私立
,中央区,日本橋１丁目,日八京,東京都中央区日本橋1-4-1日本橋1-ビルディング5f(コレド日本橋),35.6825249,139.7746156,早稲田大学,日本橋キャンパス,私立
,中央区,京橋２丁目,日八京,東京都中央区京橋2-7-19京橋イ-ストビル3階,35.6770929,139.7708389,同志社大学,東京サテライト・キャンパス,私立
,中央区,日本橋２丁目,日八京,東京都中央区日本橋2-17-3,35.6815015,139.7735148,大学院大学至善館,,私立
,品川区,旗の台３丁目,-,東京都品川区旗の台3-2-17,35.6058576,139.7068592,文教大学,旗の台キャンパス,私立
,品川区,旗の台１丁目,-,東京都品川区旗の台1-5-8,35.6083886,139.7035693,昭和医科大学,旗の台キャンパス,私立
,品川区,上大崎４丁目,-,東京都品川区上大崎4-6-19,35.6316128,139.7158178,杉野服飾大学,目黒キャンパス,私立
,品川区,東五反田３丁目,-,東京都品川区東五反田3-16-21,35.6270974,139.7279686,清泉女子大学,,私立
,品川区,東五反田４丁目,-,東京都品川区東五反田4-1-17,35.6316311,139.7263562,東京医療保健大学,五反田キャンパス,私立
,品川区,荏原２丁目,-,東京都品川区荏原2-4-41,35.6187413,139.7122503,星薬科大学,,私立
,品川区,大崎４丁目,-,東京都品川区大崎4-2-16,35.6208522,139.7237103,立正大学,品川キャンパス,私立
,品川区,東大井１丁目,-,東京都品川区東大井1-10-40,35.6067053,139.7489671,東京都立産業技術大学院大学,,公立
