0,1,2,3,4,5,6,7,8
,千代田区,神田錦町３丁目,-,千代田区神田錦町3-2110over92f,35.6924477,139.7607356,KICKBOXING STUDIO OFFICE RINGS RUNCUBE(キックボクシング スタジオ オフィス リングス ランキューブ),スポーツクラブ/フィットネスクラブ
,千代田区,内神田１丁目,-,千代田区内神田1-18-11東京ロイヤルプラザ902,35.6919051,139.7671648,HEALTH CARE CREATE(ヘルスケアクリエイト) 本店/神田トレーニングルーム,スポーツクラブ/フィットネスクラブ
,千代田区,富士見２丁目,-,千代田区富士見2-10-2飯田橋グラン・ブルームサクラテラス1f,35.69897890000001,139.7436278,セントラルスポーツ ジムスタ 飯田橋サクラテラス,スポーツクラブ/フィットネスクラブ
,千代田区,神田多町２丁目,-,千代田区神田多町2-2-2神田21ビル1f,35.693031,139.77013,つるやゴルフ 神田駅前店,ゴルフショップ
,千代田区,永田町２丁目,赤坂,千代田区永田町2-13-10プルデンシャルタワー2f,35.6759691,139.7384261,スポーツクラブNAS 赤坂店,スポーツクラブ/フィットネスクラブ
,千代田区,神田小川町２丁目,-,千代田区神田小川町2-2-6,35.6946997,139.7646575,F.JANCK(エフジャンク),スポーツ用品/スポーツウェア
,千代田区,内神田２丁目,-,千代田区内神田2-10-7プレミアステージ内神田2f,35.6911281,139.7678684,ジムセントラル24神田,スポーツクラブ/フィットネスクラブ
,千代田区,内神田１丁目,-,千代田区内神田1-11-4藤吉ビルb1,35.69098460000001,139.7660156,NGCニューゴルフクリニック,ゴルフ練習場
,千代田区,神田岩本町,-,千代田区神田岩本町1-20窪田ビル2f,35.69642839999999,139.7748028,WIN & WIN(ウイン アンド ウイン) 東京ショールーム,スポーツ用品/スポーツウェア
,千代田区,麹町３丁目,-,千代田区麹町3-10-8cooee麹町1f,35.6844686,139.738698,マチトレ 麹町店,スポーツクラブ/フィットネスクラブ
,千代田区,九段北４丁目,-,千代田区九段北4-2-22市ヶ谷スポーツビル3f,35.6918191,139.7371405,みなとゴルフ 市ヶ谷,ゴルフ練習場
