0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,,,,
,指標名,駅,,,,,,,,,,
,出典,駅情報：駅データ.jp、乗降客数：国土交通省,,,,,,,,,,
,年次,2025(対象区は更新なし),,,,,,,,,,
,URL,駅情報：https://ekidata.jp/、乗降客数：http://nlftp.mlit.go.jp/ksj/,,,,,,,,,,
,備考,新幹線駅除く。,,,,,,,,,,
,,,,,,,,,,,,
,区,町丁,エリア,住所,緯度,経度,駅名,路線,事業者,乗降客数（2023年度）,駅コード（路線別）,駅コード（路線不問）
,千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１丁目,35.67459,139.76017,日比谷,三田線,東京都,80027,9930308,1130225
,港区,新橋１丁目,虎ノ門広域,東京都千代田区内幸町２－２－３,35.66975,139.75561,内幸町,三田線,東京都,35015,9930307,9930307
,千代田区,永田町１丁目,赤坂,東京都千代田区永田町一丁目１１－２８,35.678757,139.740258,永田町,有楽町線,東京地下鉄,72244,2800616,2800115
,新宿区,下宮比町,-,東京都新宿区神楽坂一丁目１３,35.701934,139.743669,飯田橋,南北線,東京地下鉄,150786,2800910,1131316
,千代田区,神田神保町１丁目,-,東京都千代田区神田神保町２－２,35.695966,139.757606,神保町,三田線,東京都,130940,9930310,2800807
,千代田区,丸の内１丁目,大丸有,東京都千代田区大手町１丁目,35.686564,139.7662,大手町,三田線,東京都,100353,9930309,2800208
,新宿区,神楽坂１丁目,-,東京都新宿区神楽坂一丁目１３,35.701934,139.743669,飯田橋,有楽町線,東京地下鉄,150786,2800613,1131316
,港区,新橋６丁目,虎ノ門広域,東京都港区西新橋３－２４－６,35.661215,139.751535,御成門,三田線,東京都,40727,9930306,9930306
,港区,芝３丁目,-,東京都港区芝公園４－８－１４,35.654074,139.749824,芝公園,三田線,東京都,26633,9930305,9930305
,新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目１－４,35.689729,139.700464,新宿,京王線,京王電鉄,1050497,2400101,1130208
,新宿区,新宿３丁目,-,東京都新宿区新宿三丁目３８－１,35.689729,139.700464,新宿,山手線,東日本旅客鉄道,0,1130208,1130208
,新宿区,新宿３丁目,-,東京都新宿区新宿三丁目３８－１,35.689729,139.700464,新宿,山手線,東日本旅客鉄道,0,1130208,1130208
,千代田区,九段北１丁目,-,東京都千代田区九段南１－６－１,35.695589,139.751948,九段下,新宿線,東京都,0,9930405,2800407
,江東区,大島１丁目,-,東京都江東区大島２－４１－１９,35.689349,139.826206,西大島,新宿線,東京都,26736,9930414,9930414
,新宿区,片町,-,東京都新宿区住吉町７－１,35.692402,139.722881,曙橋,新宿線,東京都,35291,9930403,9930403
,江東区,大島９丁目,-,東京都江東区大島９－３－１４,35.690355,139.845963,東大島,新宿線,東京都,29477,9930416,9930416
,千代田区,神田須田町２丁目,-,東京都千代田区神田岩本町１,35.695534,139.775866,岩本町,新宿線,東京都,49899,9930408,9930408
,江東区,大島６丁目,-,東京都江東区大島５－１０－８,35.689905,139.83565,大島,新宿線,東京都,30671,9930415,9930415
,千代田区,神田小川町１丁目,-,東京都千代田区神田小川町１－６,35.695487,139.767551,小川町,新宿線,東京都,69171,9930407,2800207
,千代田区,九段南４丁目,-,東京都新宿区市谷田町一丁目１,35.692972,139.736389,市ヶ谷,新宿線,東京都,85603,9930404,1131315
,中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋横山町４－１３,35.69212,139.782768,馬喰横山,新宿線,東京都,106131,9930409,1131403
,中央区,日本橋浜町２丁目,-,東京都中央区日本橋浜町２－５９－３,35.688516,139.788154,浜町,新宿線,東京都,20676,9930410,9930410
,江東区,森下１丁目,-,東京都江東区森下２－１７－１７,35.68796,139.797042,森下,新宿線,東京都,70246,9930411,9930114
,江東区,住吉２丁目,-,東京都江東区住吉２－２３－１２,35.689073,139.815681,住吉,新宿線,東京都,39815,9930413,2800814
,新宿区,西新宿１丁目,-,東京都新宿区西新宿一丁目１８,35.689729,139.700464,新宿,新宿線,東京都,0,9930401,1130208
,新宿区,新宿２丁目,-,東京都新宿区新宿３－１４－１,35.690853,139.704828,新宿三丁目,新宿線,東京都,68174,9930402,2800217
,新宿区,新宿６丁目,-,東京都新宿区新宿７－２７－３,35.69792,139.707549,東新宿,大江戸線,東京都,35979,9930103,2801012
,新宿区,原町１丁目,-,東京都新宿区原町２－３２,35.699518,139.725027,牛込柳町,大江戸線,東京都,19728,9930105,9930105
,新宿区,西落合３丁目,-,東京都新宿区西落合３－１－１８,35.723608,139.683303,落合南長崎,大江戸線,東京都,25931,9930133,9930133
,新宿区,岩戸町,-,東京都新宿区箪笥町１５,35.700851,139.735802,牛込神楽坂,大江戸線,東京都,13232,9930106,9930106
,新宿区,河田町,-,東京都新宿区河田町１０－１０,35.699218,139.718184,若松河田,大江戸線,東京都,27802,9930104,9930104
,新宿区,上落合２丁目,-,東京都新宿区中落合１－１９－１,35.715106,139.686967,中井,大江戸線,東京都,23955,9930132,2200704
,新宿区,市谷田町１丁目,-,東京都新宿区市谷田町一丁目１,35.692972,139.736389,市ヶ谷,有楽町線,東京地下鉄,127095,2800614,1131315
,港区,六本木７丁目,六本木,東京都港区六本木６－１－２５,35.662836,139.731443,六本木,大江戸線,東京都,79608,9930124,2800318
,港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋１丁目５,35.662871,139.759985,汐留,大江戸線,東京都,34991,9930120,9930120
,江東区,門前仲町１丁目,-,東京都江東区門前仲町１丁目,35.671851,139.796209,門前仲町,大江戸線,東京都,75746,9930116,2800412
,新宿区,四谷１丁目,-,東京都新宿区四谷１丁目,35.684586,139.729947,四ツ谷,南北線,東京地下鉄,111376,2800912,1131102
,中央区,築地５丁目,-,東京都中央区築地５－１－２,35.664895,139.766915,築地市場,大江戸線,東京都,23148,9930119,9930119
,港区,元赤坂２丁目,-,東京都港区南青山１－１－１９,35.672765,139.724159,青山一丁目,大江戸線,東京都,64794,9930125,2800116
,港区,麻布十番１丁目,-,東京都港区麻布十番４－４－９,35.654682,139.737051,麻布十番,大江戸線,東京都,30698,9930123,2800916
,中央区,勝どき２丁目,-,東京都中央区勝どき２－１０－１５,35.658507,139.776442,勝どき,大江戸線,東京都,81077,9930118,9930118
,江東区,白河１丁目,-,東京都江東区白河１－７－１４,35.682105,139.798851,清澄白河,大江戸線,東京都,38213,9930115,2800811
,中央区,月島１丁目,-,東京都中央区月島一丁目３－９,35.664871,139.784233,月島,大江戸線,東京都,65675,9930117,2800621
,港区,東麻布１丁目,-,東京都港区東麻布１－２８－１３,35.655007,139.743642,赤羽橋,大江戸線,東京都,34237,9930122,9930122
,渋谷区,神宮前１丁目,-,東京都渋谷区神宮前１丁目,35.669071,139.703995,明治神宮前,副都心線,東京地下鉄,96345,2801015,1130206
,新宿区,西新宿５丁目,-,東京都新宿区西新宿５－２５－９,35.689798,139.684304,西新宿五丁目,大江戸線,東京都,31076,9930129,9930129
,新宿区,西新宿２丁目,-,東京都新宿区西新宿２－８－１,35.690551,139.69257,都庁前,大江戸線,東京都,46002,9930101,9930101
,新宿区,西新宿１丁目,-,東京都新宿区西新宿１－３－１７,35.693315,139.699155,新宿西口,大江戸線,東京都,51581,9930102,9930102
,渋谷区,千駄ケ谷１丁目,-,東京都新宿区霞ケ丘町１０－３,35.679831,139.714932,国立競技場,大江戸線,東京都,12767,9930126,9930126
,渋谷区,代々木１丁目,-,東京都渋谷区代々木一丁目３５－５,35.683218,139.701666,代々木,大江戸線,東京都,30760,9930127,1130207
,新宿区,西早稲田１丁目,-,東京都新宿区西早稲田一丁目,35.705723,139.721319,早稲田,荒川線,東京都,3179,9930530,9930530
,新宿区,西早稲田３丁目,-,東京都新宿区西早稲田３,35.712981,139.714444,面影橋,荒川線,東京都,822,9930529,9930529
,品川区,東品川２丁目,-,東京都品川区東品川２－５－１９,35.622908,139.750675,天王洲アイル,りんかい線,東京臨海高速鉄道,30082,9933705,9933602
,江東区,青海１丁目,-,東京都江東区青海１－２,35.62753,139.778896,東京テレポート,りんかい線,東京臨海高速鉄道,41593,9933704,9933704
,渋谷区,神宮前５丁目,-,東京都港区北青山３丁目,35.665247,139.712314,表参道,千代田線,東京地下鉄,168791,2800517,2800118
,江東区,東雲２丁目,-,東京都江東区東雲２－８－１０,35.640987,139.804395,東雲,りんかい線,東京臨海高速鉄道,14078,9933702,9933702
,江東区,新木場１丁目,-,東京都江東区新木場一丁目６,35.645832,139.826254,新木場,りんかい線,東京臨海高速鉄道,56833,9933701,1132605
,品川区,大井１丁目,-,東京都品川区大井１丁目,35.607535,139.735025,大井町,りんかい線,東京臨海高速鉄道,68116,9933707,1133228
,江東区,有明３丁目,-,東京都江東区有明２－５－２５,35.63441,139.791617,国際展示場,りんかい線,東京臨海高速鉄道,67666,9933703,9933703
,品川区,東品川４丁目,-,東京都品川区東品川４－１２－２２,35.608524,139.749549,品川シーサイド,りんかい線,東京臨海高速鉄道,33688,9933706,9933706
,渋谷区,上原１丁目,-,東京都渋谷区西原３丁目,35.669159,139.680153,代々木上原,千代田線,東京地下鉄,0,2800520,2500105
,江東区,越中島２丁目,-,東京都江東区越中島２丁目,35.667946,139.792713,越中島,京葉線,東日本旅客鉄道,10442,1132603,1132603
,中央区,八丁堀３丁目,-,東京都中央区八丁堀３丁目,35.674851,139.776982,八丁堀,京葉線,東日本旅客鉄道,62142,1132602,1132602
,江東区,新木場１丁目,-,東京都江東区新木場一丁目５,35.645832,139.826254,新木場,京葉線,東日本旅客鉄道,134412,1132605,1132605
,江東区,潮見２丁目,-,東京都江東区潮見２丁目,35.658702,139.817341,潮見,京葉線,東日本旅客鉄道,29668,1132604,1132604
,新宿区,高田馬場１丁目,-,東京都新宿区高田馬場一丁目３５－１,35.712677,139.703715,高田馬場,山手線,東日本旅客鉄道,351420,1130210,1130210
,新宿区,百人町１丁目,-,東京都新宿区百人町一丁目１０－１５,35.700875,139.700261,新大久保,山手線,東日本旅客鉄道,93452,1130209,1130209
,品川区,大崎１丁目,-,東京都品川区大崎一丁目２１－４,35.619772,139.728439,大崎,山手線,東日本旅客鉄道,375884,1130201,1130201
,品川区,東五反田１丁目,-,東京都品川区東五反田一丁目２６,35.625262,139.724175,五反田,山手線,東日本旅客鉄道,215278,1130202,1130202
,港区,港南２丁目,-,東京都港区高輪三丁目２６－２７,35.628284,139.73809,品川,山手線,東日本旅客鉄道,548442,1130103,1130103
,品川区,上大崎２丁目,-,東京都品川区上大崎二丁目１６－９,35.633272,139.7155,目黒,山手線,東日本旅客鉄道,181204,1130203,1130203
,渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿南一丁目５－５,35.647332,139.708988,恵比寿,山手線,東日本旅客鉄道,242206,1130204,1130204
,渋谷区,渋谷２丁目,-,東京都渋谷区道玄坂一丁目１－１,35.6587,139.700872,渋谷,山手線,東日本旅客鉄道,628118,1130205,1130205
,渋谷区,千駄ケ谷５丁目,-,東京都渋谷区代々木一丁目３４－１,35.683218,139.701666,代々木,山手線,東日本旅客鉄道,0,1130207,1130207
,渋谷区,千駄ケ谷５丁目,-,東京都新宿区新宿３－１４－１,35.690853,139.704828,新宿三丁目,副都心線,東京地下鉄,142867,2801013,2800217
,渋谷区,千駄ケ谷５丁目,-,東京都新宿区新宿三丁目３８－１,35.689729,139.700464,新宿,山手線,東日本旅客鉄道,0,1130208,1130208
,渋谷区,千駄ケ谷５丁目,-,東京都新宿区新宿三丁目３８－１,35.689729,139.700464,新宿,山手線,東日本旅客鉄道,0,1130208,1130208
,渋谷区,神宮前１丁目,-,東京都渋谷区神宮前一丁目１８,35.670646,139.702592,原宿,山手線,東日本旅客鉄道,129970,1130206,1130206
,渋谷区,代々木２丁目,-,東京都渋谷区代々木二丁目１－１,35.689729,139.700464,新宿,大江戸線,東京都,0,9930128,1130208
,渋谷区,渋谷２丁目,-,東京都渋谷区道玄坂二丁目１－１,35.6587,139.700872,渋谷,田園都市線,東京急行電鉄,0,2600301,1130205
,江東区,亀戸１丁目,-,東京都江東区亀戸５丁目,35.697345,139.826262,亀戸,総武線,東日本旅客鉄道,105714,1131323,1131323
,千代田区,外神田１丁目,-,東京都千代田区外神田一丁目１７－６,35.698889,139.774273,秋葉原,総武線,東日本旅客鉄道,423996,1131319,1130222
,渋谷区,渋谷２丁目,-,東京都渋谷区道玄坂二丁目１－１,35.6587,139.700872,渋谷,半蔵門線,東京地下鉄,179645,2800801,1130205
,中央区,日本橋馬喰町１丁目,-,東京都中央区日本橋馬喰町１丁目,35.693365,139.78238,馬喰町,総武線,東日本旅客鉄道,48064,1131403,1131403
,中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町４丁目,35.688687,139.77323,新日本橋,総武線,東日本旅客鉄道,34836,1131402,1131402
,千代田区,神田三崎町２丁目,-,東京都千代田区三崎町２丁目,35.702039,139.754312,水道橋,中央線,東日本旅客鉄道,137154,1131317,1131317
,千代田区,飯田橋３丁目,-,東京都千代田区飯田橋四丁目１０－２,35.701934,139.743669,飯田橋,中央線,東日本旅客鉄道,132038,1131316,1131316
,千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２丁目,35.7001875,139.7639511,御茶ノ水,JR中央線(快速),東日本旅客鉄道,0,1131203,1131203
,新宿区,百人町１丁目,-,東京都新宿区百人町１丁目,35.700784,139.69732,大久保,中央線,東日本旅客鉄道,0,1131309,1131309
,千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町二丁目１３－１,35.693587,139.770899,神田,中央線,東日本旅客鉄道,175758,1131202,1130223
,新宿区,四谷１丁目,-,東京都新宿区四谷一丁目,35.684586,139.729947,四ツ谷,中央線,東日本旅客鉄道,171852,1131102,1131102
,千代田区,九段北４丁目,-,東京都新宿区市谷田町一丁目１,35.692972,139.736389,市ヶ谷,中央線,東日本旅客鉄道,98948,1131315,1131315
,新宿区,信濃町,-,東京都新宿区信濃町,35.680031,139.720729,信濃町,中央線,東日本旅客鉄道,42654,1131313,1131313
,渋谷区,千駄ケ谷５丁目,-,東京都渋谷区代々木一丁目３４－１,35.683218,139.701666,代々木,中央線,東日本旅客鉄道,0,1131311,1130207
,新宿区,新宿３丁目,-,東京都新宿区新宿三丁目３８－１,35.689729,139.700464,新宿,中央線,東日本旅客鉄道,0,1131103,1130208
,渋谷区,千駄ケ谷１丁目,-,東京都渋谷区千駄ヶ谷一丁目３５－１０,35.681231,139.711644,千駄ヶ谷,中央線,東日本旅客鉄道,33134,1131312,1131312
,渋谷区,渋谷１丁目,-,東京都渋谷区道玄坂二丁目１－１,35.6587,139.700872,渋谷,副都心線,東京地下鉄,179645,2801016,1130205
,港区,赤坂２丁目,赤坂,東京都千代田区永田町２－１１－１,35.673621,139.741419,溜池山王,南北線,東京地下鉄,74616,2800914,2800114
,港区,海岸１丁目,-,東京都港区海岸一丁目３－１,35.655666,139.756747,浜松町,東海道線,東日本旅客鉄道,253334,1130227,1130227
,港区,港南２丁目,-,東京都港区高輪三丁目２６－２７,35.628284,139.73809,品川,山手線,東日本旅客鉄道,548442,1130103,1130103
,港区,芝浦３丁目,-,東京都港区芝五丁目３３－３６,35.645736,139.747575,田町,東海道線,東日本旅客鉄道,238712,1130228,1130228
,港区,港南２丁目,-,東京都港区高輪三丁目２６－２７,35.628284,139.73809,品川,山手線,東日本旅客鉄道,548442,1130103,1130103
,港区,港南２丁目,-,東京都港区高輪三丁目２６－２７,35.628284,139.73809,品川,山手線,東日本旅客鉄道,548442,1130103,1130103
,港区,北青山３丁目,-,東京都港区北青山３丁目,35.665247,139.712314,表参道,半蔵門線,東京地下鉄,168791,2800802,2800118
,品川区,西大井６丁目,-,東京都品川区西大井１丁目,35.601616,139.721729,西大井,東海道線,東日本旅客鉄道,35376,1130804,1130804
,港区,新橋２丁目,虎ノ門広域,東京都港区新橋二丁目１７,35.665503,139.759644,新橋,東海道線,東日本旅客鉄道,0,1130102,1130102
,品川区,大井１丁目,-,東京都品川区大井１丁目,35.607535,139.735025,大井町,京浜東北線,東日本旅客鉄道,168378,1133228,1133228
,港区,白金台３丁目,-,東京都港区白金台３－２,35.637917,139.726133,白金台,三田線,東京都,0,9930302,2800918
,千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内一丁目,35.681753,139.764708,東京,東海道線,東日本旅客鉄道,0,1130101,1130101
,千代田区,丸の内３丁目,大丸有,東京都千代田区有楽町二丁目９,35.675714,139.763265,有楽町,東海道線,東日本旅客鉄道,251064,1130225,1130225
,港区,高輪１丁目,-,東京都港区高輪１－３－２０,35.642903,139.734104,白金高輪,三田線,東京都,0,9930303,2800917
,港区,浜松町２丁目,-,東京都港区浜松町１－２７－１２,35.656785,139.75466,大門,大江戸線,東京都,95470,9930121,9930121
,港区,高輪２丁目,-,東京都港区高輪２－１６－３４,35.638692,139.74002,泉岳寺,京浜本線,京浜急行電鉄,0,2700101,2700101
,港区,赤坂３丁目,赤坂,東京都港区赤坂３－１－６,35.677021,139.737047,赤坂見附,丸ノ内線,東京地下鉄,86493,2800213,2800115
,港区,元赤坂２丁目,-,東京都港区南青山１－１－１９,35.672765,139.724159,青山一丁目,半蔵門線,東京地下鉄,93509,2800803,2800116
,港区,新橋２丁目,虎ノ門広域,東京都港区新橋二丁目１７,35.665503,139.759644,新橋,東海道線,東日本旅客鉄道,0,1130102,1130102
,江東区,亀戸５丁目,-,東京都江東区亀戸５丁目,35.697345,139.826262,亀戸,亀戸線,東武鉄道,24660,2100505,1131323
,江東区,亀戸８丁目,-,東京都江東区亀戸８－５－１,35.699976,139.833422,亀戸水神,亀戸線,東武鉄道,4224,2100504,2100504
,港区,白金台３丁目,-,東京都港区白金台３－２,35.637917,139.726133,白金台,南北線,東京地下鉄,25775,2800918,2800918
,港区,芝４丁目,-,東京都港区芝５－３４－１０,35.64818,139.748775,三田,三田線,東京都,0,9930304,9930208
,港区,芝４丁目,-,東京都港区芝５－３４－１０,35.64818,139.748775,三田,三田線,東京都,0,9930304,9930208
,港区,芝４丁目,-,東京都港区芝５－３４－１０,35.64818,139.748775,三田,浅草線,東京都,0,9930208,9930208
,港区,港南２丁目,-,東京都港区港南二丁目１０－１４５,35.6355,139.7407,高輪ゲートウェイ,山手線,東日本旅客鉄道,22220,1130230,1130230
,新宿区,新宿６丁目,-,東京都新宿区新宿７－２７－３,35.69792,139.707549,東新宿,副都心線,東京地下鉄,39476,2801012,2801012
,渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷４丁目,35.678459,139.705453,北参道,副都心線,東京地下鉄,22635,2801014,2801014
,新宿区,戸山３丁目,-,東京都新宿区西早稲田二丁目,35.708242,139.709101,西早稲田,副都心線,東京地下鉄,35647,2801011,2801011
,江東区,森下１丁目,-,東京都江東区森下２－１７－１７,35.68796,139.797042,森下,大江戸線,東京都,70246,9930114,9930114
,新宿区,上落合２丁目,-,東京都新宿区上落合２－１３－７,35.710976,139.687284,落合,東西線,東京地下鉄,25129,2800402,2800402
