0,1,2,3,4,5,6,7,8,9,10
,,,,,,,,,,
,指標名,保育園,,,認可保育所,https://www.fukushi.metro.tokyo.lg.jp/kiban/fukushi_shisetsu/shs_list/index.html,,,,
,出典,東京都福祉保健局,,,認証保育所,https://www.fukushihoken.metro.tokyo.lg.jp/kodomo/hoiku/ninsyo/ichiran.html,,,,
,年次,2026/2/26取得,,,こども園,https://www.fukushihoken.metro.tokyo.lg.jp/kodomo/hoiku/n_kodomoen/shisetsuichiran.html,,,,
,URL,右記参照,,,認可外保育施設,https://www.fukushihoken.metro.tokyo.lg.jp/kodomo/hoiku/ninkagai/index.html,,,,
,備考,（2023年度：792件、2024年度：1044件、2025年度：1041件）,,,,,,,,
,,,,,,,,,,
,区,町丁,エリア,住所,緯度,経度,施設名,種別,定員,データ時点
,江東区,大島６丁目,-,東京都江東区大島6-1-6-130,35.68982,139.8335,江東区大島第三保育園,認可保育所,98,45931
,江東区,大島６丁目,-,東京都江東区大島6-22-8,35.6929278,139.8372692,ココロラボインターナショナル大島,認可保育所,56,45931
,江東区,大島６丁目,-,東京都江東区大島6-26-11,35.6910884,139.8370053,キッズスマイル江東大島,認可保育所,60,45931
,江東区,大島７丁目,-,東京都江東区大島7-37-13,35.6919577,139.8415635,かがやき保育園,認可保育所,161,45931
,江東区,大島８丁目,-,東京都江東区大島8-12-20-101,35.687263,139.838935,江東区大島第四保育園,認可保育所,97,45931
,江東区,大島８丁目,-,東京都江東区大島8-31-2,35.6889904,139.84211,アスク東大島保育園,認可保育所,70,45931
,江東区,大島９丁目,-,東京都江東区大島9-7-8-101,35.6940393,139.8442076,江東区わかば保育園,認可保育所,112,45931
,江東区,大島３丁目,-,東京都江東区大島3-8-7,35.6926792,139.827777,花と鳥保育園,認可保育所,90,45931
,江東区,大島２丁目,-,東京都江東区大島2-36-15,35.691579,139.8253643,マミー保育園西大島,認可保育所,60,45931
,江東区,北砂１丁目,-,東京都江東区北砂1-1-4-101,35.6816961,139.821715,江東区北砂保育園,認可保育所,100,45931
,江東区,北砂１丁目,-,東京都江東区北砂1-3-30,35.6841363,139.8236968,江東区小名木川保育園,認可保育所,140,45931
,江東区,北砂１丁目,-,東京都江東区北砂1-9-6,35.6807431,139.8243272,スクルドエンジェル北砂園,認可保育所,73,45931
,江東区,北砂３丁目,-,東京都江東区北砂3-4-151階,35.6852305,139.8272861,つくし保育園,認可保育所,46,45931
,江東区,北砂５丁目,-,東京都江東区北砂5-1-23,35.6802245,139.832817,キッズスマイル江東北砂,認可保育所,85,45931
,江東区,北砂５丁目,-,東京都江東区北砂5-1-28,35.6799596,139.8324194,Ｍｉｌｋｙ　Ｗａｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ　Ｎｕｒｓｅｒｙ　Ｓｃｈｏｏｌ　北砂校,認可保育所,69,45931
,江東区,北砂５丁目,-,東京都江東区北砂5-17-5,35.6820683,139.8343133,にじいろ保育園北砂,認可保育所,69,45931
,江東区,北砂５丁目,-,東京都江東区北砂5-20-10-101,35.6854802,139.8336748,江東区亀高第二保育園,認可保育所,109,45931
,江東区,北砂５丁目,-,東京都江東区北砂5-20-3-101,35.6822231,139.8320547,江東区小名木川第二保育園,認可保育所,122,45931
,江東区,北砂５丁目,-,東京都江東区北砂5-20-9-101,35.6851741,139.8331572,江東区亀高保育園,認可保育所,111,45931
,江東区,北砂６丁目,-,東京都江東区北砂6-27-19,35.6805318,139.8383645,みらいく北砂園,認可保育所,63,45931
,江東区,北砂５丁目,-,東京都江東区北砂5-14-10,35.6807028,139.8345203,砂町友愛園,認可保育所,100,45931
,江東区,北砂４丁目,-,東京都江東区北砂4-18-27,35.678534,139.8309609,砂町保育園,認可保育所,100,45931
,江東区,東砂１丁目,-,東京都江東区東砂1-5-3-101,35.6821553,139.8408609,江東区東砂第三保育園,認可保育所,103,45931
,江東区,東砂２丁目,-,東京都江東区東砂2-13-2-101,35.6849869,139.8419292,江東区東砂保育園,認可保育所,76,45931
,江東区,東砂２丁目,-,東京都江東区東砂2-6-4-101,35.6844357,139.8429801,江東区東砂第二保育園,認可保育所,79,45931
,江東区,東砂３丁目,-,東京都江東区東砂3-28-1,35.6795686,139.8443518,マミー保育園東砂,認可保育所,150,45931
,江東区,東砂３丁目,-,東京都江東区東砂3-30-11,35.6809741,139.8444627,みらいく東砂園,認可保育所,60,45931
,江東区,東砂７丁目,-,東京都江東区東砂7-10-3,35.6719681,139.8390092,メリーポピンズ南砂ルーム,認可保育所,64,45931
,江東区,東砂７丁目,-,東京都江東区東砂7-17-35-101,35.6740125,139.8388931,江東区東砂第四保育園,認可保育所,92,45931
,江東区,東砂７丁目,-,東京都江東区東砂7-18-18,35.6752819,139.8377302,にじいろ保育園東砂,認可保育所,100,45931
,江東区,東砂８丁目,-,東京都江東区東砂8-19-4,35.6676131,139.8410335,キッズスマイル江東東砂,認可保育所,58,45931
,江東区,東砂６丁目,-,東京都江東区東砂6-2-16,35.6698431,139.8416155,ともしび保育園,認可保育所,107,45931
,江東区,新砂３丁目,-,東京都江東区新砂3-3-11,35.6666778,139.8329189,江東区新砂保育園,認可保育所,119,45931
,江東区,南砂２丁目,-,東京都江東区南砂2-2-11,35.6696137,139.8234997,南砂あら川保育園,認可保育所,61,45931
,江東区,南砂２丁目,-,東京都江東区南砂2-28-27,35.6754045,139.8216617,ドリームキッズランド保育園,認可保育所,55,45931
,江東区,南砂２丁目,-,東京都江東区南砂2-3-3-102,35.6728013,139.8226399,江東区南砂第三保育園,認可保育所,104,45931
,江東区,南砂２丁目,-,東京都江東区南砂2-3-4-101,35.6717826,139.8231834,江東区南砂第四保育園,認可保育所,104,45931
,江東区,南砂２丁目,-,東京都江東区南砂2-36-101階,35.6727145,139.8257782,太陽の子　南砂２丁目保育園,認可保育所,90,45931
,江東区,南砂２丁目,-,東京都江東区南砂2-3-6-103,35.6706241,139.8236055,江東区南砂第五保育園,認可保育所,70,45931
,江東区,南砂３丁目,-,東京都江東区南砂3-14-6,35.670226,139.832496,グローバルキッズ南砂園,認可保育所,99,45931
,江東区,南砂４丁目,-,東京都江東区南砂4-18-41・2階,35.6727123,139.8324143,ルーチェ保育園　南砂,認可保育所,60,45931
