0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
,指標名,文化財,,,,,,,,,,,,,,,,
,出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
,年次,2026/3/2取得,,,,,,,,,,,,,,,,
,URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
,備考,（2023年：559件、2024年：578件、2025年：579件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
,港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.66684968,139.7307138,紙本著色三十六歌仙切〈（順）／佐竹家伝来〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19360506,,東京都（東京都）,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,サントリー美術館
,港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.66684968,139.7307138,紙本著色四季花鳥図〈／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19840606,,東京都（東京都）,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,サントリー美術館
,港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.66665583,139.7296939,紙本著色酒伝童子絵巻〈狩野元信筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,20150904,,東京都（東京都）,東京都港区赤坂９－７－４,サントリー美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本墨画淡彩山水図〈曽我紹仙筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19590627,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,宗峰妙超墨蹟（元亨壬戌）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉～南北朝,19420626,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.66694364,139.7433111,寿老図六角皿〈尾形乾山作／尾形光琳画〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,19390527,,東京都（東京都）,東京都港区虎ノ門2-10-3,大倉集古館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,順正理論巻第六残巻,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19440905,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.66694364,139.7433111,徐公文集（宋刊本）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19490218,,東京都（東京都）,港区虎ノ門2-10-3,大倉集古館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,青磁花瓶,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋,19420626,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,青磁筒花生〈銘大内筒／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋,19540320,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,石造浮彫十一面観音龕,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,中国,唐,19360918,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.66694364,139.7433111,宋版韓集挙正,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19640526,,東京都（東京都）,港区虎ノ門2-10-3,大倉集古館
,港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.66694364,139.7433111,宋版大唐三蔵取経詩話（高山寺本）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19590627,,東京都（東京都）,港区虎ノ門2-10-3,大倉集古館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,双羊尊,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,西周,19710622,,東京都（東京都）,東京都港区南青山6-5-1,財団法人根津美術館
,港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.66684968,139.7307138,染付松樹文三脚皿〈鍋島／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,20001204,,東京都（東京都）,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,サントリー美術館
,港区,白金台２丁目,-,東京都港区白金台2-20-12,35.63231263,139.7268709,染付龍濤文大瓶,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,明,19710622,,東京都（東京都）,東京都港区白金台2-20-12,畠山記念館
,港区,三田２丁目,-,東京都港区三田2-15-45,35.64923529,139.7428676,大かうさまくんきのうち〈太田牛一筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,江戸,19740608,,東京都（東京都）,東京都港区三田2-15-45,学校法人慶應義塾
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,大乗掌珍論〈巻上残巻／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19440905,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,大乗法界無差別論疏〈成弁筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19610217,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,大唐内典録〈巻第九　第十残巻／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19490530,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,大般若経巻五十七残巻,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19440905,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,大般若経巻第二十三,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19311214,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,大般若経巻第二百六十七,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19440905,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.66694364,139.7433111,短刀〈銘則重／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19500829,,東京都（東京都）,港区虎ノ門2-10-3,大倉集古館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,註楞伽経〈巻第七／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19311214,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.66694364,139.7433111,長生殿蒔絵手筥,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19330123,,東京都（東京都）,東京都港区虎ノ門2-10-3,大倉集古館
,港区,三田２丁目,-,東京都港区三田2-15-45,35.64923529,139.7428676,対馬宗家関係資料,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸～明治,20080710,,東京都（東京都）,東京都港区三田2-15-45,学校法人慶應義塾
,港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.66694364,139.7433111,東大寺文書〈（二十四通）／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,奈良～鎌倉,19600609,,東京都（東京都）,港区虎ノ門2-10-3,大倉集古館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,饕餮〓鳳文〓〈図形文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,,東京都（東京都）,東京都港区南青山6-5-1,財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,饕餮〓竜文尊〈図形文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,,東京都（東京都）,東京都港区南青山6-5-1,財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,饕餮文〓〈図形文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,,東京都（東京都）,東京都港区南青山6-5-1,財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,饕餮文方〓〈文字一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19690620,,東京都（東京都）,東京都港区南青山6-5-1,財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,内大臣殿歌合〈／元永二年七月〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19360506,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,麻布台１丁目,虎ノ門,東京都港区麻布台1-5-3,35.66122149,139.739448,日英修好通商条約,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,,東京都（東京都）,外務省外交史料館　東京都港区麻布台1-5-3,外務省外交史料館
,港区,麻布台１丁目,虎ノ門,東京都港区麻布台1-5-3,35.66122149,139.739448,日仏修好通商条約,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,,東京都（東京都）,外務省外交史料館　東京都港区麻布台1-5-3,外務省外交史料館
,港区,麻布台１丁目,虎ノ門,東京都港区麻布台1-5-3,35.66122149,139.739448,日米修好通商条約,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,,東京都（東京都）,外務省外交史料館　東京都港区麻布台1-5-3,外務省外交史料館
,港区,麻布台１丁目,虎ノ門,東京都港区麻布台1-5-3,35.66122149,139.739448,日米条約調印書〈／安政四年五月二十六日〉,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,,東京都（東京都）,外務省外交史料館　東京都港区麻布台1-5-3,外務省外交史料館
,港区,麻布台１丁目,虎ノ門,東京都港区麻布台1-5-3,35.66122149,139.739448,日米和親条約批准書交換証書〈／安政二年正月五日〉,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,,東京都（東京都）,外務省外交史料館　東京都港区麻布台1-5-3,外務省外交史料館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,鼠志野亀甲文茶碗（山端）,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,桃山,20020626,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,花白河蒔絵硯箱,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町,19530331,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,不空三蔵表制集巻第五,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,20050609,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.66684968,139.7307138,浮線綾螺鈿蒔絵手箱,,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,鎌倉,19370525,19640526,東京都（東京都）,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,サントリー美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,宝相華銀平文袈裟箱,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,平安,19540320,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,白金台２丁目,-,東京都港区白金台2-20-12,35.63231263,139.7268709,蓬莱山蒔絵櫛箱,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,南北朝,19591218,,東京都（東京都）,東京都港区白金台2-20-12,畠山記念館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,丸壺茶入（相坂）〈瀬戸／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町～桃山時代,20040608,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,明極楚俊墨蹟（元徳二年仲春上澣五日）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19420626,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,明染付花卉文大皿,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,明,19540320,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,三田２丁目,-,東京都港区三田2-15-45,35.64923529,139.7428676,武蔵国日吉矢上古墳出土品,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,古墳,19400503,,東京都（東京都）,東京都港区三田2-15-45,学校法人慶應義塾
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,無量義経（裝飾経）,,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,日本,平安,,19750612,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,木造地蔵菩薩立像,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,平安,20030529,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,白金台２丁目,-,東京都港区白金台2-20-12,35.63231263,139.7268709,楽焼赤茶碗（雪峯）〈光悦作／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,19591218,,東京都（東京都）,東京都港区白金台2-20-12,畠山記念館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,竜巖徳真墨蹟〈与無夢一清偈／至順二年辛未重陽後十日〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19540320,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,白金台２丁目,-,東京都港区白金台2-20-12,35.63285889,139.7270478,割高台茶碗,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,朝鮮,朝鮮,20170915,,東京都（東京都）,東京都港区白金台2-20-12,畠山記念館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本墨画漁村夕照図〈伝牧谿筆／〉,,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,南宋,,19540320,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本金地著色燕子花図〈尾形光琳筆／六曲屏風〉,,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,江戸,,19510609,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本墨画禅機図断簡〈因陀羅筆／（布袋図）〉,,国宝・重要文化財（美術工芸品）,国宝,絵画,中国,元,,19531114,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.6619455,139.7149241,紙本墨画竹雀図,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,南宋,19430609,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.6662232,139.7276511,紙本著色病草紙断簡（不眠の女）,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19810609,,東京都（東京都）,東京都港区赤坂９－７－４,サントリー美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本淡彩山水図〈伝周文筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19430609,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本淡彩観瀑図,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19490218,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本墨画風雨山水図,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,南宋,19590627,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本著色瓜虫図〈呂敬甫筆／自賛がある〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,元,19590627,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本金地著色藤花図〈円山応挙筆／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19700525,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本著色絵過去現在因果経〈巻第二／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19310119,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本著色天狗草紙,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19420626,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,紙本著色十二因縁絵巻,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19420626,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.66684968,139.7307138,紙本墨画善教房絵詞,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19340130,,東京都（東京都）,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,サントリー美術館
,港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.66684968,139.7307138,紙本金地著色泰西王侯騎馬図〈／四曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,桃山,19590627,,東京都（東京都）,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,サントリー美術館
,港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.66684968,139.7307138,紙本金地著色南蛮人渡来図〈／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19960627,,東京都（東京都）,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,サントリー美術館
,港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.6669727,139.74058109999999,紙本著色鵜飼図〈狩野探幽筆／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19590627,,東京都（東京都）,港区虎ノ門2-10-3,大倉集古館
,港区,南青山６丁目,-,東京都港区南青山6-5-1,35.66225119,139.7170835,銅造〈釈迦如来／多宝如来〉並坐像,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,中国,北魏,19790606,,東京都（東京都）,東京都港区南青山6-5-1,公益財団法人根津美術館
,港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.66694364,139.7433111,石造如来立像,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,北魏,19591218,,東京都（東京都）,東京都港区虎ノ門2-10-3,財団法人大倉文化財団
,港区,高輪２丁目,-,東京都港区高輪2-,35.63741425,139.7357506,浅野長矩墓および赤穂義士墓,,史跡名勝天然記念物,史跡,,,,19220308,,東京都,港区高輪二丁目,
,港区,三田４丁目,-,東京都港区三田4-,35.64413994,139.7376085,荻生徂徠墓,,史跡名勝天然記念物,史跡,,,,19490713,,東京都,港区三田四丁目,
,港区,海岸,-,東京都港区海岸1-,35.65486497,139.7586334,旧芝離宮庭園,,史跡名勝天然記念物,名勝,,,,19790625,,東京都,港区海岸一丁目,
,港区,白金台５丁目,-,"東京都港区白金台5-
品川区上大崎2-",35.6386682,139.7193735,旧白金御料地,,史跡名勝天然記念物,天然記念物,史跡,,,19490412,,東京都,"港区白金台五丁目
品川区上大崎二丁目",
,港区,丁目,-,東京都港区,35.66597989,139.7614609,旧新橋停車場跡及び高輪築堤跡,,史跡名勝天然記念物,史跡,,,,19650512,,東京都,港区,
,港区,六本木７丁目,六本木,東京都港区六本木7-,35.6635819,139.7314057,佐藤一斎墓,,史跡名勝天然記念物,史跡,,,,19490713,,東京都,港区六本木七丁目,
,港区,台場１丁目,-,東京都港区台場1-,35.63354826,139.7720386,品川台場,,史跡名勝天然記念物,史跡,,,,19261020,,東京都,港区台場一丁目,
,港区,元麻布１丁目,-,東京都港区元麻布1-,35.65325,139.73325,善福寺のイチョウ,,史跡名勝天然記念物,天然記念物,,,,19261020,,東京都,港区元麻布一丁目,
,港区,高輪２丁目,-,東京都港区高輪2-,35.63951034,139.7406713,高輪大木戸跡,,史跡名勝天然記念物,史跡,,,,19280207,,東京都,港区高輪二丁目,
,港区,丁目,-,東京都港区,35.63423918,139.7351116,東禅寺,,史跡名勝天然記念物,史跡,,,近世,20100222,,東京都,東京都港区,
,港区,丁目,-,東京都港区,35.65671241,139.7305986,菊池氏茶室（■(石偏に間)居）庭園,,登録記念物,登録記念物（名勝地関係）,,,昭和40年,20170209,,東京都,東京都港区,
,港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667079,139.7433957,大倉集古館陳列館,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,19980902,,東京都,東京都港区虎ノ門2-10-3,
,港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.66286608,139.74237,大橋茶寮表門,,登録有形文化財(建造物),産業3次,その他工作物,,昭和中,20060803,,東京都,東京都港区虎ノ門5-6-6,
,港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.66289537,139.7421638,大橋茶寮茶室葵,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,東京都,東京都港区虎ノ門5-6-6,
,港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.66279092,139.742157,大橋茶寮茶室桂,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,東京都,東京都港区虎ノ門5-6-6,
,港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.66275648,139.742306,大橋茶寮茶室守貧庵,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,東京都,東京都港区虎ノ門5-6-6,
,港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.66281342,139.74235,大橋茶寮茶室如庵写,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,東京都,東京都港区虎ノ門5-6-6,
,港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.66289949,139.7423093,大橋茶寮茶室山吹,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,東京都,東京都港区虎ノ門5-6-6,
,港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.66282793,139.7422685,大橋茶寮中門,,登録有形文化財(建造物),産業3次,その他工作物,,昭和中,20060803,,東京都,東京都港区虎ノ門5-6-6,
,港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.66275504,139.7422257,大橋茶寮不老門,,登録有形文化財(建造物),産業3次,その他工作物,,昭和中,20060803,,東京都,東京都港区虎ノ門5-6-6,
,港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.66275004,139.742381,大橋茶寮塀,,登録有形文化財(建造物),産業3次,その他工作物,,昭和中,20060803,,東京都,東京都港区虎ノ門5-6-6,
,港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-1-35,35.66597093,139.7442638,菊池寛実記念智美術館別館,,登録有形文化財(建造物),住宅,建築物,,大正,20031201,,東京都,東京都港区虎ノ門4-1-35,
,港区,三田４丁目,-,東京都港区三田4-8-19,35.642616,139.738281,キリスト友会フレンズセンター,,登録有形文化財(建造物),宗教,建築物,,大正,20051226,,東京都,東京都港区三田4-8-19,
,港区,芝公園１丁目,-,東京都港区芝公園1-8-16,35.65724825,139.7510485,廣度院表門及び練塀,,登録有形文化財(建造物),宗教,その他工作物,,江戸,19981211,,東京都,東京都港区芝公園1-8-16,
,港区,六本木５丁目,六本木,東京都港区六本木5-11-16,35.65852616,139.733368,国際文化会館本館,,登録有形文化財(建造物),文化福祉,建築物,,昭和中,20060803,,東京都,東京都港区六本木5-11-16,
,港区,芝公園２丁目,-,東京都港区芝公園2-11-1,35.65657222,139.7508083,常行院納骨堂,,登録有形文化財(建造物),宗教,建築物,,昭和前,20220217,,東京都,東京都港区芝公園二丁目11-1,
,港区,芝公園１丁目,-,東京都港区芝公園1-8-9,35.657635,139.752014,常照院本堂内陣,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,東京都,東京都港区芝公園1-8-9,
,港区,東麻布１丁目,-,東京都港区東麻布1-1-5,35.65802985,139.7443822,心光院表門,,登録有形文化財(建造物),宗教,建築物,,江戸,20011120,,東京都,東京都港区東麻布1-1-5,
,港区,東麻布１丁目,-,東京都港区東麻布1-1-1,35.65815806,139.7444731,心光院本堂,,登録有形文化財(建造物),宗教,建築物,,昭和中,20170502,,東京都,東京都港区東麻布一丁目1-1,
,港区,港南４丁目,-,東京都港区港南4-5-7,35.62512542,139.7491946,東京水産大学雲鷹丸,,登録有形文化財(建造物),その他,その他工作物,,明治,19981211,,東京都,東京都港区港南4-5-7,
,港区,芝公園４丁目,-,東京都港区芝公園4-407-6,35.65857144,139.7454462,東京タワー,,登録有形文化財(建造物),産業3次,その他工作物,,昭和中,20130621,,東京都,東京都港区芝公園4-407-6,
