0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,,,,,,,,,,,
,指標名,バス停,,,,,,,,,,,,
,出典,navitime,,,,,,,,,,,,
,年次,2026/01/26取得,,,,,,,,,,,,
,URL,https://www.navitime.co.jp/,,,,,,,,,,,,
,備考,(2023年度：3645件、2024年度：3652件、2025年度：3571件),,,,,,,,,,,,
,,,,,,,,,,,,,,
,区,町丁目,エリア,住所,緯度,経度,バス停名,路線数,1÷路線数,バス路線名,事業者名・系統等,方面1,方面2,種類
,港区,芝浦３丁目,-,港区芝浦3丁目4藻塩橋,35.643149,139.746322,藻塩橋,5,0.2,浜９５,都営バス,東京タワー〔構内〕方面,品川駅港南口方面,バス停
,港区,芝浦３丁目,-,港区芝浦3丁目4藻塩橋,35.643149,139.746322,藻塩橋,5,0.2,田９２,都営バス,田町駅東口方面,品川駅港南口方面,バス停
,港区,芝浦３丁目,-,港区芝浦3丁目4藻塩橋,35.643149,139.746322,藻塩橋,5,0.2,田町ルート,ちぃばす,六本木ヒルズ方面,田町駅東口方面,バス停
,港区,芝浦３丁目,-,港区芝浦3丁目4藻塩橋,35.643149,139.746322,藻塩橋,5,0.2,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
,港区,芝浦３丁目,-,港区芝浦3丁目4藻塩橋,35.643149,139.746322,藻塩橋,5,0.2,芝浦港南ルート(田町-品川),ちぃばす,品川駅港南口方面,田町駅東口方面,バス停
,港区,芝浦３丁目,-,港区芝浦4丁目10八千代橋,35.640875,139.747666,八千代橋(東京都),4,0.25,浜９５,都営バス,東京タワー〔構内〕方面,品川駅港南口方面,バス停
,港区,芝浦３丁目,-,港区芝浦4丁目10八千代橋,35.640875,139.747666,八千代橋(東京都),4,0.25,田９２,都営バス,田町駅東口方面,品川駅港南口方面,バス停
,港区,芝浦３丁目,-,港区芝浦4丁目10八千代橋,35.640875,139.747666,八千代橋(東京都),4,0.25,芝浦車庫出入,ちぃばす,田町駅東口/六本木ヒルズ方面,芝浦車庫方面,バス停
,港区,芝浦３丁目,-,港区芝浦4丁目10八千代橋,35.640875,139.747666,八千代橋(東京都),4,0.25,芝浦港南ルート(田町-品川),ちぃばす,品川駅港南口方面,田町駅東口方面,バス停
,港区,港南１丁目,-,港区芝浦4丁目16−32,35.637851,139.746935,高浜橋,5,0.2,浜９５,都営バス,東京タワー〔構内〕方面,品川駅港南口方面,バス停
,港区,港南１丁目,-,港区芝浦4丁目16−32,35.637851,139.746935,高浜橋,5,0.2,田９２,都営バス,田町駅東口方面,品川駅港南口方面,バス停
,港区,港南１丁目,-,港区芝浦4丁目16−32,35.637851,139.746935,高浜橋,5,0.2,芝浦港南ルート(田町-品川),ちぃばす,品川駅港南口方面,田町駅東口方面,バス停
,港区,港南１丁目,-,港区芝浦4丁目16−32,35.637851,139.746935,高浜橋,5,0.2,品川・台場循環〔台場方面〕,お台場レインボーバス,グランドニッコー東京　台場方面,,バス停
,港区,港南１丁目,-,港区芝浦4丁目16−32,35.637851,139.746935,高浜橋,5,0.2,品川・台場循環〔品川方面〕,お台場レインボーバス,品川駅港南口方面,,バス停
,港区,芝浦４丁目,-,港区芝浦4丁目19芝浦車庫,35.63865,139.7504,芝浦車庫,2,0.5,芝浦車庫出入,ちぃばす,田町駅東口/六本木ヒルズ方面,,バス停
,港区,芝浦４丁目,-,港区芝浦4丁目19芝浦車庫,35.63865,139.7504,芝浦車庫,2,0.5,岩手きずな号：東京-盛岡・久慈,高速バス,盛岡駅西口/久慈駅前方面,,バス停
,港区,芝浦１丁目,-,港区芝浦4丁目21芝浦ｱｲﾗﾝﾄﾞ,35.640929,139.751694,芝浦アイランド,1,1,芝浦港南ルート(田町-芝浦ふ頭),ちぃばす,日の出桟橋入口/品川駅港南口方面,田町駅東口方面,バス停
,港区,芝浦４丁目,-,港区芝浦4丁目9芝浦４丁目,35.639418,139.747308,芝浦４丁目,4,0.25,浜９５,都営バス,東京タワー〔構内〕方面,品川駅港南口方面,バス停
,港区,芝浦４丁目,-,港区芝浦4丁目9芝浦４丁目,35.639418,139.747308,芝浦４丁目,4,0.25,田９２,都営バス,田町駅東口方面,品川駅港南口方面,バス停
,港区,芝浦４丁目,-,港区芝浦4丁目9芝浦４丁目,35.639418,139.747308,芝浦４丁目,4,0.25,芝浦車庫出入,ちぃばす,田町駅東口/六本木ヒルズ方面,芝浦車庫方面,バス停
,港区,芝浦４丁目,-,港区芝浦4丁目9芝浦４丁目,35.639418,139.747308,芝浦４丁目,4,0.25,芝浦港南ルート(田町-品川),ちぃばす,品川駅港南口方面,田町駅東口方面,バス停
,港区,西新橋３丁目,-,港区芝公園1丁目1−12芝公園5号地,35.66011,139.7511,御成門駅,2,0.5,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
,港区,西新橋３丁目,-,港区芝公園1丁目1−12芝公園5号地,35.66011,139.7511,御成門駅,2,0.5,麻布東ルート,ちぃばす,六本木けやき坂方面,,バス停
,港区,芝公園１丁目,-,港区芝公園1丁目5−10芝ﾊﾟｰｸﾎﾃﾙ別館1階,35.658822,139.751979,芝パークホテル,1,1,２３区内エリア-羽田空港(赤坂),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,芝公園１丁目,-,港区芝公園1丁目5−25,35.658081,139.751508,古川橋(東京都),4,0.25,反９４,都営バス,赤羽橋駅前方面,五反田駅方面,バス停
,港区,芝公園１丁目,-,港区芝公園1丁目5−25,35.658081,139.751508,古川橋(東京都),4,0.25,反９６,都営バス,六本木ヒルズ方面,五反田駅方面,バス停
,港区,芝公園１丁目,-,港区芝公園1丁目5−25,35.658081,139.751508,古川橋(東京都),4,0.25,品９７,都営バス,新宿駅西口方面,品川駅高輪口方面,バス停
,港区,芝公園１丁目,-,港区芝公園1丁目5−25,35.658081,139.751508,古川橋(東京都),4,0.25,都０６,都営バス,新橋駅前方面,渋谷駅前方面,バス停
,港区,東麻布２丁目,-,港区芝公園1丁目5−25,35.658081,139.751508,麻布いーすと通り,1,1,麻布東ルート,ちぃばす,港区役所北方面,,バス停
,港区,芝公園１丁目,-,港区芝公園1丁目5−25港区役所11F,35.658023,139.75148,港区役所(東京都),1,1,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
,港区,芝公園１丁目,-,港区芝公園1丁目5港区役所北,35.659245,139.751615,港区役所北,1,1,麻布東ルート,ちぃばす,六本木けやき坂方面,,バス停
,港区,芝公園３丁目,虎ノ門,港区芝公園3丁目1御成門小学校前,35.660455,139.74895,御成門小学校前,2,0.5,浜９５,都営バス,品川駅港南口方面,,バス停
,港区,芝公園３丁目,虎ノ門,港区芝公園3丁目1御成門小学校前,35.660455,139.74895,御成門小学校前,2,0.5,東98,東急バス,清水（東京都）方面,東京駅丸の内南口方面,バス停
,港区,西新橋３丁目,虎ノ門,港区芝公園3丁目2御成門,35.66125,139.7506,御成門,2,0.5,橋８６,都営バス,新橋駅前方面,目黒駅前方面,バス停
,港区,西新橋３丁目,虎ノ門,港区芝公園3丁目2御成門,35.66125,139.7506,御成門,2,0.5,浜９５,都営バス,東京タワー〔構内〕方面,品川駅港南口方面,バス停
,港区,芝公園３丁目,虎ノ門,港区芝公園3丁目3−1,35.658962,139.748139,東京プリンスホテル,3,0.3333333333333333,２３区内エリア-羽田空港(赤坂),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,芝公園３丁目,虎ノ門,港区芝公園3丁目3−1,35.658962,139.748139,東京プリンスホテル,3,0.3333333333333333,銀座・日比谷エリア-成田空港,空港連絡バス,成田空港第１ターミナル（バス）方面,,バス停
,港区,芝公園３丁目,虎ノ門,港区芝公園3丁目3−1,35.658962,139.748139,東京プリンスホテル,3,0.3333333333333333,ザ・プリンスパークタワー東京-浜松町,シャトルバス,浜松町バスターミナル方面,,バス停
,港区,芝公園４丁目,-,港区芝公園4丁目2−8,35.65858,139.745433,東京タワー〔構内〕,4,0.25,橋８６,都営バス,目黒駅前方面,,バス停
,港区,芝公園４丁目,-,港区芝公園4丁目2−8,35.65858,139.745433,東京タワー〔構内〕,4,0.25,浜９５,都営バス,品川駅港南口方面,,バス停
,港区,芝公園４丁目,-,港区芝公園4丁目2−8,35.65858,139.745433,東京タワー〔構内〕,4,0.25,アクシー号：東京-安房鴨川,高速バス,安房鴨川駅〔西口〕方面,,バス停
,港区,芝公園４丁目,-,港区芝公園4丁目2−8,35.65858,139.745433,東京タワー〔構内〕,4,0.25,無料循環水素シャトルバス,JRバス関東,ウォーターズ竹芝方面,,バス停
,港区,芝公園４丁目,-,港区芝公園4丁目2−8,35.65858,139.745433,東京タワー〔都道沿い〕,3,0.3333333333333333,橋８６,都営バス,目黒駅前方面,,バス停
,港区,芝公園４丁目,-,港区芝公園4丁目2−8,35.65858,139.745433,東京タワー〔都道沿い〕,3,0.3333333333333333,浜９５,都営バス,品川駅港南口方面,,バス停
,港区,芝公園４丁目,-,港区芝公園4丁目2−8,35.65858,139.745433,東京タワー〔都道沿い〕,3,0.3333333333333333,東98,東急バス,清水（東京都）方面,東京駅丸の内南口方面,バス停
,港区,芝公園４丁目,-,港区芝公園4丁目8−14芝公園駅,35.653933,139.749831,芝公園駅,1,1,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
,港区,芝公園４丁目,-,港区芝公園4丁目8ｻﾞ･ﾌﾟﾘﾝｽﾊﾟｰｸﾀﾜｰ東京,35.654917,139.747151,ザ・プリンス　パークタワー東京,3,0.3333333333333333,２３区内エリア-羽田空港(赤坂),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,芝公園４丁目,-,港区芝公園4丁目8ｻﾞ･ﾌﾟﾘﾝｽﾊﾟｰｸﾀﾜｰ東京,35.654917,139.747151,ザ・プリンス　パークタワー東京,3,0.3333333333333333,銀座・日比谷エリア-成田空港,空港連絡バス,成田空港第１ターミナル（バス）方面,,バス停
,港区,芝公園４丁目,-,港区芝公園4丁目8ｻﾞ･ﾌﾟﾘﾝｽﾊﾟｰｸﾀﾜｰ東京,35.654917,139.747151,ザ・プリンス　パークタワー東京,3,0.3333333333333333,ザ・プリンスパークタワー東京-浜松町,シャトルバス,浜松町バスターミナル方面,東京プリンスホテル方面,バス停
,港区,新橋１丁目,虎ノ門広域,港区新橋1丁目2−6,35.668723,139.757371,第一ホテル東京,2,0.5,２３区内エリア-羽田空港(日比谷),空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,新橋１丁目,虎ノ門広域,港区新橋1丁目2−6,35.668723,139.757371,第一ホテル東京,2,0.5,銀座・日比谷エリア-成田空港,空港連絡バス,成田空港第１ターミナル（バス）方面,,バス停
,港区,新橋２丁目,虎ノ門広域,港区新橋2丁目15−9S-PLAZA弥生Ⅱ地下1階,35.66616,139.7566,烏森神社,1,1,芝ルート,ちぃばす,新橋駅〔ちぃばす〕方面,,バス停
,港区,新橋２丁目,虎ノ門広域,港区新橋2丁目17新橋駅前,35.667091,139.758473,新橋駅前,10,0.1,市０１,都営バス,豊洲市場方面,,バス停
,港区,新橋２丁目,虎ノ門広域,港区新橋2丁目17新橋駅前,35.667091,139.758473,新橋駅前,10,0.1,橋６３,都営バス,小滝橋車庫前方面,,バス停
,港区,新橋２丁目,虎ノ門広域,港区新橋2丁目17新橋駅前,35.667091,139.758473,新橋駅前,10,0.1,橋８６,都営バス,目黒駅前方面,,バス停
,港区,新橋２丁目,虎ノ門広域,港区新橋2丁目17新橋駅前,35.667091,139.758473,新橋駅前,10,0.1,渋８８,都営バス,渋谷駅前方面,,バス停
,港区,新橋２丁目,虎ノ門広域,港区新橋2丁目17新橋駅前,35.667091,139.758473,新橋駅前,10,0.1,都０１,都営バス,渋谷駅前方面,,バス停
,港区,新橋２丁目,虎ノ門広域,港区新橋2丁目17新橋駅前,35.667091,139.758473,新橋駅前,10,0.1,都０６,都営バス,渋谷駅前方面,,バス停
,港区,新橋２丁目,虎ノ門広域,港区新橋2丁目17新橋駅前,35.667091,139.758473,新橋駅前,10,0.1,新橋駅-有楽町→稲毛駅,京成バス,稲毛駅方面,,バス停
,港区,新橋２丁目,虎ノ門広域,港区新橋2丁目17新橋駅前,35.667091,139.758473,新橋駅前,10,0.1,羽田空港-大井町・品川・新橋〔深夜/早朝〕,空港連絡バス,羽田空港第３ターミナル（バス）方面,,バス停
,港区,新橋２丁目,虎ノ門広域,港区新橋2丁目17新橋駅前,35.667091,139.758473,新橋駅前,10,0.1,深夜急行バス〔新橋→成田空港〕,京成バス千葉イースト,成田空港第２ターミナル方面,,バス停
,港区,新橋２丁目,虎ノ門広域,港区新橋2丁目17新橋駅前,35.667091,139.758473,新橋駅前,10,0.1,深夜急行バス〔新橋→京成佐倉〕,京成バス千葉イースト,京成佐倉駅〔南口〕方面,,バス停
,港区,新橋１丁目,虎ノ門広域,港区新橋2丁目6新橋駅北口,35.66783,139.756802,新橋駅北口,3,0.3333333333333333,渋８８,都営バス,新橋駅前方面,渋谷駅前方面,バス停
,港区,新橋１丁目,虎ノ門広域,港区新橋2丁目6新橋駅北口,35.66783,139.756802,新橋駅北口,3,0.3333333333333333,都０１,都営バス,新橋駅前方面,渋谷駅前方面,バス停
,港区,新橋１丁目,虎ノ門広域,港区新橋2丁目6新橋駅北口,35.66783,139.756802,新橋駅北口,3,0.3333333333333333,芝ルート,ちぃばす,みなとパーク芝浦方面,,バス停
,港区,西新橋１丁目,虎ノ門広域,港区新橋4丁目10−2,35.664829,139.756263,新橋(東京都),2,0.5,業１０(新橋-とうきょうスカイツリー駅前),都営バス,とうきょうスカイツリー駅前方面,,バス停
,港区,西新橋１丁目,虎ノ門広域,港区新橋4丁目10−2,35.664829,139.756263,新橋(東京都),2,0.5,業１０〔夜間〕,都営バス,銀座４丁目（東京都）/とうきょうスカイツリー駅前方面,,バス停
,港区,新橋５丁目,虎ノ門広域,港区新橋5丁目13−4YMG新橋ﾋﾞﾙ,35.662895,139.757071,新橋五丁目,2,0.5,橋８６,都営バス,新橋駅前方面,目黒駅前方面,バス停
,港区,新橋５丁目,虎ノ門広域,港区新橋5丁目13−4YMG新橋ﾋﾞﾙ,35.662895,139.757071,新橋五丁目,2,0.5,都０６,都営バス,新橋駅前方面,渋谷駅前方面,バス停
,港区,新橋６丁目,虎ノ門広域,港区新橋6丁目18−12,35.660947,139.752689,愛宕警察署,1,1,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
,港区,新橋６丁目,虎ノ門広域,港区新橋6丁目23新橋六丁目,35.660711,139.755294,新橋六丁目,3,0.3333333333333333,橋８６,都営バス,新橋駅前方面,目黒駅前方面,バス停
,港区,新橋６丁目,虎ノ門広域,港区新橋6丁目23新橋六丁目,35.660711,139.755294,新橋六丁目,3,0.3333333333333333,浜９５,都営バス,東京タワー〔構内〕方面,品川駅港南口方面,バス停
,港区,新橋６丁目,虎ノ門広域,港区新橋6丁目23新橋六丁目,35.660711,139.755294,新橋六丁目,3,0.3333333333333333,都０６,都営バス,新橋駅前方面,渋谷駅前方面,バス停
,港区,西新橋２丁目,虎ノ門,港区西新橋2丁目15西新橋２丁目(ﾊﾞｽ),35.666853,139.750388,西新橋２丁目,2,0.5,東98,東急バス,清水（東京都）方面,東京駅丸の内南口方面,バス停
,港区,西新橋２丁目,虎ノ門,港区西新橋2丁目15西新橋２丁目(ﾊﾞｽ),35.666853,139.750388,西新橋２丁目,2,0.5,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
,港区,西新橋３丁目,虎ノ門,港区西新橋3丁目15愛宕山下(ﾊﾞｽ),35.664953,139.749728,愛宕山下(東京都),1,1,東98,東急バス,清水（東京都）方面,東京駅丸の内南口方面,バス停
,港区,新橋５丁目,虎ノ門,港区西新橋3丁目21慈恵医大病院入口,35.663296,139.752373,慈恵医大病院入口,1,1,芝ルート,ちぃばす,みなとパーク芝浦方面,新橋駅〔ちぃばす〕方面,バス停
,港区,西新橋３丁目,虎ノ門,港区西新橋3丁目25御成門,35.661374,139.750536,御成門中学校,1,1,麻布東ルート,ちぃばす,港区役所北方面,,バス停
,港区,西麻布１丁目,-,港区西麻布1丁目12西麻布１丁目,35.66002,139.724083,西麻布１丁目,1,1,青山ルート,ちぃばす,六本木ヒルズ方面,,バス停
,港区,西麻布２丁目,-,港区西麻布2丁目10西麻布２丁目,35.661875,139.721868,西麻布２丁目,2,0.5,黒７７,都営バス,千駄ヶ谷駅前方面,目黒駅前方面,バス停
,港区,西麻布２丁目,-,港区西麻布2丁目10西麻布２丁目,35.661875,139.721868,西麻布２丁目,2,0.5,青山ルート,ちぃばす,六本木ヒルズ方面,,バス停
,港区,西麻布３丁目,-,港区西麻布3丁目1EXｼｱﾀｰ六本木前,35.660708,139.727025,ＥＸシアター六本木前,3,0.3333333333333333,渋８８,都営バス,新橋駅前方面,渋谷駅前方面,バス停
,港区,西麻布３丁目,-,港区西麻布3丁目1EXｼｱﾀｰ六本木前,35.660708,139.727025,ＥＸシアター六本木前,3,0.3333333333333333,都０１,都営バス,新橋駅前方面,渋谷駅前方面,バス停
,港区,西麻布３丁目,-,港区西麻布3丁目1EXｼｱﾀｰ六本木前,35.660708,139.727025,ＥＸシアター六本木前,3,0.3333333333333333,ＲＨ０１,都営バス,渋谷駅前方面,,バス停
,港区,六本木６丁目,-,港区西麻布3丁目1EXｼｱﾀｰ六本木前,35.660687,139.726999,六本木六丁目,1,1,青山ルート,ちぃばす,赤坂見附駅方面,,バス停
,港区,西麻布４丁目,-,港区西麻布4丁目15西麻布４丁目,35.659264,139.720838,西麻布４丁目,1,1,青山ルート,ちぃばす,赤坂見附駅方面,,バス停
,港区,西麻布４丁目,-,港区西麻布4丁目1西麻布,35.658948,139.723535,西麻布,6,0.1666666666666667,品９７,都営バス,新宿駅西口方面,品川駅高輪口方面,バス停
,港区,西麻布４丁目,-,港区西麻布4丁目1西麻布,35.658948,139.723535,西麻布,6,0.1666666666666667,渋８８,都営バス,新橋駅前方面,渋谷駅前方面,バス停
,港区,西麻布４丁目,-,港区西麻布4丁目1西麻布,35.658948,139.723535,西麻布,6,0.1666666666666667,都０１,都営バス,新橋駅前方面,渋谷駅前方面,バス停
,港区,西麻布４丁目,-,港区西麻布4丁目1西麻布,35.658948,139.723535,西麻布,6,0.1666666666666667,黒７７,都営バス,千駄ヶ谷駅前方面,目黒駅前方面,バス停
,港区,西麻布４丁目,-,港区西麻布4丁目1西麻布,35.658948,139.723535,西麻布,6,0.1666666666666667,ＲＨ０１,都営バス,六本木ヒルズ方面,渋谷駅前方面,バス停
,港区,西麻布４丁目,-,港区西麻布4丁目1西麻布,35.658948,139.723535,西麻布,6,0.1666666666666667,青山ルート,ちぃばす,赤坂見附駅方面,,バス停
,港区,芝公園１丁目,虎ノ門,港区赤坂2丁目10−7ﾗﾌｨﾈ赤坂,35.670367,139.742154,溜池,1,1,都０１,都営バス,新橋駅前方面,渋谷駅前方面,バス停
,港区,赤坂１丁目,虎ノ門,港区赤坂2丁目19−2加藤ﾋﾞﾙ,35.66858,139.7405,赤坂アークヒルズ,1,1,都０１,都営バス,渋谷駅前方面,,バス停
,港区,赤坂１丁目,赤坂,港区赤坂2丁目23赤坂ｱｰｸﾋﾙｽﾞ前,35.668023,139.739662,赤坂アークヒルズ前,1,1,都０１,都営バス,新橋駅前方面,渋谷駅前方面,バス停
,港区,赤坂２丁目,赤坂,港区赤坂2丁目9溜池山王駅,35.67105,139.740821,溜池山王駅,1,1,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂３丁目,赤坂,港区赤坂3丁目1赤坂見附駅,35.677304,139.736907,赤坂見附駅,2,0.5,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂３丁目,赤坂,港区赤坂3丁目1赤坂見附駅,35.677304,139.736907,赤坂見附駅,2,0.5,青山ルート,ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂３丁目,赤坂,港区赤坂3丁目5−2,35.6737,139.738693,山王下(港区),1,1,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂４丁目,赤坂,港区赤坂4丁目18赤坂地区総合支所前,35.674922,139.731526,赤坂地区総合支所前,2,0.5,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂４丁目,赤坂,港区赤坂4丁目18赤坂地区総合支所前,35.674922,139.731526,赤坂地区総合支所前,2,0.5,青山ルート,ちぃばす,赤坂見附駅方面,六本木ヒルズ方面,バス停
,港区,赤坂４丁目,赤坂,港区赤坂4丁目1豊川稲荷前,35.676621,139.734342,豊川稲荷前(東京都),2,0.5,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂４丁目,赤坂,港区赤坂4丁目1豊川稲荷前,35.676621,139.734342,豊川稲荷前(東京都),2,0.5,青山ルート,ちぃばす,赤坂見附駅方面,,バス停
,港区,赤坂５丁目,赤坂,港区赤坂5丁目4赤坂駅前,35.671722,139.735729,赤坂駅前(東京都),1,1,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂５丁目,赤坂,港区赤坂5丁目5赤坂五丁目交番前,35.670407,139.734105,赤坂五丁目交番前,1,1,赤坂ルート(六本木ヒルズ-赤坂駅前),ちぃばす,赤坂駅前（東京都）方面,,バス停
,港区,赤坂６丁目,赤坂,港区赤坂6丁目16赤坂六丁目,35.668359,139.732856,赤坂六丁目,1,1,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂７丁目,赤坂,港区赤坂7丁目3高橋是清翁記念公園前,35.674076,139.728642,高橋是清翁記念公園前,2,0.5,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂７丁目,赤坂,港区赤坂7丁目3高橋是清翁記念公園前,35.674076,139.728642,高橋是清翁記念公園前,2,0.5,青山ルート,ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂８丁目,赤坂,港区赤坂8丁目10山王病院前,35.66966,139.7269,山王病院前(東京都),1,1,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂８丁目,六本木,港区赤坂8丁目13赤坂小前,35.66874,139.7308,赤坂小前,2,0.5,赤坂ルート(六本木ヒルズ-赤坂駅前),ちぃばす,赤坂駅前（東京都）方面,,バス停
,港区,赤坂８丁目,六本木,港区赤坂8丁目13赤坂小前,35.66874,139.7308,赤坂小前,2,0.5,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂８丁目,赤坂,港区赤坂8丁目4赤坂郵便局前,35.673344,139.726419,赤坂郵便局前,2,0.5,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂８丁目,赤坂,港区赤坂8丁目4赤坂郵便局前,35.673344,139.726419,赤坂郵便局前,2,0.5,青山ルート,ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂８丁目,-,港区赤坂8丁目5赤坂八丁目,35.671139,139.726445,赤坂八丁目,1,1,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂８丁目,六本木,港区赤坂9丁目6乃木公園,35.66732,139.7274,乃木公園,1,1,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,赤坂９丁目,六本木,港区赤坂9丁目7−7檜町公園,35.666915,139.732191,檜町公園,1,1,赤坂ルート(赤坂駅前-六本木ヒルズ),ちぃばす,六本木ヒルズ方面,,バス停
,港区,台場１丁目,-,港区台場1丁目1お台場学園前(ﾊﾞｽ),35.634343,139.77624,お台場学園前,1,1,品川・台場循環〔品川方面〕,お台場レインボーバス,台場１丁目/品川駅港南口方面,,バス停
,港区,台場１丁目,-,港区台場1丁目3−5,35.631182,139.778678,台場１丁目,1,1,品川・台場循環〔品川方面〕,お台場レインボーバス,品川駅港南口方面,,バス停
,港区,台場１丁目,-,港区台場1丁目7−1ｱｸｱｼﾃｨお台場3階,35.627948,139.773834,アクアシティお台場〔水陸両用バス〕,1,1,水陸両用バス TOKYO NO KABA,フジエクスプレス,アクアシティお台場方面,,バス停
,港区,台場１丁目,-,港区台場1丁目9−1,35.626411,139.770674,ヒルトン東京お台場,3,0.3333333333333333,お台場・有明エリア-成田空港,空港連絡バス,成田空港第１ターミナル（バス）方面,,バス停
,港区,台場１丁目,-,港区台場1丁目9−1,35.626411,139.770674,ヒルトン東京お台場,3,0.3333333333333333,お台場・有明エリア-羽田空港,空港連絡バス,グランドニッコー東京　台場/羽田空港第３ターミナル（バス）方面,,バス停
,港区,台場１丁目,-,港区台場1丁目9−1,35.626411,139.770674,ヒルトン東京お台場,3,0.3333333333333333,品川・台場循環〔品川方面〕,お台場レインボーバス,台場１丁目/品川駅港南口方面,,バス停
,港区,台場１丁目,-,港区台場2丁目3お台場海浜公園駅前,35.629504,139.778369,お台場海浜公園駅前,4,0.25,海０１,都営バス,東京テレポート駅前方面,門前仲町（バス）方面,バス停
,港区,台場１丁目,-,港区台場2丁目3お台場海浜公園駅前,35.629504,139.778369,お台場海浜公園駅前,4,0.25,陽１２-３,都営バス,東京テレポート駅前方面,東陽町駅前方面,バス停
,港区,台場１丁目,-,港区台場2丁目3お台場海浜公園駅前,35.629504,139.778369,お台場海浜公園駅前,4,0.25,品川・台場循環〔台場方面〕,お台場レインボーバス,グランドニッコー東京　台場方面,,バス停
,港区,台場１丁目,-,港区台場2丁目3お台場海浜公園駅前,35.629504,139.778369,お台場海浜公園駅前,4,0.25,品川・台場循環〔品川方面〕,お台場レインボーバス,台場１丁目/品川駅港南口方面,,バス停
,港区,台場２丁目,-,港区台場2丁目3台場２丁目[東京Jﾎﾟﾘｽ前](ﾊﾞｽ),35.628385,139.776239,台場２丁目,4,0.25,海０１,都営バス,東京テレポート駅前方面,門前仲町（バス）方面,バス停
,港区,台場２丁目,-,港区台場2丁目3台場２丁目[東京Jﾎﾟﾘｽ前](ﾊﾞｽ),35.628385,139.776239,台場２丁目,4,0.25,陽１２-３,都営バス,東京テレポート駅前方面,東陽町駅前方面,バス停
,港区,台場２丁目,-,港区台場2丁目3台場２丁目[東京Jﾎﾟﾘｽ前](ﾊﾞｽ),35.628385,139.776239,台場２丁目,4,0.25,品川・台場循環〔台場方面〕,お台場レインボーバス,グランドニッコー東京　台場方面,,バス停
,港区,台場２丁目,-,港区台場2丁目3台場２丁目[東京Jﾎﾟﾘｽ前](ﾊﾞｽ),35.628385,139.776239,台場２丁目,4,0.25,品川・台場循環〔品川方面〕,お台場レインボーバス,台場１丁目/品川駅港南口方面,,バス停
,港区,台場２丁目,-,港区台場2丁目4ﾌｼﾞﾃﾚﾋﾞ前(ﾊﾞｽ)(羽田空港線･下り),35.627692,139.774974,フジテレビ前,4,0.25,海０１,都営バス,東京テレポート駅前方面,門前仲町（バス）方面,バス停
,港区,台場２丁目,-,港区台場2丁目4ﾌｼﾞﾃﾚﾋﾞ前(ﾊﾞｽ)(羽田空港線･下り),35.627692,139.774974,フジテレビ前,4,0.25,陽１２-３,都営バス,東京テレポート駅前方面,東陽町駅前方面,バス停
