0,1,2,3,4,5,6,7,8,9
,,,,,,,,,
,指標名,病院・診療所・クリニック,,,,,,,
,新宿区,新宿３丁目,-,東京都新宿区新宿3-17-4新宿レミナビル6階,35.6918967,139.7033825,医療法人社団上桜会 新宿心療内科ゆうメンタルクリニック新宿院,心療内科 精神科 新宿心療内科,https://yusn.net/
,新宿区,新宿三-１丁目,-,東京都新宿区新宿三-19-4mlj新宿ビル5階,35.6927359,139.7026169,東京新宿矯正歯科,矯正歯科,https://www.oh-my-teeth.com/locations/shinjuku
,新宿区,新宿３丁目,-,東京都新宿区新宿3-1-16京王新宿追分第2ビル4階,35.6902987,139.7048143,新宿駅前婦人科クリニック,婦人科 産婦人科 新宿駅前婦人科,https://shinjuku-fujinka.or.jp/
,新宿区,三栄町８丁目,-,東京都新宿区三栄町8-第一萬寿ビル2階,35.6871843,139.7270686,あかり医院,内科 漢方内科 神経内科 あかり医院は、神経内科・内科,https://akari-kampo.com/
,新宿区,新宿３丁目,-,東京都新宿区新宿3-25-1ヒューリック新宿ビル10階,35.6924839,139.7019257,医療法人社団直悠会 にしたんARTクリニック新宿院,婦人科,https://nishitan-art.jp/branch/shinjuku/
,新宿区,西新宿４丁目,-,東京都新宿区西新宿4-2-18三共西新宿ビル2f,35.6905178,139.6864124,新宿内視鏡クリニック,消化器内科 内視鏡内科 内科,http://www.shinjuku-naishikyo.com/
,新宿区,内藤町,-,東京都新宿区内藤町1-5ki御苑内藤町ビル1f,35.6858738,139.7152995,御苑アンジェリカクリニック,婦人科 内科 ペインクリニック内科 ペインクリニック外科,http://gyoen-angelica.com/
,新宿区,西新宿５丁目,-,東京都新宿区西新宿5-5-1-203ザ・パークハウス西新宿タワー60,35.693937,139.6868018,医療法人社団慶潤会 新都心十二社クリニック,内科 糖尿病内科 循環器内科,https://www.keijunkai.or.jp/
,新宿区,矢来町,-,東京都新宿区矢来町88メゾンボヤージv-1,35.7015974,139.7342888,神楽坂アレルギーといびきのクリニック,内科 アレルギー科,https://www.allergy-snoring.net/
,新宿区,水道町,-,東京都新宿区水道町4-13三晃ビル3f,35.7083953,139.736343,いやま眼科,いやま眼科,https://www.iyama-eyeclinic.com/
,新宿区,西新宿６丁目,-,東京都新宿区西新宿6-5-1アイランドタワー東館1f,35.693132,139.693142,アイランド内科クリニック,内科 呼吸器内科 アイランド内科,https://www.aisyukai.com/
,新宿区,新宿６丁目,-,東京都新宿区新宿区新宿6-29-11新宿イーストクロスタワー3f,35.6977,139.7077667,フェミューズクリニック,婦人科 美容婦人科 美容皮膚科 美容内科,https://femuse-clinic.jp/
,新宿区,矢来町,-,東京都新宿区矢来町61-1,35.7023245,139.7326011,矢来町耳鼻いんこう科医院,耳鼻いんこう科 矢来町耳鼻いんこう科,http://www.yaraicho-jibika.com/
,新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-14-22,35.7134605,139.707139,竹下医院,内科 小児科 産婦人科,https://www.takeshita-clinic.com/
,新宿区,四谷２丁目,-,東京都新宿区四谷2-10第二太郎ビル5階,35.687658,139.7251983,うさぎの丘 こころのクリニック,児童精神科 精神科 心療内科,https://usagi-kokoro.com/
,新宿区,西新宿６丁目,-,東京都新宿区西新宿6-26-12itoビル1階,35.6954244,139.6887785,西新宿こどもハート・アレルギークリニック,小児科 アレルギー科,https://kodomo-heart.com/nishishinjuku/
,新宿区,北新宿４丁目,-,東京都新宿区北新宿4-8-16北新宿君嶋ビル5階a室,35.7093825,139.6934483,小滝橋そら内科クリニック,内科 循環器内科 小滝橋そら内科,-
,新宿区,市谷田町２丁目,-,東京都新宿区市谷田町2-31-3市ヶ谷asukaraビル,35.6950285,139.7371233,市ヶ谷ひもろぎクリニック,精神科 心療内科 泌尿器科 内科,https://ichigaya.himorogi.org/
,新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-32-14,35.7106311,139.7036738,高田馬場耳鼻咽喉科,耳鼻いんこう科 アレルギー科 高田馬場耳鼻咽喉科,http://babajibi.jp/
,新宿区,西新宿１丁目,-,東京都新宿区西新宿1-18-7博愛堂ビル10階,35.6885742,139.6981873,ラピスクリニック新宿,内科 呼吸器内科 循環器内科 糖尿病内科 消化器内科 脳神経内科 血液内科 アレルギー科 性感染症内科 泌尿器科,https://shinjuku.lapis-clinic.com/
,新宿区,高田馬場２丁目,-,東京都新宿区高田馬場2-14-273階,35.713038,139.7072713,高田馬場クリニック皮膚科,皮膚科 美容皮膚科 アレルギー科 高田馬場クリニック皮膚科,https://kohokai.com/takadanobaba-clinic/
,新宿区,西新宿５丁目,-,東京都新宿区西新宿5-8-2惠徳ビル3階,35.6917744,139.6869046,西新宿パークサイドクリニック,糖尿病内科 内分泌内科 内科,https://nishishinjuku-psc.com/
,新宿区,新宿２丁目,-,東京都新宿区新宿2-1-2白鳥ビル2階,35.6883786,139.7095042,医療法人社団TLC医療 ブレインケアクリニック,心療内科 精神科 内科,https://brain-care.jp/
