指標名,ホテル,,,,,,,,,
出典,Rakuten API,,,,,,,,,
年次,2024/02/07取得,,,,,,,,,
URL,https://app.rakuten.co.jp/services/api/Travel/SimpleHotelSearch/20170426,,,,,,,,,
備考,(2021年度：1649件、2022年度：1721件、2023年度：1099件),,,,,,,,,
,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,星数,レビュー数,室数,ホテルURL
新宿区,百人町１丁目,-,東京都新宿区百人町1-1-14　小野マンション,35.6992296,139.7018472,Ｒ２．東京新宿中心地．広々とした和風モダン部屋／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170452
新宿区,大久保２丁目,-,東京都新宿区大久保2-10-15　ＨＯＴＥＬ　Ｏｋｕｂｏ　Ｉ,35.7028111,139.6986773,Ｆ２．新宿大久保ホテルＩ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170453
新宿区,大久保２丁目,-,東京都新宿区大久保2-10-15　大久保ホテルＩＩ,35.701981,139.7029527,Ｆ１．新宿大久保ホテルＩＩ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170454
新宿区,百人町２丁目,-,東京都新宿区百人町2-26-22　Ｈｙａｋｕｎｉｎｃｈｏ　Ｈｏｕｓｅ,35.7034637,139.6953249,Ｇｅ．新宿中心！快適な高級感一軒家／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170456
新宿区,百人町１丁目,-,東京都新宿区百人町1-1-14　小野マンション,35.6992296,139.7018472,Ｒ１．東京新宿中心地．広々とした和風モダン部屋／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170457
新宿区,百人町２丁目,-,東京都新宿区百人町2-1-46　新宿Ｓｕｎｎｙ,35.7005288,139.6990657,【新宿Ｓｕｎｎｙ】貸切高級ハワス【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170479
新宿区,大久保２丁目,-,東京都新宿区大久保2-32-9　貸切一軒家,35.7018799,139.702645,東京の新宿中心地一軒家／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170480
新宿区,大久保２丁目,-,東京都新宿区大久保2-27-8,35.7029936,139.7039982,Ｓｈｉｎｊｕｋｕ　Ｒｏｏｍ　Ａ・Ｂ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170549
新宿区,新宿５丁目,-,東京都新宿区新宿5-11-2　Ｆａｃｔ　Ｄｒｅａｍ　Ｈｏｕｓｅ,35.6926086,139.7079608,Ｆａｃｔ　Ｄｒｅａｍ　Ｈｏｕｓｅ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170598
新宿区,若宮町,-,東京都新宿区若宮町15　若宮ハイツ,35.6999179,139.7395831,若宮ハイツ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170743
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-19-12　レジデンシャルステージ東新宿904　ＰＯＩＮＴ-Ｓｈｉｎｊｕｋｕ　（Ｋａｂｕｋｉｃｈｏ）　Ｄｅｓｉｇｎｅｒ＇ｓ　Ｍａｎｓｉｏｎ　Ｉ,35.697948,139.7045,ＰＯＩＮＴ－新宿（歌舞伎町）デザイナーズマンション　Ｉ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170781
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-19-12　レジデンシャルステージ東新宿706　ＰＯＩＮＴ-Ｓｈｉｎｊｕｋｕ　（Ｋａｂｕｋｉｃｈｏ）　Ｄｅｓｉｇｎｅｒ＇ｓ　Ｍａｎｓｉｏｎ　ＩＩ,35.697948,139.7045,ＰＯＩＮＴ－新宿（歌舞伎町）デザイナーズマンション　ＩＩ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170789
新宿区,北新宿３丁目,-,東京都新宿区北新宿3-6-5　モナーク北新宿107　Ｆｕｇｕｉ　Ｃｏｎｄｏｍｉｎｉｕｍ　Ｈｏｔｅｌ,35.703987,139.69371,Ｆｕｇｕｉ　Ｃｏｎｄｏｍｉｎｉｕｍ　Ｈｏｔｅｌ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170851
新宿区,新宿７丁目,-,東京都新宿区新宿7-12-3　扇園第3ビル　Ｂ1,35.6979034,139.7119504,Ａ　Ｂａｓｅｍｅｎｔ　ｉｎ　Ｈｉｇａｓｈｉ　Ｓｈｉｎｊｕｋｕ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170966
新宿区,新宿１丁目,-,東京都新宿区新宿1-15-5　ｉｎｔｈｅＨｏｏｄ　Ｓｈｉｎｊｕｋｕ　Ｂｅｌｌｂｅ,35.6897489,139.7101275,ＩＮＴＨＥＨＯＯＤ　Ｓｈｉｎｊｕｋｕ　Ｂｅｌｌｂｅ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171340
渋谷区,幡ケ谷３丁目,-,東京都渋谷区幡ケ谷3-57-5　泉庵,35.6820551,139.674259,泉庵【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171375
渋谷区,初台２丁目,-,東京都渋谷区初台2-15-7　メゾンド・オーブ2階、3階　ＳＨＩＢＵＹＡ　Ｎｏ．1〜Ｎｏ．3,35.6778834,139.6829818,ＦＣ　ＨＯＵＳＥ　ＳＨＩＢＵＹＡ＿２０１【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171576
新宿区,百人町１丁目,-,東京都新宿区百人町1-14-12　ＣＯＣＯ　Ｓｈｉｎｊｕｋｕ,35.6987058,139.6988557,ＣＯＣＯ新宿【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171686
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷2-2-5　カーム幡ヶ谷305　ＣＡＬＭ　ＨＯＵＳＥ,35.6794815,139.6787548,ＣＡＬＭ　ＨＯＵＳＥ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171783
新宿区,大久保２丁目,-,東京都新宿区大久保2-32-15　ｃａｓａ　ｔｏｋｙｏ,35.7024168,139.7027547,ｃａｓａ　ｔｏｋｙｏ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171798
新宿区,新宿,-,東京都新宿区新宿7‐27‐15,35.6994479,139.7080708,ＤＯＭＯ－ＨＯＴＥＬ,,3,12,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172684
新宿区,百人町１丁目,-,東京都新宿区百人町1-12-25,35.69865033,139.6996259,ＳＴＡＹ　ＣＯＯＬ　ＴＯＫＹＯ,,,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=173060
新宿区,四谷４丁目,-,東京都新宿区四谷4-14-2　フォー＆フォー四谷301,35.6884356,139.7164593,新宿・四谷エリア　四谷三丁目駅から徒歩５分のマンション／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=173356
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町２-８-３,35.69500445,139.7056509,ＢＯＡＭＡＸ　Ｂ２／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=173883
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-8-3,35.6950001,139.7056442,ＢＯＡＭＡＸ　Ｂ６／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=173918
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-18-1 デューク西新宿303,35.6888514,139.687854,Ｔｏｋｙｏ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174171
新宿区,四谷本塩町１丁目,-,東京都新宿区四谷本塩町1-10,35.6882961,139.7279317,Ｙｏｔｓｕｙａ　１１０　（戸建て）／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174344
新宿区,四谷２丁目,-,東京都新宿区四谷2-1-3,35.686472,139.726772,東急ステイ四谷レジデンス／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174392
新宿区,大久保２丁目,-,東京都新宿区大久保2-33-4 ロッソ新大久保B 103,35.70256152,139.7025252,ＡＬＯ　ＢＮＢ　４／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174435
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-23-10 アイリス,35.6877264,139.6858232,Ｓｈｉｎｊｕｋｕ５ｒｏｏｍｓ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174505
新宿区,新宿７丁目,-,東京都新宿区新宿7-27-4 ライオンズマンション新宿第2,35.6982078,139.7078966,ＬＭｓｈｉｎｊｕｋｕ２／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174510
新宿区,下落合３丁目,-,東京都新宿区下落合3-1-16 サエラ目白ビル,35.72130363,139.7054946,Ｎｅｓｔｌｅ　Ｔｏｋｙｏ　Ｃｏｍｐａｃｔ　Ｍｅｊｉｒｏ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174520
新宿区,大久保２丁目,-,東京都新宿区大久保2-33-3ロッソ 新大久保C201,35.7025764,139.7026115,ロッソ新大久保／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174742
新宿区,中落合４丁目,-,東京都新宿区中落合4-11-15 洪,35.71822368,139.6850454,１９人まで滞在可能。３階建、一軒家貸切／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=174893
新宿区,西新宿５丁目,-,東京都新宿区西新宿5-21-6 nestay villa tokyo shinjuku,35.6924765,139.6842766,ｎｅｓｔａｙ　ｖｉｌｌａ　ｔｏｋｙｏ　ｓｈｉｎｊｕｋｕ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175376
渋谷区,幡ヶ谷２丁目,-,"東京都渋谷区幡ヶ谷2-1-3 Shibuya Hatagaya Koizumi building 4,5F #5M5",35.675653,139.6761204,小泉ビル　★５Ｍ５／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175383
新宿区,新宿７丁目,-,東京都新宿区新宿7-26-27,35.6994466,139.7085931,新宿一軒家／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175411
新宿区,西落合２丁目,-,東京都新宿区西落合2-21-24 LC House Shinjuku,35.7195954,139.673676,ＬＣ　Ｈｏｕｓｅ　Ｓｈｉｎｊｕｋｕ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175436
新宿区,新宿２丁目,-,東京都新宿区新宿2-16-12 佐竹ビル,35.6913817,139.7086989,佐竹ビル／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175485
渋谷区,幡ヶ谷３丁目,-,東京都渋谷区幡ヶ谷3-2-5 AIS 幡ヶ谷,35.680457,139.6762355,ＡＩＳ　幡ヶ谷３／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175577
渋谷区,幡ヶ谷３丁目,-,東京都渋谷区幡ヶ谷3-2-5 AIS 幡ケ谷,35.680457,139.6762355,ＡＩＳ　幡ヶ谷６／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175586
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4-4-10　Ｔａｋａｄａｎｏｂａｂａ　Ｃｏｒｐｏｒａｓ　Ｔｏｋｕｍｉｔｓｕ　3Ｍ3Ｂ,35.7089244,139.7007963,コーポラス徳光３Ｍ３　／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175759
渋谷区,本町２丁目,-,東京都渋谷区本町2-39-17,35.6844968,139.6829877,コロナセール中☆Ｄ’ｓ　Ｓｔａｙ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175791
渋谷区,代々木５丁目,-,東京都渋谷区代々木5－57－11,35.6758862,139.692304,Ｈａｒａｊｕｋｕ，Ｓｈｉｂｕｙａ，Ｓｈｉｎｊｕｋｕ，ｃｌｏｓｅ！Ｓ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175838
新宿区,百人町２丁目,-,東京都新宿区百人町2-21-2　川野荘,35.7020537,139.6974593,Ｋａｗａｎｏｓｏ　Ｓｈｉｎｊｕｋｕ・大久保駅１分／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176043
新宿区,中井１丁目,-,東京都新宿区中井1－9－9　僑日ホテル　新宿,35.7143634,139.6826972,２０２０年６月にプレオープンしたばかりの新築ほやほやのミニホテル！【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,2,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176047
新宿区,百人町１丁目,-,東京都新宿区百人町1-21-7　アサショウビル,35.700221,139.6966206,Ｈｏｌｉｄａｙ　Ａｎｙｔｅｌ　Ｓｈｉｎｊｕｋｕ,,,14,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=177968
新宿区,大久保１丁目,-,東京都新宿区大久保1-13-17,35.69967424,139.7039956,ＨＯＴＥＬ　ＥＬ　ＳＨＩＮＪＵＫＵ　１,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178428
新宿区,大久保１丁目,-,東京都新宿区大久保1-14-23,35.7003103,139.7040013,ＨＯＴＥＬ　ＥＬ　ＳＨＩＮＪＵＫＵ　２,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178429
新宿区,百人町１丁目,-,東京都新宿区百人町1-23-21　蕃ビル2Ｆ,35.69975642,139.6976752,ＵＮＯカプセルホテル大久保,,,24,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178965
新宿区,下落合４丁目,-,東京都新宿区下落合4-2-19,35.7168047,139.6969807,ＭＥＥＴ,,,8,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179218
渋谷区,本町３丁目,-,東京都渋谷区本町3-44-2,35.687842,139.6814891,エスカーサ西新宿＜西新宿５丁目駅＞,,,4,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179701
新宿区,大久保１丁目,-,東京都新宿区大久保1-5-17,35.7005043,139.7061618,Ｉ　ＧＯ　ＨＯＴＥＬ,3,9,14,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179728
新宿区,西新宿４丁目,-,東京都新宿区西新宿4-12-6,35.6897162,139.6871381,旅館一直,,,10,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179898
新宿区,市谷柳町,-,東京都新宿区市谷柳町27,35.69811184,139.7261338,新宿ガーデンハウス,,4,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180072
渋谷区,幡ヶ谷３丁目,-,東京都渋谷区幡ヶ谷3-58-3　アズール渋谷幡ヶ谷,35.6824298,139.6741212,マツリホテル幡ヶ谷,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180111
新宿区,市谷長延寺町６丁目,-,東京都新宿区市谷長延寺町6-25,35.69406,139.734864,ホテル市ヶ谷,,,10,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180128
新宿区,高田馬場４丁目,-,東京都新宿区高田馬場4-1-1,35.7098955,139.7025253,ユーホテル高田馬場,4,10,9,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180396
新宿区,西新宿７丁目,-,東京都新宿区西新宿7-21-10,35.6947098,139.6949449,レジデンシャルホテル　新宿ビッグハウス,,1,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180475
新宿区,大久保２丁目,-,東京都新宿区大久保2-31-14　大久保第一ハウス Ａ．Ｂ,35.7020753,139.703601,レジデンシャルホテル　大久保第一ハウス,,1,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180476
渋谷区,千駄ヶ谷５丁目,-,東京都渋谷区千駄ヶ谷5-29-2　ＳＰＡＣＥ　Ｆ　ＹＯＹＯＧＩ　Ｖ,35.6855992,139.7040313,ＳＰＡＣＥ　Ｆ　ＹＯＹＯＧＩ　Ｖ,,2,10,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180601
新宿区,新宿７丁目,-,東京都新宿区新宿7-24-4,35.6985143,139.7105042,ロナホテル,,4,6,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180638
渋谷区,本町６丁目,-,東京都渋谷区本町6-1-17,35.68284431,139.6802892,Ｅｖｅｒｇｒｅｅｎ　Ｈｏｔｅｌ　Ｈａｔｓｕｄａｉ,,,3,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180688
新宿区,新宿７丁目,-,東京都新宿区新宿7-21-13,35.69970743,139.7101642,ＣＯＺＹ　ＶＩＢＥＳ,,,8,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180693
新宿区,四谷３丁目,-,東京都新宿区四谷3-11-2　ブルーバード3Ｆ,35.6880943,139.7191532,四谷三丁目ビル２（ブルーバード３Ｆ）,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=181628
新宿区,四谷３丁目,-,東京都新宿区四谷3-11-2　ブルーバード4Ｆ,35.6880943,139.7191532,四谷三丁目ビル３（ブルーバード４Ｆ）,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=181629
新宿区,西五軒町,-,東京都新宿区西五軒町8番17号　オカムラビル2F、3F,35.7070048,139.7374216,レジデンシャルホテル　ＡＢＣ西五軒町,,,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=181729
新宿区,大久保１丁目,-,東京都新宿区大久保1-2-8,35.6992914,139.7072337,ＧＬＯＵ東新宿　新館,,,8,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=181760
新宿区,北新宿２丁目,-,東京都新宿区北新宿2-10-7,35.6999596,139.6887782,グローバルステイ北新宿,,,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183721
渋谷区,初台２丁目,-,東京都渋谷区初台2-15-7メゾンドオーブ　ＳＨＩＢＵＹＡ　Ｎｏ．2，Ｎｏ．3,35.6778834,139.6829818,ＳＨＩＢＵＹＡ　Ｎｏ．２，Ｎｏ．３／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185136
新宿区,新宿６丁目,-,東京都新宿区新宿6-6-14　Ｓｈｉｎｊｕｋｕ,35.6943705,139.7098259,新宿【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185137
新宿区,大久保１丁目,-,東京都新宿区大久保1-9-27　ｗｉｎｄ　ｈｏｕｓｅ大久保,35.699898,139.7047593,御風閣大久保／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185447
新宿区,新宿６丁目,-,東京都新宿区新宿6-6-5　Ｇａｒｆｉｅｌｄ　Ｈｏｍｅ,35.6938992,139.7096564,Ｇａｒｆｉｅｌｄ　Ｈｏｍｅ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185620
新宿区,富久町１６丁目,-,東京都新宿区富久町16-18　Ｓｈｕ　Ｓｈｉｎｊｕｋｕ　Ｇｙｏｅｎ,35.6915281,139.7133802,秀　新宿御苑【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185669
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-17-3　Ｐｅｎｃｉｌ　Ｈｏｕｓｅ,35.6838642,139.689233,Ｐｅｎｃｉｌ　Ｈｏｕｓｅ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185676
新宿区,大久保１丁目,-,東京都新宿区大久保1-14-26　ＴＯＫＹＯ　ＰＡＲＡＤＩＳＥ　ＨＯＴＥＬ,35.6997902,139.7040313,ＴＯＫＹＯ　パラダイス　ＨＯＴＥＬ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185685
新宿区,大久保２丁目,-,東京都新宿区大久保2-13-5　福華ビル,35.7013341,139.7061256,福華ビル３０１　Ｇｒｏｏｍｉ／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185761
新宿区,大久保２丁目,-,東京都新宿区大久保2-10-16　Ｆ3★,35.7039384,139.7072327,Ｆ３★新宿大久保／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185771
新宿区,百人町３丁目,-,東京都新宿区百人町3-22-15　Ｓｈｉｎｊｕｋｕ　Ｓｕｎ　Ｐａｒｋ　Ｈｏｔｅｌ,35.7046197,139.6975525,新宿サンパークホテル【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186188
渋谷区,幡ケ谷２丁目,-,東京都渋谷区幡ケ谷2-1-15　幡ケ谷ハイム201．402　Ｈａｔａｇａｙａ　Ｈｅｉｍ,35.6787401,139.6785156,幡ヶ谷ハイム【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,1,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186500
新宿区,大久保１丁目,-,東京都新宿区大久保1-13-5　ＳＵＮＦＬＯＷＥＲ　ＨＯＵＳＥ,35.6994811,139.7032534,ＳＵＮＦＬＯＷＥＲ　ＨＯＵＳＥ　新大久保駅徒歩６分観光、ビジネス、【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186508
新宿区,北新宿４丁目,-,東京都新宿区北新宿4-5-2　北新宿の一戸建て丸貸し,35.70681738,139.6934544,北新宿の一戸建て丸貸し／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186594
新宿区,北新宿３丁目,-,東京都新宿区北新宿3-1-4　Ｌｕｃｋｙ　Ｈｏｓｔｅｌ,35.7022291,139.6945077,Ｌｕｃｋｙ　Ｈｏｓｔｅｌ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186649
新宿区,北新宿１丁目,-,東京都新宿区北新宿1-2-9,35.6983831,139.6962627,ＴＯＫＹＯ　ＳＴＡＹ　Ｓｈｉｎｊｕｋｕ,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=187064
新宿区,南元町１２丁目,-,東京都新宿区南元町12-6,35.67971591,139.7237535,３５８ｈｏｔｅｌ　外苑の杜,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=187215
新宿区,四谷４丁目,-,東京都新宿区四谷4-27-3,35.6889418,139.7150526,Ｍ／Ｗ　ＨＯＴＥＬ,,,5,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189231
港区,芝３丁目,-,東京都港区芝3-32-13,35.6508928,139.7474981,ＧＲＡＳＳ　ＢＬＤＧ　４０１,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189260
