指標名,ホテル,,,,,,,,,
出典,Rakuten API,,,,,,,,,
年次,2024/02/07取得,,,,,,,,,
URL,https://app.rakuten.co.jp/services/api/Travel/SimpleHotelSearch/20170426,,,,,,,,,
備考,(2021年度：1649件、2022年度：1721件、2023年度：1099件),,,,,,,,,
,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,星数,レビュー数,室数,ホテルURL
中央区,晴海３丁目,-,東京都中央区晴海３丁目２番７号,35.6552394,139.780145,プレミアホテルーＣＡＢＩＮ　ＰＲＥＳＩＤＥＮＴー東京,,,135,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=188764
江東区,北砂５丁目,-,東京都江東区北砂5-14-16 砂銀ビル,35.68016349,139.8347713,Ｌｅａｓｅ　Ｍａｎｓｉｏｎ　ＰＡＰＩＬＬＯＮ　（リースマンション　パピヨン）,,,12,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=18450
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-17-2,35.6684587,139.7572651,ダイワロイネットホテル新橋,4.48,734,195,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172591
江東区,有明３丁目,-,東京都江東区有明3-6-6,35.63222322,139.7895493,相鉄グランドフレッサ東京ベイ有明,4.26,7155,912,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=76373
港区,台場２丁目,-,東京都港区台場2-6-1,35.62517075,139.7714622,グランドニッコー東京　台場,4.56,8982,882,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1917
江東区,豊洲６丁目,-,東京都江東区豊洲6-4-40,35.64686774,139.7836451,ラビスタ東京ベイ（共立リゾート）,4.38,719,570,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183390
港区,芝浦１丁目,-,東京都港区芝浦1-3-10,35.64992032,139.7555959,チサンホテル浜松町,3.48,4165,304,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=398
江東区,有明２丁目,-,東京都江東区有明2-1-5,35.6380185,139.7939672,住友不動産ホテル　ヴィラフォンテーヌグランド東京有明,4.22,787,749,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178230
港区,芝大門１丁目,-,東京都港区芝大門1-15-4,35.65742829,139.7541533,京急ＥＸイン　浜松町・大門駅前,4.37,508,111,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168419
江東区,有明３丁目,-,東京都江東区有明3-7-11,35.63263993,139.7929879,東京ベイ有明ワシントンホテル,3.75,10356,830,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1177
港区,浜松町２丁目,-,東京都港区浜松町2丁目7番18号,35.65424981,139.7546184,三交インＧｒａｎｄｅ東京浜松町,4.28,1181,120,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147101
港区,芝公園４丁目,-,東京都港区芝公園4-8-1,35.65548058,139.7471131,ザ・プリンス　パークタワー東京,4.43,2797,603,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=67930
港区,芝大門１丁目,-,東京都港区芝大門1-1-26,35.6594041,139.7526463,京王プレッソイン浜松町,3.77,1175,339,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=162999
江東区,有明３丁目,-,東京都江東区有明3-7-3,35.63476968,139.7930433,ダイワロイネットホテル東京有明,4.49,925,368,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=166220
港区,浜松町２丁目,-,東京都港区浜松町2-2-1,35.6554629,139.7548601,スーパーホテル東京・浜松町,4.25,315,99,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168701
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-14-3,35.66825,139.757622,相鉄フレッサイン　新橋日比谷口,4,1927,218,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=140984
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-15-17,35.66636849,139.7563452,チェックイン新橋,3.95,3193,182,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28484
港区,海岸１丁目,-,東京都港区海岸1丁目13番3号,35.65456675,139.7621368,ＨＯＴＥＬ　ＴＡＶＩＮＯＳ　浜松町（ホテルタビノス　浜松町）,3.68,508,188,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172231
江東区,豊洲２丁目,-,東京都江東区豊洲2-2-1,35.65510737,139.7945049,三井ガーデンホテル豊洲プレミア,4.39,582,225,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178674
港区,浜松町１丁目,-,東京都港区浜松町1-24-11,35.6572433,139.7564572,変なホテル東京　浜松町,4.02,857,118,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=165753
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-10-2,35.6648381,139.7560536,相鉄フレッサイン新橋烏森口,3.89,2280,220,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=68565
港区,海岸１丁目,-,東京都港区海岸1-16-2,35.6531005,139.7623719,ホテル　インターコンチネンタル東京ベイ,4.48,4152,330,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1799
江東区,東雲１丁目,-,東京都江東区東雲1-2-11,35.6483116,139.8006429,ｈｏｔｅｌ　ＭＯＮｄａｙ　Ｐｒｅｍｉｕｍ　豊洲,4.16,576,263,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168492
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-6-8,35.66580893,139.7551318,ＣＡＮＤＥＯ　ＨＯＴＥＬＳ（カンデオホテルズ）東京新橋,4.07,551,126,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=164614
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-16-4,35.66250503,139.7562537,スーパーホテル新橋・烏森口,4.32,1152,74,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=70852
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-4,35.6668569,139.7439908,Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ,4.65,28,508,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184582
港区,浜松町１丁目,-,東京都港区浜松町1-18-14,35.65818605,139.7551873,ホテルマイステイズ浜松町,3.93,1225,105,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=73984
江東区,有明１丁目,-,東京都江東区有明1-2-43,35.6405014,139.7921662,ファーイーストビレッジホテル東京有明,4.07,429,306,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176773
港区,芝公園３丁目,虎ノ門,東京都港区芝公園3-3-1,35.65925742,139.7481024,東京プリンスホテル,3.94,1747,462,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28506
港区,台場１丁目,-,東京都港区台場1-9-1,35.62601507,139.7703456,ヒルトン東京お台場,4.43,4603,453,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=8492
江東区,豊洲６丁目,-,東京都江東区豊洲6-4-20,35.64736524,139.7866717,ホテルＪＡＬシティ東京　豊洲,4.19,478,330,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=176833
港区,芝大門１丁目,-,東京都港区芝大門1-2-7,35.6595942,139.7543901,相鉄フレッサイン　浜松町大門,3.8,990,190,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=134923
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-23-1,35.66348649,139.7569879,東急ステイ新橋,3.89,1251,219,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=145444
港区,浜松町１丁目,-,東京都港区浜松町1-19-14,35.65795757,139.7556584,名鉄イン浜松町,3.92,592,144,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149347
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-6-3,35.66437994,139.7606671,ザ　ロイヤルパークホテル　アイコニック　東京汐留,4.41,4479,490,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=18100
港区,芝公園２丁目,-,東京都港区芝公園2-3-4,35.65685834,139.7522737,リッチモンドホテル東京芝,4.42,1543,105,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=67905
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-10-3,35.66139124,139.7552927,アパホテル〈新橋　御成門〉,3.86,1088,153,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=129907
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-14-24,35.65990259,139.7576092,三井ガーデンホテル汐留イタリア街,3.79,6422,372,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=56758
江東区,有明３丁目,-,東京都江東区有明3-1-15,35.62861523,139.7872635,ホテルトラスティ東京ベイサイド,3.94,2695,200,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=69354
港区,海岸１丁目,-,東京都港区海岸1-11-2,35.6553048,139.7632652,ベイサイドホテルアジュール竹芝・浜松町,3.91,1051,122,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=160797
港区,芝１丁目,-,東京都港区芝1-8-18,35.65089243,139.7553598,くれたけインプレミアム浜松町,3.92,1043,40,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=74635
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-1-1,35.66499443,139.7454752,東京エディション虎ノ門,4,40,206,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179869
港区,芝大門２丁目,-,東京都港区芝大門2-6-2,35.65561797,139.7537571,相鉄フレッサイン　大門駅前,4.1,123,181,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183362
港区,西新橋２丁目,虎ノ門,東京都港区西新橋2-6-9,35.66689268,139.7533038,アパホテル〈新橋　虎ノ門〉,3.94,689,153,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=145305
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3丁目10-10,35.66605462,139.7556341,アネックス　チェックイン新橋,3.46,1634,61,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=39247
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-20-8,35.66089445,139.7544298,ホテルウィングインターナショナル新橋御成門,4.24,228,93,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172074
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-20-1,35.66414354,139.757288,ＴＨＥ　ＨＯＴＥＬ　ＳＨＩＮＢＡＳＨＩ（ザ　ホテル新橋）,4.05,333,20,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=146557
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-7-8,35.6617317,139.7567209,安心お宿　新橋汐留店,3.94,948,180,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=158890
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-17-13,35.6674964,139.7535377,ｔｈｅ　ｂ　新橋（ザビー　しんばし）,4.13,257,109,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=164544
江東区,豊洲５丁目,-,東京都江東区豊洲5-5-34,35.65269936,139.7967958,ホテルリブマックス豊洲駅前,3,261,65,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=165002
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-2,35.66231072,139.7602367,住友不動産ホテル　ヴィラフォンテーヌグランド東京汐留,3.86,2179,497,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=80756
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-21-6,35.66501869,139.7580451,安心お宿　新橋駅前店,3.96,1074,140,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=128267
港区,西新橋３丁目,虎ノ門,東京都港区西新橋3-10-7,35.66437576,139.752074,ＦＩＲＳＴ　ＣＡＢＩＮ（ファーストキャビン）愛宕山,4.09,786,150,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149402
港区,浜松町２丁目,-,東京都港区浜松町2-7-10,35.6534576,139.7547131,ホテルリラサーレ東京,4.29,27,40,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183893
港区,芝１丁目,-,東京都港区芝1-6-5,35.65206728,139.754832,住友不動産ホテル　ヴィラフォンテーヌ東京浜松町,3.73,639,119,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=80766
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-11-9,35.6672193,139.7552608,新橋アーバンホテル,4.27,165,48,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172984
港区,浜松町１丁目,-,東京都港区浜松町1-8-5,35.65920263,139.7563677,ホテルマイステイズプレミア浜松町,3.9,2789,120,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=716
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-1,35.66293011,139.760856,コンラッド東京,4,182,291,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=78151
港区,新橋２丁目,虎ノ門広域,東京都港区新橋2-15-14,35.6664936,139.7558742,レンブラントキャビン＆スパ新橋,4.05,44,136,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184874
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-20-1,35.66115659,139.7544258,ホテルリブマックスＢＵＤＧＥＴ新橋,2.72,469,63,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=140859
港区,海岸１丁目,-,東京都港区海岸1-10-30,35.6559605,139.7628777,メズム東京、オートグラフ　コレクション,4.5,12,265,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184035
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-2-6,35.66874325,139.75732,第一ホテル東京,4.36,1172,278,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2876
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-1-13,35.66911693,139.7562816,ＴＨＥ　ＢＬＯＳＳＯＭ　ＨＩＢＩＹＡ（ザ　ブラッサム日比谷）,4.71,259,255,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172877
港区,新橋６丁目,虎ノ門広域,東京都港区新橋6-4-1,35.6622828,139.7538539,ホテル１８９９東京,4.62,325,63,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=167130
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-7-1　汐留メディアタワー25階,35.66320451,139.7595246,パークホテル東京,4.33,1552,268,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=18239
港区,浜松町１丁目,-,東京都港区浜松町1-16-9,35.658083,139.756659,ＢＡＹ　ＨＯＴＥＬ東京浜松町,3.74,108,51,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180720
江東区,東雲２丁目,-,東京都江東区東雲2-10-17,35.6392847,139.8051151,東京有明ＢＡＹ　ＨＯＴＥＬ（東京有明ベイホテル）,3.8,444,146,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=151216
港区,浜松町１丁目,-,東京都港区浜松町1-25-10,35.6573697,139.7559136,ナインアワーズ浜松町,3.84,75,205,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=177964
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-3-16,35.66234196,139.757787,ｕｎｉｔｏ　ＳＨＩＯＤＯＭＥ,3.29,63,44,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=182709
港区,芝大門１丁目,-,東京都港区芝大門1-10-4,35.65892395,139.7531348,ＭＯＮｄａｙ　Ａｐａｒｔ　浜松町大門,5,25,22,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180277
港区,芝公園１丁目,-,東京都港区芝公園1-5-10,35.65885256,139.752343,芝パークホテル,4,2385,199,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=803
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-23-4 虎ノ門ヒルズ 森タワー,35.66695991,139.7492038,アンダーズ東京,4,38,164,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=181166
港区,芝１丁目,-,東京都港区芝1-13-19,35.64951792,139.753996,ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　浜松町（旧：ＧＡＴＥ　ＳＴＡＹ　ＰＲＥＭＩＵＭ　浜松町）,4.75,14,9,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180279
港区,芝公園１丁目,-,東京都港区芝公園1-6-6,35.6587076,139.752272,ｉｎｕｍｏ　芝公園　ｂｙ　Ｖｉｌｌａ　Ｆｏｎｔａｉｎｅ,,3,70,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183714
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-15-6,35.66447705,139.7569202,レインボーホテル,3.77,575,70,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=17938
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-15-7,35.6653201,139.7559681,Ｈｏｔｅｌ　ｏｗｌ　Ｔｏｋｙｏ　Ｓｈｉｎｂａｓｈｉ,3.15,145,30,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=172180
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-1-5　3Ｆ,35.66415,139.7535479,ｂｎｂ＋　新橋店,3.83,7,22,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183596
港区,海岸１丁目,-,東京都港区海岸1-4-15,35.6554919,139.7598145,島嶼会館,4.42,18,87,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=178889
港区,新橋１丁目,虎ノ門広域,東京都港区新橋1-6-6,35.66701138,139.7615605,からくさホテルプレミア東京銀座,5,220,57,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168398
港区,芝大門１丁目,-,東京都港区芝大門1-16-6　Ｃａｐｓｕｌｅ　Ｉｎｎ　Ｈａｍａｍａｔｓｕｃｈｏ,35.6571334,139.7544601,カプセルイン浜松町【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,3,112,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=186830
港区,芝１丁目,-,東京都港区芝1-12-12,35.6503481,139.7546551,Ｔｅｍｐｌｅ　Ｈｏｔｅｌ　正伝寺,4,5,2,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=179366
港区,西新橋１丁目,虎ノ門,東京都港区西新橋1-19-5　East Toranomon 2F,35.6695916,139.7524344,ＥＡＳＴ　ＴＯＲＡＮＯＭＯＮ　Ｒｏｏｍ　－　ＫＡＮＤＯ　－／民泊【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=175272
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-10-9,35.66595185,139.7556008,ホテル新橋三番館,5,887,92,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=135973
港区,海岸３丁目,-,東京都港区海岸3-17-9　ＲＥＧＡＬＯ芝浦,35.64315727,139.7558273,Ｔｕｎｅ　Ｉｎｎ　Ｔｏｋｙｏ　Ｂａｙ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=185452
港区,新橋３丁目,虎ノ門広域,東京都港区新橋3-21-3,35.66523533,139.7580312,カプセル・イン新橋,0,67,98,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=135512
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-20-1　ル・グラシエル5   4F,35.6635519,139.7539278,ｂｎｂ＋　Ｐｏｓｔ　Ｔｏｗｎ　Ｓｈｉｎｂａｓｈｉ,3,12,22,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=166455
港区,新橋５丁目,虎ノ門広域,東京都港区新橋5-23-4　ＬＯＦ　Ｈｏｔｅｌ　Ｓｈｉｍｂａｓｈｉ,35.663452,139.7532104,ＬＯＦ　Ｈｏｔｅｌ　Ｓｈｉｍｂａｓｈｉ【Ｖａｃａｔｉｏｎ　ＳＴＡＹ提供】,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=170464
港区,浜松町１丁目,-,東京都港区浜松町1-12-2　東武ハイライン大門201号室,35.6585953,139.7559498,レジデンシャルホテル　東武ハイライン大門２０１,,,1,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180477
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-6-4,35.667356,139.7473406,ホテル虎ノ門ヒルズ,,,205,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=189165
港区,新橋４丁目,虎ノ門広域,東京都港区新橋4-15-7 ル・グランシエルBLDG34　 3、4、5階,35.6645791,139.756966,Ｔｈｅ　Ｔｅｒｒａｃｅ　Ｈｏｓｔｅｌ　Ｓｈｉｎｂａｓｈｉ,,,18,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=181660
港区,六本木２丁目,六本木,東京都港区六本木2-3-11,35.66614515,139.7374261,アパホテル〈六本木ＳＩＸ〉,4.02,537,1001,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=180334
港区,六本木３丁目,六本木,東京都港区六本木3-18-6,35.6616012,139.7376602,アパホテル＆リゾート〈六本木駅東〉,4.27,185,696,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=184462
港区,赤坂２丁目,赤坂,東京都港区赤坂2-6-17,35.6725867,139.7389375,ヴィアインプライム赤坂＜茜音の湯＞（ＪＲ西日本グループ）,4.51,182,345,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183995
千代田区,紀尾井町４丁目,-,東京都千代田区紀尾井町4-1,35.68038023,139.7350381,ホテルニューオータニ,4.25,1714,1390,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=28439
港区,赤坂３丁目,赤坂,東京都港区赤坂3-12-5,35.67369548,139.7380024,ホテルヒラリーズ赤坂,4.09,431,167,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=164774
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-10‐2,35.67457949,139.741204,アパホテルプライド〈赤坂国会議事堂前〉（旧アパホテルプライド〈国会議事堂前〉）,4.18,385,500,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=171998
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-11-35,35.67874449,139.7420709,全国町村会館（帝国ホテルグループ）,4.44,6770,149,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=29186
千代田区,平河町２丁目,-,東京都千代田区平河町2-4-3,35.68175795,139.7385655,ホテルルポール麹町（地方職員共済組合麹町会館）,4.21,2373,163,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=19925
港区,赤坂３丁目,赤坂,東京都港区赤坂3-16-7,35.6745629,139.7363722,高濃度炭酸泉　茜草の湯　スーパーホテルＰｒｅｍｉｅｒ赤坂,4.11,666,157,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147781
港区,南麻布１丁目,-,東京都港区南麻布1-7-37,35.6519275,139.7369441,オリンピックイン麻布,4.12,135,85,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183334
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-1　東京ミッドタウン,35.66612061,139.7309223,ザ・リッツ・カールトン東京,3,83,245,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=64045
港区,赤坂２丁目,赤坂,東京都港区赤坂2-17-55,35.67040735,139.7379582,ホテルＳＵＩ赤坂ｂｙＡＢＥＳＴ,4.13,297,120,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=168313
港区,六本木３丁目,六本木,東京都港区六本木3-15-17,35.66200074,139.7359974,三井ガーデンホテル六本木プレミア,4.14,170,257,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=177558
港区,赤坂４丁目,赤坂,東京都港区赤坂4-9-24,35.67561959,139.7327301,ホテルモントレ赤坂,4.42,2148,196,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=54866
港区,赤坂３丁目,赤坂,東京都港区赤坂3-19-10,35.67585299,139.7359799,アパホテル〈赤坂見附〉,3.81,4916,223,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=31951
港区,赤坂６丁目,赤坂,東京都港区赤坂6-2-13,35.67140583,139.7368245,京王プレッソイン赤坂,4.07,1148,157,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=147727
港区,赤坂３丁目,赤坂,東京都港区赤坂3-19-3,35.675754,139.736218,センチュリオンホテルグランド赤坂,4.4,558,113,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=142841
港区,赤坂２丁目,赤坂,東京都港区赤坂2-17-54,35.67021744,139.7380878,ホテルマイステイズプレミア赤坂,4.11,754,327,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=153298
千代田区,隼町１丁目,-,東京都千代田区隼町1-1,35.68304961,139.7437122,ホテルグランドアーク半蔵門,4.47,1349,204,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11039
港区,六本木６丁目,六本木,東京都港区六本木6-7-8,35.6623198,139.7322925,アパホテル〈六本木駅前〉,3.78,244,125,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=149399
港区,六本木６丁目,六本木,東京都港区六本木6-7-11,35.66196149,139.7326647,ＣＡＮＤＥＯ　ＨＯＴＥＬＳ（カンデオホテルズ）東京六本木,4.21,323,149,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=163186
港区,赤坂２丁目,赤坂,東京都港区赤坂2-6-14,35.6721577,139.739086,変なホテル東京　赤坂,4.22,516,115,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=165752
港区,赤坂４丁目,赤坂,東京都港区赤坂4-3-2,35.675022,139.7359607,ＯＭＯ３東京赤坂　ｂｙ　星野リゾート,4.16,134,140,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=183178
千代田区,平河町１丁目,-,東京都千代田区平河町1-3-5,35.68289795,139.7400105,アパホテル〈永田町半蔵門駅前〉（旧：アパホテル〈半蔵門　平河町〉）,3.94,698,231,https://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=145463
