指標名,シェアサイクルポート,,,,,,,
出典,東京自転車シェアリング ポートマップ,,,,,,,
年次,2024/2/2取得,,,,,,,
URL,https://www.google.com/maps/d/viewer?mid=1L2l1EnQJhCNlm_Xxkp9RTjIj68Q,,,,,,,
備考,2020年度：645件、2021年度：679件、2022年度：728件、2023年度：793件）,,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,ポート名,休止・再開・閉鎖情報,営業時間
新宿区,百人町三丁目,-,東京都新宿区百人町3-23-1,35.705575,139.697952,D5-10.桜美林大学 新宿キャンパス /J. F. Oberlin University Shinjuku campus,-,Open 7:00-23:00
新宿区,北新宿一丁目,-,東京都新宿区北新宿1-5-1,35.699584,139.695788,D5-11.NTTコミュニケーションズ新宿ビル / NTT Communications Shinjuku Build,-,Open for 24 hours
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-4-1,35.69389,139.703463,D6-01.新宿区役所本庁舎 / Shinjuku City Office Main Bldg.,-,Open for 24 hours
新宿区,新宿五丁目,-,東京都新宿区新宿5-18-21,35.693904,139.705677,D6-02.新宿区役所第二分庁舎 / Shinjuku City Office Annex 2,-,Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-11,35.690793,139.687412,D6-03.新宿中央公園（ポケットパーク）/ Shinjuku Central Park (Pocket Park),-,Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-11,35.690793,139.687412,D6-04.新宿中央公園（ちびっこ広場）/Shinjuku Central Park (Playground),-,Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-11,35.690793,139.687412,D6-05.新宿中央公園（水の広場）/ Shinjuku Central Park (Water Plaza),-,Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-11,35.690793,139.687412,D6-06.新宿中央公園（エコギャラリー下）/ Shinjuku Central Park (Eco Gallery),-,Open for 24 hours
新宿区,北新宿二丁目,-,東京都新宿区北新宿2-21-1,35.69599,139.689369,D6-07.新宿フロントタワー / Shinjuku Front Tower,-,Open for 24 hours
新宿区,新宿六丁目,-,東京都新宿区新宿6-27-30,35.696798,139.708573,D6-08.新宿イーストサイドスクエア / Shinjuku Eastside Square,-,Open for 24 hours
新宿区,新宿五丁目,-,東京都新宿区新宿5-15-8,35.694132,139.707224,D6-10.ホテルサンライト新宿 / Hotel　SunLite Shinjuku,-,Open for 24 hours
新宿区,新宿五丁目,-,東京都新宿区新宿5-3-20,35.692885,139.711362,D6-11.ホテルリステル新宿 / HOTEL LISTEL SHINJUKU,-,Open for 24 hours
新宿区,新宿六丁目,-,東京都新宿区新宿6-3-2,35.693582,139.710485,D6-12.東京ビジネスホテル / Tokyo　Business Hotel,-,Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-11,35.690793,139.687412,D6-13.新宿中央公園（ジャブジャブ池下）/ Shinjuku Central Park (Water Play Pool),-,Open for 24 hours
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-23-7,35.689701,139.695572,D6-14.新宿ファーストウエスト / Shinjuku First West Building,-,Open for 24 hours
新宿区,西新宿七丁目,-,東京都新宿区西新宿7-20-1,35.694317,139.695866,D6-15.住友不動産西新宿ビル / Sumitomo Realty & Development Nishishinjuku Building,-,Open for 24 hours
新宿区,西新宿一丁目,-,東京都新宿区西新宿1-10-1,35.689849,139.698394,D6-18. ヨドバシカメラ 新宿西口本店前 / Yodobashi Camera Shinjuku West Main Store,-,Open for 24 hours
新宿区,西新宿五丁目,-,東京都新宿区西新宿5-13,35.693267,139.686037,D6-20.淀橋けやきばし公園 / Yodobashi Keyakibashi Park,-,Open for 24 hours
新宿区,新宿五丁目,-,東京都新宿区新宿5-3,35.692837,139.711207,D6-21.新宿5丁目 / Shinjuku 5-Chome,-,Open for 24 hours
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-31-17,35.697595,139.703685,D6-23. アパホテル 東新宿 歌舞伎町西 / APA Hotel Higashi Shinjuku Kabukicho Nishi,-,Open for 24 hours
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-19-2,35.683424,139.68792,D6-24.NTT東日本 本社ビル / NTT-EAST HQ BLDG,-,Open for 24 hours
新宿区,新宿三丁目,-,東京都新宿区新宿3-37先,35.690099,139.70133,D6-25.新宿駅東南口自転車駐輪場 / Shinjuku Station Southeast Exit Bicycle Parking lot,-,Open for 24 hours
新宿区,新宿六丁目,-,東京都新宿区新宿6-12-8,35.694915,139.708274,D6-26.セブン-イレブン新宿６丁目文化センター通り店 / Seven-Eleven Shinjuku 6 Chome Cultural Center-dori,-,Open for 24 hours
新宿区,西新宿三丁目,-,東京都新宿区西新宿3-2-11,35.686354,139.693128,D6-27.新宿三井ビルディング二号館 / Shinjuku Mitsui Bldg. No.2,-,Open for 24 hours
新宿区,新宿三丁目,-,東京都新宿区新宿3-7-1,35.690879,139.706176,D6-28.東急ステイ新宿 / TOKYU STAY SHINJUKU,-,Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-8,35.689554,139.691809,D6-29.都庁第二本庁舎前 / Tokyo Metropolitan Government Building NO.2,-,Open for 24 hours
新宿区,西新宿二丁目,-,東京都新宿区西新宿2-2,35.689973,139.694433,D6-30.京王プラザホテル / Keio Plaza Hotel Tokyo,-,Open for 24 hours
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-29-1,35.695967,139.70055,"D6-31.東急歌舞伎町タワー駐輪場	/ Tokyu Kabukicho Tower bicycle parking lot",-,Open 5:00-25:00
新宿区,下落合一丁目,-,東京都新宿区下落合1-9-8,35.71601,139.698943,D7-01.下落合図書館 / Shimo-Ochiai Library,-,Open for 24 hours
新宿区,中落合三丁目,-,東京都新宿区中落合3-1-3,35.722292,139.691621,D7-02.セブン-イレブン 新宿中落合3丁目店 / Seven-Eleven Shinjuku Nakaochiai 3chome store,-,Open for 24 hours
新宿区,中落合一丁目,-,東京都新宿区中落合1-18,35.715418,139.687416,D7-03.中井駅北 / Nakai Station North,-,Open for 24 hours
新宿区,下落合三丁目,-,東京都新宿区下落合3-20-6,35.722767,139.702007,D7-04.セブン-イレブン 新宿下落合3丁目店 / Seven-Eleven Shinjuku Shimoochiai 3chome store ,-,Open for 24 hours
新宿区,西落合四丁目,-,東京都新宿区西落合4-13-17,35.725763,139.67895,D7-05.西落合図書館 /  Nishi Ochiai Library,-,Open for 24 hours
新宿区,西落合二丁目,-,東京都新宿区西落合2-18-20ナレッジパーク落合ビル,35.721186,139.676714,D7-06. エムアイセミナーハウス / MI SEMINAR HOUSE,-,Open for 24 hours
新宿区,西落合三丁目,-,東京都新宿区西落合3-28-7,35.725077,139.675697,D7-07. ローソン 新宿西落合三丁目店 / LAWSON Shinjuku Nishiochiai 3-Chome shop,-,Open for 24 hours
新宿区,上落合三丁目,-,東京都新宿区上落合3-25-6,35.711215,139.68217,D7-08.上落合3丁目 / Kamiochiai 3-Chome,-,Open for 24 hours
新宿区,上落合二丁目,-,東京都新宿区上落合2-3-6,35.715257,139.689585,D7-10.染の里 おちあい / some no sato OCHIAI,-,Open for 24 hours
新宿区,下落合二丁目,-,東京都新宿区下落合2-1-1,35.716676,139.704545,D7-11.新宿清掃事務所 / Shinjuku waste Collection Office,-,Open for 24 hour
新宿区,下落合一丁目,-,東京都新宿区下落合1-5-9,35.715829,139.701154,D7-12.プラウド高田馬場 / PROUD TAKADANOBABA,-,Open for 24 hours
新宿区,西落合一丁目,-,東京都新宿区西落合1-31-4,35.719518,139.679094,"D7-13.日本光電本社南側	/ NIHON KOHDEN South side",-,Open for 24 hours
新宿区,西落合一丁目,-,東京都新宿区西落合1-31-9,35.719968,139.679054,"D7-14.大栄パーク西落合１丁目	/ Daiei Park Nishiochiai 1 chome",-,Open for 24 hours
千代田区,九段南一丁目,-,東京都千代田区九段南1-2-1,35.694002,139.753634,A1-01.千代田区役所 / Chiyoda City Office,-,Open for 24 hours
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3-5-1,35.70151,139.747173,A1-03.東京区政会館（メトロA5出口） / Tokyo Kusei Kaikan building(Metro A5 Exit),-,Open for 24 hours
千代田区,飯田橋三丁目,-,東京都千代田区飯田橋3-5-1,35.70151,139.747173,A1-04.東京区政会館（西側駐輪場） / Tokyo Kusei Kaikan building(Western parking lot),-,Open for 24 hours
千代田区,富士見一丁目,-,東京都千代田区富士見1-6-7,35.699115,139.746373,"A1-05.富士見出張所 / Chiyoda Ward Office,Fujimi Branch",-,Open for 24 hours
千代田区,富士見二丁目,-,東京都千代田区富士見2-10-2,35.69924,139.743792,A1-08.飯田橋サクラテラス（早稲田通り） / IIDABASHI SAKURA TERRACE (Waseda street),-,Open for 24 hours
千代田区,九段北一丁目,-,東京都千代田区九段北1-13-5,35.69633,139.750523,A1-10.ヒューリック九段ビル / Hulic Kudan Building,-,Open for 24 hours
千代田区,九段北一丁目,-,東京都千代田区九段北1-13-12,35.69576,139.750731,A1-12.北の丸スクエア / KITANOMARU SQUARE,-,Open for 24 hours
千代田区,富士見一丁目,-,東京都千代田区富士見1-10-3,35.697316,139.74622,A1-15.富士見みらい館 / Fujimi Mirai-kan Hall,-,Open for 24 hours
千代田区,九段南一丁目,-,東京都千代田区九段南1-1地先,35.693218,139.755146,A1-17.雉子橋集積所 / Kijibashi Shusekijo,-,Open for 24 hours
千代田区,九段北一丁目,-,東京都千代田区九段北1-1-4,35.69612,139.752411,A1-18.東京区政会館別館(特別区研修所) / Tokyo Kusei Kaikan building Annex (Special Ward Training Center),-,Open for 24 hours
千代田区,九段南一丁目,-,東京都千代田区九段南1-6-5,35.694446,139.751233,A1-19.九段会館テラス / KUDAN-KAIKAN TERRACE,-,Open for 24 hours
千代田区,神田小川町三丁目,-,東京都千代田区神田小川町3-8-2,35.695808,139.761705,A2-01.神田駿河台下 / Kanda Surugadai,-,Open for 24 hours
千代田区,西神田二丁目,-,東京都千代田区西神田2-3-11,35.698599,139.755128,A2-02.西神田公園（北側） / Nishikanda Park(North side),-,Open for 24 hours
千代田区,西神田二丁目,-,東京都千代田区西神田2-3-11,35.698599,139.755128,A2-03.西神田公園（西側） / Nishikanda Park(West side),-,Open for 24 hours
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3-21,35.691525,139.761519,A2-04.ちよだプラットフォームスクウェア / Chiyoda Platform Square,-,Open for 24 hours
千代田区,神田錦町一丁目,-,東京都千代田区神田錦町1－29,35.689711,139.764072,A2-05.神田橋公園 / Kandabashi Park,-,Open for 24 hours
千代田区,西神田一丁目,-,東京都千代田区西神田1-2-4,35.699216,139.756969,"A2-06.東光電気工事 別館（屋内駐輪場） / TOKO CO., LTD Annex(Indoor Parking)",-,Open 月 / Mon. 0:00-20:00 火-木 / Tue.-Thu. 7:00-20:00 金 / Fri. 7:00-24:00 土・日 / Sat. Sun. 24時間 / Open for 24 hours 祝日 / Holiday 休止 /Closed
千代田区,神田駿河台二丁目,-,東京都千代田区神田駿河台2-9,35.700416,139.759597,A2-08.KDX御茶ノ水ビル / KDX Ochanomizu Building,-,Open for 24 hours
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3-22,35.693736,139.760558,A2-09.テラススクエア / TERRACE SQUARE,-,Open for 24 hours
千代田区,神田神保町一丁目,-,東京都千代田区神田神保町1-105,35.694216,139.760258,A2-12.神保町三井ビルディング / JINBOCHO MITSUI BUILDING,-,Open for 24 hours
千代田区,神田錦町三丁目,-,東京都千代田区神田錦町3-7-1,35.692453,139.759183,A2-14.興和一橋ビル / Kowa hitotsubashi Building,-,Open for 24 hours
千代田区,一ツ橋一丁目,-,東京都千代田区一ツ橋１-2-2,35.692116,139.756686,A2-17.竹橋ビル / Takebashi Building,-,Open for 24 hours
千代田区,猿楽町一丁目,-,東京都千代田区神田猿楽町1-5-15,35.698638,139.759538,A2-18.猿楽町SSビル東 / Sarugakucho SS Bldg. east,-,Open for 24 hours
千代田区,猿楽町一丁目,-,東京都千代田区神田猿楽町1-5-15,35.698638,139.759538,A2-19.猿楽町SSビル西 / Sarugakucho SS Bldg. west,-,Open for 24 hours
千代田区,神田錦町二丁目,-,東京都千代田区神田錦町2-2-1,35.693089,139.763277,A2-20.神田スクエア / KANDA SQUARE,-,Open for 24 hours
千代田区,神田神保町三丁目,-,東京都千代田区神田神保町3-27,35.694516,139.754861,A2-21.神田神保町3丁目 / Kanda Jimbocho 3,-,Open for 24 hours
千代田区,神田神保町三丁目,-,東京都千代田区神田神保町3-4-4,35.696083,139.75307,A2-22.専修大学 / SENSHU　UNIVERSITY,-,Open for 24 hours
千代田区,神田小川町三丁目,-,東京都千代田区神田小川町3-28-5,35.695997,139.763122,A2-23.axle御茶ノ水 / axle Ochanomizu,-,Open for 24 hours
千代田区,三崎町二丁目,-,東京都千代田区神田三崎町2-22,35.702096,139.754083,A2-24.水道橋駅西口前 / Suidobashi Station in front of West exit,-,Open for 24 hours
千代田区,神田駿河台一丁目,-,東京都千代田区神田駿河台1-7-1,35.699082,139.760633,A2-25.プラウド神田駿河台 / PROUD KANDA SURUGADAI,-,Open for 24 hours
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1-4-2,35.69055,139.760169,A2-27.丸紅ビル / Marubeni Building,-,Open for 24 hours
千代田区,一ツ橋一丁目,-,東京都東京都千代田区一ツ橋1-2-1,35.691732,139.756982,A2-28.NTTコミュニケーションズ一ツ橋ビル駐車場 / Communications Hitotsubashi Building parking,-,Open for 24 hours
千代田区,神田司町,-,東京都千代田区神田司町2-2,35.692745,139.768074,A3-01.神田児童公園（西側交番横） / Kanda Children Park(West Side Next to the Police Box),-,Open for 24 hours
千代田区,内神田二丁目,-,東京都千代田区内神田2-3-6,35.689637,139.767904,A3-02.絶滅メディア博物館（楓ビル）/ Extinct Media Museum(Kaede Build.),-,Open for 24 hours 
千代田区,神田司町,-,東京都千代田区神田司町2-16,35.693178,139.768394,A3-03.NTT東日本神田ビル / NTT-East Kanda Build,【休止中】,Open for 24 hours
千代田区,神田佐久間町一丁目,-,東京都千代田区神田佐久間町1-18,35.697883,139.774702,A3-04.秋葉原公園 / Akihabara Park,-,Open for 24 hours
千代田区,神田和泉町,-,東京都千代田区神田和泉町1,35.699016,139.777421,A3-05.和泉公園（西側入口） / Izumi Park(Western Entrance),-,Open for 24 hours
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町2-107,35.696366,139.767494,A3-07.淡路公園 / Awaji Park,-,Open for 24 hours
千代田区,外神田二丁目,-,東京都千代田区外神田2-16-2,35.702032,139.767885,A3-08.神田明神（神田神社）/ Kanda Myoujin (Kanda Shrine ),-,Open for 24 hours 
千代田区,外神田三丁目,-,東京都千代田区外神田3-5-18,35.701952,139.76986,A3-10.芳林公園（北側）/ Hourin Park(North Side),-,Open for 24 hours
千代田区,外神田六丁目,-,東京都千代田区外神田6-11-19,35.703707,139.770993,A3-11.練成公園 / Rensei Park,-,Open for 24 hours
千代田区,外神田四丁目,-,東京都千代田区外神田4-14-1,35.700541,139.772541,A3-12.秋葉原UDX北側駐輪場前 / Akihabara UDX(North Side),-,Open for 24 hours
千代田区,神田練塀町,-,東京都千代田区神田練塀町3,35.70024,139.773977,A3-13.富士ソフトビル（駐車場入口横） / Fuji Soft Building(Side of Entrance to parking lot),-,Open for 24 hours
千代田区,岩本町一丁目,-,東京都千代田区岩本町1-1-1,35.6913,139.775863,A3-16.地蔵橋東児童遊園 / Jizoubashi East Children Park,-,Open for 24 hours
千代田区,神田佐久間河岸,-,東京都千代田区神田佐久間河岸92先,35.697108,139.778585,A3-18.美倉橋北児童遊園 / Mikurabashi North Children Park,-,Open for 24 hours
千代田区,神田須田町二丁目,-,東京都千代田区神田須田町2-4-24,35.695019,139.772891,A3-19.神田ふれあい通り第１ / Kanda Fureai-dori St. 1,-,Open for 24 hours 
千代田区,神田須田町二丁目,-,東京都千代田区神田須田町2-4-25,35.695019,139.772891,A3-20.神田ふれあい通り第２ / Kanda Fureai-dori St. 2,-,Open for 24 hours
千代田区,神田須田町二丁目,-,東京都千代田区神田須田町2-4-26,35.695019,139.772891,A3-21.神田ふれあい通り第３ / Kanda Fureai-dori St. 3,-,Open for 24 hours
千代田区,岩本町一丁目,-,東京都千代田区岩本町1-14-1,35.693211,139.779735,A3-22.龍閑児童公園 / Ryukan Children’s Park,-,Open for 24 hours
千代田区,岩本町二丁目,-,東京都千代田区岩本町2-15-3,35.694531,139.77786,A3-24.岩本町ほほえみプラザ / Iwamoto-cho Hohoemi Plaza,-,Open for 24 hours
千代田区,内神田三丁目,-,東京都千代田区内神田3-21-6,35.692864,139.770635,A3-25.神田駅北（神田警察通り）/ North Side of Kanda　Station（Kanda Police St.）,【2/4 16時まで】,Open for 24 hours
千代田区,神田花岡町,-,東京都千代田区神田花岡町1-1,35.69918,139.772982,A3-27.秋葉原駅中央口（ヨドバシカメラ前）/ JR Akihabara Sta. Central Exit（beside Yodobashi-Akiba）,-,Open for 24 hours
千代田区,神田花岡町,-,東京都千代田区神田花岡町1-1,35.69918,139.772982,A3-28.秋葉原駅電気街口（西側交通広場）/ JR Akihabara Sta. Electric Town Exit（West Traffic Square）,-,Open for 24 hours
千代田区,東神田一丁目,-,東京都千代田区東神田1-15-9,35.694953,139.782685,A3-36.クロックカフェ東神田 / Clock café Higashi-kanda,-,OPEN 平日 9:30-22:00 土日 9:30-23:00
千代田区,東神田二丁目,-,東京都千代田区東神田2-10-9,35.695745,139.781504,A3-37.ポータル秋葉原 / THE PORTAL AKIHABARA,-,Open for 24 hours
千代田区,神田須田町一丁目,-,東京都千代田区神田須田町1-30-1,35.695005,139.769571,A3-38.パークホームズ千代田淡路町 / Park HOMES chiyoda-awajicho,-,Open for 24 hours 
千代田区,東神田一丁目,-,東京都千代田区東神田1-23-17外,35.69392,139.780982,A3-39.トーシン東神田ビル / Toshin Higashikanda Build,-,Open for 24 hours
千代田区,外神田四丁目,-,東京都千代田区外神田1-18-13,35.699214,139.772094,A3-41.秋葉原ダイビル / Akihabara Daibiru Building,-,Open for 24 hours
千代田区,内神田三丁目,-,東京都千代田区内神田3-22,35.692622,139.770099,A3-42.内神田3丁目 / Uchikanda 3Chome,-,Open for 24 hours
千代田区,東神田一丁目,-,東京都千代田区東神田1-7-10,35.694809,139.779296,A3-43.unito CHIYODA,-,Open for 24 hours
千代田区,東神田一丁目,-,東京都千代田区東神田1-9‐8,35.694695,139.779743,A3-44.THE WAVES AKIHABARA,-,Open for 24 hours
千代田区,鍛冶町二丁目,-,東京都千代田区鍛冶町2-1-15,35.690976,139.771198,"A3-45.鍛冶町2丁目	/ Kajicho 2 Chome",-,Open for 24 hours
千代田区,神田須田町二丁目,-,東京都千代田区神田須田町2-6,35.695437,139.773483,"A3-46.神田須田町2丁目	/ Kanda sudacho 2 Chome",-,Open for 24 hours
千代田区,丸の内二丁目,大丸有,東京都千代田区丸の内2-4-1,35.681079,139.76383,A4-01.丸ビル（南側駐輪場） / Marunouchi Build.(Southern Cycle Port),-,Open for 24 hours
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1-7-2,35.687076,139.765433,A4-02.東京サンケイビル / Tokyo Sankei Building,-,Open for 24 hours
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-5-1,35.676946,139.763503,A4-03.東京国際フォーラム（メトロD5出口） / Tokyo International Forum (Metro D5 Exit),-,Open for 24 hours
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1-5,35.685542,139.764644,A4-05.大手町タワー / THE OTEMACHI TOWER,-,Open for 24 hours
千代田区,大手町一丁目,大丸有,東京都千代田区大手町1-5-1,35.685917,139.764236,A4-06.大手町ファーストスクエア / OTEMACHI 1st SQUARE,-,Open for 24 hours
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1-6-2,35.684179,139.766425,A4-08.永代通り（大手町駅B2c出口前） / Eitai-dori（beside Otemachi Sta.B2c Exit）,-,Open for 24 hours
千代田区,丸の内二丁目,大丸有,東京都千代田区丸の内2-2-18地先,35.680196,139.762278,A4-11.二重橋前駅（メトロ4番出口）/ Nijubashimae Sta. （Metro 4 Exit）,-,Open for 24 hours
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1-1-2,35.673713,139.759173,A4-12.東京ミッドタウン日比谷 / TOKYO MIDTOWN HIBIYA,-,Open for 24 hours
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2-2-2,35.685415,139.767666,A4-13.アーバンネット大手町ビル / Urbannet Otemachi Building,-,Open for 24 hours
千代田区,丸の内三丁目,大丸有,東京都千代田区丸の内3-5-1,35.676946,139.763503,A4-14.東京国際フォーラム（有楽町駅ガード側）/ Tokyo International Forum (Yurakucho Station side),-,Open for 24 hours
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2-7-1,35.686234,139.769481,A4-15.TOKIWAブリッジ / TOKIWA Bridge,-,Open for 24 hours
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2-11-1,35.673571,139.740394,A5-02.山王パークタワー / Sanno Park,-,Open for 24 hours
千代田区,永田町一丁目,赤坂,東京都千代田区永田町1-11-16,35.678134,139.742407,A5-03.参議院第二別館（永田町駅2番出口） / Second Annex of House of Councillors（Nagatacho station No.2 Exit),-,Open for 24 hours
千代田区,内幸町二丁目,-,東京都千代田区内幸町2-1-6地先,35.670874,139.753598,"A5-04.日比谷パークフロント前（日比谷公園南面向い歩道上）/ In front of ""HIBIYA PARKFRONT"" Building（On the sidewalk of the southside of Hibiya Park）",-,Open for 24 hours
千代田区,永田町二丁目,赤坂,東京都千代田区永田町2-10-2,35.674576,139.741152,A5-06.APA HOTEL PRIDE〈国会議事堂前〉/ APA HOTEL PRIDE〈KOKKAIGIJIDOMAE〉,-,Open for 24 hours
千代田区,内幸町二丁目,-,東京都千代田区内幸町2-2-2,35.670677,139.755112,A5-07.富国生命ビル / FUKOKUSEIMEI BLDG.,-,Open for 24 hours
千代田区,三番町,-,東京都千代田区三番町18,35.690733,139.740849,A6-01.東郷元帥記念公園 / General Togo memory park,-,Open for 24 hours
千代田区,一番町,-,東京都千代田区一番町12,35.687105,139.739902,A6-02.いきいきプラザ一番町（西側駐輪場） / Iki-iki Plaza Ichiban-cho(Western Cycle Port),-,Open for 24 hours
千代田区,二番町,-,東京都千代田区二番町5-25,35.685721,139.736084,A6-07.二番町センタービル / Nibancho Center Building,-,Open for 24 hours
千代田区,二番町,-,東京都千代田区二番町8-8,35.685955,139.734152,A6-08.二番町ガーデン / Nibancho Garden,-,Open for 24 hours
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町3-12,35.682273,139.736938,A6-09.紀尾井町ビル（北側） / Kioicho Building(North side),-,Open for 24 hours
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町3-12,35.682273,139.736938,A6-10.紀尾井町ビル（西側） / Kioicho Building(West side),-,Open for 24 hours 
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町1-2,35.679695,139.736948,A6-11.東京ガーデンテラス紀尾井町 / Tokyo Garden Terrace kioicho,-,Open for 24 hours
千代田区,五番町,-,東京都千代田区五番町12-1,35.688911,139.733391,A6-13.番町会館 / Banchokaikan,-,Open 平日 / Weekday 8:00-18:30 土日祝日 / Weekend & Holidays: Closed
千代田区,五番町,-,東京都千代田区五番町1-9,35.690788,139.736363,A6-14.MG市ヶ谷ビルディング / MG Ichigaya Building,-,Open for 24 hours
千代田区,四番町,-,東京都千代田区四番町6-2,35.689308,139.735827,A6-15.東急番町ビル / Tokyu Bancho Building,-,Open for 24 hours
千代田区,一番町,-,東京都千代田区一番町2-2,35.688411,139.744271,A6-16.一番町第二TGビル / Ichibancho-daini TG Building,-,Open for 24 hours
千代田区,紀尾井町,赤坂,東京都千代田区紀尾井町1-2,35.679695,139.736948,A6-17.東京ガーデンテラス紀尾井町（プリンス通り側）/ Tokyo Garden Terrace kioicho (Prince Street Side),-,Open for 24 hours
千代田区,麹町六丁目,-,東京都千代田区麹町6-6-2,35.685671,139.732027,A6-19.番町麹町ビルディング / Bancho kojimachi building,-,Open for 24 hours
千代田区,麹町四丁目,-,東京都千代田区麹町4-5-21,35.683675,139.736838,A6-20.紀尾井町PREX / Kioicho PREX,-,Open for 24 hours
千代田区,麹町五丁目,-,東京都千代田区麹町5-4,35.684956,139.733961,A6-21.日本工営ビル / Nippon Koei Building,-,Open for 24 hours
千代田区,麹町二丁目,-,東京都千代田区麹町2-5-1,35.683684,139.740732,A6-22.半蔵門PREX South / Hanzomon PREX South,-,Open for 24 hours
千代田区,三番町,-,東京都千代田区三番町１,35.689272,139.744907,A6-23.セブン-イレブン千代田三番町店 / Seven-Eleven Chiyoda Sanbancho,-,Open for 24 hours
千代田区,隼町,-,東京都千代田区隼町4-1,35.681545,139.743379,A6-24.国立劇場 / National Theatre,-,Open for 24 hours
千代田区,平河町二丁目,-,東京都千代田区平河町2-7-4,35.679465,139.740285,A6-25.麹町仮住宅 / Kojimachi Temporary Housing,-,Open for 24 hours
千代田区,麹町一丁目,-,東京都千代田区麹町1-7-2,35.683367,139.743007,A6-26.相互半蔵門ビル / Sougo Hanzoumon Building,-,Open for 24 hours
中央区,日本橋小伝馬町,-,東京都中央区日本橋小伝馬町5-2,35.691103,139.777871,B1-01.十思公園 / Jisshi Park,-,Open for 24 hours
中央区,日本橋本石町四丁目,日八京,東京都中央区日本橋本石町4-4-3,35.68797,139.769894,B1-03.常盤公園（北側） / Tokiwa Park(North Side),-,Open for 24 hours
中央区,東日本橋二丁目,-,東京都中央区東日本橋2-22-4,35.694017,139.78713,B1-04.産業会館 / Industrial Hall,-,Open for 24 hours
中央区,日本橋堀留町一丁目,-,東京都中央区日本橋堀留町1-1-1,35.687412,139.778963,B1-05.日本橋保健センター /  Nihonbashi Health Center,-,Open for 24 hours
中央区,日本橋小舟町,-,東京都中央区日本橋小舟町4-1,35.68754,139.777207,B1-06.伊場仙ビル / Ibasen Building,-,Open for 24 hours
中央区,日本橋浜町二丁目,-,東京都中央区日本橋浜町2-31-1,35.687754,139.787322,B1-08.明治座 / Meijiza,-,Open for 24 hours
中央区,日本橋本町一丁目,日八京,東京都中央区日本橋本町1-4-14,35.686262,139.77603,B1-09.スマイルホテル日本橋三越前 / Smile Hotel Nihonbashi Mitsukoshimae,-,Open for 24 hours
中央区,日本橋箱崎町,-,東京都中央区日本橋箱崎町3-1,35.680938,139.78496,B1-10.箱崎川第二公園 / Hakozakigawa Dai-ni Park,-,Open for 24 hours
中央区,日本橋蛎殻町二丁目,-,東京都中央区日本橋橋蛎殻町2-17先,35.684446,139.787413,B1-11.浜町川緑道 / Hamacho-gawa Ryokudo,-,Open for 24 hours
中央区,日本橋堀留町二丁目,-,東京都中央区日本橋堀留町2-10-12,35.687801,139.781968,B1-12.ファミリーマート堀留町二丁目店 / Familly Mart Horidomecho 2-chome Store,-,Open for 24 hours
中央区,日本橋蛎殻町二丁目,-,東京都中央区日本橋蛎殻町2-1-1,35.68238,139.786593,B1-15.ロイヤルパークホテル / ROYAL PARK HOTEL,-,Open for 24 hours
中央区,日本橋小網町,-,東京都中央区日本橋小網町9-1,35.683748,139.779893,B1-16.小網町児童遊園 / Koamicho Children's Playground,-,Open for 24 hours
中央区,日本橋小網町,-,東京都中央区日本橋小網町1-3,35.681207,139.781354,B1-18.セブン-イレブン 日本橋小網町店 / Seven-Eleven Nihonbashi Koamicho store,-,Open for 24 hours
中央区,日本橋本石町四丁目,日八京,東京都中央区日本橋本石町4-1先,35.688314,139.768902,B1-20.竜閑さくら橋際街角広場 / Ryuukan Sakura Bridge Street Corner Plaza,-,Open for 24 hours
中央区,日本橋二丁目,日八京,東京都中央区日本橋2-10先,35.680999,139.774807,B1-21.日本橋二丁目街角広場 / Nihonbashi 2-Chome　Street Corner Plaza,-,Open for 24 hours
