指標名,観光地,,,,,,,,,
出典,google places API,,,,,,,,,
年次,2024/02/09取得,,,,,,,,,
URL,https://maps.googleapis.com/maps/api/place/nearbysearch,,,,,,,,,
備考,(2021年度：1925件、2022年度：1922件、2023年度：2497件),,,,,,,,,
,,,,,,,,,,
区,町丁目,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,place_id
港区,高輪３丁目,-,港区高輪３丁目１４,35.6336351,139.7327529,ゆうれい地蔵,"place_of_worship, tourist_attraction, point_of_interest, establishment",3.3,3,ChIJ45VtnlWKGGARMqIZqLcFk-g
港区,東五反田５丁目,-,品川区東五反田５丁目１９−５,35.6303085,139.7224971,品川区立 ねむの木の庭,"tourist_attraction, park, point_of_interest, establishment",3.9,305,ChIJf7QDOv2KGGARrlfaScGfh3o
港区,高輪２丁目,-,港区高輪２丁目１１−１,35.6373568,139.7367212,首洗い井戸,"tourist_attraction, point_of_interest, establishment",3.9,22,ChIJsYMRTauLGGARM4SwXVL4N4w
港区,高輪４丁目,-,港区高輪４丁目２４−３６,35.6250716,139.7351505,高輪南町児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.6,75,ChIJiz39BVmKGGARs4UEydPj4Q4
港区,高輪３丁目,-,港区高輪３丁目１３−１,35.631808,139.735814,旧竹田宮邸洋館,"tourist_attraction, point_of_interest, establishment",4.2,47,ChIJBeLUl1aKGGARHfcT-DlHVC4
港区,高輪３丁目,-,港区高輪３丁目１６−１６,35.6343265,139.73532,東禅寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.9,112,ChIJlaWyUFSKGGARjGBTT9eQH-M
港区,高輪３丁目,-,港区高輪３丁目１５−１８,35.6349814,139.7340404,高野山 東京別院,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.3,715,ChIJ4Y-GGVWKGGARAHFc8A6VDf0
港区,高輪２丁目,-,港区高輪２丁目１５−３７,35.637334,139.7380139,泉岳寺前児童遊園,"tourist_attraction, park, point_of_interest, establishment",4,49,ChIJoV9gUFOKGGARtdGqsuW_2GU
港区,東五反田２丁目,-,品川区東五反田２丁目１５−２０,35.6221598,139.729093,御成橋公園,"park, tourist_attraction, point_of_interest, establishment",3.8,140,ChIJVVV8-vaKGGAR7pGh82VFE-o
港区,高輪１丁目,-,港区高輪１丁目５−４４,35.6426649,139.7362681,高松くすのき公園,"park, tourist_attraction, point_of_interest, establishment",3.9,70,ChIJKXMIRamLGGARDlEnzmXhxqM
港区,大崎１丁目,-,品川区大崎１丁目１−２,35.6240686,139.7255026,大崎光の滝公園,"park, tourist_attraction, point_of_interest, establishment",3.9,47,ChIJvTWcdPqKGGARxjdMaQ-4bWA
港区,高輪４丁目,-,港区高輪４丁目７−１５,35.6290894,139.7322447,物流博物館,"museum, tourist_attraction, point_of_interest, establishment",4,290,ChIJ_wDxK1aKGGARvv10tNDypZs
港区,白金台５丁目,-,港区白金台５丁目１８−１８ バルビゾン18 6F,35.6374063,139.7237662,プラチナ通り銀杏並木,"tourist_attraction, point_of_interest, establishment",3.2,5,ChIJ0dylheSLGGARXn6UMKbfUZA
港区,白金台５丁目,-,港区白金台５丁目２１−５,35.6373601,139.721015,旧白金御料地,"tourist_attraction, point_of_interest, establishment",4.2,6,ChIJs6tOl1qLGGARCCkSOSIloeA
港区,白金台５丁目,-,港区白金台５丁目２１−９,35.6369465,139.7190408,東京都庭園美術館,"tourist_attraction, museum, point_of_interest, establishment",4.3,3654,ChIJQS7vBxuLGGAR-Grk6oJ8etw
港区,白金台１丁目,-,港区白金台１丁目１,35.6389125,139.7279829,日吉坂,"tourist_attraction, point_of_interest, establishment",3.2,6,ChIJU4S1KAeLGGARrHUp84nOk9Q
港区,白金台３丁目,-,港区白金台３丁目２−１９ 紫雲山瑞聖禅寺,35.6372857,139.7269595,瑞聖寺 大雄宝殿,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.3,7,ChIJcVS8_LKLGGARn6hNZbotZ4w
港区,白金台３丁目,-,港区白金台３丁目２−１９,35.6373116,139.7269666,瑞聖寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.2,174,ChIJ11c1XwGLGGARw7yjtmaO3HA
港区,白金台５丁目,-,港区白金台５丁目１９−１,35.6365634,139.722171,白金台どんぐり児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.9,389,ChIJC4HlpgSLGGAReROnuAfh3n0
港区,白金２丁目,-,港区白金２丁目１,35.643626,139.73037,三光坂,"tourist_attraction, point_of_interest, establishment",3.6,32,ChIJGyeOGqGLGGARGL5jUTXneT0
港区,白金台５丁目,-,港区白金台５丁目２１−５,35.6386056,139.7174649,おろちの松,"tourist_attraction, point_of_interest, establishment",3.8,5,ChIJeddrMQ2LGGAR4vaHTxfY6oI
港区,白金２丁目,-,港区白金２丁目１−７,35.643216,139.7313315,白金氷川神社,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.3,290,ChIJWXpokgeLGGARRc7Blgtb41Y
港区,白金台５丁目,-,港区白金台５丁目２１−９,35.6369056,139.7189754,旧朝香宮邸,"tourist_attraction, point_of_interest, establishment",4.6,27,ChIJ41V6qRuLGGAR3hfLAFHax1A
港区,白金１丁目,-,港区白金１丁目１７,35.6441962,139.7345076,生命の風,"tourist_attraction, point_of_interest, establishment",4.3,3,ChIJOR803cmLGGARZtgK9VGnVu0
港区,白金台５丁目,-,港区白金台５丁目１１−１６,35.6406272,139.7211646,日東坂,"tourist_attraction, point_of_interest, establishment",3.9,14,ChIJT04iBhCLGGARi96MDVRUjBo
港区,白金台２丁目,-,港区白金台２丁目２４−３,35.6328559,139.7293547,白金児童遊園（猿町公園）,"park, tourist_attraction, point_of_interest, establishment",4,154,ChIJhWmksv-KGGARqLLIKtoyfz0
港区,白金台２丁目,-,港区白金台２丁目２０−１２,35.632356,139.726872,畠山記念館,"tourist_attraction, museum, point_of_interest, establishment",4,167,ChIJZQpgdf6KGGARXCH1FGs07t0
港区,白金台５丁目,-,港区白金台５丁目２１−５,35.6383544,139.7192663,物語の松,"tourist_attraction, point_of_interest, establishment",3.7,6,ChIJifevWBGLGGARmIkoccjQBDg
港区,白金台４丁目,-,港区白金台４丁目７−６,35.6380673,139.7258751,白台児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.9,50,ChIJrfgWDASLGGARWZNOc9f7grs
港区,三田２丁目,-,港区三田２丁目１５−５０,35.6483895,139.742295,三田演説館,"tourist_attraction, point_of_interest, establishment",3.9,16,ChIJ6fYVHbCLGGARO6V6Z6Cj-Pg
港区,三田４丁目,-,港区三田４丁目８−３４,35.6425663,139.7375242,魚籃寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.8,90,ChIJHZxnrK6LGGAR0d63CW4NM5M
港区,三田３丁目,-,港区三田３丁目７−１６,35.643295,139.7416214,御田八幡神社,"tourist_attraction, place_of_worship, point_of_interest, establishment",4,358,ChIJX_Qh8q2LGGARghTq3Di6f8g
港区,三田２丁目,-,港区三田２丁目１４−５,35.6489543,139.7440382,旧慶應義塾大学正門「幻の門」,"tourist_attraction, point_of_interest, establishment",3.3,15,ChIJ313Ab7CLGGARy7f3Z7AAUgQ
港区,南麻布５丁目,-,港区南麻布５丁目７−２９,35.6520827,139.7257986,有栖川宮記念公園,"tourist_attraction, park, point_of_interest, establishment",4.3,2616,ChIJBZk1rgyLGGARtjJYTaN0hBA
港区,白金３丁目,-,港区白金３丁目１−１６,35.6467552,139.7292377,白金公園,"park, tourist_attraction, point_of_interest, establishment",3.5,141,ChIJA30KCQmLGGARkIlnntrSxOA
港区,白金台５丁目,-,港区白金台５丁目１２−６,35.6400312,139.7219795,松岡美術館,"tourist_attraction, museum, point_of_interest, establishment",4.4,381,ChIJLfAnTQWLGGARjQW3e3gEzrw
港区,白金６丁目,-,港区白金６丁目５−１０,35.6440948,139.7244504,雷神山児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.9,39,ChIJ05ZDGQ-LGGARDfUKPa7O8m8
港区,高輪１丁目,-,港区高輪１丁目１６−６,35.6399991,139.7348477,大石良雄外十六人忠烈の跡,"tourist_attraction, point_of_interest, establishment",4,76,ChIJt8JMCKmLGGAROamwk0o7_-o
港区,高輪２丁目,-,港区高輪２丁目１１−１,35.6374864,139.7367719,血染の梅・血染の石,"tourist_attraction, point_of_interest, establishment",4,9,ChIJrxh0TauLGGAR4mSTduX_58M
港区,高輪２丁目,-,港区高輪２丁目２−２６,35.6387877,139.736112,保安寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.2,21,ChIJCWZucKuLGGARTJ16cpGhJ3k
港区,高輪２丁目,-,港区高輪２丁目１１−１６,35.6371051,139.7366192,大石内蔵助良雄墓,"tourist_attraction, point_of_interest, establishment",4.4,40,ChIJVz-cNauLGGARqP4z7F-0dyM
港区,高輪１丁目,-,港区高輪１丁目１５−２２,35.6396695,139.7343281,高松児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.9,28,ChIJ5wpfSaqLGGAR6q8ks2I980Y
港区,三田３丁目,-,港区三田３丁目６,35.6446967,139.7423712,太閤千代しだれ,"tourist_attraction, point_of_interest, establishment",0,0,ChIJSXQWdgiLGGARUJk67kQyvu0
港区,三田４丁目,-,港区三田４丁目７−３０,35.6441564,139.7377905,忍願寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.6,13,ChIJRb_N2q6LGGARDxgxOv7lMBM
港区,上大崎２丁目,-,品川区上大崎２丁目１７−１９−１,35.6364645,139.7149349,白金桟道橋,"tourist_attraction, point_of_interest, establishment",4.2,27,ChIJT1DRuxmLGGARGHGI4e8uy4Q
港区,白金１丁目,-,港区白金１丁目１７−４,35.6450302,139.7334847,白高児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.3,36,ChIJUeCOcaiLGGARyxxiFLKq7vI
港区,白金３丁目,-,港区白金３丁目１,35.6468214,139.7290849,白金公園橋,"tourist_attraction, point_of_interest, establishment",5,1,ChIJJz4NDAmLGGARvr9nGJtPEug
港区,白金１丁目,-,港区白金１丁目１２−１６,35.645482,139.7347415,白金志田町児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.6,39,ChIJVZ_lhqiLGGARYb6sZIBbc8o
港区,白金５丁目,-,港区白金５丁目１２−５,35.6459354,139.7243854,三光児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.6,47,ChIJcXVphw6LGGARBmQ9tNMPX3Y
港区,白金６丁目,-,港区白金６丁目２２,35.6439246,139.7214758,奥三光児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.5,10,ChIJEXmr4BGLGGARSBe7k3xmYbI
港区,南麻布５丁目,-,港区南麻布５丁目 かるかや,35.6532374,139.7260123,紅葉滝,"tourist_attraction, point_of_interest, establishment",5,1,ChIJPc0MUNKLGGAR3xkiybCfUPs
港区,南麻布５丁目,-,港区南麻布５丁目７ 有栖川宮記念公園,35.651757,139.7244403,御料池,"tourist_attraction, point_of_interest, establishment",5,3,ChIJcREZcqmLGGARu3YJ1QYsfpc
港区,南麻布５丁目,-,港区南麻布５丁目７,35.651578,139.7265837,日独交流150周年記念 ヨーロッパ菩提樹,"tourist_attraction, point_of_interest, establishment",0,0,ChIJrW-_GLiLGGARlK_-TlYEqpg
港区,南麻布１丁目,-,港区南麻布１丁目６−４,35.6525541,139.7369519,二之橋,"tourist_attraction, point_of_interest, establishment",3.3,35,ChIJdwdhYKGLGGARdkh1rT8IBBU
港区,麻布十番２丁目,-,港区麻布十番２丁目５−５−１４,35.656385,139.733079,麻布十番の河津桜,"tourist_attraction, point_of_interest, establishment",0,0,ChIJhQs5A5iLGGARns7wGPo5wUg
港区,麻布十番４丁目,-,港区麻布十番４丁目２−５−１,35.6544393,139.7374259,新広尾公園,"park, tourist_attraction, point_of_interest, establishment",3.3,79,ChIJF0xQKaKLGGARNzZNG2V3WIg
港区,麻布十番２丁目,-,港区麻布十番２丁目１５−１,35.6544591,139.7355369,網代公園,"park, tourist_attraction, point_of_interest, establishment",3.9,385,ChIJQRhPwaGLGGARAjYE8mtWZxE
港区,麻布台２丁目,-,港区麻布台２丁目３,35.6594753,139.7421817,榎坂（麻布台）,"tourist_attraction, point_of_interest, establishment",3.5,2,ChIJ71Wed0mLGGAR9F29SyzaEU0
港区,南麻布５丁目,-,港区南麻布５丁目１３−６,35.6520027,139.7240151,木下坂,"tourist_attraction, point_of_interest, establishment",4,9,ChIJzaPS4HKLGGAR8oSRYJ4CTjM
港区,東麻布３丁目,-,港区東麻布３丁目９,35.6558022,139.7376308,一の橋公園,"park, tourist_attraction, point_of_interest, establishment",4.1,57,ChIJiUykBaKLGGARJRZNccHl6Zc
港区,南麻布５丁目,-,港区南麻布５丁目３,35.655058,139.7252407,北条坂,"tourist_attraction, point_of_interest, establishment",3.2,11,ChIJt6VtxHOLGGARN3LxtddvjdY
港区,南麻布１丁目,-,港区南麻布１丁目７−３２ 韓国中央会館 別館,35.6515448,139.7370313,在日韓人歴史資料館,"tourist_attraction, museum, point_of_interest, establishment",3.6,116,ChIJ6QCZVaGLGGAR9QS6CROQGvA
港区,元麻布３丁目,-,港区元麻布３丁目８,35.6573118,139.7313607,内田坂,"tourist_attraction, point_of_interest, establishment",3,2,ChIJf0d48nWLGGARBME7OnaQVG0
港区,南麻布２丁目,-,港区南麻布２丁目２−８,35.6498614,139.7358051,南麻布新堀児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.8,32,ChIJF_EuXAqLGGARwnMrIR9Sgws
港区,南麻布３丁目,-,港区南麻布３丁目４−９,35.6502249,139.7309967,本村公園,"park, tourist_attraction, point_of_interest, establishment",3.7,39,ChIJ03J6awqLGGARn5gXwjG4uTs
港区,東麻布１丁目,-,港区東麻布１丁目２１−８,35.6557099,139.7438591,飯倉公園,"park, tourist_attraction, point_of_interest, establishment",4,230,ChIJpYUm77yLGGARlJwfA5eJP0I
港区,南麻布１丁目,-,港区南麻布１丁目２−３,35.651983,139.7306483,仙台坂,"tourist_attraction, point_of_interest, establishment",3.4,53,ChIJW1UkeKCLGGARGTHbDKgPNaE
港区,元麻布３丁目,-,港区元麻布３丁目１０,35.6570366,139.7324604,最初の麻布区役所跡,"tourist_attraction, point_of_interest, establishment",0,0,ChIJwYWZL56LGGARYmNk2QwJGTw
港区,-,-,港区１０ 南麻布四丁目5番～麻布四丁目10番,35.6489631,139.7253278,新富士見坂,"tourist_attraction, point_of_interest, establishment",3.5,11,ChIJ0-FZXwyLGGAROaLjAUR_LNw
港区,麻布台１丁目,虎ノ門,港区麻布台１丁目９−２０,35.6604039,139.7420326,雁木坂,"tourist_attraction, point_of_interest, establishment",4,21,ChIJx9b-1JmLGGARA-OYEV4C58M
港区,西麻布３丁目,-,港区西麻布３丁目１０−７,35.6555274,139.7241899,鉄砲坂,"tourist_attraction, point_of_interest, establishment",3.8,18,ChIJDctWgHGLGGARJ6TQ2v63q1M
港区,南麻布１丁目,-,港区南麻布１丁目１５−１２,35.6513643,139.7342975,麻布黒美水温泉 竹の湯,"tourist_attraction, point_of_interest, establishment",4.1,684,ChIJP8qx4KCLGGARrA6QxMdha0E
港区,西麻布３丁目,-,港区西麻布３丁目１２−１,35.6565632,139.7242058,港区立笄公園,"park, tourist_attraction, point_of_interest, establishment",3.9,296,ChIJxcO3mHGLGGAR9GnQKkqVNLw
港区,麻布台３丁目,-,港区４ 麻布台３丁目４,35.6595627,139.7385339,植木坂,"tourist_attraction, point_of_interest, establishment",3.7,12,ChIJC-upF5mLGGARoX0x6euCEeQ
港区,広尾５丁目,-,渋谷区広尾５丁目５−２,35.650622,139.7219475,広尾散歩通り,"tourist_attraction, point_of_interest, establishment",4.3,22,ChIJWVpUpnKLGGAR_12nyU1Bb-4
港区,麻布十番２丁目,-,港区麻布十番２丁目３,35.6551762,139.734992,赤い靴の女の子・きみちゃん像,"tourist_attraction, point_of_interest, establishment",4,100,ChIJLfHl16GLGGARnXSDamewxnA
港区,南麻布３丁目,-,港区南麻布３丁目１ 明治通り沿い,35.6468749,139.7334709,新古川橋,"tourist_attraction, point_of_interest, establishment",3.2,26,ChIJjSVGvKeLGGARlNfb8wPMG08
港区,東麻布１丁目,-,港区東麻布１丁目３０−１,35.6550035,139.7419197,中ノ橋児童遊園,"park, tourist_attraction, point_of_interest, establishment",3,40,ChIJjX4XLqOLGGAR05t1bqnDU60
港区,南麻布５丁目,-,港区南麻布５丁目１４−１０,35.6518802,139.7238988,広尾児童遊園,"park, tourist_attraction, point_of_interest, establishment",3.3,7,ChIJo9Z63XKLGGARrWNPc-rk8N8
港区,元麻布３丁目,-,港区元麻布３丁目１３−１１,35.6555231,139.7308772,狸坂,"tourist_attraction, point_of_interest, establishment",3.5,24,ChIJaxp-dHWLGGARkcljX6MKGAQ
港区,白金台５丁目,-,港区白金台５丁目２１−５,35.6386054,139.7175105,大蛇の松,"tourist_attraction, point_of_interest, establishment",4,4,ChIJn_TvA8GLGGARDzL1S9Gj4Ac
港区,三田１丁目,-,目黒区三田１丁目４−６,35.6401411,139.714398,三田丘の上公園,"park, tourist_attraction, point_of_interest, establishment",3.7,73,ChIJfYuh-BaLGGARkKcqAaZ79UE
港区,恵比寿４丁目,-,渋谷区恵比寿４丁目２０−７,35.6430333,139.7126372,からくり時計 エビスアワー,"tourist_attraction, point_of_interest, establishment",0,0,ChIJ2RlLjnqLGGAR1cg5eExNASY
港区,広尾５丁目,-,渋谷区広尾５丁目２２−１,35.6486392,139.7175453,明治通沿い広尾の桜情報,"tourist_attraction, point_of_interest, establishment",0,0,ChIJH4PMTOuLGGARXXsd74Fnx-k
港区,恵比寿４丁目,-,渋谷区恵比寿４丁目２０−２ ガーデンプレイス,35.6424892,139.7138345,プラタナス広場,"tourist_attraction, point_of_interest, establishment",0,0,ChIJ_aF0jxSLGGARdq02GX3Wzss
港区,目黒１丁目,-,目黒区目黒１丁目２４−１６ マイキャッスル目黒,35.634078,139.7109538,権之助坂表示杭,"tourist_attraction, point_of_interest, establishment",3,1,ChIJbyQg-o-LGGAR5q5tHlQNaj4
港区,下,-,目黒区下目黒１丁目８,35.6327915,139.713404,大圓寺 鐘楼堂,"tourist_attraction, point_of_interest, establishment",5,2,ChIJfa6Lvw-LGGAR3QMXnotLnFQ
港区,芝公園４丁目,-,港区芝公園４丁目２−８,35.6585805,139.7454329,東京タワー,"tourist_attraction, landmark, art_gallery, shopping_mall, point_of_interest, establishment",4.4,70084,ChIJCewJkL2LGGAR3Qmk0vCTGkg
港区,六本木５丁目,六本木,港区六本木５丁目１０６ 潮見坂 0032,35.6581129,139.734849,潮見坂,"tourist_attraction, point_of_interest, establishment",5,1,ChIJO4LcmdWLGGARP_JQyUrpejs
港区,麻布十番２丁目,-,港区麻布十番２丁目７−８,35.6553963,139.7338234,大黒坂,"tourist_attraction, point_of_interest, establishment",3.6,12,ChIJiZETkZ-LGGARmGTcTiyii1Y
港区,元麻布３丁目,-,港区元麻布３丁目１２−１８,35.6561424,139.7327353,暗闇坂,"tourist_attraction, point_of_interest, establishment",3.4,43,ChIJJ6qf0J-LGGARp5cwS-njq7g
港区,麻布台１丁目,虎ノ門,港区麻布台１丁目３−７,35.6614707,139.7409339,麻布台ヒルズセントラルウォーク,"tourist_attraction, point_of_interest, establishment",4.5,2,ChIJj8Fvt02LGGARUt8ULp_Hh0E
港区,麻布台１丁目,虎ノ門,港区麻布台１丁目３−１９,35.6613051,139.7411538,麻布台ヒルズ東京の森の子,"tourist_attraction, point_of_interest, establishment",4.6,5,ChIJYduDUq2LGGARgcjagCg5z1I
港区,麻布狸穴町,-,港区麻布狸穴町６３,35.6581285,139.7389849,狸穴公園,"park, tourist_attraction, point_of_interest, establishment",4.1,208,ChIJCUjy7ZiLGGARrVdit2MRh0I
港区,元麻布２丁目,-,港区元麻布２丁目３−３７,35.6548066,139.7319749,一本松坂,"tourist_attraction, point_of_interest, establishment",3.8,12,ChIJg9AE4p-LGGARbqRoxFT7xiM
港区,六本木６丁目,六本木,港区六本木６丁目１１−１ 六本木ヒルズ ゲートタワー,35.658756,139.731986,「KUMO」五十嵐威暢,"tourist_attraction, point_of_interest, establishment",0,0,ChIJHYI5pEeLGGAROY8lK0W0eA4
港区,六本木３丁目,六本木,港区六本木３丁目７−１,35.6638952,139.734785,Tokyo kawaii図鑑,"tourist_attraction, point_of_interest, establishment",5,1,ChIJaZXoyIGLGGARI6kQxMsEDeY
港区,麻布台１丁目,虎ノ門,港区麻布台１丁目３−１ ヒルズアリーナ,35.6613726,139.7405691,麻布台ヒルズアリーナ／The Cloud,"tourist_attraction, point_of_interest, establishment",4.5,6,ChIJsZ8WtsaLGGARmhfTBCzMPJg
港区,-,-,"Minato-ku, 1-3-1Azabudai, Tower Plaza 1st Floor",35.6604767,139.7405137,麻布台ヒルズ ランニングルートマップ,"tourist_attraction, point_of_interest, establishment",0,0,ChIJmQZJNQCLGGARpd1cVzz7LSA
港区,元麻布１丁目,-,港区元麻布１丁目６,35.6532878,139.7337853,柳の井戸(東京の名湧水57選),"tourist_attraction, point_of_interest, establishment",3.8,24,ChIJtxFmRqCLGGARP4T9Fd6pCUk
港区,六本木５丁目,六本木,港区六本木５丁目１−１０,35.6622691,139.7330753,饂飩坂,"tourist_attraction, point_of_interest, establishment",3.7,26,ChIJTT-ta52LGGARTco0Kjqbxmo
港区,六本木６丁目,六本木,港区六本木６丁目１２,35.6592143,139.7301598,롯폰기 힐즈 일루미네이션,"tourist_attraction, point_of_interest, establishment",4.7,85,ChIJF4z0RiOLGGARwy0MwLQAvLI
港区,東麻布１丁目,-,港区東麻布１丁目９−１６,35.6579473,139.7437733,東京タワー,"tourist_attraction, point_of_interest, establishment",5,5,ChIJaejidSyLGGARq8_3oKsYwAE
港区,六本木６丁目,六本木,港区六本木６丁目１０−１,35.6604523,139.7292314,六本木ヒルズ ルイーズ・ブルジョワ「ママン」,"tourist_attraction, point_of_interest, establishment",4.5,2,ChIJS-8WgNeLGGARBzJyLbQYJKs
港区,東麻布１丁目,-,港区東麻布１丁目１−５ 心光院,35.6582007,139.744466,心光院,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.2,55,ChIJG_Jxdr2LGGARo4c9XYwS20U
港区,芝公園４丁目,-,港区芝公園４丁目２−８,35.6585805,139.7454329,東京タワー,"landmark, tourist_attraction, shopping_mall, art_gallery, point_of_interest, establishment",4.4,70084,ChIJCewJkL2LGGAR3Qmk0vCTGkg
港区,麻布台２丁目,-,港区麻布台２丁目１８−１,35.6581064,139.7413637,日本経緯度原点,"landmark, tourist_attraction, point_of_interest, establishment",3.9,43,ChIJPxLuDpiLGGARrpOPDjdOGtw
港区,麻布台２丁目,-,港区麻布台２丁目１８−１,35.6581064,139.7413637,日本経緯度原点,"tourist_attraction, landmark, point_of_interest, establishment",3.9,43,ChIJPxLuDpiLGGARrpOPDjdOGtw
港区,六本木６丁目,六本木,港区六本木６丁目１０−１ 六本木ヒルズ森タワー 52階,35.6600712,139.7292907,六本木ヒルズ展望台 東京シティビュー,"landmark, tourist_attraction, point_of_interest, establishment",4.5,2504,ChIJK0TdDneLGGARVxJ3MHC0emY
港区,六本木７丁目,六本木,港区六本木７丁目２２−２ 国立新美術館,35.665289,139.726374,国立新美術館,"tourist_attraction, museum, point_of_interest, establishment",4.3,17842,ChIJP-vO9nuLGGARGJ2q8uryJUA
港区,六本木７丁目,六本木,港区六本木７丁目１７−８,35.6633551,139.7298333,六本木西公園,"park, tourist_attraction, point_of_interest, establishment",3.7,248,ChIJpWTtOXiLGGARheMngAQjX5g
港区,六本木６丁目,六本木,港区六本木６丁目１６−４６,35.6583433,139.7290811,港区立さくら坂公園,"park, tourist_attraction, point_of_interest, establishment",4.2,418,ChIJE2ZUq3mLGGARh1fwPzOE40Q
港区,六本木７丁目,六本木,港区六本木７丁目１８−５,35.6623606,139.7288356,出雲大社 東京分祠,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.2,1319,ChIJQUsA2nmLGGARYAdeN1dwsWc
港区,六本木５丁目,六本木,港区六本木５丁目１０−３３,35.660473,139.732842,ストライプハウスギャラリー,"art_gallery, tourist_attraction, museum, point_of_interest, establishment",4.2,80,ChIJd6PjkJ2LGGAR1mUOYtcqmDI
港区,-,-,港区４,35.6610449,139.7300877,ローズガーデン,"park, tourist_attraction, point_of_interest, establishment",3.8,13,ChIJP1fSvHeLGGARhpmAJWs-LyE
港区,六本木７丁目,六本木,港区六本木７丁目２３−２２,35.6635928,139.7263059,六本木トンネルの壁画,"tourist_attraction, museum, point_of_interest, establishment",3.7,27,ChIJWW7aw3uLGGARQupZbrVeJQU
港区,赤坂９丁目,六本木,港区赤坂９丁目７−６ 東京ミッドタウン ミッドタウン・ガーデン,35.667526,139.7303912,21_21 DESIGN SIGHT,"art_gallery, tourist_attraction, museum, point_of_interest, establishment",4.4,2233,ChIJV4H0Nn-LGGAR2g7_9Kourf4
港区,六本木３丁目,六本木,港区六本木３丁目１５−２５,35.6627877,139.735099,六本木三丁目児童遊園,"park, tourist_attraction, point_of_interest, establishment",2.5,17,ChIJaRwL5ZyLGGARXXwC01kfxsE
港区,六本木６丁目,六本木,港区六本木６丁目５−２４ complex665 2F,35.661568,139.731078,小山登美夫ギャラリー六本木,"art_gallery, tourist_attraction, point_of_interest, establishment",4.3,77,ChIJSzvUeD-JGGARLYi3ApW9NAo
港区,六本木４丁目,六本木,港区六本木４丁目３−１３,35.6658089,139.7339085,志賀直哉旧居跡碑,"tourist_attraction, point_of_interest, establishment",2.7,10,ChIJZznb8YKLGGAR9btzF0JkQxQ
港区,西麻布３丁目,-,港区西麻布３丁目２−１３,35.6598953,139.727356,妙善寺,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.3,79,ChIJz3y1NneLGGARwPRxEIn8viE
港区,南麻布３丁目,-,港区南麻布３丁目１０−１４,35.6484563,139.7331843,絶江坂,"tourist_attraction, point_of_interest, establishment",3.7,12,ChIJWT5qa6eLGGAR47h8mt7M-7c
港区,広尾５丁目,-,渋谷区広尾５丁目７−４,35.6485085,139.7220135,広尾公園,"park, tourist_attraction, point_of_interest, establishment",3.7,281,ChIJAYWRfA2LGGAROa3FU9djodc
港区,芝公園４丁目,-,港区芝公園４丁目２−８,35.6585805,139.7454329,東京タワー,"shopping_mall, art_gallery, tourist_attraction, landmark, point_of_interest, establishment",4.4,70084,ChIJCewJkL2LGGAR3Qmk0vCTGkg
港区,赤坂９丁目,六本木,港区赤坂９丁目７−４ 東京ミッドタウン ガレリア 3階,35.6664406,139.7304157,サントリー美術館,"museum, tourist_attraction, point_of_interest, establishment",4.2,2181,ChIJbSqxxHiLGGARKEK0IzZMksI
港区,赤坂９丁目,六本木,港区赤坂９丁目７−６ 東京ミッドタウン ミッドタウン・ガーデン,35.667526,139.7303912,21_21 DESIGN SIGHT,"art_gallery, museum, tourist_attraction, point_of_interest, establishment",4.4,2233,ChIJV4H0Nn-LGGAR2g7_9Kourf4
港区,赤坂９丁目,六本木,港区赤坂９丁目７−１ ミッドタウン・タワー5F,35.6659484,139.7311874,東京ミッドタウン・デザインハブ,"art_gallery, tourist_attraction, point_of_interest, establishment",4.2,236,ChIJVVVVwXiLGGARdfqsI40Y-u8
港区,虎ノ門２丁目,虎ノ門,港区虎ノ門２丁目１０−３,35.6670149,139.7433053,大倉集古館,"museum, tourist_attraction, point_of_interest, establishment",4.1,308,ChIJC5-nF5CLGGAR9M3JUrPsBj8
港区,六本木７丁目,六本木,港区六本木７丁目２２−２ 国立新美術館,35.665289,139.726374,国立新美術館,"museum, tourist_attraction, point_of_interest, establishment",4.3,17842,ChIJP-vO9nuLGGARGJ2q8uryJUA
港区,神宮前４丁目,-,渋谷区神宮前４丁目２−１１,35.6662409,139.7107107,原ニ本通り,"tourist_attraction, point_of_interest, establishment",5,2,ChIJYXzkjduNGGARM78wnrgiDXY
