指標名,観光地,,,,,,,,,
出典,google places API,,,,,,,,,
年次,2024/02/09取得,,,,,,,,,
URL,https://maps.googleapis.com/maps/api/place/nearbysearch,,,,,,,,,
備考,(2021年度：1925件、2022年度：1922件、2023年度：2497件),,,,,,,,,
,,,,,,,,,,
区,町丁目,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,place_id
中央区,銀座８丁目,-,中央区銀座８丁目２０,35.66465,139.763631,浜離宮前踏切跡,"tourist_attraction, point_of_interest, establishment",4,67,ChIJPdj7I92LGGARR9f4X1-fID0
中央区,東新橋１丁目,虎ノ門広域,港区東新橋１丁目８−１ カレッタ汐留 46F 無料展望スペース,35.6644594,139.7625223,SKY VIEW,"tourist_attraction, point_of_interest, establishment",4.4,239,ChIJrx_Ez8KLGGARPUaHxocRqHk
中央区,新橋１丁目,虎ノ門広域,港区新橋１丁目３,35.6685916,139.7580123,幸橋門跡,"tourist_attraction, point_of_interest, establishment",2.8,12,ChIJiaQJUemLGGAR0TxarYix294
中央区,銀座７丁目,-,中央区銀座７丁目１４,35.6669733,139.7641404,建物の礎石（汐留遺跡）,"tourist_attraction, point_of_interest, establishment",3.5,11,ChIJAfneiOeLGGAR2QxCkwMahlU
中央区,新川１丁目,-,中央区新川１丁目８,35.6784371,139.7826097,河村瑞賢屋敷跡,"tourist_attraction, point_of_interest, establishment",4,2,ChIJx3LQt1yJGGARi-g4Y9LFR-4
中央区,八丁目堀１丁目,-,中央区八丁堀１丁目,35.6763252,139.7789726,亀島橋,"tourist_attraction, point_of_interest, establishment",3.8,23,ChIJ79eM8NOJGGARZ_oqMW7mGqo
中央区,日本橋茅場町１丁目,-,中央区日本橋茅場町１丁目１,35.6791965,139.7816625,霊岸橋,"tourist_attraction, point_of_interest, establishment",4.1,15,ChIJS7wHlfqJGGARDkxaAgaReYM
中央区,有楽町２丁目,大丸有,千代田区有楽町２丁目９−１８ 付近 JR有楽町駅 中央口,35.6746278,139.7634721,南町奉行所跡,"tourist_attraction, point_of_interest, establishment",3.5,120,ChIJJ7suaOWLGGARy57jzN44lqA
中央区,銀座４丁目,-,中央区銀座４丁目６−１６ 9階入場口 三越新館 9階,35.6713698,139.7657375,アートアクアリウム美術館 GINZA,"tourist_attraction, art_gallery, aquarium, amusement_park, pet_store, museum, store, point_of_interest, establishment",4.2,2805,ChIJ6UVSHl2JGGARDurMrMPwvdk
中央区,日比谷公園,-,千代田区日比谷公園１,35.6735053,139.7567875,大噴水,"tourist_attraction, point_of_interest, establishment",4,50,ChIJr62ciOSLGGARIs6ax4bn-a8
中央区,京橋３丁目,日八京,中央区京橋３丁目５−１,35.6751199,139.7695409,ポリスミュージアム 警察博物館,"museum, tourist_attraction, point_of_interest, establishment",4.1,2157,ChIJV8wGu-OLGGAR1HVqNbP6r2c
中央区,銀座５丁目,-,中央区銀座５丁目１３−１１,35.6684199,139.7663967,佐久間象山塾跡,"tourist_attraction, point_of_interest, establishment",3.5,17,ChIJo7VHaOeLGGARcA6yEfJs-Qs
中央区,銀座６丁目,-,中央区銀座６丁目１０,35.6698235,139.7637088,商法講習所跡,"tourist_attraction, point_of_interest, establishment",3.8,11,ChIJuVPLPuaLGGARJrGF3_0IPBY
中央区,芝公園３丁目,虎ノ門,港区芝公園３丁目２,35.66069,139.7507162,芝公園 4号地,"park, tourist_attraction, point_of_interest, establishment",4.2,474,ChIJo_JFxL-LGGARdeXGPqUzSjY
中央区,八重洲２丁目,日八京,中央区八重洲２丁目４ 都 道 405 号線 丁目,35.6771797,139.7666002,鍛冶橋門跡,"tourist_attraction, point_of_interest, establishment",3.7,43,ChIJw9oyS_uLGGARqT2tKjttAjs
中央区,銀座６丁目,-,中央区銀座６丁目９−１６,35.6700662,139.7632213,フクロウカフェもふもふ 銀座店(Owlcafe ginza),"cafe, tourist_attraction, food, point_of_interest, establishment",3.9,206,ChIJQYZKGOaLGGAR1z0TR8uLzSs
中央区,京橋２丁目,日八京,中央区京橋２丁目５−７ 日土地京橋ビル １Ｆ,35.6762614,139.7710386,宝くじドリーム館,"museum, tourist_attraction, point_of_interest, establishment",3.7,153,ChIJsW8HWuKLGGAR5fpJi6JDLWk
中央区,銀座２丁目,-,中央区銀座２丁目１１−１９,35.6726697,139.7691316,若山美術館,"tourist_attraction, museum, point_of_interest, establishment",5,4,ChIJH6a4aeGLGGARuRkyXZiAXI8
中央区,銀座７丁目,-,中央区銀座７丁目１３,35.6673119,139.7639858,間知石と切り石,"tourist_attraction, point_of_interest, establishment",4,2,ChIJexZWjeeLGGARAssqvLDb9p4
中央区,銀座４丁目,-,中央区銀座４丁目６−１６ 9階入場口 三越新館 9階,35.6713698,139.7657375,アートアクアリウム美術館 GINZA,"art_gallery, amusement_park, tourist_attraction, aquarium, museum, pet_store, store, point_of_interest, establishment",4.2,2805,ChIJ6UVSHl2JGGARDurMrMPwvdk
中央区,銀座８丁目,-,中央区銀座８丁目７−５ 金春ビル ２Ｆ,35.6686362,139.7614853,金春湯,"tourist_attraction, point_of_interest, establishment",4.1,609,ChIJPaNb7eiLGGARLaJjXV2l-PQ
中央区,銀座４丁目,-,中央区銀座４丁目６−１６ 9階入場口 三越新館 9階,35.6713698,139.7657375,アートアクアリウム美術館 GINZA,"aquarium, art_gallery, tourist_attraction, pet_store, amusement_park, museum, store, point_of_interest, establishment",4.2,2805,ChIJ6UVSHl2JGGARDurMrMPwvdk
中央区,-,-,"４ 丁目, 月島 中央区",35.6607061,139.7844923,朝潮橋,"tourist_attraction, point_of_interest, establishment",3.9,51,ChIJzVDJBXqJGGARyD-pAQ2wnDw
中央区,-,-,勝どき４丁目６ 本州,35.656179,139.777235,オハナクルーズ／OHANA CRUISE 勝どき乗船場,"tourist_attraction, point_of_interest, establishment",0,0,ChIJT97D9mKJGGARGTTkKl30wkM
中央区,晴海２丁目,-,中央区晴海２丁目４−２７,35.6542917,139.7853587,晴海臨海公園 水辺のテラス,"park, tourist_attraction, point_of_interest, establishment",4.2,78,ChIJYwlk-ZyJGGAReqfam73wXVk
中央区,晴海２丁目,-,中央区晴海２丁目４−２７,35.6542165,139.7840206,中央区立晴海臨海公園,"park, tourist_attraction, point_of_interest, establishment",4,243,ChIJ4W4dM52JGGARld0hfrQ9WIM
中央区,晴海３丁目,-,中央区晴海３丁目１−６,35.6562759,139.7797167,中央区立黎明橋公園,"park, tourist_attraction, point_of_interest, establishment",3.8,238,ChIJByFr9HiJGGARVlD-8jmlxPo
中央区,晴海３丁目,-,中央区晴海３丁目６−番7号先,35.6560532,139.778699,朝潮運河親水公園(晴海三丁目),"park, tourist_attraction, point_of_interest, establishment",3.4,10,ChIJs1692niJGGARbdFnoUtNLWo
中央区,勝どき１丁目,-,中央区勝どき１丁目９−８,35.6591015,139.7761674,勝どき・豊海歴史資料展示館（中央区まちかど展示館）,"museum, tourist_attraction, point_of_interest, establishment",4.5,4,ChIJs_ifWnyJGGAR9VIO005fvv4
中央区,晴海１丁目,-,中央区晴海１丁目７−３,35.6581843,139.7847125,中央区立晴海第一公園,"park, tourist_attraction, point_of_interest, establishment",3.9,11,ChIJDeDHe4GJGGARkMYrxC5Qspw
中央区,豊洲２丁目,-,江東区豊洲２丁目３−６,35.6533777,139.793127,豊洲公園,"park, tourist_attraction, point_of_interest, establishment",4.1,1081,ChIJ7bIgW6KJGGARA5Hcnfzdmbk
中央区,晴海１丁目,-,中央区晴海１丁目８−１４,35.6559785,139.7818413,晴海第三公園(サウストリトンパーク),"park, tourist_attraction, point_of_interest, establishment",3.2,45,ChIJwabWDHiJGGARL4RE9TI-MIo
中央区,豊洲２丁目,-,江東区豊洲２丁目３,35.6534771,139.7920889,春海橋公園,"park, tourist_attraction, point_of_interest, establishment",4.2,456,ChIJ0V_XkpiJGGARBfWPveXIMjI
中央区,豊洲１丁目,-,江東区豊洲１丁目,35.6632259,139.7909809,豊洲貯木場跡,"tourist_attraction, point_of_interest, establishment",3.9,8,ChIJBe-Nu3OJGGAR9-7GX-_VWQ0
中央区,豊海町,-,中央区豊海町５−１ 豊海センタービル2階 豊海センタービル,35.6535033,139.7696804,豊海おさかなミュージアム,"museum, tourist_attraction, point_of_interest, establishment",3.7,17,ChIJFaigWtSLGGARdptHpiZqSPg
中央区,-,-,中央区,35.649368,139.7807834,豊洲大橋 環二通り,"tourist_attraction, point_of_interest, establishment",4.3,13,ChIJO2gnD_6JGGARqxDydYDzOLk
中央区,勝どき６丁目,-,中央区勝どき６丁目３,35.6538101,139.7746166,朝潮小橋,"tourist_attraction, point_of_interest, establishment",3.8,41,ChIJFRYqln-JGGARyg_2Z-SMIkQ
中央区,浜離宮庭園,-,中央区浜離宮庭園１,35.6565014,139.7640604,汐留川水門,"tourist_attraction, point_of_interest, establishment",4.3,11,ChIJm3Q-VoOLGGARxl2ODETz3is
中央区,豊海町,-,中央区豊海町３−１９,35.6531444,139.7724821,中央区立豊海運動公園,"park, tourist_attraction, point_of_interest, establishment",3.8,211,ChIJ00LkcdWLGGAR-da62MvKl2M
中央区,豊洲２丁目,-,江東区豊洲２丁目４−９,35.6548755,139.7911163,アーバンゲートブリッジ,"tourist_attraction, point_of_interest, establishment",4.2,59,ChIJg2hxLJ-JGGARk1sAcBCtvTY
中央区,豊洲２丁目,-,江東区豊洲２丁目４−９ ３階キッザニア内,35.656345,139.7913545,中央広場,"tourist_attraction, point_of_interest, establishment",0,0,ChIJZ_29wWCJGGARNxI5im1ohSk
中央区,浜離宮庭園,-,中央区浜離宮庭園１−１,35.6588479,139.7618309,浜離宮のトウカエデ,"tourist_attraction, point_of_interest, establishment",4.3,4,ChIJRS5Fx7eLGGARyM9iOryPYlA
中央区,豊洲６丁目,-,江東区豊洲６丁目５−５,35.6455825,139.7836494,時の鐘広場,"tourist_attraction, point_of_interest, establishment",0,0,ChIJgfWqOACJGGARHA_tBak50Mo
中央区,勝どき２丁目,-,中央区勝どき２丁目 ・晴海1丁目,35.6572815,139.7802262,トリトンブリッジ,"tourist_attraction, point_of_interest, establishment",4.3,22,ChIJ-ZQzEXmJGGARFFcuoepqGzc
中央区,海岸１丁目,-,港区海岸１丁目４−１,35.6549505,139.7587206,旧芝離宮恩賜庭園,"tourist_attraction, park, point_of_interest, establishment",4.3,1815,ChIJdW2DQ8-LGGARdN05HouZT6I
中央区,浜離宮庭園,-,中央区浜離宮庭園１−１,35.6591253,139.7631115,松の御茶屋,"tourist_attraction, point_of_interest, establishment",3.9,35,ChIJq6oG0dqLGGARbqmloLdHBfg
中央区,富岡２丁目,-,江東区富岡２丁目５−６,35.6713422,139.8004981,八幡堀遊歩道,"park, tourist_attraction, point_of_interest, establishment",3.6,10,ChIJ3QwsNw6JGGARpPGLd6jewLs
中央区,豊洲２丁目,-,江東区豊洲２丁目４−９３ 階キッザニア内 本館,35.656345,139.7913545,街時計,"tourist_attraction, point_of_interest, establishment",0,0,ChIJFyt0epaJGGARIqJUC4850-U
中央区,豊洲２丁目,-,江東区豊洲２丁目４−９３ 階キッザニア内 本館,35.656345,139.7913545,消防署,"tourist_attraction, point_of_interest, establishment",0,0,ChIJAxZFpDaJGGARmBJma_qfkd4
中央区,門前仲町２丁目,-,江東区門前仲町２丁目９−４,35.6730826,139.7959278,辰巳新道,"tourist_attraction, point_of_interest, establishment",4.2,79,ChIJneXPqROJGGARWFIGQSM-VXE
中央区,豊洲２丁目,-,江東区豊洲２丁目４−４ ９３階キッザニア内,35.656345,139.7913545,裁判所,"tourist_attraction, point_of_interest, establishment",0,0,ChIJyZ10jJyJGGARn2qlNjZUg90
中央区,豊洲２丁目,-,江東区豊洲２丁目４−９３ 階キッザニア内 本館,35.656345,139.7913545,科学研究所,"tourist_attraction, point_of_interest, establishment",0,0,ChIJD3EKBFyJGGARVOoT-AaQDao
中央区,富岡１丁目,-,江東区富岡１丁目１９,35.6726417,139.8007337,旧新田橋,"tourist_attraction, point_of_interest, establishment",3.3,11,ChIJ9Vzu0xGJGGAR_GXjEmyQv2g
中央区,豊洲２丁目,-,江東区豊洲２丁目４−９３ 階キッザニア内 本館,35.656345,139.7913545,ぽん酢工房,"tourist_attraction, point_of_interest, establishment",0,0,ChIJw6fNVlWJGGAR5xfXuG3GIVc
中央区,豊洲２丁目,-,江東区豊洲２丁目４−９３ 階キッザニア内 本館,35.656345,139.7913545,キッザニアパーティ 個室,"tourist_attraction, point_of_interest, establishment",0,0,ChIJTa3UO_KJGGARcYziWt1Bo48
中央区,永代１丁目,-,江東区永代１丁目１−４,35.6749086,139.788355,永代公園,"park, tourist_attraction, point_of_interest, establishment",3.9,103,ChIJxSHQGGqJGGARTVThYJxxcfY
中央区,東新橋１丁目,虎ノ門広域,港区東新橋１丁目８−１ 電通本社ビル 32階,35.6643661,139.7625478,汐留觀景樓47F,"tourist_attraction, point_of_interest, establishment",5,1,ChIJbSoKTACLGGAR0cRw2SjXVdo
中央区,日本橋１丁目,日八京,中央区日本橋１丁目９,35.6837641,139.7747356,滝の広場,"park, tourist_attraction, point_of_interest, establishment",3.8,34,ChIJTUURaFaJGGAR15NncC_1DCQ
中央区,日本橋１丁目,日八京,中央区日本橋１丁目１,35.6837491,139.7741775,日本の道100選 中央通り 顕彰碑,"tourist_attraction, point_of_interest, establishment",4.3,4,ChIJjcmyUR2JGGARH2Mj_iswU38
中央区,日本橋兜町,-,中央区日本橋兜町１−１,35.6822998,139.7796214,鎧の渡し跡,"tourist_attraction, point_of_interest, establishment",3.7,24,ChIJS7M9GrSJGGAR8WiIfPGha7s
中央区,八重洲１丁目,日八京,中央区八重洲１丁目１１,35.684404,139.7711385,一石橋の親柱,"tourist_attraction, point_of_interest, establishment",3.7,9,ChIJWwcEaf6LGGARzbUsneEHUXQ
中央区,新川１丁目,-,中央区新川１丁目１２−１,35.6764055,139.7824176,中央区立越前堀児童公園,"park, tourist_attraction, point_of_interest, establishment",3.8,254,ChIJWbeBKV2JGGARUrCWDmTv8KM
中央区,京橋１丁目,日八京,中央区京橋１丁目１９−１３,35.6778923,139.7744737,楓川久安橋公園,"park, tourist_attraction, point_of_interest, establishment",3.3,123,ChIJd5Lrk1iJGGARXM-ZHwpQbOQ
中央区,八丁目堀２丁目,-,中央区八丁堀２丁目１−１２,35.6766374,139.7740656,楓川宝橋公園,"park, tourist_attraction, point_of_interest, establishment",3.2,64,ChIJg3ARwFiJGGARegjGfE7ao54
中央区,八丁目堀２丁目,-,中央区八丁堀２丁目１,35.6767669,139.7738206,宝地蔵尊,"place_of_worship, tourist_attraction, point_of_interest, establishment",3.8,4,ChIJgwc9lFiJGGAREx6Dnh5Xli0
中央区,-,-,中央区,35.6780117,139.7749255,久安橋,"tourist_attraction, point_of_interest, establishment",4,6,ChIJQc5k-FiJGGARytQF8BqddKs
中央区,八重洲１丁目,日八京,中央区八重洲１丁目８,35.6811409,139.7717295,日本橋さくら通り,"tourist_attraction, point_of_interest, establishment",4.2,21,ChIJOVhShO2LGGAROWrNCzOlFNQ
中央区,八丁目堀１丁目,-,中央区八丁堀１丁目１４−７,35.6766203,139.7789451,堀部安兵衛武庸之碑,"tourist_attraction, point_of_interest, establishment",3.4,38,ChIJHbjiE1yJGGAR89zSPg7C02k
中央区,日本橋茅場町１丁目,-,中央区日本橋茅場町１丁目６−１０ 日幸茅場町ビル 7F,35.6806006,139.7789641,其角住居跡,"tourist_attraction, point_of_interest, establishment",3.4,10,ChIJ0VmfPlqJGGARrjCl1_YGBTY
中央区,日本橋兜町,-,中央区日本橋兜町１５−３,35.679873,139.7770055,坂本町公園,"park, tourist_attraction, point_of_interest, establishment",3.9,192,ChIJQdaRlFmJGGARECgiHjIaURk
中央区,八重洲１丁目,日八京,中央区八重洲１丁目１１,35.6844008,139.7710882,一石橋迷子しらせ石標,"tourist_attraction, point_of_interest, establishment",3.6,62,ChIJt2L4aP6LGGARNNTSPJW4ltw
中央区,日本橋茅場町３丁目,-,中央区日本橋茅場町３丁目１３−６,35.6776983,139.7798165,戦災遭難死者慰霊碑,"tourist_attraction, point_of_interest, establishment",3.7,14,ChIJoZnnd1yJGGAREjNp7RFbtF4
中央区,新川２丁目,-,中央区新川２丁目３２,35.6721653,139.7845114,「メッセンジャー」オシップ・ザッキン(1937年制作),"tourist_attraction, point_of_interest, establishment",3.9,51,ChIJe2xj7WiJGGARLSzDM9_qCz4
中央区,日本橋室町２丁目,日八京,中央区日本橋室町２丁目４−１４,35.6873073,139.7744491,福徳神社(芽吹稲荷),"tourist_attraction, place_of_worship, point_of_interest, establishment",4.2,2514,ChIJw9uzC1WJGGARnZWYZveSJFc
中央区,日本橋１丁目,日八京,中央区日本橋１丁目４−１,35.6826053,139.7750174,名水白木屋の井戸【東京都指定旧跡】,"tourist_attraction, point_of_interest, establishment",3.2,31,ChIJV7Ctq1eJGGARGwJIiLMXVl8
中央区,日比谷公園,-,千代田区日比谷公園１,35.6728688,139.756388,第二花壇,"tourist_attraction, point_of_interest, establishment",4.4,19,ChIJ53TCnvGLGGARZ9EW5avOp3o
中央区,銀座４丁目,-,中央区銀座４丁目６−１６ 9階入場口 三越新館 9階,35.6713698,139.7657375,アートアクアリウム美術館 GINZA,"aquarium, tourist_attraction, art_gallery, amusement_park, museum, pet_store, store, point_of_interest, establishment",4.2,2805,ChIJ6UVSHl2JGGARDurMrMPwvdk
中央区,京橋３丁目,日八京,中央区京橋３丁目４,35.675313,139.7688986,江戸歌舞伎発祥の地,"tourist_attraction, point_of_interest, establishment",3.5,36,ChIJI2z0muOLGGAR_vvyJQi_qvE
中央区,日比谷公園,-,千代田区日比谷公園１,35.6733726,139.7548301,日比谷公園 鶴の噴水,"tourist_attraction, point_of_interest, establishment",4.5,21,ChIJhxcV4MGLGGARopLeXlAS9tY
中央区,日比谷公園,-,千代田区日比谷公園１,35.6752383,139.7576714,ペリカン噴水,"tourist_attraction, point_of_interest, establishment",3.9,20,ChIJ-6ZEL_CLGGARRMzYsKSF188
中央区,日本橋人形町１丁目,-,中央区日本橋人形町１丁目１７−７,35.6853572,139.7830201,人形町からくり櫓（町火消し）,"tourist_attraction, point_of_interest, establishment",3.9,36,ChIJDdJsKFCJGGAR_LtuNlL-Wz4
中央区,日本橋茅場町,-,中央区日本橋茅場町３,35.6787052,139.777582,茅場町の桜並木,"tourist_attraction, point_of_interest, establishment",4.4,9,ChIJhbtZ1DWJGGARy3cGw58rN8g
中央区,日本橋人形町１丁目,-,中央区日本橋人形町１丁目５,35.6853389,139.7820993,小菊通り(芸者新道),"tourist_attraction, point_of_interest, establishment",4.3,3,ChIJ8SjamEKJGGARuJjjS0kJJCk
中央区,日本橋人形町２丁目,-,中央区日本橋人形町２丁目２,35.6847624,139.78381,人形町からくり櫓（江戸落語）,"tourist_attraction, point_of_interest, establishment",4.5,16,ChIJzYytP-mJGGARNLqgfLhxoxo
中央区,日本橋人形町２丁目,-,中央区日本橋人形町２丁目４,35.6851881,139.7835494,甘酒横丁,"tourist_attraction, point_of_interest, establishment",3.8,530,ChIJWUQg3E-JGGARurzf23V2D9s
中央区,富岡１丁目,-,江東区富岡１丁目１７−１３,35.6728891,139.7983222,深川不動堂 (成田山東京別院),"tourist_attraction, place_of_worship, point_of_interest, establishment",4.3,4528,ChIJAQAQJxKJGGAR-CTitlawD5Q
中央区,日本橋１丁目,日八京,中央区日本橋１丁目２０,35.6823673,139.7772722,海運橋親柱,"tourist_attraction, museum, point_of_interest, establishment",3.9,18,ChIJK2E1RleJGGARxZosdSQCgIY
中央区,日本橋,-,中央区日本橋,35.6857041,139.7720733,江戸桜通り,"tourist_attraction, point_of_interest, establishment",4.3,113,ChIJyanONv6LGGARaO8SNPin1ds
中央区,清澄２丁目,-,江東区清澄２丁目３−１７,35.6809026,139.7964186,江戸風時計塔,"tourist_attraction, point_of_interest, establishment",3.8,53,ChIJOyDgNz6JGGAR0zRC-J4Bmpg
中央区,日本橋３丁目,日八京,中央区日本橋３丁目４ 京橋1-1先間 八重洲通り中央分離帯内,35.6794416,139.7713397,平和の鐘,"tourist_attraction, point_of_interest, establishment",3.6,50,ChIJgeIAN_2LGGAR7sOux6L5ClY
中央区,日本橋浜町２丁目,-,中央区日本橋浜町２丁目６−１,35.6863737,139.7861203,浜町緑道,"park, tourist_attraction, point_of_interest, establishment",3.8,118,ChIJD1AmAU-JGGARGQzfPyls0x0
中央区,永代２丁目,-,江東区永代２丁目１９−１３,35.6715938,139.7941064,黒船橋,"tourist_attraction, point_of_interest, establishment",3.9,63,ChIJQ0Y72WyJGGARRpfqzhcYqOo
中央区,常盤１丁目,-,江東区常盤１丁目１−３,35.683802,139.7939155,芭蕉庵史跡展望庭園,"park, tourist_attraction, point_of_interest, establishment",3.7,102,ChIJq6rGsTiJGGARe7ky44f5WFg
中央区,日本橋小舟町,-,中央区日本橋小舟町１,35.6850075,139.7783198,伊勢町堀跡,"tourist_attraction, point_of_interest, establishment",3,1,ChIJuzBAAOiJGGARHvID3PlACeE
中央区,清澄３丁目,-,江東区清澄３丁目３−９,35.6809021,139.7972649,清澄庭園,"tourist_attraction, park, point_of_interest, establishment",4.4,4320,ChIJ_SvuyD-JGGARUQZhJInwMIc
中央区,日本橋室町２丁目,日八京,中央区日本橋室町２丁目５−１０,35.6873113,139.7747233,福徳の森,"park, tourist_attraction, point_of_interest, establishment",4.1,312,ChIJCSL5CFWJGGAR1n5EJ99hzXs
中央区,丸の内１丁目,大丸有,千代田区丸の内１丁目８−３,35.682513,139.7696144,江戸城外堀の石垣,"tourist_attraction, point_of_interest, establishment",4.1,12,ChIJCRLsJPyLGGARhbfimu4UsAc
中央区,日本橋小網町,-,中央区日本橋小網町１６−２３,35.684093,139.7805162,小網神社,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.5,6642,ChIJmY9L9lCJGGAR3ydy0pQ5y8A
中央区,八重洲２丁目,日八京,中央区八重洲２丁目１０−１７,35.676278,139.766287,３種の「橋」道路看板,"tourist_attraction, point_of_interest, establishment",5,2,ChIJlQjybP2LGGAREzY6oAmSClM
中央区,丸の内１丁目,大丸有,千代田区丸の内１丁目９−１ フフロント 東京駅グランル,35.6809599,139.7691178,江戸城外堀跡の石垣,"tourist_attraction, point_of_interest, establishment",5,1,ChIJqT4r1kuLGGARf11LrGVICPk
中央区,日本橋１丁目,日八京,中央区日本橋１丁目３−１１ 日本橋駅,35.6821462,139.7746844,マーキュリー像,"tourist_attraction, point_of_interest, establishment",0,0,ChIJBzsEr9SJGGARyb6YghU4Los
中央区,京橋３丁目,日八京,中央区京橋３丁目５,35.675182,139.7693016,京橋の碑,"tourist_attraction, point_of_interest, establishment",4.1,20,ChIJ4R26vOOLGGARhqBH00DH2O0
中央区,日本橋１丁目,日八京,中央区日本橋１丁目３−１１ 日本橋駅,35.6820598,139.7747233,擬宝珠,"tourist_attraction, point_of_interest, establishment",4,1,ChIJaadqPlyJGGARbvLCmZH4qf0
中央区,京橋１丁目,日八京,中央区京橋１丁目１,35.6793984,139.7714212,ヤン・ヨーステン記念碑,"tourist_attraction, point_of_interest, establishment",3.7,27,ChIJg7GqN_2LGGARuq-wyhtV2M8
中央区,日本橋室町１丁目,日八京,中央区日本橋室町１丁目８−１,35.684339,139.7748574,日本橋魚河岸跡,"tourist_attraction, point_of_interest, establishment",3.7,101,ChIJZXozZVaJGGAR8hnc9IIESZ8
中央区,日本橋室町３丁目,日八京,中央区日本橋室町３丁目２−１,35.6873745,139.7725162,日本橋室町スチーム時計,"tourist_attraction, point_of_interest, establishment",3.8,12,ChIJHysNjO2LGGARrcRZ3rRLkeo
中央区,日本橋人形町２丁目,-,中央区日本橋人形町２丁目３６−１３,35.6865281,139.7860163,勧進帳の弁慶像,"tourist_attraction, point_of_interest, establishment",3.6,84,ChIJD__5BU-JGGAR5IKXKzpGNRo
中央区,日本橋室町２丁目,日八京,中央区日本橋室町２丁目１−１,35.6863386,139.773278,三井本館,"tourist_attraction, point_of_interest, establishment",4.3,451,ChIJq3fYnFWJGGARPz4hlEVggCU
中央区,日本橋浜町２丁目,-,中央区日本橋浜町２丁目５９−１,35.6881422,139.7889523,浜町公園,"park, tourist_attraction, point_of_interest, establishment",3.8,2742,ChIJVVWxhEiJGGARsDYT-3WKc0E
中央区,日本橋室町１丁目,日八京,中央区日本橋室町１丁目５−３,35.685996,139.7745243,日本橋ドラゴンクエスト公式ショップ,"tourist_attraction, point_of_interest, establishment",3,1,ChIJNWM1aACJGGAR8tCb0iDzkJw
中央区,日本橋室町１丁目,日八京,中央区日本橋室町１丁目１,35.6844324,139.7744088,日本国道路元標(複製),"tourist_attraction, point_of_interest, establishment",4.1,500,ChIJL3iOc1aJGGAR2OacIEqx0Bc
中央区,丸の内１丁目,大丸有,千代田区丸の内１丁目９−１ JR東日本 東京駅構内 B1～1F,35.6818316,139.7669526,丸の内坂,"tourist_attraction, point_of_interest, establishment",4,1,ChIJ97l9ZgaLGGARCBe93PZoMsU
中央区,日本橋堀留町１丁目,-,中央区日本橋堀留町１丁目１０−２,35.6883769,139.779598,椙森神社,"tourist_attraction, place_of_worship, point_of_interest, establishment",3.9,685,ChIJc4hCu1OJGGAR_ru6C64yuTA
中央区,日本橋蛎殻町２丁目,-,中央区日本橋蛎殻町２丁目４−１,35.6836567,139.7850214,水天宮,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.1,6095,ChIJ6TXOcUWJGGAR2GRhafOUp0I
中央区,日本橋箱崎町,-,中央区日本橋箱崎町１８−１８,35.679652,139.785975,中央区立箱崎公園,"park, tourist_attraction, point_of_interest, establishment",3.6,193,ChIJx4VYg0OJGGARmPJ0AQQqo8A
中央区,日本橋３丁目,日八京,中央区日本橋３丁目７,35.6798964,139.7732401,江戸秤座跡,"tourist_attraction, point_of_interest, establishment",4.4,9,ChIJT5hmipqJGGARnAwbm6Hq-wk
中央区,日本橋中洲,-,中央区日本橋中洲１−１１,35.6827381,139.7908571,隅田川テラス,"park, tourist_attraction, point_of_interest, establishment",4.2,241,ChIJ2Q3dJ0eJGGARXP30ZzITOeY
中央区,日本橋本石町４丁目,日八京,中央区日本橋本石町４丁目２,35.6888773,139.7690677,龍閑橋親柱・橋桁,"tourist_attraction, point_of_interest, establishment",3.8,23,ChIJ80l85gCMGGARE4zbDJk-z0A
中央区,日本橋人形町２丁目,-,中央区日本橋人形町２丁目２５−２０,35.6868167,139.7840732,末廣神社,"tourist_attraction, place_of_worship, point_of_interest, establishment",4.2,473,ChIJc1ZLN06JGGARgKpfVVWubp4
中央区,日本橋室町２丁目,日八京,中央区日本橋室町２丁目３,35.6872955,139.7751726,オカメザクラ通り（あじさい通り）,"tourist_attraction, point_of_interest, establishment",4.8,5,ChIJbe2lR_SJGGARBgZKhykDwDE
中央区,日本橋室町２丁目,日八京,中央区日本橋室町２丁目４−１５ ユイトアネックス,35.687075,139.7742683,にほんのクスノキ 浮世小路,"tourist_attraction, point_of_interest, establishment",0,0,ChIJQUqmVACJGGARgivgIb2yn7w
中央区,日本橋室町１丁目,日八京,中央区日本橋室町１丁目１２−１３ ムロホンビル2,35.6860206,139.7753084,えびす横丁,"tourist_attraction, point_of_interest, establishment",0,0,ChIJ9bIfoTKJGGARgZ0vNXjgHXw
中央区,日本橋１丁目,日八京,中央区日本橋１丁目１,35.6837189,139.7741627,タイムカプセル,"tourist_attraction, point_of_interest, establishment",3,2,ChIJ0bgfIY-JGGARbBWpMJiAhZM
中央区,日本橋室町２丁目,日八京,中央区日本橋室町２丁目２−１ 室町東三井ビルディング,35.6868103,139.7744554,ちょうちん通り,"tourist_attraction, point_of_interest, establishment",3,3,ChIJaQYyhyCJGGAR9kO0B3zJW3c
中央区,-,-,"Sakura Dōri St, 中央区",35.6813105,139.7713495,Yaesu sakura street (Sakura Dori),"tourist_attraction, point_of_interest, establishment",3.5,2,ChIJz3jXoCmLGGARE3jZ4GyrN1s
