,,,,,,,
指標名,スポーツ施設,,,,,,
出典,NAVITIME,,,,,,
年次,2024/01/12取得,,,,,,
URL,https://www.navitime.co.jp/,,,,,,
備考,(2021年度：912件、2022年度：959件、2023年度：1422件),,,,,,
,,,,,,,
区,町丁目,エリア,住所,施設名,種類,緯度,経度
中央区,銀座,-,東京都中央区銀座 1-15-13 VORT銀座residence 504号,パーソナルトレーニングジム ティーバランス銀座店,スポーツクラブ/フィットネスクラブ,35.6737112,139.7701405
中央区,築地4丁目,-,東京都中央区築地4-14-18 妙泉寺ビル 104,DEED(ディード) 東銀座・築地店,スポーツクラブ/フィットネスクラブ,35.6651048,139.7711384
中央区,日本橋馬喰町1丁目,-,東京都中央区日本橋馬喰町1-12-3 Daiwa 日本橋馬喰町ビル1F B区画,GOLFERS(ゴルファーズ)24 日本橋馬喰町店,ゴルフ練習場,35.6944626,139.7841152
中央区,日本橋2丁目,日八京,東京都中央区日本橋2-1-20 ディア日本橋タワー 12F,リボーンマイセルフ 東京店,スポーツスクール/体験,35.6825608,139.7722866
中央区,日本橋本町,-,東京都中央区日本橋本町2,ARM TOKYO(エー アール エム トウキョウ),スポーツクラブ/フィットネスクラブ,35.6878503,139.7757514
中央区,勝どき2丁目,-,東京都中央区勝どき2-9-12,ライラプス東京北星ジム,スポーツクラブ/フィットネスクラブ,35.659222,139.7781279
中央区,日本橋大伝馬町6丁目,-,東京都中央区日本橋大伝馬町6-5,ビッグスギゴルフアカデミー,ゴルフ練習場,35.689584,139.7788992
中央区,東日本橋1丁目,-,東京都中央区東日本橋1丁目1-19,有限会社田中運動具店,スポーツ用品/スポーツウェア,35.69001,139.7854949
中央区,東日本橋3丁目,-,東京都中央区東日本橋3丁目8-1,SPORTSINSYNC.,スポーツクラブ/フィットネスクラブ,35.6919603,139.7832108
中央区,銀座4丁目,-,東京都中央区銀座4丁目11-2,富士ヘルスアンドカントリークラブ,ゴルフ場,35.6702647,139.7681232
中央区,日本橋茅場町3丁目,-,東京都中央区日本橋茅場町3-4-5,ゴルフレンド日本橋店,ゴルフショップ,35.6781644,139.7780113
中央区,銀座5丁目,-,東京都中央区銀座5-10-6,TRTゴルフスクール,スポーツスクール/体験,35.6696236,139.7653071
中央区,湊2丁目,-,東京都中央区湊2丁目9-2,ゴルフショップ・ニチレイ,ゴルフショップ,35.6713676,139.7793567
中央区,八丁堀2丁目,-,東京都中央区八丁堀2-6-1,住地ゴルフスクール本部,スポーツスクール/体験,35.6773158,139.7756944
中央区,銀座2丁目,-,東京都中央区銀座2-11-15,BASIピラティス銀座スタジオ,スポーツスクール/体験,35.6724547,139.7692015
中央区,日本橋本町4丁目,日八京,東京都中央区日本橋本町4丁目2-11,マレア東京,スポーツスクール/体験,35.6895363,139.773984
中央区,新川2丁目,-,東京都中央区新川2-8-4,空手之道世界連盟(NPO法人),スポーツスクール/体験,35.6757194,139.7799453
中央区,銀座4丁目,-,東京都中央区銀座4丁目14-6,BASIピラティススタジオ新橋店,スポーツスクール/体験,35.6691128,139.768852
中央区,勝どき3丁目,-,東京都中央区勝どき3丁目3-19,ベイリズム勝どき,スポーツスクール/体験,35.6595848,139.7750924
中央区,日本橋本町4丁目,日八京,東京都中央区日本橋本町4丁目6-10,合気道錬身会,スポーツスクール/体験,35.6902662,139.7749326
中央区,銀座2丁目,-,東京都中央区銀座2-4-1,LM-GINZA,ゴルフショップ,35.6744498,139.7667055
中央区,日本橋室町1丁目,日八京,東京都中央区日本橋室町1丁目4-1,HEALCREEK日本橋三越,ゴルフショップ,35.6856332,139.7734296
中央区,銀座4丁目,-,東京都中央区銀座4丁目12-17,アスリーダーズ銀座本店,スポーツクラブ/フィットネスクラブ,35.6695323,139.7675042
中央区,銀座8丁目,-,東京都中央区銀座8-7,YOKOTAGOLFBASE銀座,スポーツスクール/体験,35.6682644,139.7608953
中央区,日本橋本町2丁目,日八京,東京都中央区日本橋本町2丁目3-5,LBodymakeStudio,スポーツクラブ/フィットネスクラブ,35.68765,139.7754158
中央区,銀座1丁目,-,東京都中央区銀座1丁目19-3,アトランティス東京店,スポーツスクール/体験,35.6731709,139.7710604
中央区,日本橋人形町1丁目,-,東京都中央区日本橋人形町1丁目2-3,キックボクシングジムFAITH,スポーツ施設/運動公園,35.6852036,139.7807841
中央区,銀座1丁目,-,東京都中央区銀座1丁目15-6,クレイジー銀座本店,ゴルフショップ,35.6736082,139.7701999
中央区,銀座2丁目,-,東京都中央区銀座2丁目8-19,UNDEUX銀座スタジオ,スポーツ施設/運動公園,35.6731996,139.7680819
中央区,日本橋2丁目,日八京,東京都中央区日本橋2丁目4-1,ムータマリンゴルフ,ゴルフショップ,35.6808238,139.7734349
中央区,日本橋蛎殻町1丁目,-,東京都中央区日本橋蛎殻町1丁目18-2,わたしのゴルフ日本橋蛎殻町店,スポーツスクール/体験,35.682391,139.783017
中央区,八丁堀4丁目,-,東京都中央区八丁堀4丁目11-3,Gスタジオ&合田洋ゴルフクリニック,ゴルフ場,35.6739594,139.7772092
中央区,築地2丁目,-,東京都中央区築地2丁目7-6,わたしのゴルフ築地店,スポーツスクール/体験,35.6695243,139.7728558
中央区,銀座8丁目,-,東京都中央区銀座8丁目7,カルドGINZA9,スポーツクラブ/フィットネスクラブ,35.6682644,139.7608953
中央区,日本橋人形町1丁目,-,東京都中央区日本橋人形町1丁目16-1,Resort1st,スポーツ施設/運動公園,35.6844193,139.7833706
中央区,新富2丁目,-,東京都中央区新富2丁目12-4,オンズマリネットAmazon店,スポーツスクール/体験,35.6709064,139.7746364
中央区,日本橋2丁目,日八京,東京都中央区日本橋2丁目5-1,スツールズ(STOOLS)日本橋高島屋SC店,ゴルフショップ,35.6813823,139.7737544
港区,北青山2丁目,-,東京都港区北青山2丁目8-35,秩父宮ラグビー場,スタジアム/球場,35.6716368,139.7175778
港区,赤坂5丁目,赤坂,東京都港区赤坂5-4-7 ヘキサゴンビル B1F,FEELCYCLE AKS(フィールサイクル アカサカ)店,スポーツクラブ/フィットネスクラブ,35.6720894,139.7358788
港区,赤坂2丁目,赤坂,東京都港区赤坂2-19-8,ゴルフパートナー 赤坂六本木通り店,ゴルフショップ,35.6685011,139.7400745
港区,芝浦1丁目,-,東京都港区芝浦1-16-1 みなとパーク芝浦内,港区スポーツセンター,スポーツ施設/運動公園,35.646589,139.7517867
港区,芝公園4丁目,-,東京都港区芝公園4丁目10-17,芝公園テニスコート,テニスコート,35.6533671,139.7493065
港区,高輪4丁目,-,東京都港区高輪4丁目10-30,品川プリンスホテル高輪テニスセンター,テニスコート,35.6282891,139.736996
港区,北青山2丁目,-,東京都港区北青山2-1-15,明治神宮外苑テニスクラブ,テニスコート,35.6725831,139.7194026
港区,港南5丁目,-,東京都港区港南5-4-38 松岡品川埠頭ビル103,ロッキーボルダリングクラブ 品川,スポーツ施設/運動公園,35.6273873,139.7564999
港区,南青山3丁目,-,東京都港区南青山3-8-40 青山センタービル1F-B1F,b-monster AOYAMA(ビー モンスター アオヤマ),スポーツクラブ/フィットネスクラブ,35.6674254,139.7151324
港区,海岸3丁目,-,東京都港区海岸3-33-20,芝浦南ふ頭公園運動広場(かいがんぱ-く),スポーツ施設/運動公園,35.6372222,139.76
港区,南青山2丁目,-,東京都港区南青山2丁目21番12号,青山運動場,スポーツ施設/運動公園,35.6689763,139.7185644
港区,台場1丁目,-,東京都港区台場1-3-5,ダイネーゼ台場,スポーツ用品/スポーツウェア,35.6310442,139.7791465
港区,六本木6丁目,六本木,東京都港区六本木6-4-1 六本木ヒルズ・メトロハット/ハリウッドプラザ内,FEELCYCLE(フィールサイクル) 六本木ヒルズ店,スポーツクラブ/フィットネスクラブ,35.6615333,139.7296139
港区,台場1丁目,-,東京都港区台場1-7-1 アクアシティお台場 東エリア 5F,HADO ARENA(ハドー アリーナ) お台場店,スポーツクラブ/フィットネスクラブ,35.627819,139.773568
港区,港南1丁目,-,東京都港区港南1丁目4番1号,芝浦中央公園運動場,スポーツ施設/運動公園,35.6341308,139.7467216
港区,北青山2丁目,-,東京都港区北青山2-7-28 NAビル,CANTERBURY AOYAMA(カンタベリー アオヤマ),スポーツ用品/スポーツウェア,35.6718145,139.7170589
港区,芝公園2丁目,-,東京都港区芝公園2-7-2,アクアフィールド芝公園(芝公園多目的運動場),スポーツ施設/運動公園,35.654572,139.750634
港区,南青山3丁目,-,東京都港区南青山3-2-8,スキーショップジロー,スキー/スノボショップ,35.6676428,139.71794
港区,南青山3丁目,-,東京都港区南青山3-1-31 NBF南青山ビル 1,ヴィクトリアゴルフ 青山店,スポーツ用品/スポーツウェア,35.668071,139.7159973
港区,芝公園3丁目,虎ノ門,東京都港区芝公園3-6-7,芝給水所公園運動場多目的運動広場,スポーツ施設/運動公園,35.6613552,139.7452152
港区,六本木6丁目,六本木,東京都港区六本木6-4-1 六本木ヒルズ・メトロハット/ハリウッドプラザ内,トータル・ワークアウト 六本木ヒルズ店,スポーツクラブ/フィットネスクラブ,35.6615333,139.7296139
港区,南麻布5丁目,-,東京都港区南麻布5丁目6-33,港区立 麻布運動場,スポーツ施設/運動公園,35.6524777,139.7278068
港区,北青山2丁目,-,東京都港区北青山2-8-44 TEPIA B2F,東急スポーツオアシス青山店,スポーツクラブ/フィットネスクラブ,35.6730688,139.7169079
港区,南麻布5丁目,-,東京都港区南麻布5-6-33,麻布運動場軟式野球場,スタジアム/球場,35.6524777,139.7278068
港区,南青山6丁目,-,東京都港区南青山6-2-2 南青山ホームズB1F,ゴールドジム 南青山東京,スポーツクラブ/フィットネスクラブ,35.661156,139.7151922
港区,六本木6丁目,六本木,東京都港区六本木6-6-9 ピラミデビル B1F,ティップネス六本木,スポーツクラブ/フィットネスクラブ,35.6620098,139.7312113
港区,東新橋1丁目,虎ノ門広域,東京都港区東新橋1-9-1 東京汐留ビルディング Pedi汐留内 2F,FEELCYCLE(フィールサイクル) 汐留,スポーツクラブ/フィットネスクラブ,35.6629314,139.7613181
港区,赤坂3丁目,赤坂,東京都港区赤坂3-10-4 月世界ビル B1F,TRI-FORCE(トライフォース)赤坂,スポーツクラブ/フィットネスクラブ,35.6760454,139.7367421
港区,南青山6丁目,-,東京都港区南青山6-1-3 コレッツィオーネ B1F,セントラルフィットネスクラブ 南青山,スポーツクラブ/フィットネスクラブ,35.6625491,139.7164291
港区,海岸3丁目,-,東京都港区海岸3丁目26-1,SPORTSLABOSHIBAURA,スポーツクラブ/フィットネスクラブ,35.6452153,139.7586193
港区,芝公園4丁目,-,東京都港区芝公園4-10-17,芝公園軟式野球場,スタジアム/球場,35.6533671,139.7493065
港区,芝大門1丁目,-,東京都港区芝大門1-4-9,ゴルフパートナー 浜松町店,ゴルフショップ,35.6579085,139.7545267
港区,港南4丁目,-,東京都港区港南4-6-49 報知新聞社 本社ビル 3F,文武一道塾 志道館 港南道場,スポーツ施設/運動公園,35.6266682,139.7507538
港区,赤坂4丁目,赤坂,東京都港区赤坂4丁目18番13号 赤坂コミュニティーぷらざ6階,健康増進センター(ヘルシーナ),スポーツ施設/運動公園,35.674707,139.7314745
港区,芝5丁目,-,東京都港区芝5-20-17 ルシマン田町 3F,エニタイムフィットネス 田町店,スポーツクラブ/フィットネスクラブ,35.6475346,139.747041
港区,赤坂5丁目,赤坂,東京都港区赤坂5-4-7 THE HEXAGON 2F,エニタイムフィットネス 赤坂店,スポーツクラブ/フィットネスクラブ,35.6720894,139.7358788
港区,麻布十番1丁目,-,東京都港区麻布十番1-7-1 MGB麻布十番3F,basi(バシ)ピラティス 麻布十番スタジオ,スポーツクラブ/フィットネスクラブ,35.6564828,139.7348263
港区,六本木7丁目,六本木,東京都港区六本木7-12-3 パワーハウスビルB-2B,Polish(ポリッシュ) 六本木スタジオ,スポーツスクール/体験,35.6640393,139.7295582
港区,西麻布1丁目,-,東京都港区西麻布1丁目15-4,西麻布ゴルフ倶楽部,ゴルフ練習場,35.6617578,139.7232128
港区,芝大門2丁目,-,東京都港区芝大門2-1-19 協栄ビル3F,ワールドツアープランナーズ,サーフショップ/ダイビングショップ,35.6566904,139.7530095
港区,新橋2丁目,虎ノ門広域,東京都港区新橋2-16-1 ニュー新橋ビル3F,ザ ダイブファクトリー東京店,サーフショップ/ダイビングショップ,35.6662818,139.7573815
港区,虎ノ門3丁目,虎ノ門,東京都港区虎ノ門3-17-7,アクアヴィット,サーフショップ/ダイビングショップ,35.6637977,139.7463203
港区,三田1丁目,-,東京都港区三田1-3-31 フォーキャスト三田 1F,エニタイムフィットネス 三田店,スポーツクラブ/フィットネスクラブ,35.6545527,139.7436078
港区,芝浦4丁目,-,東京都港区芝浦4-17-3 芝浦ビル 2F,エニタイムフィットネス 芝浦店,スポーツクラブ/フィットネスクラブ,35.6370153,139.7471267
港区,六本木3丁目,六本木,東京都港区六本木3-16-33 青葉六本木ビルディング 2F,エニタイムフィットネス 六本木店,スポーツクラブ/フィットネスクラブ,35.6620921,139.7363856
港区,海岸1丁目,-,東京都港区海岸1-1-1 アクティ汐留 2F,エニタイムフィットネス 浜松町汐留店,スポーツクラブ/フィットネスクラブ,35.6581636,139.7587746
港区,新橋4丁目,虎ノ門広域,東京都港区新橋4-9-1 新橋プラザビル 2F,エニタイムフィットネス 新橋店,スポーツクラブ/フィットネスクラブ,35.6642596,139.756543
港区,南麻布4丁目,-,東京都港区南麻布4-12-4 プラチナコート広尾 B1,エニタイムフィットネス 広尾店,スポーツクラブ/フィットネスクラブ,35.6474808,139.7243699
港区,南麻布2丁目,-,東京都港区南麻布2-11-10 OJビル 1F-B1,エニタイムフィットネス 南麻布2丁目店,スポーツクラブ/フィットネスクラブ,35.6476839,139.7357842
港区,南麻布3丁目,-,東京都港区南麻布3-19-23 オーク南麻布ビル1F,エニタイムフィットネス 南麻布3丁目店,スポーツクラブ/フィットネスクラブ,35.6473872,139.7300369
港区,芝2丁目,-,東京都港区芝2-5-10 芝公園NDビル 1F,エニタイムフィットネス 芝浜松町店,スポーツクラブ/フィットネスクラブ,35.6527925,139.752191
港区,三田3丁目,-,東京都港区三田3-11-22 国際興業三田泉岳寺ビル 2F,エニタイムフィットネス 泉岳寺駅前店,スポーツクラブ/フィットネスクラブ,35.6404566,139.7414269
港区,赤坂3丁目,赤坂,"東京都港区赤坂3丁目13-14 赤坂TATSUMIビル3,4階",JOYFIT24赤坂,スポーツクラブ/フィットネスクラブ,35.6735059,139.7371612
港区,麻布十番2丁目,-,東京都港区麻布十番2-10-3 マイスクエアビル2F,JOYFIT24麻布十番,スポーツクラブ/フィットネスクラブ,35.6546652,139.7345868
港区,麻布十番2丁目,-,東京都港区麻布十番2-16-4 プラスワンビル2階,JOYFIT 麻布十番,スポーツクラブ/フィットネスクラブ,35.6542303,139.7356046
港区,南青山7丁目,-,東京都港区南青山7丁目12-12 南青山モワビル2F・3F,JOYFIT24南青山,スポーツクラブ/フィットネスクラブ,35.6578371,139.7184043
港区,赤坂9丁目,六本木,東京都港区赤坂9丁目6-29 パシフィック乃木坂B1F,JOYFIT24乃木坂,スポーツクラブ/フィットネスクラブ,35.6666189,139.728221
港区,海岸1丁目,-,東京都港区海岸1-2-3 汐留芝離宮ビルディング2階,ゴールドジム 浜松町東京,スポーツクラブ/フィットネスクラブ,35.6572058,139.758637
港区,北青山,-,東京都港区北青山 2-7-22 H・T・神宮外苑ビル 5F,B.E.A.T(ビート)外苑前,スポーツクラブ/フィットネスクラブ,35.6713209,139.7172584
港区,港南2丁目,-,東京都港区港南2-16-2 太陽生命品川ビル B1F,サウスゴルフアカデミー,スポーツクラブ/フィットネスクラブ,35.6271646,139.7405341
港区,南青山5丁目,-,東京都港区南青山5-12-19 EIGHTEENビル102号室,Royal Pilates Studio A-Core(ロイヤル ピラティス スタジオ アコア),スポーツクラブ/フィットネスクラブ,35.6607938,139.7124591
港区,新橋1丁目,虎ノ門広域,東京都港区新橋1-13-12,ヴィクトリアゴルフ 新橋日比谷口店,ゴルフショップ,35.6679305,139.7578229
港区,六本木6丁目,六本木,東京都港区六本木6-10-1 六本木ヒルズ ヒルサイド内,ブリーフィング 六本木ヒルズ店,ゴルフショップ,35.6603726,139.7297415
港区,六本木6丁目,六本木,東京都港区六本木6-4-1 六本木ヒルズ・メトロハット/ハリウッドプラザ内,ヴィクトリアゴルフ 六本木ヒルズ店,ゴルフショップ,35.6615333,139.7296139
港区,荒川8丁目,-,東京都荒川区荒川8-25-3,荒川自然公園運動場,スポーツ施設/運動公園,35.7431292,139.7868659
港区,台場1丁目,-,東京都港区台場1-7-1 アクアシティお台場 6F,ニンジャ☆パーク お台場店,スポーツクラブ/フィットネスクラブ,35.627819,139.773568
港区,六本木4丁目,六本木,東京都港区六本木4-1-25 R4ビル,BEYOND(ビヨンド) 六本木店,スポーツクラブ/フィットネスクラブ,35.6648936,139.7346467
港区,麻布十番2丁目,-,東京都港区麻布十番2-3-12 ベルフォーレ麻布 1F,StretchLab(ストレッチラボ) 麻布十番,スポーツクラブ/フィットネスクラブ,35.6557081,139.7350857
港区,六本木,-,東京都港区六本木6 六本木ヒルズけやき坂通り内,ディー・エヌ・エー ゴルフレンジ 六本木ヒルズ店,ゴルフ練習場,35.6602384,139.7300767
港区,六本木6丁目,六本木,東京都港区六本木6-10-1 六本木ヒルズ ヒルサイド内,Heal Creek(ヒール クリーク) 六本木ヒルズ店,ゴルフショップ,35.6603726,139.7297415
港区,赤坂2丁目,赤坂,東京都港区赤坂2-15-15 赤坂プラザビル 4F,POLARIS GYM(ポラリス ジム) 赤坂,スポーツクラブ/フィットネスクラブ,35.671653,139.7379459
港区,麻布十番2丁目,-,東京都港区麻布十番2-1-10 静屋ビル 3F,ピラティススタジオlamp(ランプ),スポーツクラブ/フィットネスクラブ,35.6552922,139.7361052
港区,赤坂3丁目,赤坂,東京都港区赤坂3-7-13 赤坂HMビル 5F,【11/27オープン】zen place pilates(ゼン プレイス ピラティス) 赤坂スタジオ,スポーツクラブ/フィットネスクラブ,35.6749235,139.7377001
港区,赤坂2丁目,赤坂,東京都港区赤坂2-14-33 三田ビル藤会館 4F,JGMゴルフクラブ 赤坂スタジオ,ゴルフ場,35.6727396,139.7376202
港区,南青山1丁目,-,東京都港区南青山1-11-26 シャンプラ-ジュ南青山 1F,SUGATA(スガタ) 青山店,スポーツスクール/体験,35.6697266,139.7239908
港区,南青山3丁目,-,東京都港区南青山3-13-18 313南青山ビル B1F,FEELCYCLE OMS(フィールサイクル オモテサンドウ)店,スポーツクラブ/フィットネスクラブ,35.6655166,139.7133604
港区,東新橋1丁目,虎ノ門広域,東京都港区東新橋1-1-21 今朝ビル 1F,JYPER'S(ジーパーズ) 新橋店,ゴルフショップ,35.666251,139.7606158
港区,六本木7丁目,六本木,東京都港区六本木7-4-4 アートシェルビル 3F,Magma spastudio insea(マグマスパスタジオインシー) 六本木店,スポーツクラブ/フィットネスクラブ,35.665549,139.7287744
港区,芝大門2丁目,-,東京都港区芝大門2-4-8 JDBビル 1F,つるやゴルフ 芝大門店,ゴルフショップ,35.6557653,139.7541474
港区,高輪3丁目,-,東京都港区高輪3-25-33 長田ビル 5F,ライザップ 品川店,スポーツクラブ/フィットネスクラブ,35.631973,139.7379396
港区,六本木3丁目,六本木,東京都港区六本木3-17-10 六本木デュープレックスタワー B1F,ライザップ 六本木店,スポーツクラブ/フィットネスクラブ,35.6618673,139.7367808
港区,芝公園4丁目,-,東京都港区芝公園4-8-4,芝公園 野球場兼競技場,スポーツ施設/運動公園,35.6555626,139.7491112
港区,虎ノ門2丁目,虎ノ門,東京都港区虎ノ門2-10-4 ホテルオークラ 1F,オークラヘルスクラブ,スポーツクラブ/フィットネスクラブ,35.6668569,139.7439908
港区,台場1丁目,-,東京都港区台場1-7-1 アクアシティお台場 3F,New Balance(ニューバランス) お台場,その他靴店,35.627819,139.773568
港区,赤坂2丁目,赤坂,東京都港区赤坂2-9-11 オリックス赤坂2丁目ビル B2,PRGR AKASAKA(プロギア アカサカ),ゴルフショップ,35.6710722,139.7409732
港区,高輪3丁目,-,東京都港区高輪3-10-4 ブレスド高輪101,ballesonance Tokyo Baleet Studio(バレゾナンス トウキョウ バレエ スタジオ) 品川高輪教室,スポーツスクール/体験,35.6318698,139.7317331
港区,港南1丁目,-,東京都港区港南1-2-70 品川シーズンテラス2F,RUN CUBE(ラン キューブ) 品川シーズンテラス,スポーツ施設/運動公園,35.6324899,139.743003
港区,東麻布3丁目,-,東京都港区東麻布3-7-11 パークサイドビル 2F,DIETA(ディエタ) 麻布十番店,スポーツスクール/体験,35.6563025,139.7382888
港区,南麻布5丁目,-,東京都港区南麻布5-16-8 エルスール広尾 1F,ストレッチ専門店Dr.(ドクター)ストレッチ 広尾店,スポーツスクール/体験,35.6511436,139.7233523
港区,赤坂8丁目,赤坂,東京都港区赤坂8-11-19 エクレール乃木坂 B1F,JOHAN VOS SPORT SCHOOL(ヨハン ボス スポーツ スクール),スポーツスクール/体験,35.6685799,139.7289823
港区,赤坂9丁目,六本木,東京都港区赤坂9-5-12 パークサイドシックスC棟1F,六本木nature body house(ネイチャーボディハウス),スポーツクラブ/フィットネスクラブ,35.6674626,139.7296976
港区,六本木7丁目,六本木,東京都港区六本木7-4-4 六本木アートシェル,サンクチュアリ 六本木店,ゴルフ練習場,35.665549,139.7287744
港区,台場1丁目,-,東京都港区台場1-7-1 アクアシティお台場 3F,アディダス ブランドコアストア アクアシティお台場店,スポーツ用品/スポーツウェア,35.627819,139.773568
港区,赤坂4丁目,赤坂,東京都港区赤坂4-9-19 赤坂T.O.ビル1F,アズ・ゴルフスタジオ 赤坂,ゴルフ練習場,35.6750512,139.7326111
港区,赤坂3丁目,赤坂,東京都港区赤坂3-9-4 赤坂扇やビル B1 AKASAKA GOLF CLUB内,ゴルフスタジオZAMET(ザメット) インドアレッスン赤坂,ゴルフ練習場,35.6770725,139.7362632
港区,北青山2丁目,-,東京都港区北青山2-7-28 NAビルB1F,ビタミンGOLF(ゴルフ),ゴルフ練習場,35.6718145,139.7170589
港区,赤坂4丁目,赤坂,東京都港区赤坂4-3-6 ヒューリック赤坂一ツ木通ビル 3F,ミットネス 赤坂店,スポーツスクール/体験,35.6743546,139.7361035
港区,麻布十番1丁目,-,東京都港区麻布十番1-7-5 フェスタ麻布B2F,オレンジセオリーフィットネス 麻布十番,スポーツクラブ/フィットネスクラブ,35.6564828,139.7348263
港区,白金台4丁目,-,東京都港区白金台4-5-7 サンストン白金台203,ボディバランシング 白金台,スポーツクラブ/フィットネスクラブ,35.6386429,139.7270637
港区,麻布十番2丁目,-,東京都港区麻布十番2-13-5,メガロスルフレ麻布十番,スポーツクラブ/フィットネスクラブ,35.6547303,139.7352328
港区,芝浦2丁目,-,東京都港区芝浦2-16-7 中野第3ビル3F,ファイトフィット 田町芝浦,スポーツスクール/体験,35.6444305,139.7520513
港区,南青山5丁目,-,東京都港区南青山5-12-27 WISE512ビル 401,チャームボディ表参道本店,スポーツクラブ/フィットネスクラブ,35.6615034,139.7126187
港区,麻布十番1丁目,-,東京都港区麻布十番1-7-1 ヨーロッパハウス5F,ヨガ・瞑想トレーニングサロン transtyle(トランスタイル),スポーツスクール/体験,35.6566274,139.7346009
港区,麻布台3丁目,-,東京都港区麻布台3-5-7,ワールドウィング麻布,スポーツクラブ/フィットネスクラブ,35.6599121,139.7403345
港区,白金台3丁目,-,東京都港区白金台3-16-8 クレール白金台1F・2F,メガロス 白金台,スポーツクラブ/フィットネスクラブ,35.636135,139.7230929
港区,新橋1丁目,虎ノ門広域,東京都港区新橋1-10-6 新橋M-SQUARE1F,HONMA GOLF(ホンマ ゴルフ) 新橋銀座口店,ゴルフショップ,35.6672621,139.7597373
港区,台場1丁目,-,東京都港区台場1-6-1 デックス東京ビーチ・シーサイドモール3F,クイックシルバーストア デックス東京ビーチ店,スポーツ用品/スポーツウェア,35.6293347,139.7757811
港区,白金台5丁目,-,東京都港区白金台5-12-7 MG白金台ビル,キャロウェイゴルフ 東京パフォーマンスセンター,ゴルフショップ,35.6397486,139.7221751
港区,赤坂3丁目,赤坂,東京都港区赤坂3-13-4 第三吉田ビル B1F,エースゴルフクラブ赤坂,ゴルフ練習場,35.6731731,139.7376678
港区,高輪1丁目,-,東京都港区高輪1-5-21 ルート高輪ビル B1F,FITLABOx4(フィットラボ クロスフォー) 白金高輪店,スポーツクラブ/フィットネスクラブ,35.6410438,139.7375205
港区,麻布十番2丁目,-,東京都港区麻布十番2-9-2 B1F,美コア東京スタジオ POWERED BY Reebok(パワード バイ リーボック),スポーツクラブ/フィットネスクラブ,35.6550314,139.7344271
港区,六本木3丁目,六本木,東京都港区六本木3-7-1 ザ・六本木東京プラザ 2F,GOLFTEC by GDO(ゴルフテック バイ ジーディーオー) 六本木店,ゴルフ練習場,35.6640037,139.7348265
港区,虎ノ門3丁目,虎ノ門,東京都港区虎ノ門3-7-14 AMビルディング 3F,フィジオセンター,スポーツクラブ/フィットネスクラブ,35.6645334,139.7460573
港区,南麻布5丁目,-,東京都港区南麻布5-1-11 B1F・B2F,広尾ゴルフインパクト,スポーツスクール/体験,35.654877,139.7226107
港区,六本木7丁目,六本木,東京都港区六本木7-18-8 第3大栄ビル 4F,BODY ARCHI(ボディアーキ) 六本木店,スポーツクラブ/フィットネスクラブ,35.6621507,139.7293092
港区,芝5丁目,-,東京都港区芝5-1-13 三ツ輪三田ビルB1F,カルペディエム 三田,スポーツスクール/体験,35.6499576,139.7466466
港区,南青山3丁目,-,東京都港区南青山3-3-3 リビエラ南青山ビル A館 3F,アコーディア・ガーデン 南青山,ゴルフ練習場,35.6681243,139.7167554
港区,麻布十番3丁目,-,東京都港区麻布十番3-1-2 プロポンス麻布 2F,トーマス体操スクール 麻布校,スポーツスクール/体験,35.6536398,139.7365061
港区,赤坂6丁目,赤坂,東京都港区赤坂6-4-10 赤坂ZENビル 1F,SIXPAD STATION(シックスパッド ステーション) 赤坂,スポーツクラブ/フィットネスクラブ,35.6700937,139.7347365
港区,虎ノ門4丁目,虎ノ門,東京都港区虎ノ門4-3-1 城山トラストタワー 3F,The Premier Club(ザ プリミア クラブ),スポーツクラブ/フィットネスクラブ,35.6646397,139.7430889
港区,南青山3丁目,-,東京都港区南青山3-12-11,FACE LIFT GYM(フェイス リフト ジム) 青山店,スポーツクラブ/フィットネスクラブ,35.6660987,139.7137259
港区,芝2丁目,-,東京都港区芝2-1-23 ニューカナールビル 升田ビル1F,ASSOS PROSHOP TOKYO(アソス プロショップ トーキョー),スポーツ用品/スポーツウェア,35.6532865,139.751743
港区,西麻布4丁目,-,東京都港区西麻布4-22-11 MIC 西麻布ビル 2F,皆思道場,スポーツスクール/体験,35.6573671,139.7184841
港区,東新橋1丁目,虎ノ門広域,東京都港区東新橋1-1-1 日耐新橋ビル,ゴルフガレージ 新橋銀座口店,ゴルフショップ,35.6663846,139.7606358
港区,六本木7丁目,六本木,東京都港区六本木7-14-10 誠志堂ビル 4F,Relaxation Hot Studio & Spa CHANDA(リラクゼーション ホット スタジオ アンド スパ チャンダ),マッサージ/整体,35.6633422,139.7318528
港区,三田4丁目,-,東京都港区三田4-1-9,キックボクシングジムRIKIX(リキックス) 三田GONZ店,スポーツクラブ/フィットネスクラブ,35.6477397,139.7418714
港区,北青山3丁目,-,東京都港区北青山3-15-9 AOYAMA101ビル B1F,クラヴマガ 青山トレーニングセンター,スポーツクラブ/フィットネスクラブ,35.6640965,139.7091353
港区,高輪2丁目,-,東京都港区高輪2-17-11,ヤマハゴルフスタジオ高輪,ゴルフ練習場,35.6392516,139.7398955
港区,三田5丁目,-,東京都港区三田5-6-8 ナカムラビル 4F,ロコムーブ,スポーツクラブ/フィットネスクラブ,35.6466091,139.7398468
