指標名,レストラン,,,,,,,
出典,hotpepper,,,,,,,
年次,2024/01/19取得,,,,,,,
URL,http://webservice.recruit.co.jp/hotpepper/gourmet/v1,,,,,,,
備考,(2021年度：35615件、2022年度：35814件、2023年度：15927件),,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,レストラン名,ジャンル,URL
中央区,銀座１丁目,-,東京都中央区銀座１-20-9　Ｂ1,35.67238374,139.7702907,欧風料理シャンティイ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001271072/?vos=nhppalsa000016
中央区,築地４丁目,-,東京都中央区築地４-13-9 第２木田ビル１F,35.66482182,139.7703727,築地コロッケ,その他グルメ,https://www.hotpepper.jp/strJ001295598/?vos=nhppalsa000016
中央区,銀座６丁目,-,東京都中央区銀座６-３-１２ 数寄屋ビル 3階,35.67129306,139.7607813,銀座 小料理 龍,居酒屋,https://www.hotpepper.jp/strJ003473559/?vos=nhppalsa000016
中央区,銀座６丁目,-,東京都中央区銀座６-2-6　ウエストビルB1F,35.67170968,139.7608696,銀座 しも田,和食,https://www.hotpepper.jp/strJ000117088/?vos=nhppalsa000016
中央区,銀座,-,東京都中央区銀座８‐5‐25　Y＆Y　ホワイトビル４F,35.6692555,139.7605186,Bar 24  バー ニッシー,カラオケ・パーティ,https://www.hotpepper.jp/strJ003388792/?vos=nhppalsa000016
中央区,銀座６丁目,-,東京都中央区銀座６-４-１ 東海堂銀座ビルB１,35.67166804,139.7617806,カフェ ラ ボエム Cafe LA BOHEME 銀座,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000117140/?vos=nhppalsa000016
中央区,銀座１丁目,-,東京都中央区銀座１-13-8　ハビウル銀座５F,35.67339722,139.7693666,銀座 いしづか,和食,https://www.hotpepper.jp/strJ001098098/?vos=nhppalsa000016
中央区,銀座７丁目,-,東京都中央区銀座７-15-5 共同ビル B1F,35.66712809,139.7651758,神戸牛炭火焼ステーキ 銀座 煌 Fun,洋食,https://www.hotpepper.jp/strJ003432554/?vos=nhppalsa000016
中央区,日本橋２丁目,日八京,東京都中央区日本橋２-3-19八木下ビルB1F,35.68138749,139.7715336,islands bar MOKUPUNI モクプニ,バー・カクテル,https://www.hotpepper.jp/strJ001145678/?vos=nhppalsa000016
中央区,２-７-１８　銀座貿易ビル６階,-,東京都中央区2-7-18　銀座貿易ビル6階,35.67334884,139.7675559,コンフォート銀座中央通り サブホール,カラオケ・パーティ,https://www.hotpepper.jp/strJ001137198/?vos=nhppalsa000016
中央区,日本橋本町２丁目,日八京,東京都中央区日本橋本町２－４－１２イズミビルB1,35.68709446,139.7758594,せいとう 日本橋,洋食,https://www.hotpepper.jp/strJ000004587/?vos=nhppalsa000016
中央区,銀座６丁目,-,東京都中央区銀座６-１０-１　GINZASIX　１３階,35.66947418,139.7641116,熊本あか牛しゃぶしゃぶ 甲梅,和食,https://www.hotpepper.jp/strJ001260139/?vos=nhppalsa000016
中央区,銀座７丁目,-,東京都中央区銀座７-2-8東建ビル４F,35.6706895,139.7603722,銀座しゃぶ 玄,和食,https://www.hotpepper.jp/strJ003411137/?vos=nhppalsa000016
中央区,銀座８丁目,-,東京都中央区銀座８-５-１０　金成ビル６Ｆ,35.6685739,139.7599753,銀座 てらやま ,居酒屋,https://www.hotpepper.jp/strJ000694310/?vos=nhppalsa000016
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町２-9-7,35.6860598,139.7840279,天ぷら やぐち,和食,https://www.hotpepper.jp/strJ003432315/?vos=nhppalsa000016
中央区,銀座６丁目,-,東京都中央区銀座６-12-15 いちご銀座612ビル　1F,35.66927672,139.764711,村瀬 銀座,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000001705/?vos=nhppalsa000016
中央区,佃２丁目,-,東京都中央区佃２－20－2,35.66570325,139.7859127,キムの家,焼肉・ホルモン,https://www.hotpepper.jp/strJ000118056/?vos=nhppalsa000016
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町１-12-11 リガーレ日本橋人形町A-110号,35.6836931,139.7834377,Garlic×Garlic Kitchen ガーリックガーリックキッチン 人形町店,イタリアン・フレンチ,https://www.hotpepper.jp/strJ003340937/?vos=nhppalsa000016
中央区,明石町,-,東京都中央区明石町8聖路加ガーデン32階,35.66703568,139.7786299,銀座クレストン しゃぶ禅,和食,https://www.hotpepper.jp/strJ001118072/?vos=nhppalsa000016
中央区,京橋３丁目,日八京,東京都中央区京橋３-11-2　アパホテル1F,35.67435217,139.7717299,アシルワード 宝町店,アジア・エスニック料理,https://www.hotpepper.jp/strJ001280115/?vos=nhppalsa000016
中央区,日本橋本石町４丁目,日八京,東京都中央区日本橋本石町４-5-8　京央会館　2Ｆ,35.68903717,139.7709144,朝日夜 別庭,居酒屋,https://www.hotpepper.jp/strJ000740802/?vos=nhppalsa000016
中央区,京橋２丁目,日八京,東京都中央区京橋２-6-13 イーストビル2F,35.67632416,139.7713638,東京 まんまる,居酒屋,https://www.hotpepper.jp/strJ001223382/?vos=nhppalsa000016
中央区,日本橋本石町４丁目,日八京,東京都中央区日本橋本石町４－５－１２　友泉本石町ビル１F,35.68894413,139.7711402,神田 本陣房,和食,https://www.hotpepper.jp/strJ000960878/?vos=nhppalsa000016
中央区,銀座５丁目,-,東京都中央区銀座５-4-15 西五ビル3F,35.67161197,139.7629752,小料理 稲葉,和食,https://www.hotpepper.jp/strJ001269563/?vos=nhppalsa000016
中央区,八丁堀３丁目,-,東京都中央区八丁堀３-17-16 セントラル三立ビル別館102,35.67483887,139.7749983,ハチョボリーノ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001178688/?vos=nhppalsa000016
中央区,月島３丁目,-,東京都中央区月島３-５-４,35.66329394,139.7809288,もんじゃ 宝島,お好み焼き・もんじゃ,https://www.hotpepper.jp/strJ000117831/?vos=nhppalsa000016
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町２-17-5,35.67809531,139.7801591,瓦.Tokyo 茅場町本店,居酒屋,https://www.hotpepper.jp/strJ001266104/?vos=nhppalsa000016
中央区,銀座１丁目,-,東京都中央区銀座１-6-17,35.67497005,139.7677103,座kitchen,洋食,https://www.hotpepper.jp/strJ001276864/?vos=nhppalsa000016
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町１-8-7  A＆K日本橋人形町ビル地下一階,35.68451106,139.7830738,魚豊 人形町店,居酒屋,https://www.hotpepper.jp/strJ003340011/?vos=nhppalsa000016
中央区,新富１丁目,-,東京都中央区新富１－１０－１０,35.67205167,139.7744601,ビストロ ブワドパン,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001040083/?vos=nhppalsa000016
中央区,勝どき２丁目,-,東京都中央区勝どき２-8-12 東京ビュック中銀B1F,35.65884188,139.7785044,完全個室×飲み放題×カラオケ R s cafe,カラオケ・パーティ,https://www.hotpepper.jp/strJ001286284/?vos=nhppalsa000016
中央区,日本橋兜町１６丁目,-,東京都中央区日本橋兜町16-1,35.679009,139.7765038,la radice 茅場町,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001212313/?vos=nhppalsa000016
中央区,日本橋室町３丁目,日八京,東京都中央区日本橋室町３-４-４　OVOL日本橋ビルB１F,35.68836953,139.7733245,Locanda MEAT&ITALY ロカンダ ミート&イタリー OVOL日本橋ビル,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001202051/?vos=nhppalsa000016
中央区,銀座８丁目,-,東京都中央区銀座８-6-19  渡辺ビルB2F,35.66857113,139.7604614,Bar Murate,バー・カクテル,https://www.hotpepper.jp/strJ001101913/?vos=nhppalsa000016
中央区,銀座７丁目,-,東京都中央区銀座７－８－１　丸吉ビル３階,35.6702849,139.7630972,京のおばんざい 真理福,和食,https://www.hotpepper.jp/strJ000862603/?vos=nhppalsa000016
中央区,銀座５丁目,-,東京都中央区銀座５-2-1 東急プラザ銀座10階,35.67224633,139.7623986,L'ATELIER et Brasserie ATOM Milano,ダイニングバー・バル,https://www.hotpepper.jp/strJ001282254/?vos=nhppalsa000016
中央区,日本橋小舟町１５丁目,-,東京都中央区日本橋小舟町15-4,35.68577443,139.7794191,興興飯店,中華,https://www.hotpepper.jp/strJ000238768/?vos=nhppalsa000016
中央区,日本橋２丁目,日八京,東京都中央区日本橋２－１５－８　紅葉川ビルＢ１・１Ｆ,35.6810507,139.776079,中国本場料理 味園酒家 日本橋店,中華,https://www.hotpepper.jp/strJ000816419/?vos=nhppalsa000016
中央区,八丁堀１丁目,-,東京都中央区八丁堀１-12-4　那賀嶋ビル1階,35.67687903,139.7789123,かてて,居酒屋,https://www.hotpepper.jp/strJ000743043/?vos=nhppalsa000016
中央区,東日本橋１丁目,-,東京都中央区東日本橋１-４-９　１Ｆ,35.6909307,139.7863041,満園春,中華,https://www.hotpepper.jp/strJ001103315/?vos=nhppalsa000016
中央区,八丁堀３丁目,-,東京都中央区八丁堀３-3-9 張ヶ谷ビル1F,35.67507909,139.7736628,ガールドリヨン Gare de Lyon,ダイニングバー・バル,https://www.hotpepper.jp/strJ000789007/?vos=nhppalsa000016
中央区,銀座４丁目,-,東京都中央区銀座４-6-16 銀座三越11F,35.67128791,139.7657242,Italiana Tavola Doro 銀座三越店,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001235661/?vos=nhppalsa000016
中央区,日本橋人形町,-,東京都中央区日本橋人形町１‐１‐１５ 　マルエイビルＢ１Ｆ,35.68492375,139.7816334,サルバシオン SALVACION,ダイニングバー・バル,https://www.hotpepper.jp/strJ000010252/?vos=nhppalsa000016
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町１-18-6　人形町日宝ビルB1,35.68587617,139.7824472,Basement Bar ベイスメント&#160;バー,バー・カクテル,https://www.hotpepper.jp/strJ003497784/?vos=nhppalsa000016
中央区,佃３丁目,-,東京都中央区佃３丁目5-10momo2ビル1F2F,35.66472307,139.7855717,Sonosheet ソノシート,ダイニングバー・バル,https://www.hotpepper.jp/strJ001246263/?vos=nhppalsa000016
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町２-10-10,35.67861771,139.7785428,由丸 茅場町店 博多らーめん,居酒屋,https://www.hotpepper.jp/strJ000118336/?vos=nhppalsa000016
中央区,銀座８丁目,-,東京都中央区銀座８-2-10 銀座誠和シルバービル２階,35.66934797,139.759627,銀座フライトカフェ,バー・カクテル,https://www.hotpepper.jp/strJ003389019/?vos=nhppalsa000016
中央区,銀座７丁目,-,東京都中央区銀座７-6-11ミクニ銀座7ビル702,35.66931774,139.7612738,銀座　VAULT,バー・カクテル,https://www.hotpepper.jp/strJ003473519/?vos=nhppalsa000016
中央区,日本橋兜町１０丁目,-,東京都中央区日本橋兜町10-6　Ｂ1Ｆ,35.68150568,139.7771964,イタリアン洋食酒場,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001128814/?vos=nhppalsa000016
中央区,銀座１丁目,-,東京都中央区銀座１-21-15,35.67262651,139.7708409,銀座 長寿庵,和食,https://www.hotpepper.jp/strJ000116697/?vos=nhppalsa000016
中央区,月島３丁目,-,東京都中央区月島３-17-3,35.66249486,139.7806305,月島 古民家 焼肉 ろくのぶ,焼肉・ホルモン,https://www.hotpepper.jp/strJ001103241/?vos=nhppalsa000016
中央区,日本橋富沢町１０丁目,-,東京都中央区日本橋富沢町10-13,35.68977684,139.7825459,NIHONBASHI BREWERY. 人形町,ダイニングバー・バル,https://www.hotpepper.jp/strJ001286445/?vos=nhppalsa000016
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町２-2-6藤井ビル1F,35.68485716,139.7840299,焼酎処さつま,居酒屋,https://www.hotpepper.jp/strJ000812329/?vos=nhppalsa000016
中央区,八丁堀２丁目,-,東京都中央区八丁堀２-21-11 八丁堀鈴らん通りビル 1F,35.67608934,139.7769555,鮨とおでん アンド 八丁堀店,ダイニングバー・バル,https://www.hotpepper.jp/strJ003559720/?vos=nhppalsa000016
中央区,銀座８丁目,-,東京都中央区銀座８-6-20,35.66866279,139.7605031,福源,中華,https://www.hotpepper.jp/strJ000788935/?vos=nhppalsa000016
中央区,日本橋人形町,-,東京都中央区日本橋人形町３‐１３‐１１,35.68691967,139.7829254,香港美食園 人形町店,居酒屋,https://www.hotpepper.jp/strJ000711059/?vos=nhppalsa000016
中央区,銀座７丁目,-,東京都中央区銀座７-13-2 銀座パインビルB1F,35.66822211,139.764575,RAGTIME ラグタイム,バー・カクテル,https://www.hotpepper.jp/strJ003388994/?vos=nhppalsa000016
中央区,築地５丁目,-,東京都中央区築地５-6-4 浜離宮三井ビルディング101,35.66266552,139.7648888,ロトブル イタリアン トーキョー LOTO BLU Italiana TOKYO,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001235668/?vos=nhppalsa000016
中央区,日本橋２丁目,日八京,東京都中央区日本橋２－１５－３  Ｂ１Ｆ,35.68134262,139.7761318,中国四川料理 天然居 日本橋店,中華,https://www.hotpepper.jp/strJ001201325/?vos=nhppalsa000016
中央区,八重洲１丁目,日八京,東京都中央区八重洲1-4-9 ,35.68243709,139.771606,韓国料理 土火土火 東京八重洲本店,韓国料理,https://www.hotpepper.jp/strJ000030155/?vos=nhppalsa000016
中央区,築地,-,東京都中央区築地２ 14-1 B!,35.66779176,139.7704684,和酒バル　燻銀,居酒屋,https://www.hotpepper.jp/strJ002647105/?vos=nhppalsa000016
中央区,築地２丁目,-,東京都中央区築地２-8-2 築地ヒルズ　1F,35.66944414,139.7726848,築地酒場 ミノル,居酒屋,https://www.hotpepper.jp/strJ001261627/?vos=nhppalsa000016
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町１-10-3　スクエアードコート日本橋人形町1F,35.68417219,139.7824825,Osteria Bubbino オステリア ブッビーノ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001042493/?vos=nhppalsa000016
中央区,八重洲２丁目,日八京,東京都中央区八重洲２丁目2-1　 東京ミッドタウン八重洲　地下1階,35.67940986,139.7689169,Shop Cafe&Bar TASU+ ショップカフェアンドバー タスプラス,ダイニングバー・バル,https://www.hotpepper.jp/strJ003340781/?vos=nhppalsa000016
中央区,新川２丁目,-,東京都中央区新川２-2-2 八重洲第二パークビル1F,35.67710238,139.7807602,中国料理 熊虎,中華,https://www.hotpepper.jp/strJ001259849/?vos=nhppalsa000016
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町１-4-3　ムロホンビル1　1F,35.68623456,139.7757072,麦酒庵 日本橋本町店,居酒屋,https://www.hotpepper.jp/strJ001238247/?vos=nhppalsa000016
中央区,日本橋３丁目,日八京,東京都中央区日本橋３－７－７,35.67976466,139.7733821,スペインバル 日本橋レオン,各国料理,https://www.hotpepper.jp/strJ000723527/?vos=nhppalsa000016
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町２-23-1 パークホームズ日本橋人形町二丁目 1F,35.6864417,139.7841839,焼肉 燈花,焼肉・ホルモン,https://www.hotpepper.jp/strJ003436004/?vos=nhppalsa000016
中央区,銀座７丁目,-,東京都中央区銀座７丁目６－１９　ソワレ・ド・銀座弥生ビル　地下１,35.66981797,139.7617996,銀座花りん,居酒屋,https://www.hotpepper.jp/strJ003516454/?vos=nhppalsa000016
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町２-1-4 ,35.68775592,139.7812547,博多とりかわ 長政 人形町店,居酒屋,https://www.hotpepper.jp/strJ001012038/?vos=nhppalsa000016
中央区,八丁堀２丁目,-,東京都中央区八丁堀２-22-11 八丁堀鈴らんビル 2F,35.67632959,139.7770852,ハチョボリーノ すずらん通り店,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001285867/?vos=nhppalsa000016
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町４-3‐4TORIIビル 2F.3F,35.68910469,139.7721726,OLIVE COVO オリーヴコーヴォ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ003648625/?vos=nhppalsa000016
中央区,築地４丁目,-,東京都中央区築地４-13-9　木田ビル１F,35.66482182,139.7703727,築地スタンド,その他グルメ,https://www.hotpepper.jp/strJ001295599/?vos=nhppalsa000016
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町２-3-2,35.67899736,139.7774965,CUBANO CUBANO,各国料理,https://www.hotpepper.jp/strJ001263043/?vos=nhppalsa000016
中央区,勝どき２丁目,-,東京都中央区勝どき２－８－１２東京ビュック２Ｆ,35.65884188,139.7785044,CAFE&BAR YOLO  カフェアンドバー ヨロ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ003323044/?vos=nhppalsa000016
中央区,銀座８丁目,-,東京都中央区銀座８－３－１ GINZATOKIDEN3F,35.66926991,139.759224,銀座 扇や,和食,https://www.hotpepper.jp/strJ003559718/?vos=nhppalsa000016
中央区,日本橋本石町４丁目,日八京,東京都中央区日本橋本石町４-4-15平和本社ビル2F,35.68873638,139.7712541,南インド食堂 Beans On Beans,アジア・エスニック料理,https://www.hotpepper.jp/strJ001215011/?vos=nhppalsa000016
中央区,銀座１丁目,-,東京都中央区銀座１－１９－１２ 銀座グラスゲート１Ｆ,35.67320311,139.7707151,舘田珈琲焙煎所,カフェ・スイーツ,https://www.hotpepper.jp/strJ001284059/?vos=nhppalsa000016
中央区,八丁堀,-,東京都中央区八丁堀３‐19－9　京橋第6長岡ビルB１F,35.67531803,139.7764903,魚然 八丁堀店 ,居酒屋,https://www.hotpepper.jp/strJ001029323/?vos=nhppalsa000016
中央区,銀座７丁目,-,東京都中央区銀座７-5-15  銀座AG1ビル6F,35.66980878,139.7610219,銀座くらはし　hanare,和食,https://www.hotpepper.jp/strJ002647225/?vos=nhppalsa000016
中央区,銀座７丁目,-,東京都中央区銀座７丁目12番9号 ホテルミュッセ銀座名鉄 2階,35.66778352,139.7634798,銀座朝食ラボ ,和食,https://www.hotpepper.jp/strJ003400004/?vos=nhppalsa000016
中央区,銀座１丁目,-,東京都中央区銀座１-２７-７ TRUST VALUE７階,35.67268681,139.7721127,リノスペkitchen銀座一丁目,カラオケ・パーティ,https://www.hotpepper.jp/strJ003671639/?vos=nhppalsa000016
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町１丁目10-6マルテービルB1F,35.67978427,139.7795732,一和,和食,https://www.hotpepper.jp/strJ000699209/?vos=nhppalsa000016
中央区,銀座５丁目,-,東京都中央区銀座５－６－１４  銀座ビルディング３Ｆ,35.67109843,139.7636963,BAR ベッキー,バー・カクテル,https://www.hotpepper.jp/strJ001262817/?vos=nhppalsa000016
中央区,銀座６丁目,-,東京都中央区銀座６－８－１９　ＶＯＲＴ銀座ｍｉｙｕｋｉ　ｓｔ．５Ｆ,35.67066819,139.7632277,銀座 すし嘉 すしよし,和食,https://www.hotpepper.jp/strJ000010706/?vos=nhppalsa000016
中央区,日本橋人形町１丁目,-,東京都中央区日本橋人形町１-5-16 柏屋ビル１F,35.68505041,139.7819617,はなたれ 人形町店,居酒屋,https://www.hotpepper.jp/strJ001038673/?vos=nhppalsa000016
中央区,八丁堀３丁目,-,東京都中央区八丁堀３-１０-３　正和ビルB１F,35.67488218,139.7743441,中華居酒屋 大連菜館 八丁堀,居酒屋,https://www.hotpepper.jp/strJ001146399/?vos=nhppalsa000016
中央区,日本橋室町２丁目,日八京,東京都中央区日本橋室町２-4-3日本橋室町野村ビルB1,35.68733077,139.7739001,離島百貨店 離島キッチン 日本橋店,和食,https://www.hotpepper.jp/strJ001192397/?vos=nhppalsa000016
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町１－１３－５　日本橋貝新ＮＹビルＢ１,35.68647228,139.77484,串エ門 室町店,居酒屋,https://www.hotpepper.jp/strJ000003436/?vos=nhppalsa000016
中央区,銀座６丁目,-,東京都中央区銀座６-4-8 曽根ビル B1F,35.67101449,139.7614307,Bar 大内,バー・カクテル,https://www.hotpepper.jp/strJ001264642/?vos=nhppalsa000016
中央区,八丁堀３丁目,-,東京都中央区八丁堀３-20-11,35.67530415,139.7768025,焼きジビエ罠 猪鹿小屋,焼肉・ホルモン,https://www.hotpepper.jp/strJ001017805/?vos=nhppalsa000016
中央区,月島１丁目,-,東京都中央区月島１-25-9,35.663712,139.7827572,大衆料理 つきじ,居酒屋,https://www.hotpepper.jp/strJ003411325/?vos=nhppalsa000016
中央区,銀座６丁目,-,東京都中央区銀座６-2-1　DAIWA銀座ビルB2,35.67168551,139.7606415,銀座 秋田県産比内地鶏専門店 美郷錦,居酒屋,https://www.hotpepper.jp/strJ001178139/?vos=nhppalsa000016
中央区,築地,-,東京都中央区築地４‐８‐７　築地市場外,35.66617167,139.7704829,うおがし丼かんの,和食,https://www.hotpepper.jp/strJ000248627/?vos=nhppalsa000016
中央区,八丁堀１丁目,-,東京都中央区八丁堀１-11-12キューブワン八丁堀1階,35.67742754,139.7777632,オステリア イル ソーレ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ003559966/?vos=nhppalsa000016
中央区,八丁堀３丁目,-,東京都中央区八丁堀３-１８-７,35.674122,139.7745044,名代 宇奈とと 八丁堀店,その他グルメ,https://www.hotpepper.jp/strJ000789159/?vos=nhppalsa000016
中央区,銀座８丁目,-,東京都中央区銀座８－７－１０第一常盤ビル１Ｆ,35.66805648,139.7607925,リトル沖縄,居酒屋,https://www.hotpepper.jp/strJ000011252/?vos=nhppalsa000016
中央区,銀座７丁目,-,東京都中央区銀座７-7-12 圭田ビル 7F,35.66905861,139.7617396,鳥長 新橋,和食,https://www.hotpepper.jp/strJ000606878/?vos=nhppalsa000016
中央区,日本橋室町１丁目,日八京,東京都中央区日本橋室町１-11-1 大橋ビル3F,35.68534769,139.7751273,五島伊勢丸 日本橋室町店,居酒屋,https://www.hotpepper.jp/strJ001215116/?vos=nhppalsa000016
中央区,銀座１丁目,-,東京都中央区銀座１-22-12 ,35.67198186,139.7707846,SOYA 新富町,ダイニングバー・バル,https://www.hotpepper.jp/strJ001211061/?vos=nhppalsa000016
中央区,銀座８丁目,-,東京都中央区銀座８-6-11 B1F,35.66828005,139.7603123,Bar Eterna バー エテルナ,バー・カクテル,https://www.hotpepper.jp/strJ003411340/?vos=nhppalsa000016
中央区,日本橋人形町２丁目,-,東京都中央区日本橋人形町２－９－５,35.68598757,139.7836668,日本橋人形町 けやき,焼肉・ホルモン,https://www.hotpepper.jp/strJ003693171/?vos=nhppalsa000016
中央区,日本橋小伝馬町１６丁目,-,東京都中央区日本橋小伝馬町16-20 小西ビル 1F,35.69186513,139.7793519,鳥舟,居酒屋,https://www.hotpepper.jp/strJ001267956/?vos=nhppalsa000016
中央区,月島１丁目,-,東京都中央区月島１-19-4　2階,35.66425137,139.7821781,焼鳥と焼酎　ニカイのとりとこ。,居酒屋,https://www.hotpepper.jp/strJ003625023/?vos=nhppalsa000016
中央区,銀座８丁目,-,東京都中央区銀座８－２－１ ニッタビル 8階,35.66999012,139.7597231,CANTON8 喜粤8号,中華,https://www.hotpepper.jp/strJ003388072/?vos=nhppalsa000016
中央区,日本橋人形町,-,東京都中央区日本橋人形町３‐７‐１１ 大川ビル２Ｆ,35.68643081,139.78192,あまからくまから,居酒屋,https://www.hotpepper.jp/strJ000685216/?vos=nhppalsa000016
中央区,月島１丁目,-,東京都中央区月島１-24-10 月島MID TOWER GRAND 104,35.66405806,139.7823497,月だこ,お好み焼き・もんじゃ,https://www.hotpepper.jp/strJ001268677/?vos=nhppalsa000016
中央区,銀座３丁目,-,東京都中央区銀座３-２-１　マロニエゲート銀座３　４F,35.6740751,139.7657363,スカイファイトカフェ 銀座店 ,カフェ・スイーツ,https://www.hotpepper.jp/strJ003324300/?vos=nhppalsa000016
中央区,日本橋室町４丁目,日八京,東京都中央区日本橋室町４-2-15　金井ビル１Ｆ,35.68963573,139.7716485,かぶき 神田南口店,居酒屋,https://www.hotpepper.jp/strJ000606997/?vos=nhppalsa000016
中央区,築地４丁目,-,東京都中央区築地４-10-17,35.66570589,139.7704065,築地の鯨,居酒屋,https://www.hotpepper.jp/strJ001291822/?vos=nhppalsa000016
中央区,八丁堀３丁目,-,東京都中央区八丁堀３-7-7 原田ビル３F,35.67603373,139.7747157,Quint Arrow,ダイニングバー・バル,https://www.hotpepper.jp/strJ001267533/?vos=nhppalsa000016
中央区,銀座８丁目,-,東京都中央区銀座８丁目４－２７　菊乃香ビルB１F,35.66962268,139.7604619,能登 だらぼち,居酒屋,https://www.hotpepper.jp/strJ003388391/?vos=nhppalsa000016
中央区,勝どき１丁目,-,東京都中央区勝どき１-7-1　勝どきサンスクエア1F,35.65995895,139.7777417,お好焼 勝どき,お好み焼き・もんじゃ,https://www.hotpepper.jp/strJ000116463/?vos=nhppalsa000016
中央区,日本橋,-,東京都中央区日本橋２‐２‐１５　日本橋テイトビル２Ｆ,35.68182552,139.7724487,ジジ&ババ,ダイニングバー・バル,https://www.hotpepper.jp/strJ000119171/?vos=nhppalsa000016
中央区,八重洲,-,東京都中央区八重洲２‐６‐４　松岡ビル１Ｆ,35.6778203,139.7683409,俺のイタリアン YAESU,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000763808/?vos=nhppalsa000016
中央区,銀座８丁目,-,東京都中央区銀座８-2-9 ニュー銀座ビル12号館　７F,35.6694299,139.7596234,プライベートラウンジ ユニバースラウンジ東京,カラオケ・パーティ,https://www.hotpepper.jp/strJ003450592/?vos=nhppalsa000016
中央区,築地６丁目,-,東京都中央区築地６－１８－３,35.66454142,139.774902,千里浜 築地本店,居酒屋,https://www.hotpepper.jp/strJ001102040/?vos=nhppalsa000016
中央区,銀座８丁目,-,東京都中央区銀座８-4-23クレグラン銀座ビルB2F,35.66918771,139.759967,Bar InTheRoom84,バー・カクテル,https://www.hotpepper.jp/strJ000746204/?vos=nhppalsa000016
中央区,築地２丁目,-,東京都中央区築地２-15-15 セントラル東銀座 106,35.66743902,139.7702053,炭火原始焼と蔵元焼酎の店 のどぐろの中俣 築地,居酒屋,https://www.hotpepper.jp/strJ001211059/?vos=nhppalsa000016
中央区,日本橋大伝馬町３丁目,-,東京都中央区日本橋大伝馬町３－９　池田ビル１F,35.68986393,139.7781129,博多どんたく 小伝馬町店,居酒屋,https://www.hotpepper.jp/strJ001201605/?vos=nhppalsa000016
中央区,八重洲,-,東京都中央区八重洲１‐４‐１６ 東京建物八重洲ビル B1階　八重仲ダイニング ,35.68223184,139.771531,稲田屋 はなれ 八重洲店,和食,https://www.hotpepper.jp/strJ000999448/?vos=nhppalsa000016
中央区,新川２丁目,-,東京都中央区新川２-１９-８　SHINKA　１F,35.67454573,139.7810552,BAR 酒坊主,バー・カクテル,https://www.hotpepper.jp/strJ001250391/?vos=nhppalsa000016
中央区,築地２丁目,-,東京都中央区築地２－1－14トミービル3階,35.67003519,139.7727917,LUONTO ルオント,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001246376/?vos=nhppalsa000016
中央区,新川１丁目,-,東京都中央区新川１-7-10　港新川ビル1F,35.67788177,139.7819703,クッチーナイタリアーナ ターブルドット,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000770337/?vos=nhppalsa000016
中央区,銀座５丁目,-,東京都中央区銀座５丁目４－１５　西五ビル３F,35.67161197,139.7629752,Seabird Colony 銀座本店,アジア・エスニック料理,https://www.hotpepper.jp/strJ001277142/?vos=nhppalsa000016
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町２-14-4 サンムーンNo.3 ビル1階,35.67906772,139.7808093,ギョバー 茅場町店,ダイニングバー・バル,https://www.hotpepper.jp/strJ000812416/?vos=nhppalsa000016
中央区,銀座５丁目,-,東京都中央区銀座５－２－１　東急プラザ銀座 B２Ｆ,35.67233716,139.7626894,こなな 東急プラザ銀座店,カフェ・スイーツ,https://www.hotpepper.jp/strJ001210371/?vos=nhppalsa000016
