指標名,レストラン,,,,,,,
出典,hotpepper,,,,,,,
年次,2024/01/19取得,,,,,,,
URL,http://webservice.recruit.co.jp/hotpepper/gourmet/v1,,,,,,,
備考,(2021年度：35615件、2022年度：35814件、2023年度：15927件),,,,,,,
,,,,,,,,
区,町丁,エリア,住所,緯度,経度,レストラン名,ジャンル,URL
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２-3-5　aune有楽町Ｂ2～1Ｆ,35.6732623,139.7615889,ビッグエコー BIG ECHO 新有楽町店,カラオケ・パーティ,https://www.hotpepper.jp/strJ001000267/?vos=nhppalsa000016
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１－9　KMビル１F,35.69563999,139.7587041,無花果 神保町店,居酒屋,https://www.hotpepper.jp/strJ000725392/?vos=nhppalsa000016
千代田区,神田駿河台３丁目,-,東京都千代田区神田駿河台３－７－１５　大場ビル１Ｆ,35.69568817,139.7636564,グリーンパッタイ 神田,アジア・エスニック料理,https://www.hotpepper.jp/strJ000863005/?vos=nhppalsa000016
千代田区,外神田１丁目,-,東京都千代田区外神田１-１８-１８　BiTO AKIBA PLAZA ８Ｆ,35.69888137,139.7720836,福寿 秋葉原店,焼肉・ホルモン,https://www.hotpepper.jp/strJ000011335/?vos=nhppalsa000016
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町１-７-４　博栄ビル４Ｆ,35.69046867,139.7709471,とめ手羽 神田南口店,居酒屋,https://www.hotpepper.jp/strJ000724252/?vos=nhppalsa000016
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町２-1-6　第二櫻井ビル3F-A,35.69134386,139.7712373,個室と地鶏和食 なか匠 神田店,居酒屋,https://www.hotpepper.jp/strJ001027492/?vos=nhppalsa000016
千代田区,外神田５丁目,-,東京都千代田区外神田５-1-14,35.70309312,139.7723248,ゴル麺。 秋葉原店,ラーメン,https://www.hotpepper.jp/strJ001269819/?vos=nhppalsa000016
千代田区,日比谷公園１丁目,-,東京都千代田区日比谷公園1-2,35.67372628,139.7564204,日比谷松本楼 ボア・ド・ブローニュ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000231255/?vos=nhppalsa000016
千代田区,東神田１丁目,-,東京都千代田区東神田１-２-１０　泰岳ビル1F,35.69354998,139.7809553,馬喰町 フクモリ,和食,https://www.hotpepper.jp/strJ000979934/?vos=nhppalsa000016
千代田区,神田小川町３丁目,-,東京都千代田区神田小川町３-7-16,35.69415161,139.7613381,炭火串焼 和楽,居酒屋,https://www.hotpepper.jp/strJ001039940/?vos=nhppalsa000016
千代田区,岩本町３丁目,-,東京都千代田区岩本町３-10-7 東自機ビル,35.6963612,139.775937,世界の山ちゃん 秋葉原昭和通り店,居酒屋,https://www.hotpepper.jp/strJ000731771/?vos=nhppalsa000016
千代田区,神田三崎町,-,東京都千代田区神田三崎町２‐１７‐５ 稲葉ビル１Ｆ,35.70129226,139.7531774,仕事馬,居酒屋,https://www.hotpepper.jp/strJ000243471/?vos=nhppalsa000016
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋４－７－８　第３山商ビル２F,35.700956,139.7462063,温野菜 飯田橋店,居酒屋,https://www.hotpepper.jp/strJ001145329/?vos=nhppalsa000016
千代田区,五番町４丁目,-,東京都千代田区五番町４－２　東プレビル２F,35.69042356,139.7354987,博多満月 市ヶ谷店,居酒屋,https://www.hotpepper.jp/strJ000839629/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-16-6　小谷ビルB1,35.67373973,139.7608523,珈琲茶館 集 有楽町アネックス店,カフェ・スイーツ,https://www.hotpepper.jp/strJ000116294/?vos=nhppalsa000016
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１-32-13ミマツビル1F,35.69710008,139.758111,oliver,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001225259/?vos=nhppalsa000016
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１－５－１　新丸の内ビルディング７Ｆ,35.68254466,139.7642994,ムスムス MUSMUS,創作料理,https://www.hotpepper.jp/strJ000657356/?vos=nhppalsa000016
千代田区,飯田橋,-,東京都千代田区飯田橋４‐２‐４,35.69975061,139.7474696,美斗家,和食,https://www.hotpepper.jp/strJ000238150/?vos=nhppalsa000016
千代田区,麹町１丁目,-,東京都千代田区麹町１-5-3麹町MCMビル1F,35.68344952,139.742016,桂園 半蔵門店,中華,https://www.hotpepper.jp/strJ001258355/?vos=nhppalsa000016
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１－５－１　新丸の内ビルディング５Ｆ,35.68254466,139.7642994,たる善,和食,https://www.hotpepper.jp/strJ000657334/?vos=nhppalsa000016
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３-３-１　新東京ビルB1F,35.67744797,139.7625748,やんも 丸の内,和食,https://www.hotpepper.jp/strJ000694246/?vos=nhppalsa000016
千代田区,外神田１丁目,-,東京都千代田区外神田１-15-11　秋葉原西川ビル　B1F,35.69786399,139.772442,つけ麺屋 やすべえ 秋葉原店,ラーメン,https://www.hotpepper.jp/strJ000854837/?vos=nhppalsa000016
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１－６－４　丸の内オアゾ　５Ｆ,35.68355516,139.7662398,つばめKITCHEN,洋食,https://www.hotpepper.jp/strJ000249179/?vos=nhppalsa000016
千代田区,外神田４丁目,-,東京都千代田区外神田４－１４－１ 秋葉原UDX　３F,35.7001454,139.7724794,新宿 立吉 秋葉原UDX店,居酒屋,https://www.hotpepper.jp/strJ000658316/?vos=nhppalsa000016
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１-７-２　東京サンケイビルB２F,35.68718056,139.7654388,北海道マルハ・バル 大手町店,居酒屋,https://www.hotpepper.jp/strJ001134479/?vos=nhppalsa000016
千代田区,内幸町１丁目,-,東京都千代田区内幸町１-7-18,35.67179019,139.7597138,シュマッツ ビア ホール 日比谷グルメゾン,ダイニングバー・バル,https://www.hotpepper.jp/strJ001294474/?vos=nhppalsa000016
千代田区,九段南１丁目,-,東京都千代田区九段南１-4-4,35.6949124,139.7523999,九段下 寿白,和食,https://www.hotpepper.jp/strJ000242521/?vos=nhppalsa000016
千代田区,五番町,-,東京都千代田区五番町２,35.69100156,139.7357323,トゥーザハーブス TO THE HERBS 市ヶ谷店,ダイニングバー・バル,https://www.hotpepper.jp/strJ000052247/?vos=nhppalsa000016
千代田区,内神田２丁目,-,東京都千代田区内神田２-8-12 市川ビル1F,35.69075164,139.7687012,熟成豚肉と創作料理 KANDA158 ICHIGO-YA,居酒屋,https://www.hotpepper.jp/strJ001269606/?vos=nhppalsa000016
千代田区,神田錦町２丁目,-,東京都千代田区神田錦町２-2-1 神田スクエア1階,35.69321593,139.7632024,GOOD DISH TOKYO,ダイニングバー・バル,https://www.hotpepper.jp/strJ001274420/?vos=nhppalsa000016
千代田区,富士見２丁目,-,東京都千代田区富士見２－３－１０　飯田ビルＢ１,35.69940336,139.7448698,串工房 飯田橋,居酒屋,https://www.hotpepper.jp/strJ000115988/?vos=nhppalsa000016
千代田区,一番町４丁目,-,東京都千代田区一番町4-36,35.68779931,139.7422683,エリオアンティカフォルネリア,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001117514/?vos=nhppalsa000016
千代田区,神田佐久間町,-,東京都千代田区神田佐久間町１‐６‐５アキバトリム５Ｆ,35.69777375,139.7733786,築地すし好 アキバトリム店,和食,https://www.hotpepper.jp/strJ000722579/?vos=nhppalsa000016
千代田区,大手町２丁目,大丸有,東京都千代田区大手町２丁目２－１　新大手町ビル　地下１F,35.68492085,139.7668363,NINJA TOKYO ニンジャ トウキョウ,創作料理,https://www.hotpepper.jp/strJ001176414/?vos=nhppalsa000016
千代田区,神田神保町２丁目,-,東京都千代田区神田神保町２－２１－１０　高野ビル１F,35.69497084,139.7567032,手打蕎麦 たかせ,和食,https://www.hotpepper.jp/strJ000640640/?vos=nhppalsa000016
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２－７－３　東京ビルTOKIA　Ｂ１,35.67855623,139.7647495,てんぷら 菊亭,和食,https://www.hotpepper.jp/strJ000240286/?vos=nhppalsa000016
千代田区,内幸町２丁目,-,東京都千代田区内幸町２-2-3　日比谷国際ビルB2（日比谷シティ）,35.67039576,139.7543452,和伊の介 日比谷店,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000716897/?vos=nhppalsa000016
千代田区,麹町４丁目,-,東京都千代田区麹町４-3-10 小倉ビル1F,35.68325221,139.7380016,ピッツェリア ドォーロ 麹町店,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000248216/?vos=nhppalsa000016
千代田区,外神田１丁目,-,東京都千代田区外神田１-9-8,35.6989627,139.7704188,だるまのめ 秋葉原店,ラーメン,https://www.hotpepper.jp/strJ001128298/?vos=nhppalsa000016
千代田区,神田小川町１丁目,-,東京都千代田区神田小川町１-7-22,35.69420534,139.7658005,蔵地 くらっち 神田,居酒屋,https://www.hotpepper.jp/strJ000745754/?vos=nhppalsa000016
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３－１－１　国際ビルＢ１,35.67692021,139.761161,トプカプ 丸の内店,各国料理,https://www.hotpepper.jp/strJ000699219/?vos=nhppalsa000016
千代田区,飯田橋３丁目,-,東京都千代田区飯田橋３－１０－９　アイガーデンテラス１階,35.70103665,139.750161,スターバックスコーヒー 飯田橋アイガーデンテラス店,カフェ・スイーツ,https://www.hotpepper.jp/strJ000229059/?vos=nhppalsa000016
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２－７－１　有楽町イトシア２Ｆ,35.67430336,139.7639239,ダッキーダック Ducky Duck 有楽町店,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000012368/?vos=nhppalsa000016
千代田区,九段南４丁目,-,東京都千代田区九段南４-1-10グランドメゾン九段南101,35.69154692,139.7410388,酒菜あい田,和食,https://www.hotpepper.jp/strJ001043677/?vos=nhppalsa000016
千代田区,飯田橋,-,東京都千代田区飯田橋２‐１２‐１０ 日高ビル１Ｆ,35.6993285,139.7499611,和彩 かくや,和食,https://www.hotpepper.jp/strJ000758757/?vos=nhppalsa000016
千代田区,内幸町,-,東京都千代田区内幸町２‐２‐２　富国生命ビルＢ２Ｆ（日比谷シティ）,35.6707763,139.755184,サラダイス saladice 日比谷富国生命ビル店 サラダ,その他グルメ,https://www.hotpepper.jp/strJ000805919/?vos=nhppalsa000016
千代田区,大手町２丁目,大丸有,東京都千代田区大手町２-２-１　新大手町ビルＢ１,35.68481142,139.7668277,おおーい北海道 別海町酒場 新大手町ビル店,居酒屋,https://www.hotpepper.jp/strJ000244957/?vos=nhppalsa000016
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１-9 1F,35.6956847,139.7584999,石釜 bake bread 茶房 TAM TAM,カフェ・スイーツ,https://www.hotpepper.jp/strJ001138660/?vos=nhppalsa000016
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋４-２-６-１０１,35.69999169,139.747424,広島風お好み焼 もみじ屋 飯田橋本店,お好み焼き・もんじゃ,https://www.hotpepper.jp/strJ001038878/?vos=nhppalsa000016
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１－５－１　新丸の内ビルディング９Ｆ,35.68270853,139.7643244,illy イリー エスプレッサメンテ espressamente 新丸の内ビル店,カフェ・スイーツ,https://www.hotpepper.jp/strJ000731784/?vos=nhppalsa000016
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２-６－１　丸の内ブリックスクエア１Ｆ ,35.67933526,139.762798,ラ ブティック ドゥ ジョエル・ロブション 丸の内店,カフェ・スイーツ,https://www.hotpepper.jp/strJ000761006/?vos=nhppalsa000016
千代田区,内神田２丁目,-,東京都千代田区内神田２丁目１５－３ カームステージ内神田 1階,35.69177205,139.7678385,焼肉 美かさ,焼肉・ホルモン,https://www.hotpepper.jp/strJ003324075/?vos=nhppalsa000016
千代田区,飯田橋１丁目,-,東京都千代田区飯田橋１-6-7,35.69889519,139.7488367,美食処 作治 飯田橋,居酒屋,https://www.hotpepper.jp/strJ000114458/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１丁目2-9 TSビル4F,35.6726926,139.7601765,御庭 有楽町,居酒屋,https://www.hotpepper.jp/strJ001226247/?vos=nhppalsa000016
千代田区,外神田４丁目,-,東京都千代田区外神田４-１４-１　秋葉原ＵＤＸ　ＡＫＩBA_ICHI5Ｆ ,35.7005262,139.7725063,BLOSSOM&BOUQUET 秋葉原UDX店,カフェ・スイーツ,https://www.hotpepper.jp/strJ000963976/?vos=nhppalsa000016
千代田区,永田町２丁目,赤坂,東京都千代田区永田町２-13-5　赤坂エイトワンビルＢ1,35.67533645,139.7386352,個室会席 北大路 赤坂茶寮,和食,https://www.hotpepper.jp/strJ000731800/?vos=nhppalsa000016
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２丁目９－７,35.67528323,139.7632062,トウキョウ エールワークス ステーション タップルーム,ダイニングバー・バル,https://www.hotpepper.jp/strJ001251599/?vos=nhppalsa000016
千代田区,神田司町２丁目,-,東京都千代田区神田司町２-7 福禄ビル1F,35.69300468,139.7672504,楽宴 神田司町店,中華,https://www.hotpepper.jp/strJ000678276/?vos=nhppalsa000016
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１-5-1ファーストスクエアB1F,35.68593345,139.7642362,杵屋 大手町ファーストスクエア店,和食,https://www.hotpepper.jp/strJ001184909/?vos=nhppalsa000016
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２－７－３　東京ビルTOKIA Ｂ１,35.67855623,139.7647495,どいちゃん,居酒屋,https://www.hotpepper.jp/strJ000240403/?vos=nhppalsa000016
千代田区,九段北,-,東京都千代田区九段北１‐５‐５‐１０６,35.69652803,139.7517482,わびすけ 九段下,ダイニングバー・バル,https://www.hotpepper.jp/strJ000954917/?vos=nhppalsa000016
千代田区,神田淡路町１丁目,-,東京都千代田区神田淡路町１-21-4,35.69552074,139.765526,Craft Shelter クラフトシェルター,バー・カクテル,https://www.hotpepper.jp/strJ001251383/?vos=nhppalsa000016
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２－７－１　有楽町イトシアB１F,35.67426502,139.7637609,モアナキッチンカフェ 有楽町イトシア店,洋食,https://www.hotpepper.jp/strJ001019007/?vos=nhppalsa000016
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１丁目１－１ パークビルディング Ｂ１Ｆ,35.68660833,139.7628094,Bistro MULCHEE 大手町店,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001293200/?vos=nhppalsa000016
千代田区,大手町２丁目,大丸有,東京都千代田区大手町２-5-6,35.68510587,139.7681276,地鶏個室居酒屋 兼坂 東京・大手町店,居酒屋,https://www.hotpepper.jp/strJ001179636/?vos=nhppalsa000016
千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町２-13-5 豊年屋ビル,35.70029821,139.7533452,炭焼き和ビストロ だいご家,居酒屋,https://www.hotpepper.jp/strJ001282302/?vos=nhppalsa000016
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２-７-３　東京ビルTOKIA　 ３Ｆ,35.67855623,139.7647495,銀座おぐ羅 丸の内TOKIA店,居酒屋,https://www.hotpepper.jp/strJ000240402/?vos=nhppalsa000016
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１-1-22,35.69579307,139.7605584,魚串さくらさく 神保町店,居酒屋,https://www.hotpepper.jp/strJ001103182/?vos=nhppalsa000016
千代田区,内幸町,-,東京都千代田区内幸町１‐１‐１　帝国ホテル東京 本館１Ｆ,35.67212902,139.7589114,帝国ホテル東京 パークサイドダイナー,洋食,https://www.hotpepper.jp/strJ000839482/?vos=nhppalsa000016
千代田区,内神田３丁目,-,東京都千代田区内神田３-5-5,35.69073721,139.7691401,手作り居酒屋 たぬき 神田店,居酒屋,https://www.hotpepper.jp/strJ001275741/?vos=nhppalsa000016
千代田区,外神田４丁目,-,東京都千代田区外神田４－１４－１　秋葉原UDX 　２F,35.7005262,139.7725063,伊吹や製麺 秋葉原ＵＤＸ店,居酒屋,https://www.hotpepper.jp/strJ000762253/?vos=nhppalsa000016
千代田区,神田淡路町２丁目,-,東京都千代田区神田淡路町２－１０－６  ホテルマイステイズ御茶ノ水コンファレンスセンター1F,35.69733228,139.7683007,Osteria NORA オステリアノーラ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001264301/?vos=nhppalsa000016
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関１－４－２　大同ビル１Ｆ,35.67045707,139.7515643,illy イリー バール BAR 霞ヶ関店,ダイニングバー・バル,https://www.hotpepper.jp/strJ000005648/?vos=nhppalsa000016
千代田区,外神田４丁目,-,東京都千代田区外神田４-7-3　秋葉原虎ビル4F,35.70264955,139.7718838,マッスルキッチン,カフェ・スイーツ,https://www.hotpepper.jp/strJ001185402/?vos=nhppalsa000016
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関３－２－５　霞が関ビル１階　霞ダイニング,35.67122047,139.7469847,上海レストラン 檸檬 霞ダイニング,中華,https://www.hotpepper.jp/strJ000011046/?vos=nhppalsa000016
千代田区,神田駿河台２丁目,-,東京都千代田区神田駿河台２－１－４５　ニュー駿河台ビルＢ１,35.69896277,139.7626283,ナポリの下町食堂 お茶の水店,居酒屋,https://www.hotpepper.jp/strJ000004667/?vos=nhppalsa000016
千代田区,神田須田町,-,東京都千代田区神田須田町１‐１９‐２,35.69674041,139.7689095,中よし,和食,https://www.hotpepper.jp/strJ000681988/?vos=nhppalsa000016
千代田区,神田神保町,-,東京都千代田区神田神保町１‐４８‐１　興生堂ビル１０２,35.69808166,139.7588242,グラウンドライン,バー・カクテル,https://www.hotpepper.jp/strJ000233876/?vos=nhppalsa000016
千代田区,神田三崎町２丁目,-,東京都千代田区神田三崎町２－１９－４ 三崎MKビル２階,35.7014925,139.752556,焼き鳥と自家製サワーてけレモンのお店 てけてけ 水道橋西口店,居酒屋,https://www.hotpepper.jp/strJ001169400/?vos=nhppalsa000016
千代田区,神田神保町１丁目,-,東京都千代田区神田神保町１-18-7,35.6966485,139.7592529,カドクラ商店 神保町店,居酒屋,https://www.hotpepper.jp/strJ001186808/?vos=nhppalsa000016
千代田区,西神田２丁目,-,東京都千代田区西神田２-1-13,35.6987093,139.7564355,桂庵 水道橋本店,和食,https://www.hotpepper.jp/strJ000115839/?vos=nhppalsa000016
千代田区,飯田橋４丁目,-,東京都千代田区飯田橋４－７－８　第３山商ビルiタワー４Ｆ,35.70110404,139.7463141,鳥貴族 飯田橋東口店,居酒屋,https://www.hotpepper.jp/strJ001164123/?vos=nhppalsa000016
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１-９-１　大丸東京店１２階,35.68170739,139.7691346,永坂更科 布屋太兵衛 大丸東京店,和食,https://www.hotpepper.jp/strJ000797365/?vos=nhppalsa000016
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町２-１-1３　東海楼ビル　B1　B２,35.69086753,139.771386,個室居酒屋 旬蔵 神田駅前店,居酒屋,https://www.hotpepper.jp/strJ001108684/?vos=nhppalsa000016
千代田区,麹町１丁目,-,東京都千代田区麹町１-５-４　,35.68362644,139.741819,巨牛荘 半蔵門店,焼肉・ホルモン,https://www.hotpepper.jp/strJ000032592/?vos=nhppalsa000016
千代田区,麹町３丁目,-,東京都千代田区麹町３-１２-９,35.68562418,139.7386042,すし処 麹町みやこ,和食,https://www.hotpepper.jp/strJ000740575/?vos=nhppalsa000016
千代田区,麹町,-,東京都千代田区麹町２‐７,35.68363003,139.741243,カフェ ラハイナ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000115607/?vos=nhppalsa000016
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２－４－４　丸ビル６Ｆ,35.68118452,139.7637562,ダエドコ Daedoko YAMAGATA,居酒屋,https://www.hotpepper.jp/strJ001110350/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１-2-14　紫ビルB1F,35.67243457,139.7599368,300BAR スリーハンドレッドバー 有楽町 NEXT店,カラオケ・パーティ,https://www.hotpepper.jp/strJ001138683/?vos=nhppalsa000016
千代田区,有楽町２丁目,大丸有,東京都千代田区有楽町２-７-１　有楽町イトシアＢ１,35.67433447,139.7641331,ヴィノスやまざき 有楽町イトシア店,バー・カクテル,https://www.hotpepper.jp/strJ000742825/?vos=nhppalsa000016
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町３-２２ テラススクエア２F,35.69346666,139.7601021,ナンクルナイサ きばいやんせー テラススクエア神保町店,居酒屋,https://www.hotpepper.jp/strJ001118761/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１－１－２　東京ミッドタウン日比谷Ｂ１Ｆ　ＨＩＢＩＹＡ　ＦＯＯＤ　ＨＡＬＬ内,35.67357192,139.7591169,Mr.FARMER 東京ミッドタウン日比谷,カフェ・スイーツ,https://www.hotpepper.jp/strJ001258721/?vos=nhppalsa000016
千代田区,鍛冶町,-,東京都千代田区鍛冶町１‐４‐３　B1,35.68965237,139.7708236,カジュアルレストラン&バル 30's,居酒屋,https://www.hotpepper.jp/strJ000954855/?vos=nhppalsa000016
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１－５－１　新丸の内ビルディング５Ｆ,35.68254466,139.7642994,もつやき処 い志井 新丸ビル,居酒屋,https://www.hotpepper.jp/strJ000657341/?vos=nhppalsa000016
千代田区,神田駿河台３丁目,-,東京都千代田区神田駿河台３-7-12　くるみビル,35.69563206,139.7634987,焼肉ホルモン アポロン 神田駿河台,焼肉・ホルモン,https://www.hotpepper.jp/strJ001187727/?vos=nhppalsa000016
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内２－１－１　丸の内ＭＹ　ＰＬＡＺＡ　Ｂ２,35.67904499,139.761697,ちゃんと 丸の内店,和食,https://www.hotpepper.jp/strJ000235832/?vos=nhppalsa000016
千代田区,六番町,-,東京都千代田区六番町４‐１１　朝日六番町マンションＢ１Ｆ,35.68897094,139.7353544,Ｒ 市ヶ谷,ダイニングバー・バル,https://www.hotpepper.jp/strJ000660575/?vos=nhppalsa000016
千代田区,有楽町１丁目,大丸有,東京都千代田区有楽町１－６－１　第２日比谷ビル１０Ｆ,35.67380943,139.760464,シャム 有楽町,アジア・エスニック料理,https://www.hotpepper.jp/strJ000116313/?vos=nhppalsa000016
千代田区,飯田橋２丁目,-,東京都千代田区飯田橋２-８-７,35.69981175,139.7489583,トロワサージュ,イタリアン・フレンチ,https://www.hotpepper.jp/strJ001053786/?vos=nhppalsa000016
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３－３－１新東京ビルB１F,35.67755018,139.7627289,マヌエル タスカ ド ターリョ Manuel 丸の内店,各国料理,https://www.hotpepper.jp/strJ001263435/?vos=nhppalsa000016
千代田区,富士見２丁目,-,東京都千代田区富士見２-10-2　飯田橋グラン・ブルーム3F,35.69903837,139.7437135,丸亀製麺 飯田橋サクラテラス店,和食,https://www.hotpepper.jp/strJ001136963/?vos=nhppalsa000016
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内３－１－１帝劇ビルＢ２Ｆ,35.67692021,139.761161,丸の内ディンドン 帝劇店,ダイニングバー・バル,https://www.hotpepper.jp/strJ000005377/?vos=nhppalsa000016
千代田区,外神田４丁目,-,東京都千代田区外神田４-4-2 ヒューリック＆ニュー6F,35.70124582,139.7718405,青森ねぶた小屋 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ001224925/?vos=nhppalsa000016
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１－５－１　新丸の内ビルディング７Ｆ,35.68254466,139.7642994,ライムライト 来夢来人 新丸ビル,カラオケ・パーティ,https://www.hotpepper.jp/strJ000657357/?vos=nhppalsa000016
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１－９－７大手町フィナンシャルシティサウスタワー地下１F,35.68759052,139.7657588,フレッシュネスバーガー 大手町店,カフェ・スイーツ,https://www.hotpepper.jp/strJ001259477/?vos=nhppalsa000016
千代田区,丸の内,-,東京都千代田区丸の内２‐４‐１　丸ビル５Ｆ ,35.68109759,139.7636301,椿屋茶房 丸ビル店,カフェ・スイーツ,https://www.hotpepper.jp/strJ000759940/?vos=nhppalsa000016
千代田区,永田町,-,東京都千代田区永田町１‐１１‐３５ 　全国町村会館Ｂ１Ｆ,35.67888336,139.7419292,ペルラン,居酒屋,https://www.hotpepper.jp/strJ000247911/?vos=nhppalsa000016
千代田区,外神田６丁目,-,東京都千代田区外神田６-6-3　林ビル1F,35.70403073,139.7699961,アジアンバル アイキッチン 秋葉原店,居酒屋,https://www.hotpepper.jp/strJ001161245/?vos=nhppalsa000016
千代田区,外神田１丁目,-,東京都千代田区外神田１-１７-６　アトレ秋葉原１　３階,35.69858199,139.7731063,スターバックスコーヒー アトレ秋葉原１店,カフェ・スイーツ,https://www.hotpepper.jp/strJ000955180/?vos=nhppalsa000016
千代田区,大手町１丁目,大丸有,東京都千代田区大手町１-9-5　大手町フィナンシャルシティ ノースタワーB1F,35.68828989,139.7659126,かっぽうぎ 大手町フィナンシャルシティ店,居酒屋,https://www.hotpepper.jp/strJ001028919/?vos=nhppalsa000016
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内１－１－７－８　東京駅構内　味の散歩道,35.68378878,139.767631,満天酒場 丸の内北口店,居酒屋,https://www.hotpepper.jp/strJ000761567/?vos=nhppalsa000016
千代田区,外神田２丁目,-,東京都千代田区外神田２－１６－２,35.70266722,139.7679199,神田明神下 喜川,和食,https://www.hotpepper.jp/strJ000115719/?vos=nhppalsa000016
千代田区,外神田４丁目,-,東京都千代田区外神田４－１４－１　秋葉原UDX　３F,35.70013235,139.7725274,小江戸 鮒忠 秋葉原ＵＤＸ店,和食,https://www.hotpepper.jp/strJ000657784/?vos=nhppalsa000016
千代田区,平河町１丁目,-,東京都千代田区平河町１－３－９,35.68293284,139.7394182,オー プロヴァンソー,イタリアン・フレンチ,https://www.hotpepper.jp/strJ000659265/?vos=nhppalsa000016
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋２-6-5 ,35.69476251,139.7559502,森のブッチャーズ,ダイニングバー・バル,https://www.hotpepper.jp/strJ001051984/?vos=nhppalsa000016
千代田区,鍛冶町１丁目,-,東京都千代田区鍛冶町１-5-6　第3大東ビルＢ1Ｆ,35.68989181,139.771596,個室会席 北大路 日本橋茶寮 神田駅店,和食,https://www.hotpepper.jp/strJ000004897/?vos=nhppalsa000016
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町３-6-7,35.69375725,139.7626071,マスターシェフキッチン 神田店,ダイニングバー・バル,https://www.hotpepper.jp/strJ001239312/?vos=nhppalsa000016
千代田区,飯田橋１丁目,-,東京都千代田区飯田橋１-9-6,35.69975618,139.7481479,飯田橋スペインバル ALBA,居酒屋,https://www.hotpepper.jp/strJ001125486/?vos=nhppalsa000016
千代田区,鍛冶町２丁目,-,東京都千代田区鍛冶町２-12-11 2F,35.69296036,139.7716495,BAN蔵,各国料理,https://www.hotpepper.jp/strJ001027885/?vos=nhppalsa000016
千代田区,一番町８丁目,-,東京都千代田区一番町８－１３　日興ロイヤルパレス一番町,35.68721017,139.7406318,プティフ ア ラ カンパーニュ,洋食,https://www.hotpepper.jp/strJ000034110/?vos=nhppalsa000016
千代田区,一ツ橋１丁目,-,東京都千代田区一ツ橋１-1-1　パレスサイドビル 1F,35.69096881,139.7574288,かっぽうぎ 竹橋パレスサイドビル店,居酒屋,https://www.hotpepper.jp/strJ001138691/?vos=nhppalsa000016
